s1,s2,Re(z_ex.11),Im(z_ex.11),Abs(z_ex.11),Arg(z_ex.11),Re(z_ex.21),Im(z_ex.21),Abs(z_ex.21),Arg(z_ex.21),Re(z_ex.12),Im(z_ex.12),Abs(z_ex.12),Arg(z_ex.12),Re(z_ex.22),Im(z_ex.22),Abs(z_ex.22),Arg(z_ex.22)
+5.94642857E-01,+0.00000000E+00,+3.99831441E-02,+1.73580775E-01,+1.78126183E-01,+1.34440204E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+3.13863470E-03,+2.11535106E-01,+2.11558389E-01,+1.55596000E+00
+6.10714286E-01,+0.00000000E+00,+4.19885679E-02,+1.71452454E-01,+1.76519075E-01,+1.33062415E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+3.13647454E-03,+2.11474365E-01,+2.11497623E-01,+1.55596595E+00
+6.26785714E-01,+0.00000000E+00,+4.40462995E-02,+1.69268680E-01,+1.74905582E-01,+1.31622662E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+3.13425911E-03,+2.11412047E-01,+2.11435279E-01,+1.55597206E+00
+6.42857143E-01,+0.00000000E+00,+4.61562478E-02,+1.67029555E-01,+1.73289560E-01,+1.30118865E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+3.13198861E-03,+2.11348156E-01,+2.11371362E-01,+1.55597832E+00
+6.58928571E-01,+0.00000000E+00,+4.83183194E-02,+1.64735182E-01,+1.71675100E-01,+1.28548927E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+3.12966322E-03,+2.11282696E-01,+2.11305875E-01,+1.55598473E+00
+6.75000000E-01,+0.00000000E+00,+5.05324189E-02,+1.62385666E-01,+1.70066546E-01,+1.26910747E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+3.12728312E-03,+2.11215671E-01,+2.11238821E-01,+1.55599130E+00
+6.91071429E-01,+0.00000000E+00,+5.27984486E-02,+1.59981118E-01,+1.68468497E-01,+1.25202239E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+3.12484852E-03,+2.11147082E-01,+2.11170204E-01,+1.55599801E+00
+7.07142857E-01,+0.00000000E+00,+5.51163086E-02,+1.57521648E-01,+1.66885820E-01,+1.23421351E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+3.12235962E-03,+2.11076936E-01,+2.11100028E-01,+1.55600489E+00
+7.23214286E-01,+0.00000000E+00,+5.74858970E-02,+1.55007368E-01,+1.65323660E-01,+1.21566095E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+3.11981661E-03,+2.11005234E-01,+2.11028297E-01,+1.55601191E+00
+7.39285714E-01,+0.00000000E+00,+5.99071095E-02,+1.52438396E-01,+1.63787442E-01,+1.19634567E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+3.11721970E-03,+2.10931981E-01,+2.10955014E-01,+1.55601909E+00
+7.55357143E-01,+0.00000000E+00,+6.23798401E-02,+1.49814849E-01,+1.62282881E-01,+1.17624987E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+3.11456910E-03,+2.10857182E-01,+2.10880183E-01,+1.55602641E+00
+7.71428571E-01,+0.00000000E+00,+6.49039803E-02,+1.47136847E-01,+1.60815977E-01,+1.15535734E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+3.11186503E-03,+2.10780839E-01,+2.10803809E-01,+1.55603389E+00
+7.87500000E-01,+0.00000000E+00,+6.74794196E-02,+1.44404514E-01,+1.59393022E-01,+1.13365382E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+3.10910771E-03,+2.10702958E-01,+2.10725896E-01,+1.55604152E+00
