s1,s2,Re(z_ibc3.11),Im(z_ibc3.11),Abs(z_ibc3.11),Arg(z_ibc3.11),Re(z_ibc3.21),Im(z_ibc3.21),Abs(z_ibc3.21),Arg(z_ibc3.21),Re(z_ibc3.12),Im(z_ibc3.12),Abs(z_ibc3.12),Arg(z_ibc3.12),Re(z_ibc3.22),Im(z_ibc3.22),Abs(z_ibc3.22),Arg(z_ibc3.22)
+0.00000000E+00,+0.00000000E+00,+3.18005772E-03,+2.12649475E-01,+2.12673251E-01,+1.55584298E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+3.18005772E-03,+2.12649475E-01,+2.12673251E-01,+1.55584298E+00
+1.60714286E-02,+0.00000000E+00,+3.20707585E-03,+2.12620786E-01,+2.12644972E-01,+1.55571392E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+3.18002774E-03,+2.12648655E-01,+2.12672431E-01,+1.55584307E+00
+3.21428571E-02,+0.00000000E+00,+3.28812901E-03,+2.12534722E-01,+2.12560156E-01,+1.55532654E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+3.17993780E-03,+2.12646196E-01,+2.12669971E-01,+1.55584332E+00
+4.82142857E-02,+0.00000000E+00,+3.42321358E-03,+2.12391287E-01,+2.12418872E-01,+1.55468024E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+3.17978791E-03,+2.12642097E-01,+2.12665871E-01,+1.55584373E+00
+6.42857143E-02,+0.00000000E+00,+3.61232353E-03,+2.12190487E-01,+2.12221233E-01,+1.55377401E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+3.17957808E-03,+2.12636360E-01,+2.12660131E-01,+1.55584432E+00
+8.03571429E-02,+0.00000000E+00,+3.85545040E-03,+2.11932332E-01,+2.11967398E-01,+1.55260644E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+3.17930833E-03,+2.12628983E-01,+2.12652751E-01,+1.55584507E+00
+9.64285714E-02,+0.00000000E+00,+4.15258333E-03,+2.11616833E-01,+2.11657573E-01,+1.55117572E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+3.17897870E-03,+2.12619968E-01,+2.12643732E-01,+1.55584598E+00
+1.12500000E-01,+0.00000000E+00,+4.50370904E-03,+2.11244006E-01,+2.11292010E-01,+1.54947962E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+3.17858921E-03,+2.12609316E-01,+2.12633075E-01,+1.55584706E+00
+1.28571429E-01,+0.00000000E+00,+4.90881183E-03,+2.10813868E-01,+2.10871012E-01,+1.54751548E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+3.17813991E-03,+2.12597026E-01,+2.12620780E-01,+1.55584831E+00
+1.44642857E-01,+0.00000000E+00,+5.36787361E-03,+2.10326440E-01,+2.10394927E-01,+1.54528024E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+3.17763084E-03,+2.12583099E-01,+2.12606847E-01,+1.55584973E+00
