s1,s2,Re(r_ibc0.tm),Im(r_ibc0.tm),Abs(r_ibc0.tm),Arg(r_ibc0.tm),Re(r_ibc0.te),Im(r_ibc0.te),Abs(r_ibc0.te),Arg(r_ibc0.te)
+0.00000000E+00,+0.00000000E+00,-7.42618315E-01,+6.69714894E-01,+1.00000000E+00,+2.40776785E+00,-7.42618315E-01,+6.69714894E-01,+1.00000000E+00,+2.40776785E+00
+1.00000000E-03,+0.00000000E+00,-7.42618090E-01,+6.69715142E-01,+1.00000000E+00,+2.40776752E+00,-7.42618090E-01,+6.69715142E-01,+1.00000000E+00,+2.40776752E+00
+2.00000000E-03,+0.00000000E+00,-7.42617418E-01,+6.69715888E-01,+1.00000000E+00,+2.40776651E+00,-7.42617418E-01,+6.69715888E-01,+1.00000000E+00,+2.40776651E+00
+3.00000000E-03,+0.00000000E+00,-7.42616296E-01,+6.69717132E-01,+1.00000000E+00,+2.40776484E+00,-7.42616296E-01,+6.69717132E-01,+1.00000000E+00,+2.40776484E+00
+4.00000000E-03,+0.00000000E+00,-7.42614726E-01,+6.69718872E-01,+1.00000000E+00,+2.40776250E+00,-7.42614726E-01,+6.69718873E-01,+1.00000000E+00,+2.40776250E+00
+5.00000000E-03,+0.00000000E+00,-7.42612708E-01,+6.69721110E-01,+1.00000000E+00,+2.40775948E+00,-7.42612708E-01,+6.69721111E-01,+1.00000000E+00,+2.40775948E+00
+6.00000000E-03,+0.00000000E+00,-7.42610241E-01,+6.69723846E-01,+1.00000000E+00,+2.40775580E+00,-7.42610241E-01,+6.69723846E-01,+1.00000000E+00,+2.40775580E+00
+7.00000000E-03,+0.00000000E+00,-7.42607326E-01,+6.69727079E-01,+1.00000000E+00,+2.40775144E+00,-7.42607325E-01,+6.69727079E-01,+1.00000000E+00,+2.40775144E+00
+8.00000000E-03,+0.00000000E+00,-7.42603962E-01,+6.69730809E-01,+1.00000000E+00,+2.40774642E+00,-7.42603961E-01,+6.69730809E-01,+1.00000000E+00,+2.40774642E+00
+9.00000000E-03,+0.00000000E+00,-7.42600149E-01,+6.69735036E-01,+1.00000000E+00,+2.40774073E+00,-7.42600148E-01,+6.69735037E-01,+1.00000000E+00,+2.40774073E+00
+1.00000000E-02,+0.00000000E+00,-7.42595887E-01,+6.69739761E-01,+1.00000000E+00,+2.40773437E+00,-7.42595887E-01,+6.69739762E-01,+1.00000000E+00,+2.40773436E+00
+1.10000000E-02,+0.00000000E+00,-7.42591177E-01,+6.69744984E-01,+1.00000000E+00,+2.40772733E+00,-7.42591176E-01,+6.69744985E-01,+1.00000000E+00,+2.40772733E+00
+1.20000000E-02,+0.00000000E+00,-7.42586018E-01,+6.69750704E-01,+1.00000000E+00,+2.40771963E+00,-7.42586017E-01,+6.69750705E-01,+1.00000000E+00,+2.40771963E+00
+1.30000000E-02,+0.00000000E+00,-7.42580410E-01,+6.69756922E-01,+1.00000000E+00,+2.40771126E+00,-7.42580409E-01,+6.69756923E-01,+1.00000000E+00,+2.40771126E+00
+1.40000000E-02,+0.00000000E+00,-7.42574354E-01,+6.69763637E-01,+1.00000000E+00,+2.40770221E+00,-7.42574352E-01,+6.69763638E-01,+1.00000000E+00,+2.40770221E+00
+1.50000000E-02,+0.00000000E+00,-7.42567848E-01,+6.69770850E-01,+1.00000000E+00,+2.40769250E+00,-7.42567846E-01,+6.69770852E-01,+1.00000000E+00,+2.40769250E+00
+1.60000000E-02,+0.00000000E+00,-7.42560893E-01,+6.69778560E-01,+1.00000000E+00,+2.40768212E+00,-7.42560891E-01,+6.69778562E-01,+1.00000000E+00,+2.40768211E+00
+1.70000000E-02,+0.00000000E+00,-7.42553489E-01,+6.69786769E-01,+1.00000000E+00,+2.40767106E+00,-7.42553487E-01,+6.69786771E-01,+1.00000000E+00,+2.40767106E+00
+1.80000000E-02,+0.00000000E+00,-7.42545636E-01,+6.69795475E-01,+1.00000000E+00,+2.40765934E+00,-7.42545634E-01,+6.69795477E-01,+1.00000000E+00,+2.40765934E+00
+1.90000000E-02,+0.00000000E+00,-7.42537334E-01,+6.69804679E-01,+1.00000000E+00,+2.40764694E+00,-7.42537332E-01,+6.69804681E-01,+1.00000000E+00,+2.40764694E+00
+2.00000000E-02,+0.00000000E+00,-7.42528583E-01,+6.69814380E-01,+1.00000000E+00,+2.40763388E+00,-7.42528580E-01,+6.69814384E-01,+1.00000000E+00,+2.40763387E+00
+2.10000000E-02,+0.00000000E+00,-7.42519381E-01,+6.69824580E-01,+1.00000000E+00,+2.40762014E+00,-7.42519378E-01,+6.69824584E-01,+1.00000000E+00,+2.40762014E+00
+2.20000000E-02,+0.00000000E+00,-7.42509731E-01,+6.69835278E-01,+1.00000000E+00,+2.40760573E+00,-7.42509727E-01,+6.69835282E-01,+1.00000000E+00,+2.40760573E+00
