s1,s2,Re(r_ex.tm),Im(r_ex.tm),Abs(r_ex.tm),Arg(r_ex.tm),Re(r_ex.te),Im(r_ex.te),Abs(r_ex.te),Arg(r_ex.te)
+1.17000000E-01,+0.00000000E+00,-7.46091953E-01,+6.65842923E-01,+1.00000000E+00,+2.41296962E+00,-7.47607820E-01,+6.64140458E-01,+1.00000000E+00,+2.41524915E+00
+1.18000000E-01,+0.00000000E+00,-7.46151924E-01,+6.65775717E-01,+1.00000000E+00,+2.41305969E+00,-7.47693480E-01,+6.64044019E-01,+1.00000000E+00,+2.41537814E+00
+1.19000000E-01,+0.00000000E+00,-7.46212418E-01,+6.65707915E-01,+1.00000000E+00,+2.41315056E+00,-7.47779870E-01,+6.63946735E-01,+1.00000000E+00,+2.41550824E+00
+1.20000000E-01,+0.00000000E+00,-7.46273433E-01,+6.65639514E-01,+1.00000000E+00,+2.41324222E+00,-7.47866988E-01,+6.63848603E-01,+1.00000000E+00,+2.41563946E+00
+1.21000000E-01,+0.00000000E+00,-7.46334972E-01,+6.65570515E-01,+1.00000000E+00,+2.41333467E+00,-7.47954836E-01,+6.63749624E-01,+1.00000000E+00,+2.41577181E+00
+1.22000000E-01,+0.00000000E+00,-7.46397033E-01,+6.65500916E-01,+1.00000000E+00,+2.41342792E+00,-7.48043413E-01,+6.63649796E-01,+1.00000000E+00,+2.41590526E+00
+1.23000000E-01,+0.00000000E+00,-7.46459618E-01,+6.65430717E-01,+1.00000000E+00,+2.41352197E+00,-7.48132720E-01,+6.63549119E-01,+1.00000000E+00,+2.41603984E+00
+1.24000000E-01,+0.00000000E+00,-7.46522726E-01,+6.65359917E-01,+1.00000000E+00,+2.41361681E+00,-7.48222755E-01,+6.63447593E-01,+1.00000000E+00,+2.41617554E+00
+1.25000000E-01,+0.00000000E+00,-7.46586358E-01,+6.65288516E-01,+1.00000000E+00,+2.41371245E+00,-7.48313520E-01,+6.63345216E-01,+1.00000000E+00,+2.41631236E+00
+1.26000000E-01,+0.00000000E+00,-7.46650514E-01,+6.65216513E-01,+1.00000000E+00,+2.41380889E+00,-7.48405014E-01,+6.63241989E-01,+1.00000000E+00,+2.41645030E+00
+1.27000000E-01,+0.00000000E+00,-7.46715195E-01,+6.65143907E-01,+1.00000000E+00,+2.41390613E+00,-7.48497237E-01,+6.63137909E-01,+1.00000000E+00,+2.41658936E+00
+1.28000000E-01,+0.00000000E+00,-7.46780401E-01,+6.65070697E-01,+1.00000000E+00,+2.41400417E+00,-7.48590189E-01,+6.63032977E-01,+1.00000000E+00,+2.41672954E+00
+1.29000000E-01,+0.00000000E+00,-7.46846132E-01,+6.64996884E-01,+1.00000000E+00,+2.41410301E+00,-7.48683870E-01,+6.62927192E-01,+1.00000000E+00,+2.41687084E+00
+1.30000000E-01,+0.00000000E+00,-7.46912388E-01,+6.64922465E-01,+1.00000000E+00,+2.41420265E+00,-7.48778281E-01,+6.62820553E-01,+1.00000000E+00,+2.41701327E+00
+1.31000000E-01,+0.00000000E+00,-7.46979171E-01,+6.64847440E-01,+1.00000000E+00,+2.41430309E+00,-7.48873421E-01,+6.62713060E-01,+1.00000000E+00,+2.41715682E+00
+1.32000000E-01,+0.00000000E+00,-7.47046479E-01,+6.64771809E-01,+1.00000000E+00,+2.41440433E+00,-7.48969290E-01,+6.62604711E-01,+1.00000000E+00,+2.41730149E+00
+1.33000000E-01,+0.00000000E+00,-7.47114314E-01,+6.64695571E-01,+1.00000000E+00,+2.41450638E+00,-7.49065888E-01,+6.62495506E-01,+1.00000000E+00,+2.41744729E+00
+1.34000000E-01,+0.00000000E+00,-7.47182676E-01,+6.64618725E-01,+1.00000000E+00,+2.41460924E+00,-7.49163216E-01,+6.62385444E-01,+1.00000000E+00,+2.41759421E+00
+1.35000000E-01,+0.00000000E+00,-7.47251564E-01,+6.64541270E-01,+1.00000000E+00,+2.41471289E+00,-7.49261272E-01,+6.62274525E-01,+1.00000000E+00,+2.41774226E+00
