s1,s2,Re(r_ibc3.tm),Im(r_ibc3.tm),Abs(r_ibc3.tm),Arg(r_ibc3.tm),Re(r_ibc3.te),Im(r_ibc3.te),Abs(r_ibc3.te),Arg(r_ibc3.te)
+5.70000000E-02,+0.00000000E+00,-7.45738431E-01,+6.66238840E-01,+1.00000000E+00,+2.41243884E+00,-7.46145192E-01,+6.65783263E-01,+1.00000000E+00,+2.41304958E+00
+5.80000000E-02,+0.00000000E+00,-7.45765285E-01,+6.66208781E-01,+1.00000000E+00,+2.41247915E+00,-7.46186397E-01,+6.65737080E-01,+1.00000000E+00,+2.41311147E+00
+5.90000000E-02,+0.00000000E+00,-7.45792609E-01,+6.66178193E-01,+1.00000000E+00,+2.41252016E+00,-7.46228320E-01,+6.65690089E-01,+1.00000000E+00,+2.41317445E+00
+6.00000000E-02,+0.00000000E+00,-7.45820403E-01,+6.66147075E-01,+1.00000000E+00,+2.41256188E+00,-7.46270959E-01,+6.65642288E-01,+1.00000000E+00,+2.41323850E+00
+6.10000000E-02,+0.00000000E+00,-7.45848668E-01,+6.66115428E-01,+1.00000000E+00,+2.41260432E+00,-7.46314315E-01,+6.65593677E-01,+1.00000000E+00,+2.41330364E+00
+6.20000000E-02,+0.00000000E+00,-7.45877404E-01,+6.66083251E-01,+1.00000000E+00,+2.41264746E+00,-7.46358388E-01,+6.65544255E-01,+1.00000000E+00,+2.41336986E+00
+6.30000000E-02,+0.00000000E+00,-7.45906612E-01,+6.66050544E-01,+1.00000000E+00,+2.41269131E+00,-7.46403178E-01,+6.65494024E-01,+1.00000000E+00,+2.41343716E+00
+6.40000000E-02,+0.00000000E+00,-7.45936290E-01,+6.66017306E-01,+1.00000000E+00,+2.41273587E+00,-7.46448685E-01,+6.65442981E-01,+1.00000000E+00,+2.41350554E+00
+6.50000000E-02,+0.00000000E+00,-7.45966440E-01,+6.65983536E-01,+1.00000000E+00,+2.41278114E+00,-7.46494908E-01,+6.65391127E-01,+1.00000000E+00,+2.41357501E+00
+6.60000000E-02,+0.00000000E+00,-7.45997061E-01,+6.65949236E-01,+1.00000000E+00,+2.41282712E+00,-7.46541849E-01,+6.65338461E-01,+1.00000000E+00,+2.41364556E+00
+6.70000000E-02,+0.00000000E+00,-7.46028155E-01,+6.65914403E-01,+1.00000000E+00,+2.41287381E+00,-7.46589506E-01,+6.65284984E-01,+1.00000000E+00,+2.41371719E+00
+6.80000000E-02,+0.00000000E+00,-7.46059720E-01,+6.65879039E-01,+1.00000000E+00,+2.41292121E+00,-7.46637880E-01,+6.65230694E-01,+1.00000000E+00,+2.41378990E+00
+6.90000000E-02,+0.00000000E+00,-7.46091758E-01,+6.65843142E-01,+1.00000000E+00,+2.41296933E+00,-7.46686971E-01,+6.65175591E-01,+1.00000000E+00,+2.41386370E+00
+7.00000000E-02,+0.00000000E+00,-7.46124268E-01,+6.65806712E-01,+1.00000000E+00,+2.41301815E+00,-7.46736779E-01,+6.65119676E-01,+1.00000000E+00,+2.41393858E+00
+7.10000000E-02,+0.00000000E+00,-7.46157250E-01,+6.65769748E-01,+1.00000000E+00,+2.41306769E+00,-7.46787304E-01,+6.65062947E-01,+1.00000000E+00,+2.41401455E+00
+7.20000000E-02,+0.00000000E+00,-7.46190706E-01,+6.65732251E-01,+1.00000000E+00,+2.41311795E+00,-7.46838546E-01,+6.65005404E-01,+1.00000000E+00,+2.41409160E+00
+7.30000000E-02,+0.00000000E+00,-7.46224635E-01,+6.65694220E-01,+1.00000000E+00,+2.41316891E+00,-7.46890504E-01,+6.64947047E-01,+1.00000000E+00,+2.41416974E+00
+7.40000000E-02,+0.00000000E+00,-7.46259037E-01,+6.65655654E-01,+1.00000000E+00,+2.41322059E+00,-7.46943180E-01,+6.64887875E-01,+1.00000000E+00,+2.41424896E+00
+7.50000000E-02,+0.00000000E+00,-7.46293912E-01,+6.65616554E-01,+1.00000000E+00,+2.41327299E+00,-7.46996572E-01,+6.64827888E-01,+1.00000000E+00,+2.41432926E+00
+7.60000000E-02,+0.00000000E+00,-7.46329261E-01,+6.65576918E-01,+1.00000000E+00,+2.41332609E+00,-7.47050682E-01,+6.64767086E-01,+1.00000000E+00,+2.41441066E+00
+7.70000000E-02,+0.00000000E+00,-7.46365085E-01,+6.65536746E-01,+1.00000000E+00,+2.41337992E+00,-7.47105508E-01,+6.64705468E-01,+1.00000000E+00,+2.41449314E+00
+7.80000000E-02,+0.00000000E+00,-7.46401382E-01,+6.65496038E-01,+1.00000000E+00,+2.41343446E+00,-7.47161052E-01,+6.64643034E-01,+1.00000000E+00,+2.41457670E+00
+7.90000000E-02,+0.00000000E+00,-7.46438154E-01,+6.65454794E-01,+1.00000000E+00,+2.41348972E+00,-7.47217312E-01,+6.64579783E-01,+1.00000000E+00,+2.41466135E+00
+8.00000000E-02,+0.00000000E+00,-7.46475400E-01,+6.65413012E-01,+1.00000000E+00,+2.41354569E+00,-7.47274290E-01,+6.64515715E-01,+1.00000000E+00,+2.41474709E+00
+8.10000000E-02,+0.00000000E+00,-7.46513122E-01,+6.65370693E-01,+1.00000000E+00,+2.41360238E+00,-7.47331984E-01,+6.64450830E-01,+1.00000000E+00,+2.41483392E+00
+8.20000000E-02,+0.00000000E+00,-7.46551318E-01,+6.65327836E-01,+1.00000000E+00,+2.41365979E+00,-7.47390396E-01,+6.64385126E-01,+1.00000000E+00,+2.41492183E+00
+8.30000000E-02,+0.00000000E+00,-7.46589990E-01,+6.65284441E-01,+1.00000000E+00,+2.41371791E+00,-7.47449524E-01,+6.64318605E-01,+1.00000000E+00,+2.41501083E+00
+8.40000000E-02,+0.00000000E+00,-7.46629137E-01,+6.65240506E-01,+1.00000000E+00,+2.41377676E+00,-7.47509370E-01,+6.64251264E-01,+1.00000000E+00,+2.41510092E+00
+8.50000000E-02,+0.00000000E+00,-7.46668761E-01,+6.65196032E-01,+1.00000000E+00,+2.41383632E+00,-7.47569933E-01,+6.64183104E-01,+1.00000000E+00,+2.41519210E+00
+8.60000000E-02,+0.00000000E+00,-7.46708860E-01,+6.65151019E-01,+1.00000000E+00,+2.41389661E+00,-7.47631212E-01,+6.64114124E-01,+1.00000000E+00,+2.41528437E+00
+8.70000000E-02,+0.00000000E+00,-7.46749436E-01,+6.65105465E-01,+1.00000000E+00,+2.41395761E+00,-7.47693209E-01,+6.64044324E-01,+1.00000000E+00,+2.41537773E+00
+8.80000000E-02,+0.00000000E+00,-7.46790489E-01,+6.65059370E-01,+1.00000000E+00,+2.41401934E+00,-7.47755923E-01,+6.63973704E-01,+1.00000000E+00,+2.41547218E+00
+8.90000000E-02,+0.00000000E+00,-7.46832018E-01,+6.65012734E-01,+1.00000000E+00,+2.41408178E+00,-7.47819354E-01,+6.63902262E-01,+1.00000000E+00,+2.41556771E+00
+9.00000000E-02,+0.00000000E+00,-7.46874025E-01,+6.64965556E-01,+1.00000000E+00,+2.41414495E+00,-7.47883502E-01,+6.63829998E-01,+1.00000000E+00,+2.41566434E+00
+9.10000000E-02,+0.00000000E+00,-7.46916509E-01,+6.64917836E-01,+1.00000000E+00,+2.41420884E+00,-7.47948368E-01,+6.63756913E-01,+1.00000000E+00,+2.41576206E+00
+9.20000000E-02,+0.00000000E+00,-7.46959471E-01,+6.64869573E-01,+1.00000000E+00,+2.41427346E+00,-7.48013950E-01,+6.63683004E-01,+1.00000000E+00,+2.41586087E+00
+9.30000000E-02,+0.00000000E+00,-7.47002910E-01,+6.64820767E-01,+1.00000000E+00,+2.41433880E+00,-7.48080250E-01,+6.63608273E-01,+1.00000000E+00,+2.41596077E+00
+9.40000000E-02,+0.00000000E+00,-7.47046828E-01,+6.64771417E-01,+1.00000000E+00,+2.41440486E+00,-7.48147267E-01,+6.63532718E-01,+1.00000000E+00,+2.41606177E+00
+9.50000000E-02,+0.00000000E+00,-7.47091225E-01,+6.64721522E-01,+1.00000000E+00,+2.41447165E+00,-7.48215001E-01,+6.63456338E-01,+1.00000000E+00,+2.41616385E+00
+9.60000000E-02,+0.00000000E+00,-7.47136100E-01,+6.64671083E-01,+1.00000000E+00,+2.41453916E+00,-7.48283452E-01,+6.63379134E-01,+1.00000000E+00,+2.41626703E+00
+9.70000000E-02,+0.00000000E+00,-7.47181455E-01,+6.64620098E-01,+1.00000000E+00,+2.41460740E+00,-7.48352620E-01,+6.63301105E-01,+1.00000000E+00,+2.41637131E+00
+9.80000000E-02,+0.00000000E+00,-7.47227288E-01,+6.64568566E-01,+1.00000000E+00,+2.41467636E+00,-7.48422506E-01,+6.63222250E-01,+1.00000000E+00,+2.41647667E+00
+9.90000000E-02,+0.00000000E+00,-7.47273602E-01,+6.64516489E-01,+1.00000000E+00,+2.41474606E+00,-7.48493109E-01,+6.63142568E-01,+1.00000000E+00,+2.41658313E+00
+1.00000000E-01,+0.00000000E+00,-7.47320395E-01,+6.64463864E-01,+1.00000000E+00,+2.41481648E+00,-7.48564429E-01,+6.63062060E-01,+1.00000000E+00,+2.41669069E+00
+1.01000000E-01,+0.00000000E+00,-7.47367669E-01,+6.64410691E-01,+1.00000000E+00,+2.41488762E+00,-7.48636467E-01,+6.62980724E-01,+1.00000000E+00,+2.41679934E+00
+1.02000000E-01,+0.00000000E+00,-7.47415424E-01,+6.64356971E-01,+1.00000000E+00,+2.41495950E+00,-7.48709221E-01,+6.62898561E-01,+1.00000000E+00,+2.41690909E+00
+1.03000000E-01,+0.00000000E+00,-7.47463659E-01,+6.64302701E-01,+1.00000000E+00,+2.41503211E+00,-7.48782693E-01,+6.62815569E-01,+1.00000000E+00,+2.41701993E+00
+1.04000000E-01,+0.00000000E+00,-7.47512376E-01,+6.64247882E-01,+1.00000000E+00,+2.41510545E+00,-7.48856883E-01,+6.62731747E-01,+1.00000000E+00,+2.41713186E+00
+1.05000000E-01,+0.00000000E+00,-7.47561574E-01,+6.64192512E-01,+1.00000000E+00,+2.41517952E+00,-7.48931790E-01,+6.62647097E-01,+1.00000000E+00,+2.41724490E+00
+1.06000000E-01,+0.00000000E+00,-7.47611254E-01,+6.64136593E-01,+1.00000000E+00,+2.41525432E+00,-7.49007414E-01,+6.62561616E-01,+1.00000000E+00,+2.41735903E+00
+1.07000000E-01,+0.00000000E+00,-7.47661416E-01,+6.64080121E-01,+1.00000000E+00,+2.41532985E+00,-7.49083755E-01,+6.62475304E-01,+1.00000000E+00,+2.41747426E+00
+1.08000000E-01,+0.00000000E+00,-7.47712060E-01,+6.64023098E-01,+1.00000000E+00,+2.41540612E+00,-7.49160814E-01,+6.62388161E-01,+1.00000000E+00,+2.41759059E+00
+1.09000000E-01,+0.00000000E+00,-7.47763187E-01,+6.63965523E-01,+1.00000000E+00,+2.41548312E+00,-7.49238590E-01,+6.62300185E-01,+1.00000000E+00,+2.41770801E+00
+1.10000000E-01,+0.00000000E+00,-7.47814798E-01,+6.63907394E-01,+1.00000000E+00,+2.41556085E+00,-7.49317083E-01,+6.62211378E-01,+1.00000000E+00,+2.41782654E+00
+1.11000000E-01,+0.00000000E+00,-7.47866892E-01,+6.63848712E-01,+1.00000000E+00,+2.41563932E+00,-7.49396294E-01,+6.62121737E-01,+1.00000000E+00,+2.41794616E+00
+1.12000000E-01,+0.00000000E+00,-7.47919469E-01,+6.63789475E-01,+1.00000000E+00,+2.41571852E+00,-7.49476223E-01,+6.62031262E-01,+1.00000000E+00,+2.41806688E+00
+1.13000000E-01,+0.00000000E+00,-7.47972531E-01,+6.63729683E-01,+1.00000000E+00,+2.41579846E+00,-7.49556869E-01,+6.61939953E-01,+1.00000000E+00,+2.41818871E+00
+1.14000000E-01,+0.00000000E+00,-7.48026077E-01,+6.63669336E-01,+1.00000000E+00,+2.41587914E+00,-7.49638232E-01,+6.61847808E-01,+1.00000000E+00,+2.41831163E+00
+1.15000000E-01,+0.00000000E+00,-7.48080108E-01,+6.63608432E-01,+1.00000000E+00,+2.41596056E+00,-7.49720313E-01,+6.61754828E-01,+1.00000000E+00,+2.41843566E+00
+1.16000000E-01,+0.00000000E+00,-7.48134625E-01,+6.63546972E-01,+1.00000000E+00,+2.41604271E+00,-7.49803111E-01,+6.61661012E-01,+1.00000000E+00,+2.41856079E+00
+1.17000000E-01,+0.00000000E+00,-7.48189626E-01,+6.63484953E-01,+1.00000000E+00,+2.41612561E+00,-7.49886627E-01,+6.61566359E-01,+1.00000000E+00,+2.41868702E+00
+1.18000000E-01,+0.00000000E+00,-7.48245114E-01,+6.63422376E-01,+1.00000000E+00,+2.41620924E+00,-7.49970860E-01,+6.61470868E-01,+1.00000000E+00,+2.41881435E+00
+1.19000000E-01,+0.00000000E+00,-7.48301088E-01,+6.63359241E-01,+1.00000000E+00,+2.41629362E+00,-7.50055811E-01,+6.61374539E-01,+1.00000000E+00,+2.41894279E+00
+1.20000000E-01,+0.00000000E+00,-7.48357548E-01,+6.63295545E-01,+1.00000000E+00,+2.41637874E+00,-7.50141479E-01,+6.61277371E-01,+1.00000000E+00,+2.41907233E+00
+1.21000000E-01,+0.00000000E+00,-7.48414495E-01,+6.63231289E-01,+1.00000000E+00,+2.41646459E+00,-7.50227865E-01,+6.61179363E-01,+1.00000000E+00,+2.41920297E+00
+1.22000000E-01,+0.00000000E+00,-7.48471930E-01,+6.63166472E-01,+1.00000000E+00,+2.41655120E+00,-7.50314969E-01,+6.61080516E-01,+1.00000000E+00,+2.41933472E+00
+1.23000000E-01,+0.00000000E+00,-7.48529852E-01,+6.63101094E-01,+1.00000000E+00,+2.41663854E+00,-7.50402790E-01,+6.60980827E-01,+1.00000000E+00,+2.41946758E+00
+1.24000000E-01,+0.00000000E+00,-7.48588262E-01,+6.63035152E-01,+1.00000000E+00,+2.41672663E+00,-7.50491328E-01,+6.60880296E-01,+1.00000000E+00,+2.41960154E+00
+1.25000000E-01,+0.00000000E+00,-7.48647161E-01,+6.62968648E-01,+1.00000000E+00,+2.41681547E+00,-7.50580585E-01,+6.60778924E-01,+1.00000000E+00,+2.41973660E+00
+1.26000000E-01,+0.00000000E+00,-7.48706549E-01,+6.62901579E-01,+1.00000000E+00,+2.41690505E+00,-7.50670559E-01,+6.60676708E-01,+1.00000000E+00,+2.41987278E+00
+1.27000000E-01,+0.00000000E+00,-7.48766425E-01,+6.62833946E-01,+1.00000000E+00,+2.41699538E+00,-7.50761250E-01,+6.60573648E-01,+1.00000000E+00,+2.42001006E+00
+1.28000000E-01,+0.00000000E+00,-7.48826792E-01,+6.62765748E-01,+1.00000000E+00,+2.41708646E+00,-7.50852660E-01,+6.60469744E-01,+1.00000000E+00,+2.42014845E+00
+1.29000000E-01,+0.00000000E+00,-7.48887648E-01,+6.62696983E-01,+1.00000000E+00,+2.41717829E+00,-7.50944787E-01,+6.60364995E-01,+1.00000000E+00,+2.42028795E+00
+1.30000000E-01,+0.00000000E+00,-7.48948994E-01,+6.62627651E-01,+1.00000000E+00,+2.41727086E+00,-7.51037631E-01,+6.60259401E-01,+1.00000000E+00,+2.42042856E+00
+1.31000000E-01,+0.00000000E+00,-7.49010832E-01,+6.62557752E-01,+1.00000000E+00,+2.41736419E+00,-7.51131194E-01,+6.60152959E-01,+1.00000000E+00,+2.42057027E+00
+1.32000000E-01,+0.00000000E+00,-7.49073160E-01,+6.62487284E-01,+1.00000000E+00,+2.41745827E+00,-7.51225474E-01,+6.60045670E-01,+1.00000000E+00,+2.42071310E+00
+1.33000000E-01,+0.00000000E+00,-7.49135980E-01,+6.62416247E-01,+1.00000000E+00,+2.41755310E+00,-7.51320472E-01,+6.59937534E-01,+1.00000000E+00,+2.42085704E+00
+1.34000000E-01,+0.00000000E+00,-7.49199292E-01,+6.62344639E-01,+1.00000000E+00,+2.41764868E+00,-7.51416188E-01,+6.59828548E-01,+1.00000000E+00,+2.42100209E+00
