n,Re(m_ex.11),Im(m_ex.11),Abs(m_ex.11),Arg(m_ex.11),Re(m_ex.21),Im(m_ex.21),Abs(m_ex.21),Arg(m_ex.21),Re(m_ex.12),Im(m_ex.12),Abs(m_ex.12),Arg(m_ex.12),Re(m_ex.22),Im(m_ex.22),Abs(m_ex.22),Arg(m_ex.22)
+0.00000000E+00,-7.16889108E-02,+1.00287980E-01,+1.23276027E-01,+2.19140648E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-9.28311089E-01,-1.00287980E-01,+9.33712567E-01,-3.03397729E+00
+1.00000000E+00,-8.24975181E-01,-2.94641975E-01,+8.76012524E-01,-2.79856013E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-1.49076437E-01,+2.65907053E-01,+3.04844788E-01,+2.08176688E+00
+2.00000000E+00,-5.97061648E-01,+4.25756640E-01,+7.33315299E-01,+2.52213765E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-5.32567625E-01,-4.40243752E-01,+6.90972385E-01,-2.45081528E+00
+3.00000000E+00,-9.35923444E-02,+1.60784125E-01,+1.86040485E-01,+2.09794963E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-9.18467990E-01,+1.49258569E-01,+9.30516829E-01,+2.98049277E+00
+4.00000000E+00,-5.87296390E-02,-9.66690402E-02,+1.13110892E-01,-2.11673645E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-4.42982705E-01,+4.46893710E-01,+6.29243724E-01,+2.35179952E+00
+5.00000000E+00,-2.34222357E-02,-7.53787512E-02,+7.89338790E-02,-1.87206539E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-1.15768175E-01,+2.56452410E-01,+2.81371834E-01,+1.99483189E+00
+6.00000000E+00,-3.20811127E-03,-1.85069370E-02,+1.87829363E-02,-1.74243710E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-3.00573806E-02,+8.23387782E-02,+8.76534113E-02,+1.92081112E+00
+7.00000000E+00,-3.08592118E-04,-2.57567335E-03,+2.59409374E-03,-1.69003821E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-1.05560138E-02,+1.64113822E-02,+1.95131467E-02,+2.14238554E+00
