s1,s2,Re(z_ex.tm),Im(z_ex.tm),Abs(z_ex.tm),Arg(z_ex.tm),Re(z_ex.te),Im(z_ex.te),Abs(z_ex.te),Arg(z_ex.te)
+4.70000000E-01,+0.00000000E+00,+3.71008608E-01,+2.11629820E+00,+2.14857289E+00,+1.39724972E+00,+3.63191069E-01,+2.14196189E+00,+2.17253504E+00,+1.40283384E+00
+4.80000000E-01,+0.00000000E+00,+3.71181312E-01,+2.11480113E+00,+2.14712817E+00,+1.39705009E+00,+3.63027992E-01,+2.14156298E+00,+2.17211448E+00,+1.40287716E+00
+4.90000000E-01,+0.00000000E+00,+3.71357728E-01,+2.11327318E+00,+2.14565377E+00,+1.39684601E+00,+3.62861593E-01,+2.14115583E+00,+2.17168525E+00,+1.40292137E+00
+5.00000000E-01,+0.00000000E+00,+3.71537861E-01,+2.11171439E+00,+2.14414972E+00,+1.39663744E+00,+3.62691881E-01,+2.14074047E+00,+2.17124737E+00,+1.40296647E+00
+5.10000000E-01,+0.00000000E+00,+3.71721716E-01,+2.11012479E+00,+2.14261608E+00,+1.39642437E+00,+3.62518863E-01,+2.14031689E+00,+2.17080085E+00,+1.40301246E+00
+5.20000000E-01,+0.00000000E+00,+3.71909297E-01,+2.10850444E+00,+2.14105290E+00,+1.39620679E+00,+3.62342545E-01,+2.13988513E+00,+2.17034570E+00,+1.40305933E+00
+5.30000000E-01,+0.00000000E+00,+3.72100610E-01,+2.10685338E+00,+2.13946022E+00,+1.39598468E+00,+3.62162935E-01,+2.13944517E+00,+2.16988194E+00,+1.40310709E+00
+5.40000000E-01,+0.00000000E+00,+3.72295660E-01,+2.10517163E+00,+2.13783808E+00,+1.39575802E+00,+3.61980040E-01,+2.13899705E+00,+2.16940958E+00,+1.40315574E+00
+5.50000000E-01,+0.00000000E+00,+3.72494451E-01,+2.10345926E+00,+2.13618655E+00,+1.39552678E+00,+3.61793868E-01,+2.13854076E+00,+2.16892862E+00,+1.40320527E+00
+5.60000000E-01,+0.00000000E+00,+3.72696988E-01,+2.10171630E+00,+2.13450567E+00,+1.39529096E+00,+3.61604428E-01,+2.13807632E+00,+2.16843909E+00,+1.40325568E+00
+5.70000000E-01,+0.00000000E+00,+3.72903278E-01,+2.09994280E+00,+2.13279549E+00,+1.39505053E+00,+3.61411725E-01,+2.13760374E+00,+2.16794100E+00,+1.40330697E+00
+5.80000000E-01,+0.00000000E+00,+3.73113325E-01,+2.09813879E+00,+2.13105607E+00,+1.39480548E+00,+3.61215769E-01,+2.13712303E+00,+2.16743435E+00,+1.40335915E+00
+5.90000000E-01,+0.00000000E+00,+3.73327134E-01,+2.09630434E+00,+2.12928745E+00,+1.39455577E+00,+3.61016568E-01,+2.13663421E+00,+2.16691917E+00,+1.40341219E+00
+6.00000000E-01,+0.00000000E+00,+3.73544711E-01,+2.09443949E+00,+2.12748970E+00,+1.39430140E+00,+3.60814129E-01,+2.13613728E+00,+2.16639547E+00,+1.40346612E+00
+6.10000000E-01,+0.00000000E+00,+3.73766061E-01,+2.09254427E+00,+2.12566286E+00,+1.39404234E+00,+3.60608462E-01,+2.13563227E+00,+2.16586326E+00,+1.40352091E+00
+6.20000000E-01,+0.00000000E+00,+3.73991190E-01,+2.09061875E+00,+2.12380700E+00,+1.39377857E+00,+3.60399574E-01,+2.13511918E+00,+2.16532256E+00,+1.40357659E+00
+6.30000000E-01,+0.00000000E+00,+3.74220103E-01,+2.08866297E+00,+2.12192217E+00,+1.39351007E+00,+3.60187475E-01,+2.13459803E+00,+2.16477338E+00,+1.40363313E+00
+6.40000000E-01,+0.00000000E+00,+3.74452807E-01,+2.08667698E+00,+2.12000843E+00,+1.39323682E+00,+3.59972172E-01,+2.13406883E+00,+2.16421573E+00,+1.40369054E+00
+6.50000000E-01,+0.00000000E+00,+3.74689307E-01,+2.08466084E+00,+2.11806584E+00,+1.39295879E+00,+3.59753676E-01,+2.13353159E+00,+2.16364964E+00,+1.40374882E+00
+6.60000000E-01,+0.00000000E+00,+3.74929608E-01,+2.08261458E+00,+2.11609445E+00,+1.39267596E+00,+3.59531994E-01,+2.13298633E+00,+2.16307511E+00,+1.40380796E+00
+6.70000000E-01,+0.00000000E+00,+3.75173717E-01,+2.08053827E+00,+2.11409433E+00,+1.39238830E+00,+3.59307136E-01,+2.13243306E+00,+2.16249217E+00,+1.40386797E+00
+6.80000000E-01,+0.00000000E+00,+3.75421640E-01,+2.07843196E+00,+2.11206554E+00,+1.39209580E+00,+3.59079111E-01,+2.13187179E+00,+2.16190082E+00,+1.40392884E+00
+6.90000000E-01,+0.00000000E+00,+3.75673382E-01,+2.07629570E+00,+2.11000814E+00,+1.39179843E+00,+3.58847929E-01,+2.13130255E+00,+2.16130109E+00,+1.40399057E+00
+7.00000000E-01,+0.00000000E+00,+3.75928950E-01,+2.07412955E+00,+2.10792219E+00,+1.39149616E+00,+3.58613598E-01,+2.13072534E+00,+2.16069299E+00,+1.40405317E+00
+7.10000000E-01,+0.00000000E+00,+3.76188350E-01,+2.07193356E+00,+2.10580776E+00,+1.39118898E+00,+3.58376129E-01,+2.13014017E+00,+2.16007653E+00,+1.40411662E+00
+7.20000000E-01,+0.00000000E+00,+3.76451588E-01,+2.06970778E+00,+2.10366492E+00,+1.39087684E+00,+3.58135531E-01,+2.12954708E+00,+2.15945174E+00,+1.40418092E+00
+7.30000000E-01,+0.00000000E+00,+3.76718670E-01,+2.06745227E+00,+2.10149372E+00,+1.39055974E+00,+3.57891813E-01,+2.12894606E+00,+2.15881862E+00,+1.40424608E+00
+7.40000000E-01,+0.00000000E+00,+3.76989602E-01,+2.06516710E+00,+2.09929424E+00,+1.39023764E+00,+3.57644987E-01,+2.12833713E+00,+2.15817721E+00,+1.40431209E+00
+7.50000000E-01,+0.00000000E+00,+3.77264392E-01,+2.06285231E+00,+2.09706654E+00,+1.38991051E+00,+3.57395061E-01,+2.12772031E+00,+2.15752751E+00,+1.40437895E+00
+7.60000000E-01,+0.00000000E+00,+3.77543045E-01,+2.06050796E+00,+2.09481069E+00,+1.38957833E+00,+3.57142047E-01,+2.12709562E+00,+2.15686954E+00,+1.40444666E+00
+7.70000000E-01,+0.00000000E+00,+3.77825568E-01,+2.05813413E+00,+2.09252676E+00,+1.38924106E+00,+3.56885953E-01,+2.12646306E+00,+2.15620332E+00,+1.40451521E+00
+7.80000000E-01,+0.00000000E+00,+3.78111967E-01,+2.05573085E+00,+2.09021482E+00,+1.38889869E+00,+3.56626791E-01,+2.12582267E+00,+2.15552886E+00,+1.40458461E+00
+7.90000000E-01,+0.00000000E+00,+3.78402249E-01,+2.05329820E+00,+2.08787494E+00,+1.38855119E+00,+3.56364571E-01,+2.12517445E+00,+2.15484620E+00,+1.40465485E+00
+8.00000000E-01,+0.00000000E+00,+3.78696420E-01,+2.05083623E+00,+2.08550719E+00,+1.38819852E+00,+3.56099304E-01,+2.12451841E+00,+2.15415533E+00,+1.40472594E+00
+8.10000000E-01,+0.00000000E+00,+3.78994488E-01,+2.04834501E+00,+2.08311164E+00,+1.38784065E+00,+3.55830999E-01,+2.12385458E+00,+2.15345629E+00,+1.40479786E+00
+8.20000000E-01,+0.00000000E+00,+3.79296459E-01,+2.04582461E+00,+2.08068838E+00,+1.38747755E+00,+3.55559669E-01,+2.12318298E+00,+2.15274909E+00,+1.40487061E+00
+8.30000000E-01,+0.00000000E+00,+3.79602340E-01,+2.04327507E+00,+2.07823746E+00,+1.38710920E+00,+3.55285324E-01,+2.12250361E+00,+2.15203374E+00,+1.40494420E+00
+8.40000000E-01,+0.00000000E+00,+3.79912137E-01,+2.04069647E+00,+2.07575897E+00,+1.38673556E+00,+3.55007975E-01,+2.12181650E+00,+2.15131028E+00,+1.40501863E+00
+8.50000000E-01,+0.00000000E+00,+3.80225857E-01,+2.03808887E+00,+2.07325299E+00,+1.38635661E+00,+3.54727633E-01,+2.12112166E+00,+2.15057871E+00,+1.40509388E+00
+8.60000000E-01,+0.00000000E+00,+3.80543508E-01,+2.03545234E+00,+2.07071958E+00,+1.38597230E+00,+3.54444310E-01,+2.12041911E+00,+2.14983906E+00,+1.40516996E+00
+8.70000000E-01,+0.00000000E+00,+3.80865097E-01,+2.03278693E+00,+2.06815883E+00,+1.38558261E+00,+3.54158016E-01,+2.11970887E+00,+2.14909134E+00,+1.40524686E+00
+8.80000000E-01,+0.00000000E+00,+3.81190629E-01,+2.03009273E+00,+2.06557081E+00,+1.38518750E+00,+3.53868763E-01,+2.11899096E+00,+2.14833558E+00,+1.40532459E+00
+8.90000000E-01,+0.00000000E+00,+3.81520113E-01,+2.02736979E+00,+2.06295561E+00,+1.38478695E+00,+3.53576562E-01,+2.11826539E+00,+2.14757180E+00,+1.40540315E+00
+9.00000000E-01,+0.00000000E+00,+3.81853555E-01,+2.02461818E+00,+2.06031330E+00,+1.38438091E+00,+3.53281426E-01,+2.11753218E+00,+2.14680002E+00,+1.40548252E+00
+9.10000000E-01,+0.00000000E+00,+3.82190962E-01,+2.02183797E+00,+2.05764397E+00,+1.38396935E+00,+3.52983366E-01,+2.11679136E+00,+2.14602025E+00,+1.40556271E+00
+9.20000000E-01,+0.00000000E+00,+3.82532342E-01,+2.01902923E+00,+2.05494769E+00,+1.38355224E+00,+3.52682393E-01,+2.11604293E+00,+2.14523251E+00,+1.40564371E+00
+9.30000000E-01,+0.00000000E+00,+3.82877702E-01,+2.01619203E+00,+2.05222456E+00,+1.38312954E+00,+3.52378520E-01,+2.11528692E+00,+2.14443684E+00,+1.40572552E+00
+9.40000000E-01,+0.00000000E+00,+3.83227049E-01,+2.01332644E+00,+2.04947464E+00,+1.38270122E+00,+3.52071759E-01,+2.11452334E+00,+2.14363324E+00,+1.40580815E+00
+9.50000000E-01,+0.00000000E+00,+3.83580390E-01,+2.01043252E+00,+2.04669803E+00,+1.38226723E+00,+3.51762121E-01,+2.11375222E+00,+2.14282175E+00,+1.40589158E+00
+9.60000000E-01,+0.00000000E+00,+3.83937732E-01,+2.00751036E+00,+2.04389481E+00,+1.38182755E+00,+3.51449620E-01,+2.11297358E+00,+2.14200237E+00,+1.40597582E+00
+9.70000000E-01,+0.00000000E+00,+3.84299083E-01,+2.00456001E+00,+2.04106507E+00,+1.38138213E+00,+3.51134266E-01,+2.11218743E+00,+2.14117514E+00,+1.40606087E+00
+9.80000000E-01,+0.00000000E+00,+3.84664451E-01,+2.00158156E+00,+2.03820889E+00,+1.38093094E+00,+3.50816074E-01,+2.11139379E+00,+2.14034008E+00,+1.40614671E+00
+9.90000000E-01,+0.00000000E+00,+3.85033841E-01,+1.99857508E+00,+2.03532636E+00,+1.38047393E+00,+3.50495054E-01,+2.11059268E+00,+2.13949719E+00,+1.40623335E+00
