s,n,Re(f_ex.tm),Im(f_ex.tm),Abs(f_ex.tm),Arg(f_ex.tm),Re(f_ex.te),Im(f_ex.te),Abs(f_ex.te),Arg(f_ex.te)
+8.50000000E-01,+6.00000000E+00,-8.83319713E-15,-6.09767284E-14,+6.16132030E-14,-1.71465737E+00,-1.19687930E-14,-5.56971273E-14,+5.69686054E-14,-1.78246799E+00
+8.60000000E-01,+6.00000000E+00,-6.57560129E-15,-4.46907537E-14,+4.51719160E-14,-1.71688374E+00,-8.71768696E-15,-4.10838641E-14,+4.19985947E-14,-1.77988747E+00
+8.70000000E-01,+6.00000000E+00,-4.76962530E-15,-3.19240702E-14,+3.22784073E-14,-1.71910461E+00,-6.18852730E-15,-2.95348093E-14,+3.01761964E-14,-1.77734153E+00
+8.80000000E-01,+6.00000000E+00,-3.35727676E-15,-2.21353446E-14,+2.23884968E-14,-1.72131952E+00,-4.26411912E-15,-2.06082769E-14,+2.10448043E-14,-1.77483002E+00
+8.90000000E-01,+6.00000000E+00,-2.28140061E-15,-1.48209777E-14,+1.49955383E-14,-1.72352806E+00,-2.83715339E-15,-1.38850903E-14,+1.41719854E-14,-1.77235275E+00
+9.00000000E-01,+6.00000000E+00,-1.48676278E-15,-9.51923065E-15,+9.63463625E-15,-1.72572980E+00,-1.81075656E-15,-8.97360556E-15,+9.15447628E-15,-1.76990952E+00
+9.10000000E-01,+6.00000000E+00,-9.21099588E-16,-5.81377338E-15,+5.88628791E-15,-1.72792434E+00,-1.09890034E-15,-5.51433527E-15,+5.62276404E-15,-1.76750011E+00
+9.20000000E-01,+6.00000000E+00,-5.36102168E-16,-3.33652743E-15,+3.37932254E-15,-1.73011131E+00,-6.26652863E-16,-3.18402342E-15,+3.24510384E-15,-1.76512428E+00
+9.30000000E-01,+6.00000000E+00,-2.88300237E-16,-1.76966031E-15,+1.79299042E-15,-1.73229034E+00,-3.30251558E-16,-1.69900395E-15,+1.73080343E-15,-1.76278178E+00
+9.40000000E-01,+6.00000000E+00,-1.39805452E-16,-8.46577780E-16,+8.58043998E-16,-1.73446107E+00,-1.56976760E-16,-8.17655979E-16,+8.32588135E-16,-1.76047232E+00
+9.50000000E-01,+6.00000000E+00,-5.88693268E-17,-3.51744818E-16,+3.56637091E-16,-1.73662316E+00,-6.48038797E-17,-3.41748813E-16,+3.47838747E-16,-1.75819564E+00
+9.60000000E-01,+6.00000000E+00,-2.02055430E-17,-1.19151935E-16,+1.20853000E-16,-1.73877628E+00,-2.18107624E-17,-1.16448041E-16,+1.18473017E-16,-1.75595143E+00
+9.70000000E-01,+6.00000000E+00,-5.02077592E-18,-2.92272170E-17,+2.96553267E-17,-1.74092012E+00,-5.31551894E-18,-2.87307213E-17,+2.92183005E-17,-1.75373938E+00
+9.80000000E-01,+6.00000000E+00,-6.92106793E-19,-3.97802964E-18,+4.03778796E-18,-1.74305438E+00,-7.18798310E-19,-3.93306592E-18,+3.99820942E-18,-1.75155919E+00
+9.90000000E-01,+6.00000000E+00,-2.26333230E-20,-1.28473005E-19,+1.30451448E-19,-1.74517877E+00,-2.30634602E-20,-1.27748380E-19,+1.29813604E-19,-1.74941051E+00
+1.00000000E+00,+6.00000000E+00,-1.00000000E+00,+0.00000000E+00,+1.00000000E+00,+3.14159265E+00,+1.00000000E+00,+0.00000000E+00,+1.00000000E+00,+0.00000000E+00
+0.00000000E+00,+7.00000000E+00,-4.46429921E-16,-6.10250222E-14,+6.10266551E-14,-1.57811172E+00,-1.61876408E-14,-3.33819857E-14,+3.70998205E-14,-2.02230849E+00
+1.00000000E-02,+7.00000000E+00,-4.47772850E-16,-6.09918678E-14,+6.09935115E-14,-1.57813771E+00,-1.61780133E-14,-3.33680937E-14,+3.70831200E-14,-2.02223834E+00
+2.00000000E-02,+7.00000000E+00,-4.51790905E-16,-6.08924897E-14,+6.08941657E-14,-1.57821568E+00,-1.61491593E-14,-3.33264339E-14,+3.70330466E-14,-2.02202803E+00
+3.00000000E-02,+7.00000000E+00,-4.58451974E-16,-6.07271429E-14,+6.07288733E-14,-1.57834556E+00,-1.61011642E-14,-3.32570548E-14,+3.69496845E-14,-2.02167790E+00
+4.00000000E-02,+7.00000000E+00,-4.67702810E-16,-6.04962511E-14,+6.04980590E-14,-1.57852728E+00,-1.60341701E-14,-3.31600375E-14,+3.68331739E-14,-2.02118860E+00
+5.00000000E-02,+7.00000000E+00,-4.79469447E-16,-6.02004064E-14,+6.02023157E-14,-1.57876071E+00,-1.59483751E-14,-3.30354962E-14,+3.66837113E-14,-2.02056096E+00
+6.00000000E-02,+7.00000000E+00,-4.93657761E-16,-5.98403664E-14,+5.98424026E-14,-1.57904572E+00,-1.58440326E-14,-3.28835785E-14,+3.65015493E-14,-2.01979609E+00
+7.00000000E-02,+7.00000000E+00,-5.10154204E-16,-5.94170528E-14,+5.94192428E-14,-1.57938211E+00,-1.57214503E-14,-3.27044667E-14,+3.62869968E-14,-2.01889533E+00
+8.00000000E-02,+7.00000000E+00,-5.28826676E-16,-5.89315480E-14,+5.89339207E-14,-1.57976966E+00,-1.55809888E-14,-3.24983781E-14,+3.60404188E-14,-2.01786023E+00
+9.00000000E-02,+7.00000000E+00,-5.49525542E-16,-5.83850924E-14,+5.83876784E-14,-1.58020814E+00,-1.54230606E-14,-3.22655663E-14,+3.57622367E-14,-2.01669257E+00
+1.00000000E-01,+7.00000000E+00,-5.72084790E-16,-5.77790802E-14,+5.77819123E-14,-1.58069725E+00,-1.52481281E-14,-3.20063225E-14,+3.54529278E-14,-2.01539437E+00
+1.10000000E-01,+7.00000000E+00,-5.96323312E-16,-5.71150553E-14,+5.71181682E-14,-1.58123669E+00,-1.50567018E-14,-3.17209760E-14,+3.51130259E-14,-2.01396782E+00
+1.20000000E-01,+7.00000000E+00,-6.22046302E-16,-5.63947066E-14,+5.63981372E-14,-1.58182610E+00,-1.48493387E-14,-3.14098964E-14,+3.47431209E-14,-2.01241534E+00
+1.30000000E-01,+7.00000000E+00,-6.49046760E-16,-5.56198631E-14,+5.56236499E-14,-1.58246513E+00,-1.46266396E-14,-3.10734941E-14,+3.43438586E-14,-2.01073952E+00
+1.40000000E-01,+7.00000000E+00,-6.77107098E-16,-5.47924877E-14,+5.47966713E-14,-1.58315336E+00,-1.43892472E-14,-3.07122221E-14,+3.39159405E-14,-2.00894315E+00
+1.50000000E-01,+7.00000000E+00,-7.06000817E-16,-5.39146719E-14,+5.39192941E-14,-1.58389036E+00,-1.41378431E-14,-3.03265772E-14,+3.34601239E-14,-2.00702918E+00
+1.60000000E-01,+7.00000000E+00,-7.35494264E-16,-5.29886285E-14,+5.29937327E-14,-1.58467566E+00,-1.38731458E-14,-2.99171011E-14,+3.29772211E-14,-2.00500071E+00
+1.70000000E-01,+7.00000000E+00,-7.65348442E-16,-5.20166855E-14,+5.20223157E-14,-1.58550878E+00,-1.35959071E-14,-2.94843820E-14,+3.24680993E-14,-2.00286100E+00
+1.80000000E-01,+7.00000000E+00,-7.95320862E-16,-5.10012785E-14,+5.10074793E-14,-1.58638920E+00,-1.33069100E-14,-2.90290553E-14,+3.19336798E-14,-2.00061344E+00
+1.90000000E-01,+7.00000000E+00,-8.25167423E-16,-4.99449429E-14,+4.99517589E-14,-1.58731636E+00,-1.30069648E-14,-2.85518049E-14,+3.13749374E-14,-1.99826155E+00
+2.00000000E-01,+7.00000000E+00,-8.54644304E-16,-4.88503060E-14,+4.88577815E-14,-1.58828971E+00,-1.26969069E-14,-2.80533640E-14,+3.07928998E-14,-1.99580896E+00
+2.10000000E-01,+7.00000000E+00,-8.83509860E-16,-4.77200789E-14,+4.77282571E-14,-1.58930864E+00,-1.23775927E-14,-2.75345156E-14,+3.01886460E-14,-1.99325939E+00
+2.20000000E-01,+7.00000000E+00,-9.11526494E-16,-4.65570477E-14,+4.65659701E-14,-1.59037253E+00,-1.20498966E-14,-2.69960930E-14,+2.95633058E-14,-1.99061665E+00
+2.30000000E-01,+7.00000000E+00,-9.38462503E-16,-4.53640644E-14,+4.53737705E-14,-1.59148073E+00,-1.17147081E-14,-2.64389805E-14,+2.89180580E-14,-1.98788464E+00
+2.40000000E-01,+7.00000000E+00,-9.64093876E-16,-4.41440378E-14,+4.41545644E-14,-1.59263259E+00,-1.13729275E-14,-2.58641125E-14,+2.82541288E-14,-1.98506730E+00
+2.50000000E-01,+7.00000000E+00,-9.88206030E-16,-4.28999243E-14,+4.29113046E-14,-1.59382740E+00,-1.10254631E-14,-2.52724739E-14,+2.75727905E-14,-1.98216862E+00
+2.60000000E-01,+7.00000000E+00,-1.01059547E-15,-4.16347179E-14,+4.16469812E-14,-1.59506446E+00,-1.06732276E-14,-2.46650990E-14,+2.68753586E-14,-1.97919265E+00
+2.70000000E-01,+7.00000000E+00,-1.03107138E-15,-4.03514405E-14,+4.03646115E-14,-1.59634305E+00,-1.03171344E-14,-2.40430710E-14,+2.61631903E-14,-1.97614345E+00
+2.80000000E-01,+7.00000000E+00,-1.04945707E-15,-3.90531320E-14,+3.90672303E-14,-1.59766241E+00,-9.95809432E-15,-2.34075201E-14,+2.54376815E-14,-1.97302509E+00
+2.90000000E-01,+7.00000000E+00,-1.06559134E-15,-3.77428401E-14,+3.77578795E-14,-1.59902177E+00,-9.59701225E-15,-2.27596223E-14,+2.47002642E-14,-1.96984165E+00
+3.00000000E-01,+7.00000000E+00,-1.07932974E-15,-3.64236100E-14,+3.64395982E-14,-1.60042035E+00,-9.23478357E-15,-2.21005969E-14,+2.39524031E-14,-1.96659720E+00
+3.10000000E-01,+7.00000000E+00,-1.09054564E-15,-3.50984745E-14,+3.51154126E-14,-1.60185736E+00,-8.87229092E-15,-2.14317046E-14,+2.31955925E-14,-1.96329579E+00
+3.20000000E-01,+7.00000000E+00,-1.09913117E-15,-3.37704435E-14,+3.37883256E-14,-1.60333198E+00,-8.51040093E-15,-2.07542441E-14,+2.24313524E-14,-1.95994144E+00
+3.30000000E-01,+7.00000000E+00,-1.10499807E-15,-3.24424938E-14,+3.24613066E-14,-1.60484337E+00,-8.14996104E-15,-2.00695490E-14,+2.16612248E-14,-1.95653814E+00
+3.40000000E-01,+7.00000000E+00,-1.10807826E-15,-3.11175589E-14,+3.11372817E-14,-1.60639071E+00,-7.79179644E-15,-1.93789843E-14,+2.08867691E-14,-1.95308983E+00
+3.50000000E-01,+7.00000000E+00,-1.10832438E-15,-2.97985192E-14,+2.98191235E-14,-1.60797313E+00,-7.43670714E-15,-1.86839424E-14,+2.01095578E-14,-1.94960039E+00
+3.60000000E-01,+7.00000000E+00,-1.10571000E-15,-2.84881918E-14,+2.85096416E-14,-1.60958978E+00,-7.08546510E-15,-1.79858382E-14,+1.93311715E-14,-1.94607364E+00
+3.70000000E-01,+7.00000000E+00,-1.10022984E-15,-2.71893210E-14,+2.72115726E-14,-1.61123978E+00,-6.73881161E-15,-1.72861051E-14,+1.85531941E-14,-1.94251334E+00
+3.80000000E-01,+7.00000000E+00,-1.09189961E-15,-2.59045688E-14,+2.59275708E-14,-1.61292224E+00,-6.39745473E-15,-1.65861889E-14,+1.77772070E-14,-1.93892315E+00
+3.90000000E-01,+7.00000000E+00,-1.08075588E-15,-2.46365055E-14,+2.46601994E-14,-1.61463629E+00,-6.06206699E-15,-1.58875431E-14,+1.70047841E-14,-1.93530667E+00
+4.00000000E-01,+7.00000000E+00,-1.06685556E-15,-2.33876012E-14,+2.34119215E-14,-1.61638101E+00,-5.73328313E-15,-1.51916230E-14,+1.62374857E-14,-1.93166741E+00
+4.10000000E-01,+7.00000000E+00,-1.05027541E-15,-2.21602169E-14,+2.21850916E-14,-1.61815552E+00,-5.41169823E-15,-1.44998790E-14,+1.54768527E-14,-1.92800877E+00
+4.20000000E-01,+7.00000000E+00,-1.03111123E-15,-2.09565967E-14,+2.09819479E-14,-1.61995891E+00,-5.09786584E-15,-1.38137512E-14,+1.47244001E-14,-1.92433407E+00
+4.30000000E-01,+7.00000000E+00,-1.00947695E-15,-1.97788602E-14,+1.98046043E-14,-1.62179026E+00,-4.79229646E-15,-1.31346624E-14,+1.39816115E-14,-1.92064653E+00
+4.40000000E-01,+7.00000000E+00,-9.85503547E-16,-1.86289949E-14,+1.86550440E-14,-1.62364865E+00,-4.49545619E-15,-1.24640115E-14,+1.32499324E-14,-1.91694925E+00
+4.50000000E-01,+7.00000000E+00,-9.59337841E-16,-1.75088502E-14,+1.75351124E-14,-1.62553319E+00,-4.20776554E-15,-1.18031668E-14,+1.25307637E-14,-1.91324525E+00
+4.60000000E-01,+7.00000000E+00,-9.31141109E-16,-1.64201312E-14,+1.64465113E-14,-1.62744295E+00,-3.92959861E-15,-1.11534594E-14,+1.18254557E-14,-1.90953741E+00
+4.70000000E-01,+7.00000000E+00,-9.01087605E-16,-1.53643931E-14,+1.53907938E-14,-1.62937701E+00,-3.66128239E-15,-1.05161759E-14,+1.11353017E-14,-1.90582852E+00
+4.80000000E-01,+7.00000000E+00,-8.69362952E-16,-1.43430367E-14,+1.43693596E-14,-1.63133446E+00,-3.40309633E-15,-9.89255196E-15,+1.04615319E-14,-1.90212125E+00
+4.90000000E-01,+7.00000000E+00,-8.36162444E-16,-1.33573044E-14,+1.33834506E-14,-1.63331439E+00,-3.15527215E-15,-9.28376571E-15,+9.80530714E-15,-1.89841817E+00
+5.00000000E-01,+7.00000000E+00,-8.01689257E-16,-1.24082770E-14,+1.24341482E-14,-1.63531588E+00,-2.91799395E-15,-8.69093096E-15,+9.16771343E-15,-1.89472174E+00
+5.10000000E-01,+7.00000000E+00,-7.66152594E-16,-1.14968708E-14,+1.15223707E-14,-1.63733804E+00,-2.69139845E-15,-8.11509112E-15,+8.54975611E-15,-1.89103428E+00
+5.20000000E-01,+7.00000000E+00,-7.29765788E-16,-1.06238365E-14,+1.06488713E-14,-1.63937995E+00,-2.47557557E-15,-7.55721316E-15,+7.95235469E-15,-1.88735803E+00
+5.30000000E-01,+7.00000000E+00,-6.92744361E-16,-9.78975799E-15,+9.81423743E-15,-1.64144073E+00,-2.27056921E-15,-7.01818199E-15,+7.37633804E-15,-1.88369509E+00
+5.40000000E-01,+7.00000000E+00,-6.55304084E-16,-8.99505235E-15,+9.01889074E-15,-1.64351947E+00,-2.07637826E-15,-6.49879520E-15,+6.82243987E-15,-1.88004749E+00
+5.50000000E-01,+7.00000000E+00,-6.17659030E-16,-8.23997075E-15,+8.26308784E-15,-1.64561529E+00,-1.89295785E-15,-5.99975839E-15,+6.29129479E-15,-1.87641712E+00
+5.60000000E-01,+7.00000000E+00,-5.80019669E-16,-7.52460016E-15,+7.54692192E-15,-1.64772732E+00,-1.72022082E-15,-5.52168088E-15,+5.78343491E-15,-1.87280576E+00
+5.70000000E-01,+7.00000000E+00,-5.42590994E-16,-6.84886601E-15,+6.87032536E-15,-1.64985468E+00,-1.55803942E-15,-5.06507213E-15,+5.29928698E-15,-1.86921512E+00
+5.80000000E-01,+7.00000000E+00,-5.05570726E-16,-6.21253563E-15,+6.23307314E-15,-1.65199652E+00,-1.40624716E-15,-4.63033880E-15,+4.83917022E-15,-1.86564677E+00
+5.90000000E-01,+7.00000000E+00,-4.69147597E-16,-5.61522271E-15,+5.63478709E-15,-1.65415197E+00,-1.26464095E-15,-4.21778241E-15,+4.40329481E-15,-1.86210221E+00
+6.00000000E-01,+7.00000000E+00,-4.33499741E-16,-5.05639251E-15,+5.07494111E-15,-1.65632021E+00,-1.13298332E-15,-3.82759788E-15,+3.99176110E-15,-1.85858281E+00
+6.10000000E-01,+7.00000000E+00,-3.98793205E-16,-4.53536805E-15,+4.55286716E-15,-1.65850038E+00,-1.01100484E-15,-3.45987272E-15,+3.60455962E-15,-1.85508988E+00
+6.20000000E-01,+7.00000000E+00,-3.65180609E-16,-4.05133706E-15,+4.06776215E-15,-1.66069168E+00,-8.98406782E-16,-3.11458717E-15,+3.24157184E-15,-1.85162462E+00
+6.30000000E-01,+7.00000000E+00,-3.32799949E-16,-3.60335978E-15,+3.61869555E-15,-1.66289329E+00,-7.94863746E-16,-2.79161507E-15,+2.90257180E-15,-1.84818813E+00
+6.40000000E-01,+7.00000000E+00,-3.01773584E-16,-3.19037749E-15,+3.20461789E-15,-1.66510441E+00,-7.00026561E-16,-2.49072566E-15,+2.58722854E-15,-1.84478145E+00
+6.50000000E-01,+7.00000000E+00,-2.72207400E-16,-2.81122185E-15,+2.82436987E-15,-1.66732426E+00,-6.13525199E-16,-2.21158630E-15,+2.29510939E-15,-1.84140551E+00
+6.60000000E-01,+7.00000000E+00,-2.44190173E-16,-2.46462485E-15,+2.47669225E-15,-1.66955205E+00,-5.34971801E-16,-1.95376592E-15,+2.02568411E-15,-1.83806118E+00
+6.70000000E-01,+7.00000000E+00,-2.17793139E-16,-2.14922937E-15,+2.16023627E-15,-1.67178704E+00,-4.63963747E-16,-1.71673955E-15,+1.77832984E-15,-1.83474924E+00
+6.80000000E-01,+7.00000000E+00,-1.93069771E-16,-1.86360036E-15,+1.87357472E-15,-1.67402846E+00,-4.00086773E-16,-1.49989353E-15,+1.55233696E-15,-1.83147040E+00
+6.90000000E-01,+7.00000000E+00,-1.70055777E-16,-1.60623644E-15,+1.61521345E-15,-1.67627559E+00,-3.42918098E-16,-1.30253167E-15,+1.34691558E-15,-1.82822530E+00
+7.00000000E-01,+7.00000000E+00,-1.48769314E-16,-1.37558190E-15,+1.38360322E-15,-1.67852770E+00,-2.92029537E-16,-1.12388213E-15,+1.16120295E-15,-1.82501451E+00
+7.10000000E-01,+7.00000000E+00,-1.29211424E-16,-1.17003897E-15,+1.17715198E-15,-1.68078409E+00,-2.46990587E-16,-9.63105064E-16,+9.94271449E-16,-1.82183854E+00
+7.20000000E-01,+7.00000000E+00,-1.11366674E-16,-9.87980395E-16,+9.94237294E-16,-1.68304406E+00,-2.07371454E-16,-8.19300962E-16,+8.45137259E-16,-1.81869782E+00
+7.30000000E-01,+7.00000000E+00,-9.52040140E-17,-8.27761959E-16,+8.33218858E-16,-1.68530693E+00,-1.72745989E-16,-6.91519554E-16,+7.12769577E-16,-1.81559274E+00
+7.40000000E-01,+7.00000000E+00,-8.06778200E-17,-6.87735109E-16,+6.92451074E-16,-1.68757205E+00,-1.42694529E-16,-5.78769257E-16,+5.96100312E-16,-1.81252363E+00
+7.50000000E-01,+7.00000000E+00,-6.77291264E-17,-5.66259379E-16,+5.70295466E-16,-1.68983876E+00,-1.16806599E-16,-4.80027029E-16,+4.94034139E-16,-1.80949075E+00
+7.60000000E-01,+7.00000000E+00,-5.62870201E-17,-4.61714585E-16,+4.65132870E-16,-1.69210642E+00,-9.46834524E-17,-3.94248529E-16,+4.05458825E-16,-1.80649433E+00
+7.70000000E-01,+7.00000000E+00,-4.62701804E-17,-3.72512621E-16,+3.75375255E-16,-1.69437442E+00,-7.59404452E-17,-3.20378461E-16,+3.29255690E-16,-1.80353454E+00
+7.80000000E-01,+7.00000000E+00,-3.75885403E-17,-2.97108741E-16,+2.99477048E-16,-1.69664216E+00,-6.02091948E-17,-2.57360977E-16,+2.64310082E-16,-1.80061151E+00
+7.90000000E-01,+7.00000000E+00,-3.01450435E-17,-2.34012201E-16,+2.35945828E-16,-1.69890905E+00,-4.71395212E-17,-2.04149985E-16,+2.09521719E-16,-1.79772533E+00
+8.00000000E-01,+7.00000000E+00,-2.38374666E-17,-1.81796109E-16,+1.83352257E-16,-1.70117451E+00,-3.64011414E-17,-1.59719232E-16,+1.63814762E-16,-1.79487603E+00
+8.10000000E-01,+7.00000000E+00,-1.85602772E-17,-1.39106378E-16,+1.40339118E-16,-1.70343799E+00,-2.76851018E-17,-1.23071993E-16,+1.26147454E-16,-1.79206362E+00
+8.20000000E-01,+7.00000000E+00,-1.42064906E-17,-1.04669630E-16,+1.05629332E-16,-1.70569893E+00,-2.07049309E-17,-9.32502155E-17,+9.55211854E-17,-1.78928807E+00
+8.30000000E-01,+7.00000000E+00,-1.06694929E-17,-7.72999556E-17,+7.80328214E-17,-1.70795683E+00,-1.51974994E-17,-6.93429671E-17,+7.09888095E-17,-1.78654932E+00
+8.40000000E-01,+7.00000000E+00,-7.84479213E-18,-5.59043927E-17,+5.64521203E-17,-1.71021115E+00,-1.09235756E-17,-5.04940108E-17,+5.16620715E-17,-1.78384728E+00
+8.50000000E-01,+7.00000000E+00,-5.63165952E-18,-3.94870417E-17,+3.98866149E-17,-1.71246141E+00,-7.66807057E-18,-3.59083739E-17,+3.67179877E-17,-1.78118181E+00
+8.60000000E-01,+7.00000000E+00,-3.93462584E-18,-2.71517207E-17,+2.74353279E-17,-1.71470713E+00,-5.23996659E-18,-2.48577541E-17,+2.54040389E-17,-1.77855276E+00
+8.70000000E-01,+7.00000000E+00,-2.66479526E-18,-1.81030959E-17,+1.82981752E-17,-1.71694783E+00,-3.47193127E-18,-1.66846354E-17,+1.70420470E-17,-1.77595996E+00
+8.80000000E-01,+7.00000000E+00,-1.74094390E-18,-1.16462390E-17,+1.17756431E-17,-1.71918306E+00,-2.21962154E-18,-1.08049968E-17,+1.10306245E-17,-1.77340320E+00
+8.90000000E-01,+7.00000000E+00,-1.09037254E-18,-7.18459176E-18,+7.26686115E-18,-1.72141239E+00,-1.36068797E-18,-6.70952325E-18,+6.84610648E-18,-1.77088226E+00
+9.00000000E-01,+7.00000000E+00,-6.49487827E-19,-4.21634752E-18,+4.26607793E-18,-1.72363540E+00,-7.93495959E-19,-3.96325460E-18,+4.04190832E-18,-1.76839690E+00
+9.10000000E-01,+7.00000000E+00,-3.64092508E-19,-2.32929715E-18,+2.35758109E-18,-1.72585167E+00,-4.35586218E-19,-2.20364542E-18,+2.24628326E-18,-1.76594684E+00
+9.20000000E-01,+7.00000000E+00,-1.89373144E-19,-1.19422619E-18,+1.20914779E-18,-1.72806081E+00,-2.21904530E-19,-1.13705056E-18,+1.15850144E-18,-1.76353183E+00
+9.30000000E-01,+7.00000000E+00,-8.95833282E-20,-5.57000371E-19,+5.64158299E-19,-1.73026244E+00,-1.02838377E-19,-5.33703503E-19,+5.43521077E-19,-1.76115154E+00
+9.40000000E-01,+7.00000000E+00,-3.74324435E-20,-2.29529981E-19,+2.32562249E-19,-1.73245620E+00,-4.21065334E-20,-2.21314724E-19,+2.25284635E-19,-1.75880569E+00
+9.50000000E-01,+7.00000000E+00,-1.32040187E-20,-7.98658393E-20,+8.09499746E-20,-1.73464174E+00,-1.45570046E-20,-7.74877652E-20,+7.88432632E-20,-1.75649394E+00
+9.60000000E-01,+7.00000000E+00,-3.64449701E-21,-2.17497806E-20,+2.20530114E-20,-1.73681871E+00,-3.93874308E-21,-2.12325897E-20,+2.15948273E-20,-1.75421595E+00
+9.70000000E-01,+7.00000000E+00,-6.82724042E-22,-4.02088335E-21,+4.07843291E-21,-1.73898679E+00,-7.23448033E-22,-3.94930220E-21,+4.01501743E-21,-1.75197139E+00
+9.80000000E-01,+7.00000000E+00,-6.30650046E-23,-3.66621877E-22,+3.72006445E-22,-1.74114567E+00,-6.55358551E-23,-3.62278745E-22,+3.68158712E-22,-1.74975989E+00
+9.90000000E-01,+7.00000000E+00,-1.03645933E-24,-5.94878982E-24,+6.03840611E-24,-1.74329505E+00,-1.05646699E-24,-5.91362073E-24,+6.00724834E-24,-1.74758110E+00
+1.00000000E+00,+7.00000000E+00,-1.00000000E+00,+0.00000000E+00,+1.00000000E+00,+3.14159265E+00,+1.00000000E+00,+0.00000000E+00,+1.00000000E+00,+0.00000000E+00
+0.00000000E+00,+8.00000000E+00,-6.16094500E-19,-1.07861750E-16,+1.07863510E-16,-1.57650816E+00,-2.83908927E-17,-5.79772443E-17,+6.45554308E-17,-2.02616219E+00
+1.00000000E-02,+8.00000000E+00,-6.18489910E-19,-1.07792250E-16,+1.07794024E-16,-1.57653406E+00,-2.83711455E-17,-5.79475101E-17,+6.45200420E-17,-2.02608999E+00
+2.00000000E-02,+8.00000000E+00,-6.25654050E-19,-1.07583970E-16,+1.07585789E-16,-1.57661176E+00,-2.83119741E-17,-5.78583629E-17,+6.44139584E-17,-2.02587353E+00
+3.00000000E-02,+8.00000000E+00,-6.37520860E-19,-1.07237574E-16,+1.07239469E-16,-1.57674120E+00,-2.82135898E-17,-5.77099688E-17,+6.42374280E-17,-2.02551319E+00
+4.00000000E-02,+8.00000000E+00,-6.53980913E-19,-1.06754167E-16,+1.06756170E-16,-1.57692230E+00,-2.80763432E-17,-5.75026049E-17,+6.39908636E-17,-2.02500961E+00
+5.00000000E-02,+8.00000000E+00,-6.74882431E-19,-1.06135285E-16,+1.06137430E-16,-1.57715494E+00,-2.79007227E-17,-5.72366597E-17,+6.36748423E-17,-2.02436369E+00
+6.00000000E-02,+8.00000000E+00,-7.00032680E-19,-1.05382895E-16,+1.05385220E-16,-1.57743898E+00,-2.76873523E-17,-5.69126336E-17,+6.32901046E-17,-2.02357658E+00
+7.00000000E-02,+8.00000000E+00,-7.29199751E-19,-1.04499386E-16,+1.04501931E-16,-1.57777424E+00,-2.74369881E-17,-5.65311396E-17,+6.28375530E-17,-2.02264966E+00
+8.00000000E-02,+8.00000000E+00,-7.62114694E-19,-1.03487556E-16,+1.03490362E-16,-1.57816051E+00,-2.71505152E-17,-5.60929039E-17,+6.23182504E-17,-2.02158458E+00
+9.00000000E-02,+8.00000000E+00,-7.98474000E-19,-1.02350601E-16,+1.02353716E-16,-1.57859753E+00,-2.68289425E-17,-5.55987667E-17,+6.17334189E-17,-2.02038320E+00
+1.00000000E-01,+8.00000000E+00,-8.37942395E-19,-1.01092106E-16,+1.01095579E-16,-1.57908504E+00,-2.64733985E-17,-5.50496832E-17,+6.10844370E-17,-2.01904760E+00
+1.10000000E-01,+8.00000000E+00,-8.80155927E-19,-9.97160255E-17,+9.97199099E-17,-1.57962272E+00,-2.60851255E-17,-5.44467238E-17,+6.03728375E-17,-2.01758010E+00
+1.20000000E-01,+8.00000000E+00,-9.24725310E-19,-9.82266689E-17,+9.82310216E-17,-1.58021025E+00,-2.56654733E-17,-5.37910753E-17,+5.96003045E-17,-2.01598320E+00
+1.30000000E-01,+8.00000000E+00,-9.71239507E-19,-9.66286836E-17,+9.66335646E-17,-1.58084724E+00,-2.52158929E-17,-5.30840410E-17,+5.87686708E-17,-2.01425962E+00
+1.40000000E-01,+8.00000000E+00,-1.01926950E-18,-9.49270348E-17,+9.49325068E-17,-1.58153331E+00,-2.47379294E-17,-5.23270411E-17,+5.78799135E-17,-2.01241227E+00
+1.50000000E-01,+8.00000000E+00,-1.06837222E-18,-9.31269853E-17,+9.31331134E-17,-1.58226803E+00,-2.42332142E-17,-5.15216128E-17,+5.69361507E-17,-2.01044422E+00
+1.60000000E-01,+8.00000000E+00,-1.11809461E-18,-9.12340734E-17,+9.12409244E-17,-1.58305094E+00,-2.37034576E-17,-5.06694099E-17,+5.59396371E-17,-2.00835872E+00
+1.70000000E-01,+8.00000000E+00,-1.16797776E-18,-8.92540906E-17,+8.92617324E-17,-1.58388157E+00,-2.31504400E-17,-4.97722022E-17,+5.48927590E-17,-2.00615916E+00
+1.80000000E-01,+8.00000000E+00,-1.21756111E-18,-8.71930572E-17,+8.72015577E-17,-1.58475939E+00,-2.25760037E-17,-4.88318745E-17,+5.37980289E-17,-2.00384907E+00
+1.90000000E-01,+8.00000000E+00,-1.26638659E-18,-8.50571972E-17,+8.50666240E-17,-1.58568387E+00,-2.19820439E-17,-4.78504248E-17,+5.26580802E-17,-2.00143213E+00
+2.00000000E-01,+8.00000000E+00,-1.31400284E-18,-8.28529129E-17,+8.28633319E-17,-1.58665446E+00,-2.13704999E-17,-4.68299623E-17,+5.14756606E-17,-1.99891210E+00
+2.10000000E-01,+8.00000000E+00,-1.35996923E-18,-8.05867581E-17,+8.05982326E-17,-1.58767056E+00,-2.07433455E-17,-4.57727046E-17,+5.02536254E-17,-1.99629289E+00
