s1,s2,Re(z_ex.tm),Im(z_ex.tm),Abs(z_ex.tm),Arg(z_ex.tm),Re(z_ex.te),Im(z_ex.te),Abs(z_ex.te),Arg(z_ex.te)
+6.60000000E-01,+1.27235871E+01,+2.53683349E+00,-4.77938074E+00,+5.41091531E+00,-1.08282348E+00,+2.20750194E-02,+6.39951867E-01,+6.40332491E-01,+1.53631519E+00
+6.70000000E-01,+1.27235871E+01,+2.53674287E+00,-4.77918909E+00,+5.41070354E+00,-1.08282167E+00,+2.22805580E-02,+6.39486867E-01,+6.39874891E-01,+1.53596911E+00
+6.80000000E-01,+1.27235871E+01,+2.53665089E+00,-4.77899458E+00,+5.41048861E+00,-1.08281983E+00,+2.24891726E-02,+6.39014913E-01,+6.39410527E-01,+1.53561734E+00
+6.90000000E-01,+1.27235871E+01,+2.53655756E+00,-4.77879721E+00,+5.41027051E+00,-1.08281797E+00,+2.27008626E-02,+6.38536007E-01,+6.38939403E-01,+1.53525987E+00
+7.00000000E-01,+1.27235871E+01,+2.53646287E+00,-4.77859698E+00,+5.41004926E+00,-1.08281607E+00,+2.29156275E-02,+6.38050150E-01,+6.38461525E-01,+1.53489667E+00
+7.10000000E-01,+1.27235871E+01,+2.53636683E+00,-4.77839390E+00,+5.40982485E+00,-1.08281415E+00,+2.31334664E-02,+6.37557343E-01,+6.37976899E-01,+1.53452771E+00
+7.20000000E-01,+1.27235871E+01,+2.53626944E+00,-4.77818796E+00,+5.40959729E+00,-1.08281221E+00,+2.33543787E-02,+6.37057590E-01,+6.37485529E-01,+1.53415298E+00
+7.30000000E-01,+1.27235871E+01,+2.53617070E+00,-4.77797916E+00,+5.40936657E+00,-1.08281023E+00,+2.35783637E-02,+6.36550891E-01,+6.36987422E-01,+1.53377244E+00
+7.40000000E-01,+1.27235871E+01,+2.53607061E+00,-4.77776750E+00,+5.40913269E+00,-1.08280823E+00,+2.38054208E-02,+6.36037249E-01,+6.36482584E-01,+1.53338607E+00
+7.50000000E-01,+1.27235871E+01,+2.53596916E+00,-4.77755300E+00,+5.40889566E+00,-1.08280620E+00,+2.40355491E-02,+6.35516665E-01,+6.35971020E-01,+1.53299386E+00
