s,n,Re(f_ibc0.tm),Im(f_ibc0.tm),Abs(f_ibc0.tm),Arg(f_ibc0.tm),Re(f_ibc0.te),Im(f_ibc0.te),Abs(f_ibc0.te),Arg(f_ibc0.te)
+3.40000000E-01,+0.00000000E+00,-2.38939787E-01,+3.93691574E-01,+4.60527173E-01,+2.11628945E+00,-6.74852275E-01,-3.57238927E-01,+7.63573994E-01,-2.65473487E+00
+3.50000000E-01,+0.00000000E+00,-2.36618920E-01,+3.92273948E-01,+4.58112828E-01,+2.11356409E+00,-6.73025557E-01,-3.57783805E-01,+7.62215620E-01,-2.65298182E+00
+3.60000000E-01,+0.00000000E+00,-2.34231197E-01,+3.90796793E-01,+4.55616491E-01,+2.11075119E+00,-6.71104936E-01,-3.58354703E-01,+7.60789017E-01,-2.65113422E+00
+3.70000000E-01,+0.00000000E+00,-2.31776747E-01,+3.89258393E-01,+4.53037037E-01,+2.10784994E+00,-6.69085979E-01,-3.58952359E-01,+7.59291014E-01,-2.64918741E+00
+3.80000000E-01,+0.00000000E+00,-2.29255722E-01,+3.87656963E-01,+4.50373298E-01,+2.10485950E+00,-6.66963974E-01,-3.59577488E-01,+7.57718227E-01,-2.64713647E+00
+3.90000000E-01,+0.00000000E+00,-2.26668290E-01,+3.85990649E-01,+4.47624055E-01,+2.10177898E+00,-6.64733912E-01,-3.60230782E-01,+7.56067054E-01,-2.64497617E+00
+4.00000000E-01,+0.00000000E+00,-2.24014645E-01,+3.84257519E-01,+4.44788042E-01,+2.09860749E+00,-6.62390471E-01,-3.60912894E-01,+7.54333648E-01,-2.64270098E+00
+4.10000000E-01,+0.00000000E+00,-2.21295003E-01,+3.82455572E-01,+4.41863942E-01,+2.09534405E+00,-6.59927989E-01,-3.61624433E-01,+7.52513908E-01,-2.64030502E+00
+4.20000000E-01,+0.00000000E+00,-2.18509605E-01,+3.80582725E-01,+4.38850382E-01,+2.09198769E+00,-6.57340447E-01,-3.62365946E-01,+7.50603452E-01,-2.63778206E+00
+4.30000000E-01,+0.00000000E+00,-2.15658722E-01,+3.78636815E-01,+4.35745938E-01,+2.08853735E+00,-6.54621444E-01,-3.63137906E-01,+7.48597605E-01,-2.63512551E+00
+4.40000000E-01,+0.00000000E+00,-2.12742655E-01,+3.76615599E-01,+4.32549127E-01,+2.08499197E+00,-6.51764172E-01,-3.63940696E-01,+7.46491370E-01,-2.63232836E+00
+4.50000000E-01,+0.00000000E+00,-2.09761735E-01,+3.74516746E-01,+4.29258406E-01,+2.08135042E+00,-6.48761387E-01,-3.64774586E-01,+7.44279408E-01,-2.62938317E+00
+4.60000000E-01,+0.00000000E+00,-2.06716332E-01,+3.72337838E-01,+4.25872173E-01,+2.07761152E+00,-6.45605384E-01,-3.65639716E-01,+7.41956005E-01,-2.62628208E+00
+4.70000000E-01,+0.00000000E+00,-2.03606850E-01,+3.70076364E-01,+4.22388759E-01,+2.07377406E+00,-6.42287963E-01,-3.66536065E-01,+7.39515053E-01,-2.62301670E+00
+4.80000000E-01,+0.00000000E+00,-2.00433735E-01,+3.67729718E-01,+4.18806432E-01,+2.06983677E+00,-6.38800398E-01,-3.67463426E-01,+7.36950011E-01,-2.61957816E+00
+4.90000000E-01,+0.00000000E+00,-1.97197476E-01,+3.65295199E-01,+4.15123388E-01,+2.06579832E+00,-6.35133406E-01,-3.68421368E-01,+7.34253871E-01,-2.61595703E+00
+5.00000000E-01,+0.00000000E+00,-1.93898611E-01,+3.62770000E-01,+4.11337750E-01,+2.06165733E+00,-6.31277104E-01,-3.69409203E-01,+7.31419129E-01,-2.61214330E+00
+5.10000000E-01,+0.00000000E+00,-1.90537724E-01,+3.60151211E-01,+4.07447566E-01,+2.05741235E+00,-6.27220980E-01,-3.70425936E-01,+7.28437734E-01,-2.60812633E+00
+5.20000000E-01,+0.00000000E+00,-1.87115458E-01,+3.57435811E-01,+4.03450807E-01,+2.05306190E+00,-6.22953846E-01,-3.71470219E-01,+7.25301053E-01,-2.60389482E+00
+5.30000000E-01,+0.00000000E+00,-1.83632508E-01,+3.54620666E-01,+3.99345358E-01,+2.04860440E+00,-6.18463802E-01,-3.72540290E-01,+7.21999822E-01,-2.59943678E+00
+5.40000000E-01,+0.00000000E+00,-1.80089636E-01,+3.51702521E-01,+3.95129018E-01,+2.04403821E+00,-6.13738193E-01,-3.73633911E-01,+7.18524091E-01,-2.59473945E+00
+5.50000000E-01,+0.00000000E+00,-1.76487669E-01,+3.48678000E-01,+3.90799495E-01,+2.03936164E+00,-6.08763566E-01,-3.74748287E-01,+7.14863174E-01,-2.58978928E+00
+5.60000000E-01,+0.00000000E+00,-1.72827504E-01,+3.45543598E-01,+3.86354402E-01,+2.03457290E+00,-6.03525626E-01,-3.75879987E-01,+7.11005588E-01,-2.58457188E+00
+5.70000000E-01,+0.00000000E+00,-1.69110116E-01,+3.42295673E-01,+3.81791250E-01,+2.02967012E+00,-5.98009196E-01,-3.77024841E-01,+7.06938985E-01,-2.57907194E+00
+5.80000000E-01,+0.00000000E+00,-1.65336561E-01,+3.38930445E-01,+3.77107445E-01,+2.02465138E+00,-5.92198175E-01,-3.78177830E-01,+7.02650091E-01,-2.57327319E+00
+5.90000000E-01,+0.00000000E+00,-1.61507985E-01,+3.35443988E-01,+3.72300280E-01,+2.01951463E+00,-5.86075500E-01,-3.79332963E-01,+6.98124622E-01,-2.56715838E+00
+6.00000000E-01,+0.00000000E+00,-1.57625627E-01,+3.31832222E-01,+3.67366931E-01,+2.01425775E+00,-5.79623111E-01,-3.80483129E-01,+6.93347216E-01,-2.56070913E+00
+6.10000000E-01,+0.00000000E+00,-1.53690828E-01,+3.28090906E-01,+3.62304448E-01,+2.00887851E+00,-5.72821922E-01,-3.81619941E-01,+6.88301339E-01,-2.55390597E+00
+6.20000000E-01,+0.00000000E+00,-1.49705038E-01,+3.24215631E-01,+3.57109750E-01,+2.00337459E+00,-5.65651805E-01,-3.82733547E-01,+6.82969203E-01,-2.54672820E+00
+6.30000000E-01,+0.00000000E+00,-1.45669823E-01,+3.20201812E-01,+3.51779616E-01,+1.99774354E+00,-5.58091580E-01,-3.83812427E-01,+6.77331669E-01,-2.53915388E+00
+6.40000000E-01,+0.00000000E+00,-1.41586877E-01,+3.16044680E-01,+3.46310674E-01,+1.99198280E+00,-5.50119020E-01,-3.84843161E-01,+6.71368151E-01,-2.53115973E+00
+6.50000000E-01,+0.00000000E+00,-1.37458026E-01,+3.11739266E-01,+3.40699397E-01,+1.98608969E+00,-5.41710882E-01,-3.85810173E-01,+6.65056516E-01,-2.52272110E+00
+6.60000000E-01,+0.00000000E+00,-1.33285244E-01,+3.07280401E-01,+3.34942086E-01,+1.98006139E+00,-5.32842960E-01,-3.86695438E-01,+6.58372981E-01,-2.51381189E+00
+6.70000000E-01,+0.00000000E+00,-1.29070660E-01,+3.02662695E-01,+3.29034865E-01,+1.97389493E+00,-5.23490167E-01,-3.87478164E-01,+6.51292010E-01,-2.50440453E+00
+6.80000000E-01,+0.00000000E+00,-1.24816572E-01,+2.97880531E-01,+3.22973663E-01,+1.96758718E+00,-5.13626663E-01,-3.88134443E-01,+6.43786218E-01,-2.49446991E+00
+6.90000000E-01,+0.00000000E+00,-1.20525458E-01,+2.92928046E-01,+3.16754204E-01,+1.96113488E+00,-5.03226032E-01,-3.88636862E-01,+6.35826273E-01,-2.48397736E+00
+7.00000000E-01,+0.00000000E+00,-1.16199994E-01,+2.87799121E-01,+3.10371991E-01,+1.95453456E+00,-4.92261518E-01,-3.88954090E-01,+6.27380814E-01,-2.47289467E+00
+7.10000000E-01,+0.00000000E+00,-1.11843065E-01,+2.82487365E-01,+3.03822288E-01,+1.94778256E+00,-4.80706341E-01,-3.89050431E-01,+6.18416384E-01,-2.46118806E+00
+7.20000000E-01,+0.00000000E+00,-1.07457785E-01,+2.76986091E-01,+2.97100101E-01,+1.94087504E+00,-4.68534096E-01,-3.88885357E-01,+6.08897381E-01,-2.44882222E+00
+7.30000000E-01,+0.00000000E+00,-1.03047515E-01,+2.71288302E-01,+2.90200161E-01,+1.93380792E+00,-4.55719269E-01,-3.88413020E-01,+5.98786044E-01,-2.43576040E+00
+7.40000000E-01,+0.00000000E+00,-9.86158821E-02,+2.65386669E-01,+2.83116895E-01,+1.92657688E+00,-4.42237874E-01,-3.87581766E-01,+5.88042484E-01,-2.42196454E+00
+7.50000000E-01,+0.00000000E+00,-9.41668042E-02,+2.59273502E-01,+2.75844405E-01,+1.91917734E+00,-4.28068237E-01,-3.86333662E-01,+5.76624760E-01,-2.40739538E+00
+7.60000000E-01,+0.00000000E+00,-8.97045132E-02,+2.52940727E-01,+2.68376435E-01,+1.91160445E+00,-4.13191952E-01,-3.84604061E-01,+5.64489037E-01,-2.39201275E+00
+7.70000000E-01,+0.00000000E+00,-8.52335829E-02,+2.46379854E-01,+2.60706341E-01,+1.90385304E+00,-3.97595022E-01,-3.82321242E-01,+5.51589824E-01,-2.37577586E+00
+7.80000000E-01,+0.00000000E+00,-8.07589595E-02,+2.39581941E-01,+2.52827048E-01,+1.89591763E+00,-3.81269214E-01,-3.79406163E-01,+5.37880331E-01,-2.35864369E+00
+7.90000000E-01,+0.00000000E+00,-7.62859957E-02,+2.32537556E-01,+2.44731012E-01,+1.88779233E+00,-3.64213625E-01,-3.75772385E-01,+5.23312956E-01,-2.34057552E+00
+8.00000000E-01,+0.00000000E+00,-7.18204880E-02,+2.25236732E-01,+2.36410169E-01,+1.87947088E+00,-3.46436482E-01,-3.71326226E-01,+5.07839938E-01,-2.32153154E+00
+8.10000000E-01,+0.00000000E+00,-6.73687197E-02,+2.17668912E-01,+2.27855874E-01,+1.87094657E+00,-3.27957152E-01,-3.65967238E-01,+4.91414197E-01,-2.30147363E+00
+8.20000000E-01,+0.00000000E+00,-6.29375080E-02,+2.09822892E-01,+2.19058841E-01,+1.86221220E+00,-3.08808346E-01,-3.59589083E-01,+4.73990404E-01,-2.28036630E+00
+8.30000000E-01,+0.00000000E+00,-5.85342583E-02,+2.01686752E-01,+2.10009060E-01,+1.85326000E+00,-2.89038454E-01,-3.52080913E-01,+4.55526286E-01,-2.25817773E+00
+8.40000000E-01,+0.00000000E+00,-5.41670248E-02,+1.93247766E-01,+2.00695704E-01,+1.84408164E+00,-2.68713933E-01,-3.43329368E-01,+4.35984211E-01,-2.23488112E+00
+8.50000000E-01,+0.00000000E+00,-4.98445804E-02,+1.84492312E-01,+1.91107026E-01,+1.83466808E+00,-2.47921620E-01,-3.33221278E-01,+4.15333059E-01,-2.21045600E+00
+8.60000000E-01,+0.00000000E+00,-4.55764963E-02,+1.75405747E-01,+1.81230222E-01,+1.82500953E+00,-2.26770794E-01,-3.21647162E-01,+3.93550365E-01,-2.18488994E+00
+8.70000000E-01,+0.00000000E+00,-4.13732333E-02,+1.65972270E-01,+1.71051275E-01,+1.81509533E+00,-2.05394779E-01,-3.08505569E-01,+3.70624745E-01,-2.15818021E+00
+8.80000000E-01,+0.00000000E+00,-3.72462490E-02,+1.56174737E-01,+1.60554762E-01,+1.80491388E+00,-1.83951810E-01,-2.93708270E-01,+3.46558532E-01,-2.13033560E+00
+8.90000000E-01,+0.00000000E+00,-3.32081215E-02,+1.45994447E-01,+1.49723605E-01,+1.79445246E+00,-1.62624885E-01,-2.77186207E-01,+3.21370575E-01,-2.10137831E+00
+9.00000000E-01,+0.00000000E+00,-2.92726953E-02,+1.35410861E-01,+1.38538774E-01,+1.78369708E+00,-1.41620279E-01,-2.58896044E-01,+2.95099077E-01,-2.07134567E+00
+9.10000000E-01,+0.00000000E+00,-2.54552552E-02,+1.24401237E-01,+1.26978887E-01,+1.77263234E+00,-1.21164457E-01,-2.38827038E-01,+2.67804368E-01,-2.04029185E+00
+9.20000000E-01,+0.00000000E+00,-2.17727332E-02,+1.12940157E-01,+1.15019698E-01,+1.76124115E+00,-1.01499157E-01,-2.17007833E-01,+2.39571448E-01,-2.00828906E+00
+9.30000000E-01,+0.00000000E+00,-1.82439590E-02,+1.00998869E-01,+1.02633394E-01,+1.74950454E+00,-8.28745671E-02,-1.93512741E-01,+2.10512173E-01,-1.97542848E+00
+9.40000000E-01,+0.00000000E+00,-1.48899660E-02,+8.85443838E-02,+8.97876327E-02,+1.73740138E+00,-6.55406831E-02,-1.68466998E-01,+1.80767006E-01,-1.94182032E+00
+9.50000000E-01,+0.00000000E+00,-1.17343664E-02,+7.55381296E-02,+7.64441259E-02,+1.72490817E+00,-4.97371548E-02,-1.42050644E-01,+1.50506378E-01,-1.90759299E+00
+9.60000000E-01,+0.00000000E+00,-8.80381690E-03,+6.19338905E-02,+6.25564863E-02,+1.71199896E+00,-3.56821900E-02,-1.14500948E-01,+1.19932005E-01,-1.87289047E+00
+9.70000000E-01,+0.00000000E+00,-6.12858465E-03,+4.76743579E-02,+4.80666616E-02,+1.69864611E+00,-2.35613570E-02,-8.61140784E-02,+8.92791803E-02,-1.83786639E+00
+9.80000000E-01,+0.00000000E+00,-3.74318984E-03,+3.26846960E-02,+3.28983407E-02,+1.68482377E+00,-1.35175257E-02,-5.72487035E-02,+5.88229339E-02,-1.80266878E+00
+9.90000000E-01,+0.00000000E+00,-1.68682076E-03,+1.68579431E-02,+1.69421253E-02,+1.67052526E+00,-5.64446704E-03,-2.83413411E-02,+2.88979519E-02,-1.76738425E+00
+1.00000000E+00,+0.00000000E+00,-1.00000000E+00,+0.00000000E+00,+1.00000000E+00,+3.14159265E+00,+1.00000000E+00,+0.00000000E+00,+1.00000000E+00,+0.00000000E+00
+0.00000000E+00,+1.00000000E+00,-2.49350553E-02,-1.04561516E-01,+1.07493570E-01,-1.80489658E+00,-6.97957294E-01,+2.60036604E-01,+7.44824422E-01,+2.78495579E+00
+1.00000000E-02,+1.00000000E+00,-2.49643438E-02,-1.04533202E-01,+1.07472828E-01,-1.80522278E+00,-6.97932154E-01,+2.60015418E-01,+7.44793468E-01,+2.78497066E+00
+2.00000000E-02,+1.00000000E+00,-2.50522369E-02,-1.04448251E-01,+1.07410668E-01,-1.80620240E+00,-6.97856706E-01,+2.59951873E-01,+7.44700583E-01,+2.78501525E+00
+3.00000000E-02,+1.00000000E+00,-2.51988172E-02,-1.04306636E-01,+1.07307291E-01,-1.80783853E+00,-6.97730859E-01,+2.59846010E-01,+7.44545700E-01,+2.78508949E+00
+4.00000000E-02,+1.00000000E+00,-2.54042227E-02,-1.04108313E-01,+1.07163032E-01,-1.81013627E+00,-6.97554462E-01,+2.59697895E-01,+7.44328707E-01,+2.78519326E+00
+5.00000000E-02,+1.00000000E+00,-2.56686458E-02,-1.03853222E-01,+1.06978367E-01,-1.81310284E+00,-6.97327305E-01,+2.59507623E-01,+7.44049445E-01,+2.78532639E+00
+6.00000000E-02,+1.00000000E+00,-2.59923339E-02,-1.03541284E-01,+1.06753917E-01,-1.81674749E+00,-6.97049117E-01,+2.59275316E-01,+7.43707712E-01,+2.78548868E+00
+7.00000000E-02,+1.00000000E+00,-2.63755883E-02,-1.03172405E-01,+1.06490454E-01,-1.82108155E+00,-6.96719568E-01,+2.59001126E-01,+7.43303262E-01,+2.78567985E+00
+8.00000000E-02,+1.00000000E+00,-2.68187645E-02,-1.02746474E-01,+1.06188907E-01,-1.82611847E+00,-6.96338269E-01,+2.58685232E-01,+7.42835805E-01,+2.78589960E+00
+9.00000000E-02,+1.00000000E+00,-2.73222711E-02,-1.02263367E-01,+1.05850379E-01,-1.83187375E+00,-6.95904769E-01,+2.58327845E-01,+7.42305007E-01,+2.78614755E+00
+1.00000000E-01,+1.00000000E+00,-2.78865694E-02,-1.01722943E-01,+1.05476149E-01,-1.83836504E+00,-6.95418561E-01,+2.57929207E-01,+7.41710490E-01,+2.78642328E+00
+1.10000000E-01,+1.00000000E+00,-2.85121730E-02,-1.01125050E-01,+1.05067691E-01,-1.84561203E+00,-6.94879077E-01,+2.57489592E-01,+7.41051835E-01,+2.78672633E+00
+1.20000000E-01,+1.00000000E+00,-2.91996465E-02,-1.00469521E-01,+1.04626689E-01,-1.85363652E+00,-6.94285692E-01,+2.57009308E-01,+7.40328580E-01,+2.78705615E+00
+1.30000000E-01,+1.00000000E+00,-2.99496049E-02,-9.97561798E-02,+1.04155049E-01,-1.86246234E+00,-6.93637722E-01,+2.56488699E-01,+7.39540223E-01,+2.78741216E+00
+1.40000000E-01,+1.00000000E+00,-3.07627126E-02,-9.89848378E-02,+1.03654921E-01,-1.87211534E+00,-6.92934426E-01,+2.55928145E-01,+7.38686222E-01,+2.78779371E+00
+1.50000000E-01,+1.00000000E+00,-3.16396817E-02,-9.81552985E-02,+1.03128716E-01,-1.88262326E+00,-6.92175007E-01,+2.55328066E-01,+7.37765994E-01,+2.78820007E+00
+1.60000000E-01,+1.00000000E+00,-3.25812716E-02,-9.72673571E-02,+1.02579131E-01,-1.89401569E+00,-6.91358610E-01,+2.54688922E-01,+7.36778919E-01,+2.78863047E+00
+1.70000000E-01,+1.00000000E+00,-3.35882864E-02,-9.63208025E-02,+1.02009166E-01,-1.90632386E+00,-6.90484326E-01,+2.54011214E-01,+7.35724338E-01,+2.78908405E+00
+1.80000000E-01,+1.00000000E+00,-3.46615741E-02,-9.53154184E-02,+1.01422156E-01,-1.91958051E+00,-6.89551191E-01,+2.53295491E-01,+7.34601559E-01,+2.78955988E+00
+1.90000000E-01,+1.00000000E+00,-3.58020244E-02,-9.42509851E-02,+1.00821789E-01,-1.93381956E+00,-6.88558186E-01,+2.52542345E-01,+7.33409852E-01,+2.79005696E+00
+2.00000000E-01,+1.00000000E+00,-3.70105668E-02,-9.31272807E-02,+1.00212137E-01,-1.94907587E+00,-6.87504241E-01,+2.51752419E-01,+7.32148456E-01,+2.79057420E+00
+2.10000000E-01,+1.00000000E+00,-3.82881679E-02,-9.19440832E-02,+9.95976819E-02,-1.96538478E+00,-6.86388235E-01,+2.50926408E-01,+7.30816578E-01,+2.79111045E+00
+2.20000000E-01,+1.00000000E+00,-3.96358296E-02,-9.07011717E-02,+9.89833397E-02,-1.98278163E+00,-6.85208994E-01,+2.50065060E-01,+7.29413394E-01,+2.79166445E+00
+2.30000000E-01,+1.00000000E+00,-4.10545857E-02,-8.93983283E-02,+9.83744891E-02,-2.00130113E+00,-6.83965298E-01,+2.49169180E-01,+7.27938054E-01,+2.79223484E+00
+2.40000000E-01,+1.00000000E+00,-4.25454993E-02,-8.80353397E-02,+9.77769940E-02,-2.02097667E+00,-6.82655879E-01,+2.48239630E-01,+7.26389678E-01,+2.79282019E+00
+2.50000000E-01,+1.00000000E+00,-4.41096594E-02,-8.66119989E-02,+9.71972243E-02,-2.04183943E+00,-6.81279423E-01,+2.47277337E-01,+7.24767365E-01,+2.79341895E+00
+2.60000000E-01,+1.00000000E+00,-4.57481773E-02,-8.51281067E-02,+9.66420730E-02,-2.06391743E+00,-6.79834572E-01,+2.46283289E-01,+7.23070192E-01,+2.79402946E+00
+2.70000000E-01,+1.00000000E+00,-4.74621824E-02,-8.35834737E-02,+9.61189671E-02,-2.08723432E+00,-6.78319926E-01,+2.45258541E-01,+7.21297216E-01,+2.79464998E+00
+2.80000000E-01,+1.00000000E+00,-4.92528187E-02,-8.19779215E-02,+9.56358707E-02,-2.11180819E+00,-6.76734047E-01,+2.44204221E-01,+7.19447477E-01,+2.79527860E+00
+2.90000000E-01,+1.00000000E+00,-5.11212391E-02,-8.03112842E-02,+9.52012787E-02,-2.13765013E+00,-6.75075458E-01,+2.43121525E-01,+7.17519999E-01,+2.79591334E+00
+3.00000000E-01,+1.00000000E+00,-5.30686015E-02,-7.85834102E-02,+9.48241995E-02,-2.16476276E+00,-6.73342648E-01,+2.42011725E-01,+7.15513799E-01,+2.79655206E+00
+3.10000000E-01,+1.00000000E+00,-5.50960626E-02,-7.67941629E-02,+9.45141237E-02,-2.19313873E+00,-6.71534073E-01,+2.40876172E-01,+7.13427881E-01,+2.79719249E+00
+3.20000000E-01,+1.00000000E+00,-5.72047727E-02,-7.49434224E-02,+9.42809768E-02,-2.22275910E+00,-6.69648161E-01,+2.39716294E-01,+7.11261246E-01,+2.79783223E+00
+3.30000000E-01,+1.00000000E+00,-5.93958688E-02,-7.30310862E-02,+9.41350560E-02,-2.25359199E+00,-6.67683311E-01,+2.38533602E-01,+7.09012894E-01,+2.79846873E+00
+3.40000000E-01,+1.00000000E+00,-6.16704685E-02,-7.10570698E-02,+9.40869484E-02,-2.28559121E+00,-6.65637902E-01,+2.37329691E-01,+7.06681823E-01,+2.79909927E+00
+3.50000000E-01,+1.00000000E+00,-6.40296627E-02,-6.90213078E-02,+9.41474303E-02,-2.31869529E+00,-6.63510290E-01,+2.36106242E-01,+7.04267040E-01,+2.79972100E+00
