s1,s2,Re(r_ibc3_reduced.tm),Im(r_ibc3_reduced.tm),Abs(r_ibc3_reduced.tm),Arg(r_ibc3_reduced.tm),Re(r_ibc3_reduced.te),Im(r_ibc3_reduced.te),Abs(r_ibc3_reduced.te),Arg(r_ibc3_reduced.te)
+6.60000000E-01,+0.00000000E+00,-8.75500869E-01,+4.83216544E-01,+1.00000000E+00,+2.63726770E+00,-9.00481782E-01,+4.34893735E-01,+1.00000000E+00,+2.69167239E+00
+6.65000000E-01,+0.00000000E+00,-8.77876041E-01,+4.78887937E-01,+1.00000000E+00,+2.64220514E+00,-9.02749526E-01,+4.30166588E-01,+1.00000000E+00,+2.69691535E+00
+6.70000000E-01,+0.00000000E+00,-8.80281246E-01,+4.74452241E-01,+1.00000000E+00,+2.64725098E+00,-9.05029267E-01,+4.25349300E-01,+1.00000000E+00,+2.70224485E+00
+6.75000000E-01,+0.00000000E+00,-8.82716550E-01,+4.69905833E-01,+1.00000000E+00,+2.65240856E+00,-9.07320619E-01,+4.20439406E-01,+1.00000000E+00,+2.70766310E+00
+6.80000000E-01,+0.00000000E+00,-8.85181994E-01,+4.65244922E-01,+1.00000000E+00,+2.65768137E+00,-9.09623171E-01,+4.15434334E-01,+1.00000000E+00,+2.71317241E+00
+6.85000000E-01,+0.00000000E+00,-8.87677586E-01,+4.60465529E-01,+1.00000000E+00,+2.66307309E+00,-9.11936484E-01,+4.10331390E-01,+1.00000000E+00,+2.71877523E+00
+6.90000000E-01,+0.00000000E+00,-8.90203298E-01,+4.55563484E-01,+1.00000000E+00,+2.66858756E+00,-9.14260085E-01,+4.05127755E-01,+1.00000000E+00,+2.72447409E+00
+6.95000000E-01,+0.00000000E+00,-8.92759065E-01,+4.50534407E-01,+1.00000000E+00,+2.67422880E+00,-9.16593469E-01,+3.99820475E-01,+1.00000000E+00,+2.73027168E+00
+7.00000000E-01,+0.00000000E+00,-8.95344776E-01,+4.45373700E-01,+1.00000000E+00,+2.68000106E+00,-9.18936097E-01,+3.94406452E-01,+1.00000000E+00,+2.73617080E+00
+7.05000000E-01,+0.00000000E+00,-8.97960273E-01,+4.40076526E-01,+1.00000000E+00,+2.68590876E+00,-9.21287388E-01,+3.88882436E-01,+1.00000000E+00,+2.74217442E+00
+7.10000000E-01,+0.00000000E+00,-9.00605342E-01,+4.34637800E-01,+1.00000000E+00,+2.69195659E+00,-9.23646718E-01,+3.83245013E-01,+1.00000000E+00,+2.74828564E+00
+7.15000000E-01,+0.00000000E+00,-9.03279712E-01,+4.29052167E-01,+1.00000000E+00,+2.69814946E+00,-9.26013419E-01,+3.77490594E-01,+1.00000000E+00,+2.75450776E+00
+7.20000000E-01,+0.00000000E+00,-9.05983040E-01,+4.23313986E-01,+1.00000000E+00,+2.70449256E+00,-9.28386769E-01,+3.71615401E-01,+1.00000000E+00,+2.76084423E+00
+7.25000000E-01,+0.00000000E+00,-9.08714912E-01,+4.17417307E-01,+1.00000000E+00,+2.71099133E+00,-9.30765995E-01,+3.65615457E-01,+1.00000000E+00,+2.76729870E+00
+7.30000000E-01,+0.00000000E+00,-9.11474829E-01,+4.11355852E-01,+1.00000000E+00,+2.71765155E+00,-9.33150260E-01,+3.59486567E-01,+1.00000000E+00,+2.77387503E+00
+7.35000000E-01,+0.00000000E+00,-9.14262197E-01,+4.05122988E-01,+1.00000000E+00,+2.72447930E+00,-9.35538664E-01,+3.53224304E-01,+1.00000000E+00,+2.78057731E+00
+7.40000000E-01,+0.00000000E+00,-9.17076320E-01,+3.98711705E-01,+1.00000000E+00,+2.73148102E+00,-9.37930232E-01,+3.46823990E-01,+1.00000000E+00,+2.78740987E+00
+7.45000000E-01,+0.00000000E+00,-9.19916386E-01,+3.92114579E-01,+1.00000000E+00,+2.73866352E+00,-9.40323912E-01,+3.40280678E-01,+1.00000000E+00,+2.79437728E+00
+7.50000000E-01,+0.00000000E+00,-9.22781452E-01,+3.85323750E-01,+1.00000000E+00,+2.74603402E+00,-9.42718565E-01,+3.33589129E-01,+1.00000000E+00,+2.80148442E+00
+7.55000000E-01,+0.00000000E+00,-9.25670430E-01,+3.78330880E-01,+1.00000000E+00,+2.75360017E+00,-9.45112955E-01,+3.26743786E-01,+1.00000000E+00,+2.80873646E+00
+7.60000000E-01,+0.00000000E+00,-9.28582071E-01,+3.71127117E-01,+1.00000000E+00,+2.76137012E+00,-9.47505741E-01,+3.19738754E-01,+1.00000000E+00,+2.81613890E+00
+7.65000000E-01,+0.00000000E+00,-9.31514943E-01,+3.63703054E-01,+1.00000000E+00,+2.76935253E+00,-9.49895465E-01,+3.12567761E-01,+1.00000000E+00,+2.82369762E+00
+7.70000000E-01,+0.00000000E+00,-9.34467408E-01,+3.56048680E-01,+1.00000000E+00,+2.77755660E+00,-9.52280540E-01,+3.05224136E-01,+1.00000000E+00,+2.83141887E+00
+7.75000000E-01,+0.00000000E+00,-9.37437602E-01,+3.48153331E-01,+1.00000000E+00,+2.78599218E+00,-9.54659235E-01,+2.97700763E-01,+1.00000000E+00,+2.83930934E+00
+7.80000000E-01,+0.00000000E+00,-9.40423401E-01,+3.40005628E-01,+1.00000000E+00,+2.79466977E+00,-9.57029660E-01,+2.89990051E-01,+1.00000000E+00,+2.84737621E+00
+7.85000000E-01,+0.00000000E+00,-9.43422390E-01,+3.31593418E-01,+1.00000000E+00,+2.80360060E+00,-9.59389747E-01,+2.82083877E-01,+1.00000000E+00,+2.85562715E+00
+7.90000000E-01,+0.00000000E+00,-9.46431826E-01,+3.22903700E-01,+1.00000000E+00,+2.81279672E+00,-9.61737228E-01,+2.73973547E-01,+1.00000000E+00,+2.86407040E+00
+7.95000000E-01,+0.00000000E+00,-9.49448595E-01,+3.13922547E-01,+1.00000000E+00,+2.82227103E+00,-9.64069614E-01,+2.65649730E-01,+1.00000000E+00,+2.87271485E+00
+8.00000000E-01,+0.00000000E+00,-9.52469163E-01,+3.04635016E-01,+1.00000000E+00,+2.83203745E+00,-9.66384165E-01,+2.57102401E-01,+1.00000000E+00,+2.88157004E+00
+8.05000000E-01,+0.00000000E+00,-9.55489519E-01,+2.95025047E-01,+1.00000000E+00,+2.84211092E+00,-9.68677861E-01,+2.48320765E-01,+1.00000000E+00,+2.89064632E+00
+8.10000000E-01,+0.00000000E+00,-9.58505109E-01,+2.85075353E-01,+1.00000000E+00,+2.85250761E+00,-9.70947360E-01,+2.39293176E-01,+1.00000000E+00,+2.89995484E+00
+8.15000000E-01,+0.00000000E+00,-9.61510758E-01,+2.74767288E-01,+1.00000000E+00,+2.86324499E+00,-9.73188964E-01,+2.30007044E-01,+1.00000000E+00,+2.90950773E+00
+8.20000000E-01,+0.00000000E+00,-9.64500586E-01,+2.64080708E-01,+1.00000000E+00,+2.87434198E+00,-9.75398564E-01,+2.20448729E-01,+1.00000000E+00,+2.91931816E+00
+8.25000000E-01,+0.00000000E+00,-9.67467899E-01,+2.52993805E-01,+1.00000000E+00,+2.88581917E+00,-9.77571582E-01,+2.10603421E-01,+1.00000000E+00,+2.92940047E+00
+8.30000000E-01,+0.00000000E+00,-9.70405070E-01,+2.41482918E-01,+1.00000000E+00,+2.89769895E+00,-9.79702911E-01,+2.00455000E-01,+1.00000000E+00,+2.93977033E+00
+8.35000000E-01,+0.00000000E+00,-9.73303398E-01,+2.29522322E-01,+1.00000000E+00,+2.91000578E+00,-9.81786824E-01,+1.89985873E-01,+1.00000000E+00,+2.95044490E+00
+8.40000000E-01,+0.00000000E+00,-9.76152931E-01,+2.17083980E-01,+1.00000000E+00,+2.92276644E+00,-9.83816892E-01,+1.79176793E-01,+1.00000000E+00,+2.96144301E+00
+8.45000000E-01,+0.00000000E+00,-9.78942275E-01,+2.04137261E-01,+1.00000000E+00,+2.93601032E+00,-9.85785864E-01,+1.68006640E-01,+1.00000000E+00,+2.97278544E+00
+8.50000000E-01,+0.00000000E+00,-9.81658345E-01,+1.90648612E-01,+1.00000000E+00,+2.94976982E+00,-9.87685536E-01,+1.56452169E-01,+1.00000000E+00,+2.98449510E+00
+8.55000000E-01,+0.00000000E+00,-9.84286081E-01,+1.76581174E-01,+1.00000000E+00,+2.96408070E+00,-9.89506594E-01,+1.44487717E-01,+1.00000000E+00,+2.99659742E+00
+8.60000000E-01,+0.00000000E+00,-9.86808098E-01,+1.61894340E-01,+1.00000000E+00,+2.97898264E+00,-9.91238413E-01,+1.32084851E-01,+1.00000000E+00,+3.00912069E+00
+8.65000000E-01,+0.00000000E+00,-9.89204267E-01,+1.46543230E-01,+1.00000000E+00,+2.99451979E+00,-9.92868828E-01,+1.19211958E-01,+1.00000000E+00,+3.02209651E+00
+8.70000000E-01,+0.00000000E+00,-9.91451195E-01,+1.30478072E-01,+1.00000000E+00,+3.01074150E+00,-9.94383838E-01,+1.05833750E-01,+1.00000000E+00,+3.03556033E+00
+8.75000000E-01,+0.00000000E+00,-9.93521596E-01,+1.13643474E-01,+1.00000000E+00,+3.02770313E+00,-9.95767256E-01,+9.19106762E-02,+1.00000000E+00,+3.04955208E+00
+8.80000000E-01,+0.00000000E+00,-9.95383499E-01,+9.59775487E-02,+1.00000000E+00,+3.04546714E+00,-9.97000260E-01,+7.73982068E-02,+1.00000000E+00,+3.06411696E+00
+8.85000000E-01,+0.00000000E+00,-9.96999277E-01,+7.74108643E-02,+1.00000000E+00,+3.06410427E+00,-9.98060840E-01,+6.22459683E-02,+1.00000000E+00,+3.07930642E+00
+8.90000000E-01,+0.00000000E+00,-9.98324407E-01,+5.78651801E-02,+1.00000000E+00,+3.08369513E+00,-9.98923094E-01,+4.63966804E-02,+1.00000000E+00,+3.09517931E+00
+8.95000000E-01,+0.00000000E+00,-9.99305907E-01,+3.72519050E-02,+1.00000000E+00,+3.10433213E+00,-9.99556333E-01,+2.97848445E-02,+1.00000000E+00,+3.11180340E+00
+9.00000000E-01,+0.00000000E+00,-9.99880329E-01,+1.54702095E-02,+1.00000000E+00,+3.12612183E+00,-9.99923920E-01,+1.23351087E-02,+1.00000000E+00,+3.12925723E+00
+9.05000000E-01,+0.00000000E+00,-9.99971155E-01,-7.59530597E-03,+1.00000000E+00,-3.13399727E+00,-9.99981760E-01,-6.03978729E-03,+1.00000000E+00,-3.13555283E+00
+9.10000000E-01,+0.00000000E+00,-9.99485384E-01,-3.20775163E-02,+1.00000000E+00,-3.10950963E+00,-9.99676309E-01,-2.54416258E-02,+1.00000000E+00,-3.11614828E+00
+9.15000000E-01,+0.00000000E+00,-9.98308997E-01,-5.81304227E-02,+1.00000000E+00,-3.08342944E+00,-9.98941897E-01,-4.59900697E-02,+1.00000000E+00,-3.09558636E+00
+9.20000000E-01,+0.00000000E+00,-9.96300850E-01,-8.59337857E-02,+1.00000000E+00,-3.05555275E+00,-9.97697095E-01,-6.78270337E-02,+1.00000000E+00,-3.07371351E+00
+9.25000000E-01,+0.00000000E+00,-9.93284313E-01,-1.15699063E-01,+1.00000000E+00,-3.02563389E+00,-9.95839695E-01,-9.11224506E-02,+1.00000000E+00,-3.05034363E+00
+9.30000000E-01,+0.00000000E+00,-9.89035628E-01,-1.47677103E-01,+1.00000000E+00,-2.99337344E+00,-9.93239634E-01,-1.16081995E-01,+1.00000000E+00,-3.02524836E+00
+9.35000000E-01,+0.00000000E+00,-9.83267380E-01,-1.82168219E-01,+1.00000000E+00,-2.95840153E+00,-9.89728814E-01,-1.42957597E-01,+1.00000000E+00,-2.99814359E+00
+9.40000000E-01,+0.00000000E+00,-9.75604506E-01,-2.19535529E-01,+1.00000000E+00,-2.92025429E+00,-9.85086116E-01,-1.72062033E-01,+1.00000000E+00,-2.96867011E+00
+9.45000000E-01,+0.00000000E+00,-9.65548591E-01,-2.60222823E-01,+1.00000000E+00,-2.87833968E+00,-9.79014712E-01,-2.03789580E-01,+1.00000000E+00,-2.93636547E+00
+9.50000000E-01,+0.00000000E+00,-9.52423204E-01,-3.04778675E-01,+1.00000000E+00,-2.83188661E+00,-9.71106639E-01,-2.38645963E-01,+1.00000000E+00,-2.90062137E+00
+9.55000000E-01,+0.00000000E+00,-9.35287359E-01,-3.53889187E-01,+1.00000000E+00,-2.77986652E+00,-9.60785431E-01,-2.77292907E-01,+1.00000000E+00,-2.86061728E+00
+9.60000000E-01,+0.00000000E+00,-9.12793134E-01,-4.08422201E-01,+1.00000000E+00,-2.72086780E+00,-9.47209120E-01,-3.20616411E-01,+1.00000000E+00,-2.81521247E+00
+9.65000000E-01,+0.00000000E+00,-8.82940301E-01,-4.69485277E-01,+1.00000000E+00,-2.65288493E+00,-9.29097520E-01,-3.69834825E-01,+1.00000000E+00,-2.76276142E+00
+9.70000000E-01,+0.00000000E+00,-8.42629162E-01,-5.38494285E-01,+1.00000000E+00,-2.57294349E+00,-9.04404508E-01,-4.26676089E-01,+1.00000000E+00,-2.70077832E+00
+9.75000000E-01,+0.00000000E+00,-7.86787259E-01,-6.17224278E-01,+1.00000000E+00,-2.47638277E+00,-8.69644487E-01,-4.93678505E-01,+1.00000000E+00,-2.62527806E+00
+9.80000000E-01,+0.00000000E+00,-7.06506705E-01,-7.07706349E-01,+1.00000000E+00,-2.35534621E+00,-8.18356436E-01,-5.74711009E-01,+1.00000000E+00,-2.52934169E+00
+9.85000000E-01,+0.00000000E+00,-5.84580114E-01,-8.11335991E-01,+1.00000000E+00,-2.19515876E+00,-7.37067734E-01,-6.75818878E-01,+1.00000000E+00,-2.39951752E+00
+9.90000000E-01,+0.00000000E+00,-3.82910514E-01,-9.23785439E-01,+1.00000000E+00,-1.96374121E+00,-5.92241742E-01,-8.05760336E-01,+1.00000000E+00,-2.20463448E+00
+9.95000000E-01,+0.00000000E+00,+2.97757277E-03,-9.99995567E-01,+1.00000000E+00,-1.56781875E+00,-2.70773876E-01,-9.62642981E-01,+1.00000000E+00,-1.84499317E+00
+1.00000000E+00,+0.00000000E+00,+1.00000000E+00,+0.00000000E+00,+1.00000000E+00,+0.00000000E+00,+1.00000000E+00,+0.00000000E+00,+1.00000000E+00,+0.00000000E+00
+1.00500000E+00,+0.00000000E+00,+1.75458702E+01,+0.00000000E+00,+1.75458702E+01,+0.00000000E+00,-1.16103648E+01,+0.00000000E+00,+1.16103648E+01,+3.14159265E+00
+1.01000000E+00,+0.00000000E+00,-1.11018003E+01,+0.00000000E+00,+1.11018003E+01,+3.14159265E+00,-4.32865187E+00,+0.00000000E+00,+4.32865187E+00,+3.14159265E+00
+1.01500000E+00,+0.00000000E+00,-6.04823810E+00,+0.00000000E+00,+6.04823810E+00,+3.14159265E+00,-3.29488781E+00,+0.00000000E+00,+3.29488781E+00,+3.14159265E+00
+1.02000000E+00,+0.00000000E+00,-4.72325770E+00,+0.00000000E+00,+4.72325770E+00,+3.14159265E+00,-2.87449540E+00,+0.00000000E+00,+2.87449540E+00,+3.14159265E+00
+1.02500000E+00,+0.00000000E+00,-4.11700812E+00,+0.00000000E+00,+4.11700812E+00,+3.14159265E+00,-2.64688494E+00,+0.00000000E+00,+2.64688494E+00,+3.14159265E+00
+1.03000000E+00,+0.00000000E+00,-3.77515631E+00,+0.00000000E+00,+3.77515631E+00,+3.14159265E+00,-2.50555589E+00,+0.00000000E+00,+2.50555589E+00,+3.14159265E+00
+1.03500000E+00,+0.00000000E+00,-3.56065323E+00,+0.00000000E+00,+3.56065323E+00,+3.14159265E+00,-2.41061268E+00,+0.00000000E+00,+2.41061268E+00,+3.14159265E+00
+1.04000000E+00,+0.00000000E+00,-3.41767576E+00,+0.00000000E+00,+3.41767576E+00,+3.14159265E+00,-2.34361273E+00,+0.00000000E+00,+2.34361273E+00,+3.14159265E+00
+1.04500000E+00,+0.00000000E+00,-3.31913001E+00,+0.00000000E+00,+3.31913001E+00,+3.14159265E+00,-2.29480999E+00,+0.00000000E+00,+2.29480999E+00,+3.14159265E+00
+1.05000000E+00,+0.00000000E+00,-3.25024445E+00,+0.00000000E+00,+3.25024445E+00,+3.14159265E+00,-2.25855049E+00,+0.00000000E+00,+2.25855049E+00,+3.14159265E+00
+1.05500000E+00,+0.00000000E+00,-3.20226803E+00,+0.00000000E+00,+3.20226803E+00,+3.14159265E+00,-2.23131988E+00,+0.00000000E+00,+2.23131988E+00,+3.14159265E+00
+1.06000000E+00,+0.00000000E+00,-3.16968300E+00,+0.00000000E+00,+3.16968300E+00,+3.14159265E+00,-2.21081447E+00,+0.00000000E+00,+2.21081447E+00,+3.14159265E+00
+1.06500000E+00,+0.00000000E+00,-3.14883799E+00,+0.00000000E+00,+3.14883799E+00,+3.14159265E+00,-2.19545897E+00,+0.00000000E+00,+2.19545897E+00,+3.14159265E+00
+1.07000000E+00,+0.00000000E+00,-3.13722206E+00,+0.00000000E+00,+3.13722206E+00,+3.14159265E+00,-2.18413846E+00,+0.00000000E+00,+2.18413846E+00,+3.14159265E+00
+1.07500000E+00,+0.00000000E+00,-3.13305417E+00,+0.00000000E+00,+3.13305417E+00,+3.14159265E+00,-2.17604097E+00,+0.00000000E+00,+2.17604097E+00,+3.14159265E+00
+1.08000000E+00,+0.00000000E+00,-3.13503873E+00,+0.00000000E+00,+3.13503873E+00,+3.14159265E+00,-2.17056074E+00,+0.00000000E+00,+2.17056074E+00,+3.14159265E+00
+1.08500000E+00,+0.00000000E+00,-3.14221366E+00,+0.00000000E+00,+3.14221366E+00,+3.14159265E+00,-2.16723645E+00,+0.00000000E+00,+2.16723645E+00,+3.14159265E+00
+1.09000000E+00,+0.00000000E+00,-3.15385254E+00,+0.00000000E+00,+3.15385254E+00,+3.14159265E+00,-2.16571046E+00,+0.00000000E+00,+2.16571046E+00,+3.14159265E+00
+1.09500000E+00,+0.00000000E+00,-3.16939965E+00,+0.00000000E+00,+3.16939965E+00,+3.14159265E+00,-2.16570115E+00,+0.00000000E+00,+2.16570115E+00,+3.14159265E+00
+1.10000000E+00,+0.00000000E+00,-3.18842559E+00,+0.00000000E+00,+3.18842559E+00,+3.14159265E+00,-2.16698373E+00,+0.00000000E+00,+2.16698373E+00,+3.14159265E+00
+1.10500000E+00,+0.00000000E+00,-3.21059634E+00,+0.00000000E+00,+3.21059634E+00,+3.14159265E+00,-2.16937656E+00,+0.00000000E+00,+2.16937656E+00,+3.14159265E+00
+1.11000000E+00,+0.00000000E+00,-3.23565125E+00,+0.00000000E+00,+3.23565125E+00,+3.14159265E+00,-2.17273127E+00,+0.00000000E+00,+2.17273127E+00,+3.14159265E+00
+1.11500000E+00,+0.00000000E+00,-3.26338702E+00,+0.00000000E+00,+3.26338702E+00,+3.14159265E+00,-2.17692549E+00,+0.00000000E+00,+2.17692549E+00,+3.14159265E+00
+1.12000000E+00,+0.00000000E+00,-3.29364601E+00,+0.00000000E+00,+3.29364601E+00,+3.14159265E+00,-2.18185740E+00,+0.00000000E+00,+2.18185740E+00,+3.14159265E+00
+1.12500000E+00,+0.00000000E+00,-3.32630743E+00,+0.00000000E+00,+3.32630743E+00,+3.14159265E+00,-2.18744158E+00,+0.00000000E+00,+2.18744158E+00,+3.14159265E+00
+1.13000000E+00,+0.00000000E+00,-3.36128078E+00,+0.00000000E+00,+3.36128078E+00,+3.14159265E+00,-2.19360589E+00,+0.00000000E+00,+2.19360589E+00,+3.14159265E+00
+1.13500000E+00,+0.00000000E+00,-3.39850085E+00,+0.00000000E+00,+3.39850085E+00,+3.14159265E+00,-2.20028895E+00,+0.00000000E+00,+2.20028895E+00,+3.14159265E+00
+1.14000000E+00,+0.00000000E+00,-3.43792383E+00,+0.00000000E+00,+3.43792383E+00,+3.14159265E+00,-2.20743826E+00,+0.00000000E+00,+2.20743826E+00,+3.14159265E+00
+1.14500000E+00,+0.00000000E+00,-3.47952442E+00,+0.00000000E+00,+3.47952442E+00,+3.14159265E+00,-2.21500863E+00,+0.00000000E+00,+2.21500863E+00,+3.14159265E+00
+1.15000000E+00,+0.00000000E+00,-3.52329359E+00,+0.00000000E+00,+3.52329359E+00,+3.14159265E+00,-2.22296099E+00,+0.00000000E+00,+2.22296099E+00,+3.14159265E+00
+1.15500000E+00,+0.00000000E+00,-3.56923677E+00,+0.00000000E+00,+3.56923677E+00,+3.14159265E+00,-2.23126137E+00,+0.00000000E+00,+2.23126137E+00,+3.14159265E+00
+1.16000000E+00,+0.00000000E+00,-3.61737268E+00,+0.00000000E+00,+3.61737268E+00,+3.14159265E+00,-2.23988011E+00,+0.00000000E+00,+2.23988011E+00,+3.14159265E+00
+1.16500000E+00,+0.00000000E+00,-3.66773225E+00,+0.00000000E+00,+3.66773225E+00,+3.14159265E+00,-2.24879124E+00,+0.00000000E+00,+2.24879124E+00,+3.14159265E+00
+1.17000000E+00,+0.00000000E+00,-3.72035801E+00,+0.00000000E+00,+3.72035801E+00,+3.14159265E+00,-2.25797188E+00,+0.00000000E+00,+2.25797188E+00,+3.14159265E+00
+1.17500000E+00,+0.00000000E+00,-3.77530364E+00,+0.00000000E+00,+3.77530364E+00,+3.14159265E+00,-2.26740184E+00,+0.00000000E+00,+2.26740184E+00,+3.14159265E+00
+1.18000000E+00,+0.00000000E+00,-3.83263371E+00,+0.00000000E+00,+3.83263371E+00,+3.14159265E+00,-2.27706322E+00,+0.00000000E+00,+2.27706322E+00,+3.14159265E+00
+1.18500000E+00,+0.00000000E+00,-3.89242362E+00,+0.00000000E+00,+3.89242362E+00,+3.14159265E+00,-2.28694013E+00,+0.00000000E+00,+2.28694013E+00,+3.14159265E+00
+1.19000000E+00,+0.00000000E+00,-3.95475969E+00,+0.00000000E+00,+3.95475969E+00,+3.14159265E+00,-2.29701838E+00,+0.00000000E+00,+2.29701838E+00,+3.14159265E+00
+1.19500000E+00,+0.00000000E+00,-4.01973940E+00,+0.00000000E+00,+4.01973940E+00,+3.14159265E+00,-2.30728530E+00,+0.00000000E+00,+2.30728530E+00,+3.14159265E+00
+1.20000000E+00,+0.00000000E+00,-4.08747180E+00,+0.00000000E+00,+4.08747180E+00,+3.14159265E+00,-2.31772953E+00,+0.00000000E+00,+2.31772953E+00,+3.14159265E+00
+1.20500000E+00,+0.00000000E+00,-4.15807801E+00,+0.00000000E+00,+4.15807801E+00,+3.14159265E+00,-2.32834088E+00,+0.00000000E+00,+2.32834088E+00,+3.14159265E+00
+1.21000000E+00,+0.00000000E+00,-4.23169189E+00,+0.00000000E+00,+4.23169189E+00,+3.14159265E+00,-2.33911015E+00,+0.00000000E+00,+2.33911015E+00,+3.14159265E+00
+1.21500000E+00,+0.00000000E+00,-4.30846089E+00,+0.00000000E+00,+4.30846089E+00,+3.14159265E+00,-2.35002906E+00,+0.00000000E+00,+2.35002906E+00,+3.14159265E+00
+1.22000000E+00,+0.00000000E+00,-4.38854700E+00,+0.00000000E+00,+4.38854700E+00,+3.14159265E+00,-2.36109011E+00,+0.00000000E+00,+2.36109011E+00,+3.14159265E+00
+1.22500000E+00,+0.00000000E+00,-4.47212790E+00,+0.00000000E+00,+4.47212790E+00,+3.14159265E+00,-2.37228650E+00,+0.00000000E+00,+2.37228650E+00,+3.14159265E+00
+1.23000000E+00,+0.00000000E+00,-4.55939830E+00,+0.00000000E+00,+4.55939830E+00,+3.14159265E+00,-2.38361208E+00,+0.00000000E+00,+2.38361208E+00,+3.14159265E+00
+1.23500000E+00,+0.00000000E+00,-4.65057151E+00,+0.00000000E+00,+4.65057151E+00,+3.14159265E+00,-2.39506125E+00,+0.00000000E+00,+2.39506125E+00,+3.14159265E+00
+1.24000000E+00,+0.00000000E+00,-4.74588116E+00,+0.00000000E+00,+4.74588116E+00,+3.14159265E+00,-2.40662890E+00,+0.00000000E+00,+2.40662890E+00,+3.14159265E+00
+1.24500000E+00,+0.00000000E+00,-4.84558329E+00,+0.00000000E+00,+4.84558329E+00,+3.14159265E+00,-2.41831039E+00,+0.00000000E+00,+2.41831039E+00,+3.14159265E+00
+1.25000000E+00,+0.00000000E+00,-4.94995869E+00,+0.00000000E+00,+4.94995869E+00,+3.14159265E+00,-2.43010146E+00,+0.00000000E+00,+2.43010146E+00,+3.14159265E+00
+1.25500000E+00,+0.00000000E+00,-5.05931558E+00,+0.00000000E+00,+5.05931558E+00,+3.14159265E+00,-2.44199824E+00,+0.00000000E+00,+2.44199824E+00,+3.14159265E+00
+1.26000000E+00,+0.00000000E+00,-5.17399270E+00,+0.00000000E+00,+5.17399270E+00,+3.14159265E+00,-2.45399717E+00,+0.00000000E+00,+2.45399717E+00,+3.14159265E+00
+1.26500000E+00,+0.00000000E+00,-5.29436288E+00,+0.00000000E+00,+5.29436288E+00,+3.14159265E+00,-2.46609499E+00,+0.00000000E+00,+2.46609499E+00,+3.14159265E+00
+1.27000000E+00,+0.00000000E+00,-5.42083717E+00,+0.00000000E+00,+5.42083717E+00,+3.14159265E+00,-2.47828871E+00,+0.00000000E+00,+2.47828871E+00,+3.14159265E+00
+1.27500000E+00,+0.00000000E+00,-5.55386958E+00,+0.00000000E+00,+5.55386958E+00,+3.14159265E+00,-2.49057559E+00,+0.00000000E+00,+2.49057559E+00,+3.14159265E+00
+1.28000000E+00,+0.00000000E+00,-5.69396255E+00,+0.00000000E+00,+5.69396255E+00,+3.14159265E+00,-2.50295311E+00,+0.00000000E+00,+2.50295311E+00,+3.14159265E+00
+1.28500000E+00,+0.00000000E+00,-5.84167344E+00,+0.00000000E+00,+5.84167344E+00,+3.14159265E+00,-2.51541893E+00,+0.00000000E+00,+2.51541893E+00,+3.14159265E+00
+1.29000000E+00,+0.00000000E+00,-5.99762192E+00,+0.00000000E+00,+5.99762192E+00,+3.14159265E+00,-2.52797094E+00,+0.00000000E+00,+2.52797094E+00,+3.14159265E+00
+1.29500000E+00,+0.00000000E+00,-6.16249882E+00,+0.00000000E+00,+6.16249882E+00,+3.14159265E+00,-2.54060715E+00,+0.00000000E+00,+2.54060715E+00,+3.14159265E+00
+1.30000000E+00,+0.00000000E+00,-6.33707634E+00,+0.00000000E+00,+6.33707634E+00,+3.14159265E+00,-2.55332575E+00,+0.00000000E+00,+2.55332575E+00,+3.14159265E+00
+1.30500000E+00,+0.00000000E+00,-6.52222032E+00,+0.00000000E+00,+6.52222032E+00,+3.14159265E+00,-2.56612507E+00,+0.00000000E+00,+2.56612507E+00,+3.14159265E+00
+1.31000000E+00,+0.00000000E+00,-6.71890459E+00,+0.00000000E+00,+6.71890459E+00,+3.14159265E+00,-2.57900355E+00,+0.00000000E+00,+2.57900355E+00,+3.14159265E+00
+1.31500000E+00,+0.00000000E+00,-6.92822824E+00,+0.00000000E+00,+6.92822824E+00,+3.14159265E+00,-2.59195977E+00,+0.00000000E+00,+2.59195977E+00,+3.14159265E+00
+1.32000000E+00,+0.00000000E+00,-7.15143624E+00,+0.00000000E+00,+7.15143624E+00,+3.14159265E+00,-2.60499241E+00,+0.00000000E+00,+2.60499241E+00,+3.14159265E+00
+1.32500000E+00,+0.00000000E+00,-7.38994434E+00,+0.00000000E+00,+7.38994434E+00,+3.14159265E+00,-2.61810026E+00,+0.00000000E+00,+2.61810026E+00,+3.14159265E+00
+1.33000000E+00,+0.00000000E+00,-7.64536916E+00,+0.00000000E+00,+7.64536916E+00,+3.14159265E+00,-2.63128217E+00,+0.00000000E+00,+2.63128217E+00,+3.14159265E+00
+1.33500000E+00,+0.00000000E+00,-7.91956510E+00,+0.00000000E+00,+7.91956510E+00,+3.14159265E+00,-2.64453712E+00,+0.00000000E+00,+2.64453712E+00,+3.14159265E+00
+1.34000000E+00,+0.00000000E+00,-8.21466944E+00,+0.00000000E+00,+8.21466944E+00,+3.14159265E+00,-2.65786414E+00,+0.00000000E+00,+2.65786414E+00,+3.14159265E+00
+1.34500000E+00,+0.00000000E+00,-8.53315836E+00,+0.00000000E+00,+8.53315836E+00,+3.14159265E+00,-2.67126233E+00,+0.00000000E+00,+2.67126233E+00,+3.14159265E+00
