s1,s2,Re(r_ibc3_reduced.tm),Im(r_ibc3_reduced.tm),Abs(r_ibc3_reduced.tm),Arg(r_ibc3_reduced.tm),Re(r_ibc3_reduced.te),Im(r_ibc3_reduced.te),Abs(r_ibc3_reduced.te),Arg(r_ibc3_reduced.te)
+1.35000000E+00,+0.00000000E+00,-8.87791673E+00,+0.00000000E+00,+8.87791673E+00,+3.14159265E+00,-2.68473087E+00,+0.00000000E+00,+2.68473087E+00,+3.14159265E+00
+1.35500000E+00,+0.00000000E+00,-9.25232589E+00,+0.00000000E+00,+9.25232589E+00,+3.14159265E+00,-2.69826901E+00,+0.00000000E+00,+2.69826901E+00,+3.14159265E+00
+1.36000000E+00,+0.00000000E+00,-9.66037512E+00,+0.00000000E+00,+9.66037512E+00,+3.14159265E+00,-2.71187603E+00,+0.00000000E+00,+2.71187603E+00,+3.14159265E+00
+1.36500000E+00,+0.00000000E+00,-1.01068046E+01,+0.00000000E+00,+1.01068046E+01,+3.14159265E+00,-2.72555129E+00,+0.00000000E+00,+2.72555129E+00,+3.14159265E+00
+1.37000000E+00,+0.00000000E+00,-1.05972905E+01,+0.00000000E+00,+1.05972905E+01,+3.14159265E+00,-2.73929418E+00,+0.00000000E+00,+2.73929418E+00,+3.14159265E+00
+1.37500000E+00,+0.00000000E+00,-1.11386881E+01,+0.00000000E+00,+1.11386881E+01,+3.14159265E+00,-2.75310415E+00,+0.00000000E+00,+2.75310415E+00,+3.14159265E+00
+1.38000000E+00,+0.00000000E+00,-1.17393544E+01,+0.00000000E+00,+1.17393544E+01,+3.14159265E+00,-2.76698068E+00,+0.00000000E+00,+2.76698068E+00,+3.14159265E+00
+1.38500000E+00,+0.00000000E+00,-1.24095833E+01,+0.00000000E+00,+1.24095833E+01,+3.14159265E+00,-2.78092331E+00,+0.00000000E+00,+2.78092331E+00,+3.14159265E+00
+1.39000000E+00,+0.00000000E+00,-1.31622004E+01,+0.00000000E+00,+1.31622004E+01,+3.14159265E+00,-2.79493160E+00,+0.00000000E+00,+2.79493160E+00,+3.14159265E+00
+1.39500000E+00,+0.00000000E+00,-1.40133931E+01,+0.00000000E+00,+1.40133931E+01,+3.14159265E+00,-2.80900514E+00,+0.00000000E+00,+2.80900514E+00,+3.14159265E+00
+1.40000000E+00,+0.00000000E+00,-1.49838883E+01,+0.00000000E+00,+1.49838883E+01,+3.14159265E+00,-2.82314357E+00,+0.00000000E+00,+2.82314357E+00,+3.14159265E+00
+1.40500000E+00,+0.00000000E+00,-1.61006640E+01,+0.00000000E+00,+1.61006640E+01,+3.14159265E+00,-2.83734655E+00,+0.00000000E+00,+2.83734655E+00,+3.14159265E+00
+1.41000000E+00,+0.00000000E+00,-1.73994978E+01,+0.00000000E+00,+1.73994978E+01,+3.14159265E+00,-2.85161377E+00,+0.00000000E+00,+2.85161377E+00,+3.14159265E+00
+1.41500000E+00,+0.00000000E+00,-1.89288728E+01,+0.00000000E+00,+1.89288728E+01,+3.14159265E+00,-2.86594494E+00,+0.00000000E+00,+2.86594494E+00,+3.14159265E+00
+1.42000000E+00,+0.00000000E+00,-2.07561671E+01,+0.00000000E+00,+2.07561671E+01,+3.14159265E+00,-2.88033980E+00,+0.00000000E+00,+2.88033980E+00,+3.14159265E+00
+1.42500000E+00,+0.00000000E+00,-2.29778517E+01,+0.00000000E+00,+2.29778517E+01,+3.14159265E+00,-2.89479812E+00,+0.00000000E+00,+2.89479812E+00,+3.14159265E+00
+1.43000000E+00,+0.00000000E+00,-2.57370935E+01,+0.00000000E+00,+2.57370935E+01,+3.14159265E+00,-2.90931967E+00,+0.00000000E+00,+2.90931967E+00,+3.14159265E+00
+1.43500000E+00,+0.00000000E+00,-2.92558966E+01,+0.00000000E+00,+2.92558966E+01,+3.14159265E+00,-2.92390427E+00,+0.00000000E+00,+2.92390427E+00,+3.14159265E+00
+1.44000000E+00,+0.00000000E+00,-3.38980326E+01,+0.00000000E+00,+3.38980326E+01,+3.14159265E+00,-2.93855174E+00,+0.00000000E+00,+2.93855174E+00,+3.14159265E+00
+1.44500000E+00,+0.00000000E+00,-4.03036998E+01,+0.00000000E+00,+4.03036998E+01,+3.14159265E+00,-2.95326191E+00,+0.00000000E+00,+2.95326191E+00,+3.14159265E+00
+1.45000000E+00,+0.00000000E+00,-4.97136690E+01,+0.00000000E+00,+4.97136690E+01,+3.14159265E+00,-2.96803464E+00,+0.00000000E+00,+2.96803464E+00,+3.14159265E+00
+1.45500000E+00,+0.00000000E+00,-6.48892989E+01,+0.00000000E+00,+6.48892989E+01,+3.14159265E+00,-2.98286981E+00,+0.00000000E+00,+2.98286981E+00,+3.14159265E+00
+1.46000000E+00,+0.00000000E+00,-9.34708361E+01,+0.00000000E+00,+9.34708361E+01,+3.14159265E+00,-2.99776730E+00,+0.00000000E+00,+2.99776730E+00,+3.14159265E+00
+1.46500000E+00,+0.00000000E+00,-1.67277956E+02,+0.00000000E+00,+1.67277956E+02,+3.14159265E+00,-3.01272700E+00,+0.00000000E+00,+3.01272700E+00,+3.14159265E+00
+1.47000000E+00,+0.00000000E+00,-8.00383306E+02,+0.00000000E+00,+8.00383306E+02,+3.14159265E+00,-3.02774884E+00,+0.00000000E+00,+3.02774884E+00,+3.14159265E+00
+1.47500000E+00,+0.00000000E+00,+2.86729578E+02,+0.00000000E+00,+2.86729578E+02,+0.00000000E+00,-3.04283273E+00,+0.00000000E+00,+3.04283273E+00,+3.14159265E+00
+1.48000000E+00,+0.00000000E+00,+1.21461427E+02,+0.00000000E+00,+1.21461427E+02,+0.00000000E+00,-3.05797860E+00,+0.00000000E+00,+3.05797860E+00,+3.14159265E+00
+1.48500000E+00,+0.00000000E+00,+7.69995008E+01,+0.00000000E+00,+7.69995008E+01,+0.00000000E+00,-3.07318642E+00,+0.00000000E+00,+3.07318642E+00,+3.14159265E+00
+1.49000000E+00,+0.00000000E+00,+5.63385963E+01,+0.00000000E+00,+5.63385963E+01,+0.00000000E+00,-3.08845612E+00,+0.00000000E+00,+3.08845612E+00,+3.14159265E+00
+1.49500000E+00,+0.00000000E+00,+4.44022864E+01,+0.00000000E+00,+4.44022864E+01,+0.00000000E+00,-3.10378768E+00,+0.00000000E+00,+3.10378768E+00,+3.14159265E+00
+1.50000000E+00,+0.00000000E+00,+3.66275546E+01,+0.00000000E+00,+3.66275546E+01,+0.00000000E+00,-3.11918106E+00,+0.00000000E+00,+3.11918106E+00,+3.14159265E+00
+1.50500000E+00,+0.00000000E+00,+3.11609843E+01,+0.00000000E+00,+3.11609843E+01,+0.00000000E+00,-3.13463624E+00,+0.00000000E+00,+3.13463624E+00,+3.14159265E+00
+1.51000000E+00,+0.00000000E+00,+2.71074831E+01,+0.00000000E+00,+2.71074831E+01,+0.00000000E+00,-3.15015322E+00,+0.00000000E+00,+3.15015322E+00,+3.14159265E+00
+1.51500000E+00,+0.00000000E+00,+2.39817960E+01,+0.00000000E+00,+2.39817960E+01,+0.00000000E+00,-3.16573199E+00,+0.00000000E+00,+3.16573199E+00,+3.14159265E+00
+1.52000000E+00,+0.00000000E+00,+2.14980320E+01,+0.00000000E+00,+2.14980320E+01,+0.00000000E+00,-3.18137254E+00,+0.00000000E+00,+3.18137254E+00,+3.14159265E+00
+1.52500000E+00,+0.00000000E+00,+1.94768162E+01,+0.00000000E+00,+1.94768162E+01,+0.00000000E+00,-3.19707490E+00,+0.00000000E+00,+3.19707490E+00,+3.14159265E+00
+1.53000000E+00,+0.00000000E+00,+1.77999098E+01,+0.00000000E+00,+1.77999098E+01,+0.00000000E+00,-3.21283906E+00,+0.00000000E+00,+3.21283906E+00,+3.14159265E+00
+1.53500000E+00,+0.00000000E+00,+1.63862095E+01,+0.00000000E+00,+1.63862095E+01,+0.00000000E+00,-3.22866504E+00,+0.00000000E+00,+3.22866504E+00,+3.14159265E+00
+1.54000000E+00,+0.00000000E+00,+1.51782294E+01,+0.00000000E+00,+1.51782294E+01,+0.00000000E+00,-3.24455288E+00,+0.00000000E+00,+3.24455288E+00,+3.14159265E+00
+1.54500000E+00,+0.00000000E+00,+1.41340879E+01,+0.00000000E+00,+1.41340879E+01,+0.00000000E+00,-3.26050259E+00,+0.00000000E+00,+3.26050259E+00,+3.14159265E+00
+1.55000000E+00,+0.00000000E+00,+1.32225496E+01,+0.00000000E+00,+1.32225496E+01,+0.00000000E+00,-3.27651421E+00,+0.00000000E+00,+3.27651421E+00,+3.14159265E+00
+1.55500000E+00,+0.00000000E+00,+1.24198443E+01,+0.00000000E+00,+1.24198443E+01,+0.00000000E+00,-3.29258778E+00,+0.00000000E+00,+3.29258778E+00,+3.14159265E+00
+1.56000000E+00,+0.00000000E+00,+1.17075628E+01,+0.00000000E+00,+1.17075628E+01,+0.00000000E+00,-3.30872333E+00,+0.00000000E+00,+3.30872333E+00,+3.14159265E+00
+1.56500000E+00,+0.00000000E+00,+1.10712263E+01,+0.00000000E+00,+1.10712263E+01,+0.00000000E+00,-3.32492091E+00,+0.00000000E+00,+3.32492091E+00,+3.14159265E+00
+1.57000000E+00,+0.00000000E+00,+1.04992904E+01,+0.00000000E+00,+1.04992904E+01,+0.00000000E+00,-3.34118055E+00,+0.00000000E+00,+3.34118055E+00,+3.14159265E+00
+1.57500000E+00,+0.00000000E+00,+9.98243756E+00,+0.00000000E+00,+9.98243756E+00,+0.00000000E+00,-3.35750232E+00,+0.00000000E+00,+3.35750232E+00,+3.14159265E+00
+1.58000000E+00,+0.00000000E+00,+9.51306508E+00,+0.00000000E+00,+9.51306508E+00,+0.00000000E+00,-3.37388626E+00,+0.00000000E+00,+3.37388626E+00,+3.14159265E+00
+1.58500000E+00,+0.00000000E+00,+9.08490778E+00,+0.00000000E+00,+9.08490778E+00,+0.00000000E+00,-3.39033242E+00,+0.00000000E+00,+3.39033242E+00,+3.14159265E+00
+1.59000000E+00,+0.00000000E+00,+8.69275634E+00,+0.00000000E+00,+8.69275634E+00,+0.00000000E+00,-3.40684086E+00,+0.00000000E+00,+3.40684086E+00,+3.14159265E+00
+1.59500000E+00,+0.00000000E+00,+8.33224382E+00,+0.00000000E+00,+8.33224382E+00,+0.00000000E+00,-3.42341164E+00,+0.00000000E+00,+3.42341164E+00,+3.14159265E+00
+1.60000000E+00,+0.00000000E+00,+7.99968203E+00,+0.00000000E+00,+7.99968203E+00,+0.00000000E+00,-3.44004482E+00,+0.00000000E+00,+3.44004482E+00,+3.14159265E+00
+1.60500000E+00,+0.00000000E+00,+7.69193459E+00,+0.00000000E+00,+7.69193459E+00,+0.00000000E+00,-3.45674046E+00,+0.00000000E+00,+3.45674046E+00,+3.14159265E+00
+1.61000000E+00,+0.00000000E+00,+7.40631746E+00,+0.00000000E+00,+7.40631746E+00,+0.00000000E+00,-3.47349861E+00,+0.00000000E+00,+3.47349861E+00,+3.14159265E+00
+1.61500000E+00,+0.00000000E+00,+7.14052022E+00,+0.00000000E+00,+7.14052022E+00,+0.00000000E+00,-3.49031935E+00,+0.00000000E+00,+3.49031935E+00,+3.14159265E+00
+1.62000000E+00,+0.00000000E+00,+6.89254326E+00,+0.00000000E+00,+6.89254326E+00,+0.00000000E+00,-3.50720274E+00,+0.00000000E+00,+3.50720274E+00,+3.14159265E+00
+1.62500000E+00,+0.00000000E+00,+6.66064720E+00,+0.00000000E+00,+6.66064720E+00,+0.00000000E+00,-3.52414883E+00,+0.00000000E+00,+3.52414883E+00,+3.14159265E+00
+1.63000000E+00,+0.00000000E+00,+6.44331191E+00,+0.00000000E+00,+6.44331191E+00,+0.00000000E+00,-3.54115771E+00,+0.00000000E+00,+3.54115771E+00,+3.14159265E+00
+1.63500000E+00,+0.00000000E+00,+6.23920302E+00,+0.00000000E+00,+6.23920302E+00,+0.00000000E+00,-3.55822944E+00,+0.00000000E+00,+3.55822944E+00,+3.14159265E+00
+1.64000000E+00,+0.00000000E+00,+6.04714436E+00,+0.00000000E+00,+6.04714436E+00,+0.00000000E+00,-3.57536407E+00,+0.00000000E+00,+3.57536407E+00,+3.14159265E+00
+1.64500000E+00,+0.00000000E+00,+5.86609524E+00,+0.00000000E+00,+5.86609524E+00,+0.00000000E+00,-3.59256169E+00,+0.00000000E+00,+3.59256169E+00,+3.14159265E+00
+1.65000000E+00,+0.00000000E+00,+5.69513143E+00,+0.00000000E+00,+5.69513143E+00,+0.00000000E+00,-3.60982235E+00,+0.00000000E+00,+3.60982235E+00,+3.14159265E+00
+1.65500000E+00,+0.00000000E+00,+5.53342937E+00,+0.00000000E+00,+5.53342937E+00,+0.00000000E+00,-3.62714613E+00,+0.00000000E+00,+3.62714613E+00,+3.14159265E+00
+1.66000000E+00,+0.00000000E+00,+5.38025279E+00,+0.00000000E+00,+5.38025279E+00,+0.00000000E+00,-3.64453309E+00,+0.00000000E+00,+3.64453309E+00,+3.14159265E+00
+1.66500000E+00,+0.00000000E+00,+5.23494145E+00,+0.00000000E+00,+5.23494145E+00,+0.00000000E+00,-3.66198331E+00,+0.00000000E+00,+3.66198331E+00,+3.14159265E+00
+1.67000000E+00,+0.00000000E+00,+5.09690160E+00,+0.00000000E+00,+5.09690160E+00,+0.00000000E+00,-3.67949684E+00,+0.00000000E+00,+3.67949684E+00,+3.14159265E+00
+1.67500000E+00,+0.00000000E+00,+4.96559777E+00,+0.00000000E+00,+4.96559777E+00,+0.00000000E+00,-3.69707375E+00,+0.00000000E+00,+3.69707375E+00,+3.14159265E+00
+1.68000000E+00,+0.00000000E+00,+4.84054584E+00,+0.00000000E+00,+4.84054584E+00,+0.00000000E+00,-3.71471411E+00,+0.00000000E+00,+3.71471411E+00,+3.14159265E+00
+1.68500000E+00,+0.00000000E+00,+4.72130698E+00,+0.00000000E+00,+4.72130698E+00,+0.00000000E+00,-3.73241799E+00,+0.00000000E+00,+3.73241799E+00,+3.14159265E+00
+1.69000000E+00,+0.00000000E+00,+4.60748252E+00,+0.00000000E+00,+4.60748252E+00,+0.00000000E+00,-3.75018545E+00,+0.00000000E+00,+3.75018545E+00,+3.14159265E+00
+1.69500000E+00,+0.00000000E+00,+4.49870944E+00,+0.00000000E+00,+4.49870944E+00,+0.00000000E+00,-3.76801656E+00,+0.00000000E+00,+3.76801656E+00,+3.14159265E+00
+1.70000000E+00,+0.00000000E+00,+4.39465646E+00,+0.00000000E+00,+4.39465646E+00,+0.00000000E+00,-3.78591137E+00,+0.00000000E+00,+3.78591137E+00,+3.14159265E+00
+1.70500000E+00,+0.00000000E+00,+4.29502065E+00,+0.00000000E+00,+4.29502065E+00,+0.00000000E+00,-3.80386995E+00,+0.00000000E+00,+3.80386995E+00,+3.14159265E+00
+1.71000000E+00,+0.00000000E+00,+4.19952450E+00,+0.00000000E+00,+4.19952450E+00,+0.00000000E+00,-3.82189237E+00,+0.00000000E+00,+3.82189237E+00,+3.14159265E+00
+1.71500000E+00,+0.00000000E+00,+4.10791324E+00,+0.00000000E+00,+4.10791324E+00,+0.00000000E+00,-3.83997867E+00,+0.00000000E+00,+3.83997867E+00,+3.14159265E+00
+1.72000000E+00,+0.00000000E+00,+4.01995262E+00,+0.00000000E+00,+4.01995262E+00,+0.00000000E+00,-3.85812892E+00,+0.00000000E+00,+3.85812892E+00,+3.14159265E+00
+1.72500000E+00,+0.00000000E+00,+3.93542684E+00,+0.00000000E+00,+3.93542684E+00,+0.00000000E+00,-3.87634319E+00,+0.00000000E+00,+3.87634319E+00,+3.14159265E+00
+1.73000000E+00,+0.00000000E+00,+3.85413682E+00,+0.00000000E+00,+3.85413682E+00,+0.00000000E+00,-3.89462151E+00,+0.00000000E+00,+3.89462151E+00,+3.14159265E+00
+1.73500000E+00,+0.00000000E+00,+3.77589853E+00,+0.00000000E+00,+3.77589853E+00,+0.00000000E+00,-3.91296395E+00,+0.00000000E+00,+3.91296395E+00,+3.14159265E+00
+1.74000000E+00,+0.00000000E+00,+3.70054169E+00,+0.00000000E+00,+3.70054169E+00,+0.00000000E+00,-3.93137056E+00,+0.00000000E+00,+3.93137056E+00,+3.14159265E+00
+1.74500000E+00,+0.00000000E+00,+3.62790844E+00,+0.00000000E+00,+3.62790844E+00,+0.00000000E+00,-3.94984140E+00,+0.00000000E+00,+3.94984140E+00,+3.14159265E+00
+1.75000000E+00,+0.00000000E+00,+3.55785226E+00,+0.00000000E+00,+3.55785226E+00,+0.00000000E+00,-3.96837650E+00,+0.00000000E+00,+3.96837650E+00,+3.14159265E+00
+1.75500000E+00,+0.00000000E+00,+3.49023695E+00,+0.00000000E+00,+3.49023695E+00,+0.00000000E+00,-3.98697592E+00,+0.00000000E+00,+3.98697592E+00,+3.14159265E+00
+1.76000000E+00,+0.00000000E+00,+3.42493576E+00,+0.00000000E+00,+3.42493576E+00,+0.00000000E+00,-4.00563971E+00,+0.00000000E+00,+4.00563971E+00,+3.14159265E+00
+1.76500000E+00,+0.00000000E+00,+3.36183057E+00,+0.00000000E+00,+3.36183057E+00,+0.00000000E+00,-4.02436791E+00,+0.00000000E+00,+4.02436791E+00,+3.14159265E+00
+1.77000000E+00,+0.00000000E+00,+3.30081116E+00,+0.00000000E+00,+3.30081116E+00,+0.00000000E+00,-4.04316056E+00,+0.00000000E+00,+4.04316056E+00,+3.14159265E+00
+1.77500000E+00,+0.00000000E+00,+3.24177459E+00,+0.00000000E+00,+3.24177459E+00,+0.00000000E+00,-4.06201769E+00,+0.00000000E+00,+4.06201769E+00,+3.14159265E+00
+1.78000000E+00,+0.00000000E+00,+3.18462457E+00,+0.00000000E+00,+3.18462457E+00,+0.00000000E+00,-4.08093936E+00,+0.00000000E+00,+4.08093936E+00,+3.14159265E+00
+1.78500000E+00,+0.00000000E+00,+3.12927096E+00,+0.00000000E+00,+3.12927096E+00,+0.00000000E+00,-4.09992559E+00,+0.00000000E+00,+4.09992559E+00,+3.14159265E+00
+1.79000000E+00,+0.00000000E+00,+3.07562929E+00,+0.00000000E+00,+3.07562929E+00,+0.00000000E+00,-4.11897642E+00,+0.00000000E+00,+4.11897642E+00,+3.14159265E+00
+1.79500000E+00,+0.00000000E+00,+3.02362028E+00,+0.00000000E+00,+3.02362028E+00,+0.00000000E+00,-4.13809188E+00,+0.00000000E+00,+4.13809188E+00,+3.14159265E+00
+1.80000000E+00,+0.00000000E+00,+2.97316949E+00,+0.00000000E+00,+2.97316949E+00,+0.00000000E+00,-4.15727200E+00,+0.00000000E+00,+4.15727200E+00,+3.14159265E+00
