s1,s2,Re(r_ibc0.tm),Im(r_ibc0.tm),Abs(r_ibc0.tm),Arg(r_ibc0.tm),Re(r_ibc0.te),Im(r_ibc0.te),Abs(r_ibc0.te),Arg(r_ibc0.te)
+0.00000000E+00,+0.00000000E+00,-7.42618315E-01,-6.69714894E-01,+1.00000000E+00,-2.40776785E+00,-7.42618315E-01,-6.69714894E-01,+1.00000000E+00,-2.40776785E+00
+5.00000000E-03,+0.00000000E+00,-7.42623921E-01,-6.69708677E-01,+1.00000000E+00,-2.40777622E+00,-7.42612708E-01,-6.69721111E-01,+1.00000000E+00,-2.40775948E+00
+1.00000000E-02,+0.00000000E+00,-7.42640741E-01,-6.69690025E-01,+1.00000000E+00,-2.40780134E+00,-7.42595887E-01,-6.69739762E-01,+1.00000000E+00,-2.40773436E+00
+1.50000000E-02,+0.00000000E+00,-7.42668774E-01,-6.69658937E-01,+1.00000000E+00,-2.40784320E+00,-7.42567846E-01,-6.69770852E-01,+1.00000000E+00,-2.40769250E+00
+2.00000000E-02,+0.00000000E+00,-7.42708023E-01,-6.69615407E-01,+1.00000000E+00,-2.40790181E+00,-7.42528580E-01,-6.69814384E-01,+1.00000000E+00,-2.40763387E+00
+2.50000000E-02,+0.00000000E+00,-7.42758488E-01,-6.69559429E-01,+1.00000000E+00,-2.40797718E+00,-7.42478076E-01,-6.69870365E-01,+1.00000000E+00,-2.40755848E+00
+3.00000000E-02,+0.00000000E+00,-7.42820171E-01,-6.69490996E-01,+1.00000000E+00,-2.40806931E+00,-7.42416323E-01,-6.69938806E-01,+1.00000000E+00,-2.40746630E+00
+3.50000000E-02,+0.00000000E+00,-7.42893075E-01,-6.69410098E-01,+1.00000000E+00,-2.40817821E+00,-7.42343304E-01,-6.70019716E-01,+1.00000000E+00,-2.40735731E+00
+4.00000000E-02,+0.00000000E+00,-7.42977203E-01,-6.69316723E-01,+1.00000000E+00,-2.40830389E+00,-7.42258999E-01,-6.70113108E-01,+1.00000000E+00,-2.40723149E+00
+4.50000000E-02,+0.00000000E+00,-7.43072557E-01,-6.69210859E-01,+1.00000000E+00,-2.40844637E+00,-7.42163387E-01,-6.70218999E-01,+1.00000000E+00,-2.40708882E+00
+5.00000000E-02,+0.00000000E+00,-7.43179143E-01,-6.69092491E-01,+1.00000000E+00,-2.40860566E+00,-7.42056443E-01,-6.70337404E-01,+1.00000000E+00,-2.40692927E+00
+5.50000000E-02,+0.00000000E+00,-7.43296962E-01,-6.68961603E-01,+1.00000000E+00,-2.40878176E+00,-7.41938138E-01,-6.70468343E-01,+1.00000000E+00,-2.40675280E+00
+6.00000000E-02,+0.00000000E+00,-7.43426021E-01,-6.68818175E-01,+1.00000000E+00,-2.40897471E+00,-7.41808442E-01,-6.70611837E-01,+1.00000000E+00,-2.40655938E+00
+6.50000000E-02,+0.00000000E+00,-7.43566324E-01,-6.68662188E-01,+1.00000000E+00,-2.40918451E+00,-7.41667319E-01,-6.70767909E-01,+1.00000000E+00,-2.40634897E+00
+7.00000000E-02,+0.00000000E+00,-7.43717877E-01,-6.68493619E-01,+1.00000000E+00,-2.40941119E+00,-7.41514734E-01,-6.70936584E-01,+1.00000000E+00,-2.40612152E+00
+7.50000000E-02,+0.00000000E+00,-7.43880685E-01,-6.68312446E-01,+1.00000000E+00,-2.40965477E+00,-7.41350645E-01,-6.71117890E-01,+1.00000000E+00,-2.40587698E+00
+8.00000000E-02,+0.00000000E+00,-7.44054755E-01,-6.68118643E-01,+1.00000000E+00,-2.40991527E+00,-7.41175008E-01,-6.71311855E-01,+1.00000000E+00,-2.40561531E+00
+8.50000000E-02,+0.00000000E+00,-7.44240094E-01,-6.67912182E-01,+1.00000000E+00,-2.41019271E+00,-7.40987779E-01,-6.71518512E-01,+1.00000000E+00,-2.40533646E+00
+9.00000000E-02,+0.00000000E+00,-7.44436708E-01,-6.67693034E-01,+1.00000000E+00,-2.41048713E+00,-7.40788905E-01,-6.71737894E-01,+1.00000000E+00,-2.40504035E+00
+9.50000000E-02,+0.00000000E+00,-7.44644606E-01,-6.67461168E-01,+1.00000000E+00,-2.41079855E+00,-7.40578335E-01,-6.71970036E-01,+1.00000000E+00,-2.40472693E+00
+1.00000000E-01,+0.00000000E+00,-7.44863794E-01,-6.67216552E-01,+1.00000000E+00,-2.41112700E+00,-7.40356013E-01,-6.72214976E-01,+1.00000000E+00,-2.40439614E+00
+1.05000000E-01,+0.00000000E+00,-7.45094283E-01,-6.66959151E-01,+1.00000000E+00,-2.41147252E+00,-7.40121878E-01,-6.72472755E-01,+1.00000000E+00,-2.40404791E+00
+1.10000000E-01,+0.00000000E+00,-7.45336081E-01,-6.66688928E-01,+1.00000000E+00,-2.41183513E+00,-7.39875867E-01,-6.72743414E-01,+1.00000000E+00,-2.40368215E+00
+1.15000000E-01,+0.00000000E+00,-7.45589196E-01,-6.66405845E-01,+1.00000000E+00,-2.41221487E+00,-7.39617915E-01,-6.73026998E-01,+1.00000000E+00,-2.40329880E+00
+1.20000000E-01,+0.00000000E+00,-7.45853640E-01,-6.66109862E-01,+1.00000000E+00,-2.41261178E+00,-7.39347952E-01,-6.73323552E-01,+1.00000000E+00,-2.40289777E+00
