               s1;              s2;     Re(z_ex.tm);     Im(z_ex.tm);    Abs(z_ex.tm);    Arg(z_ex.tm);     Re(z_ex.te);     Im(z_ex.te);    Abs(z_ex.te);    Arg(z_ex.te); 
  +1.30000000E+00; +0.00000000E+00; -5.55111512E-17; -2.30340687E-01; +2.30340687E-01; -1.57079633E+00; -1.55431223E-15; -1.01298522E+00; +1.01298522E+00; -1.57079633E+00; 
  +1.31000000E+00; +0.00000000E+00; +6.93889390E-17; -2.26368988E-01; +2.26368988E-01; -1.57079633E+00; -1.05471187E-15; -1.00679831E+00; +1.00679831E+00; -1.57079633E+00; 
  +1.32000000E+00; +0.00000000E+00; +1.80411242E-16; -2.22400588E-01; +2.22400588E-01; -1.57079633E+00; +7.77156117E-16; -1.00064907E+00; +1.00064907E+00; -1.57079633E+00; 
  +1.33000000E+00; +0.00000000E+00; -1.11022302E-16; -2.18435768E-01; +2.18435768E-01; -1.57079633E+00; +6.66133815E-16; -9.94537676E-01; +9.94537676E-01; -1.57079633E+00; 
  +1.34000000E+00; +0.00000000E+00; +4.16333634E-17; -2.14474804E-01; +2.14474804E-01; -1.57079633E+00; -2.77555756E-16; -9.88464296E-01; +9.88464296E-01; -1.57079633E+00; 
  +1.35000000E+00; +0.00000000E+00; -3.74700271E-16; -2.10517962E-01; +2.10517962E-01; -1.57079633E+00; -4.99600361E-16; -9.82429072E-01; +9.82429072E-01; -1.57079633E+00; 
  +1.36000000E+00; +0.00000000E+00; +1.24900090E-16; -2.06565504E-01; +2.06565504E-01; -1.57079633E+00; +9.43689571E-16; -9.76432134E-01; +9.76432134E-01; -1.57079633E+00; 
  +1.37000000E+00; +0.00000000E+00; -2.77555756E-17; -2.02617682E-01; +2.02617682E-01; -1.57079633E+00; +0.00000000E+00; -9.70473595E-01; +9.70473595E-01; -1.57079633E+00; 
  +1.38000000E+00; +0.00000000E+00; +2.77555756E-17; -1.98674746E-01; +1.98674746E-01; -1.57079633E+00; +1.16573418E-15; -9.64553556E-01; +9.64553556E-01; -1.57079633E+00; 
  +1.39000000E+00; +0.00000000E+00; -1.24900090E-16; -1.94736935E-01; +1.94736935E-01; -1.57079633E+00; +3.33066907E-16; -9.58672101E-01; +9.58672101E-01; -1.57079633E+00; 
  +1.40000000E+00; +0.00000000E+00; -1.80411242E-16; -1.90804484E-01; +1.90804484E-01; -1.57079633E+00; -9.99200722E-16; -9.52829302E-01; +9.52829302E-01; -1.57079633E+00; 
  +1.41000000E+00; +0.00000000E+00; +9.71445147E-17; -1.86877622E-01; +1.86877622E-01; -1.57079633E+00; -1.11022302E-16; -9.47025217E-01; +9.47025217E-01; -1.57079633E+00; 
  +1.42000000E+00; +0.00000000E+00; -8.32667268E-17; -1.82956570E-01; +1.82956570E-01; -1.57079633E+00; +1.22124533E-15; -9.41259890E-01; +9.41259890E-01; -1.57079633E+00; 
  +1.43000000E+00; +0.00000000E+00; -1.38777878E-17; -1.79041544E-01; +1.79041544E-01; -1.57079633E+00; -1.11022302E-16; -9.35533354E-01; +9.35533354E-01; -1.57079633E+00; 
  +1.44000000E+00; +0.00000000E+00; +1.24900090E-16; -1.75132754E-01; +1.75132754E-01; -1.57079633E+00; -6.10622664E-16; -9.29845630E-01; +9.29845630E-01; -1.57079633E+00; 
  +1.45000000E+00; +0.00000000E+00; +2.08166817E-17; -1.71230403E-01; +1.71230403E-01; -1.57079633E+00; +1.22124533E-15; -9.24196726E-01; +9.24196726E-01; -1.57079633E+00; 
  +1.46000000E+00; +0.00000000E+00; +1.38777878E-16; -1.67334689E-01; +1.67334689E-01; -1.57079633E+00; +9.43689571E-16; -9.18586640E-01; +9.18586640E-01; -1.57079633E+00; 
  +1.47000000E+00; +0.00000000E+00; -5.55111512E-17; -1.63445803E-01; +1.63445803E-01; -1.57079633E+00; -1.33226763E-15; -9.13015356E-01; +9.13015356E-01; -1.57079633E+00; 
  +1.48000000E+00; +0.00000000E+00; -1.24900090E-16; -1.59563932E-01; +1.59563932E-01; -1.57079633E+00; -1.11022302E-16; -9.07482852E-01; +9.07482852E-01; -1.57079633E+00; 
  +1.49000000E+00; +0.00000000E+00; -2.42861287E-16; -1.55689255E-01; +1.55689255E-01; -1.57079633E+00; -1.72084569E-15; -9.01989093E-01; +9.01989093E-01; -1.57079633E+00; 
  +1.50000000E+00; +0.00000000E+00; +3.46944695E-17; -1.51821947E-01; +1.51821947E-01; -1.57079633E+00; -4.44089210E-16; -8.96534034E-01; +8.96534034E-01; -1.57079633E+00; 
  +1.51000000E+00; +0.00000000E+00; +1.38777878E-17; -1.47962178E-01; +1.47962178E-01; -1.57079633E+00; +3.88578059E-16; -8.91117622E-01; +8.91117622E-01; -1.57079633E+00; 
  +1.52000000E+00; +0.00000000E+00; +0.00000000E+00; -1.44110109E-01; +1.44110109E-01; -1.57079633E+00; +2.22044605E-16; -8.85739794E-01; +8.85739794E-01; -1.57079633E+00; 
  +1.53000000E+00; +0.00000000E+00; -9.02056208E-17; -1.40265901E-01; +1.40265901E-01; -1.57079633E+00; +2.22044605E-16; -8.80400477E-01; +8.80400477E-01; -1.57079633E+00; 
  +1.54000000E+00; +0.00000000E+00; -2.42861287E-16; -1.36429706E-01; +1.36429706E-01; -1.57079633E+00; +1.66533454E-16; -8.75099592E-01; +8.75099592E-01; -1.57079633E+00; 
  +1.55000000E+00; +0.00000000E+00; +5.55111512E-17; -1.32601671E-01; +1.32601671E-01; -1.57079633E+00; +3.88578059E-16; -8.69837051E-01; +8.69837051E-01; -1.57079633E+00; 
  +1.56000000E+00; +0.00000000E+00; -1.45716772E-16; -1.28781938E-01; +1.28781938E-01; -1.57079633E+00; -3.33066907E-16; -8.64612757E-01; +8.64612757E-01; -1.57079633E+00; 
  +1.57000000E+00; +0.00000000E+00; +3.46944695E-17; -1.24970647E-01; +1.24970647E-01; -1.57079633E+00; +7.77156117E-16; -8.59426607E-01; +8.59426607E-01; -1.57079633E+00; 
  +1.58000000E+00; +0.00000000E+00; -1.45716772E-16; -1.21167928E-01; +1.21167928E-01; -1.57079633E+00; +8.88178420E-16; -8.54278489E-01; +8.54278489E-01; -1.57079633E+00; 
  +1.59000000E+00; +0.00000000E+00; -1.38777878E-16; -1.17373911E-01; +1.17373911E-01; -1.57079633E+00; +7.77156117E-16; -8.49168287E-01; +8.49168287E-01; -1.57079633E+00; 
  +1.60000000E+00; +0.00000000E+00; +4.16333634E-17; -1.13588717E-01; +1.13588717E-01; -1.57079633E+00; +5.55111512E-16; -8.44095876E-01; +8.44095876E-01; -1.57079633E+00; 
  +1.61000000E+00; +0.00000000E+00; -1.31838984E-16; -1.09812465E-01; +1.09812465E-01; -1.57079633E+00; +1.05471187E-15; -8.39061124E-01; +8.39061124E-01; -1.57079633E+00; 
  +1.62000000E+00; +0.00000000E+00; +5.55111512E-17; -1.06045269E-01; +1.06045269E-01; -1.57079633E+00; +5.55111512E-17; -8.34063896E-01; +8.34063896E-01; -1.57079633E+00; 
  +1.63000000E+00; +0.00000000E+00; +2.77555756E-17; -1.02287238E-01; +1.02287238E-01; -1.57079633E+00; +1.66533454E-16; -8.29104048E-01; +8.29104048E-01; -1.57079633E+00; 
  +1.64000000E+00; +0.00000000E+00; -1.11022302E-16; -9.85384764E-02; +9.85384764E-02; -1.57079633E+00; +6.10622664E-16; -8.24181432E-01; +8.24181432E-01; -1.57079633E+00; 
  +1.65000000E+00; +0.00000000E+00; -1.11022302E-16; -9.47990844E-02; +9.47990844E-02; -1.57079633E+00; -4.99600361E-16; -8.19295895E-01; +8.19295895E-01; -1.57079633E+00; 
  +1.66000000E+00; +0.00000000E+00; -1.38777878E-17; -9.10691581E-02; +9.10691581E-02; -1.57079633E+00; +1.49880108E-15; -8.14447279E-01; +8.14447279E-01; -1.57079633E+00; 
  +1.67000000E+00; +0.00000000E+00; -1.04083409E-17; -8.73487894E-02; +8.73487894E-02; -1.57079633E+00; -2.77555756E-16; -8.09635419E-01; +8.09635419E-01; -1.57079633E+00; 
  +1.68000000E+00; +0.00000000E+00; +3.12250226E-17; -8.36380661E-02; +8.36380661E-02; -1.57079633E+00; +5.27355937E-16; -8.04860148E-01; +8.04860148E-01; -1.57079633E+00; 
  +1.69000000E+00; +0.00000000E+00; +6.93889390E-17; -7.99370717E-02; +7.99370717E-02; -1.57079633E+00; +6.66133815E-16; -8.00121293E-01; +8.00121293E-01; -1.57079633E+00; 
  +1.70000000E+00; +0.00000000E+00; -1.28369537E-16; -7.62458859E-02; +7.62458859E-02; -1.57079633E+00; -2.77555756E-17; -7.95418679E-01; +7.95418679E-01; -1.57079633E+00; 
  +1.71000000E+00; +0.00000000E+00; +2.42861287E-17; -7.25645847E-02; +7.25645847E-02; -1.57079633E+00; +3.05311332E-16; -7.90752123E-01; +7.90752123E-01; -1.57079633E+00; 
  +1.72000000E+00; +0.00000000E+00; +4.85722573E-17; -6.88932399E-02; +6.88932399E-02; -1.57079633E+00; +7.49400542E-16; -7.86121443E-01; +7.86121443E-01; -1.57079633E+00; 
  +1.73000000E+00; +0.00000000E+00; -2.39391840E-16; -6.52319200E-02; +6.52319200E-02; -1.57079633E+00; +2.49800181E-16; -7.81526451E-01; +7.81526451E-01; -1.57079633E+00; 
  +1.74000000E+00; +0.00000000E+00; +6.93889390E-18; -6.15806896E-02; +6.15806896E-02; -1.57079633E+00; +7.77156117E-16; -7.76966955E-01; +7.76966955E-01; -1.57079633E+00; 
  +1.75000000E+00; +0.00000000E+00; -1.17961196E-16; -5.79396097E-02; +5.79396097E-02; -1.57079633E+00; +7.77156117E-16; -7.72442760E-01; +7.72442760E-01; -1.57079633E+00; 
  +1.76000000E+00; +0.00000000E+00; -2.42861287E-17; -5.43087380E-02; +5.43087380E-02; -1.57079633E+00; +1.38777878E-16; -7.67953671E-01; +7.67953671E-01; -1.57079633E+00; 
  +1.77000000E+00; +0.00000000E+00; -8.32667268E-17; -5.06881286E-02; +5.06881286E-02; -1.57079633E+00; +3.88578059E-16; -7.63499486E-01; +7.63499486E-01; -1.57079633E+00; 
  +1.78000000E+00; +0.00000000E+00; -9.02056208E-17; -4.70778324E-02; +4.70778324E-02; -1.57079633E+00; +1.02695630E-15; -7.59080003E-01; +7.59080003E-01; -1.57079633E+00; 
  +1.79000000E+00; +0.00000000E+00; +1.04083409E-17; -4.34778970E-02; +4.34778970E-02; -1.57079633E+00; +6.66133815E-16; -7.54695017E-01; +7.54695017E-01; -1.57079633E+00; 
  +1.80000000E+00; +0.00000000E+00; +4.51028104E-17; -3.98883666E-02; +3.98883666E-02; -1.57079633E+00; +5.55111512E-16; -7.50344320E-01; +7.50344320E-01; -1.57079633E+00; 
  +1.81000000E+00; +0.00000000E+00; +1.04083409E-17; -3.63092827E-02; +3.63092827E-02; -1.57079633E+00; -1.94289029E-16; -7.46027703E-01; +7.46027703E-01; -1.57079633E+00; 
  +1.82000000E+00; +0.00000000E+00; -6.24500451E-17; -3.27406833E-02; +3.27406833E-02; -1.57079633E+00; +1.66533454E-16; -7.41744954E-01; +7.41744954E-01; -1.57079633E+00; 
  +1.83000000E+00; +0.00000000E+00; -2.94902991E-17; -2.91826036E-02; +2.91826036E-02; -1.57079633E+00; +1.94289029E-16; -7.37495860E-01; +7.37495860E-01; -1.57079633E+00; 
  +1.84000000E+00; +0.00000000E+00; -3.38271078E-17; -2.56350760E-02; +2.56350760E-02; -1.57079633E+00; +5.55111512E-17; -7.33280204E-01; +7.33280204E-01; -1.57079633E+00; 
  +1.85000000E+00; +0.00000000E+00; -2.60208521E-17; -2.20981299E-02; +2.20981299E-02; -1.57079633E+00; +1.66533454E-16; -7.29097771E-01; +7.29097771E-01; -1.57079633E+00; 
  +1.86000000E+00; +0.00000000E+00; +0.00000000E+00; -1.85717919E-02; +1.85717919E-02; -1.57079633E+00; +9.43689571E-16; -7.24948343E-01; +7.24948343E-01; -1.57079633E+00; 
  +1.87000000E+00; +0.00000000E+00; -8.23993651E-17; -1.50560860E-02; +1.50560860E-02; -1.57079633E+00; -2.22044605E-16; -7.20831699E-01; +7.20831699E-01; -1.57079633E+00; 
  +1.88000000E+00; +0.00000000E+00; -5.03069808E-17; -1.15510335E-02; +1.15510335E-02; -1.57079633E+00; +3.88578059E-16; -7.16747618E-01; +7.16747618E-01; -1.57079633E+00; 
  +1.89000000E+00; +0.00000000E+00; -5.11743425E-17; -8.05665299E-03; +8.05665299E-03; -1.57079633E+00; +4.44089210E-16; -7.12695880E-01; +7.12695880E-01; -1.57079633E+00; 
  +1.90000000E+00; +0.00000000E+00; -6.78710560E-17; -4.57296079E-03; +4.57296079E-03; -1.57079633E+00; +4.99600361E-16; -7.08676260E-01; +7.08676260E-01; -1.57079633E+00; 
  +1.91000000E+00; +0.00000000E+00; +9.65482035E-17; -1.09997059E-03; +1.09997059E-03; -1.57079633E+00; +5.27355937E-16; -7.04688536E-01; +7.04688536E-01; -1.57079633E+00; 
  +1.92000000E+00; +0.00000000E+00; +6.01732206E-17; +2.36230629E-03; +2.36230629E-03; +1.57079633E+00; +4.99600361E-16; -7.00732482E-01; +7.00732482E-01; -1.57079633E+00; 
  +1.93000000E+00; +0.00000000E+00; -6.07153217E-18; +5.81386084E-03; +5.81386084E-03; +1.57079633E+00; +6.66133815E-16; -6.96807874E-01; +6.96807874E-01; -1.57079633E+00; 
  +1.94000000E+00; +0.00000000E+00; -4.77048956E-17; +9.25468635E-03; +9.25468635E-03; +1.57079633E+00; -3.33066907E-16; -6.92914486E-01; +6.92914486E-01; -1.57079633E+00; 
  +1.95000000E+00; +0.00000000E+00; -8.15320034E-17; +1.26847783E-02; +1.26847783E-02; +1.57079633E+00; +3.88578059E-16; -6.89052092E-01; +6.89052092E-01; -1.57079633E+00; 
  +1.96000000E+00; +0.00000000E+00; -5.63785130E-18; +1.61041344E-02; +1.61041344E-02; +1.57079633E+00; +2.22044605E-16; -6.85220464E-01; +6.85220464E-01; -1.57079633E+00; 
  +1.97000000E+00; +0.00000000E+00; +2.16840434E-17; +1.95127543E-02; +1.95127543E-02; +1.57079633E+00; +4.71844785E-16; -6.81419378E-01; +6.81419378E-01; -1.57079633E+00; 
  +1.98000000E+00; +0.00000000E+00; -3.98986399E-17; +2.29106399E-02; +2.29106399E-02; +1.57079633E+00; +2.77555756E-16; -6.77648604E-01; +6.77648604E-01; -1.57079633E+00; 
  +1.99000000E+00; +0.00000000E+00; +6.41847686E-17; +2.62977950E-02; +2.62977950E-02; +1.57079633E+00; +6.10622664E-16; -6.73907917E-01; +6.73907917E-01; -1.57079633E+00; 
  +2.00000000E+00; +0.00000000E+00; -2.77555756E-17; +2.96742252E-02; +2.96742252E-02; +1.57079633E+00; -4.16333634E-16; -6.70197089E-01; +6.70197089E-01; -1.57079633E+00; 
  +2.01000000E+00; +0.00000000E+00; -4.42354486E-17; +3.30399383E-02; +3.30399383E-02; +1.57079633E+00; +2.08166817E-16; -6.66515893E-01; +6.66515893E-01; -1.57079633E+00; 
  +2.02000000E+00; +0.00000000E+00; +1.56125113E-17; +3.63949436E-02; +3.63949436E-02; +1.57079633E+00; +6.93889390E-17; -6.62864102E-01; +6.62864102E-01; -1.57079633E+00; 
  +2.03000000E+00; +0.00000000E+00; -3.98986399E-17; +3.97392524E-02; +3.97392524E-02; +1.57079633E+00; +1.24900090E-16; -6.59241490E-01; +6.59241490E-01; -1.57079633E+00; 
  +2.04000000E+00; +0.00000000E+00; +1.04083409E-17; +4.30728777E-02; +4.30728777E-02; +1.57079633E+00; -1.11022302E-16; -6.55647829E-01; +6.55647829E-01; -1.57079633E+00; 
  +2.05000000E+00; +0.00000000E+00; +5.72458747E-17; +4.63958340E-02; +4.63958340E-02; +1.57079633E+00; +4.99600361E-16; -6.52082893E-01; +6.52082893E-01; -1.57079633E+00; 
  +2.06000000E+00; +0.00000000E+00; -5.89805982E-17; +4.97081375E-02; +4.97081375E-02; +1.57079633E+00; -9.71445147E-17; -6.48546456E-01; +6.48546456E-01; -1.57079633E+00; 
  +2.07000000E+00; +0.00000000E+00; -8.15320034E-17; +5.30098063E-02; +5.30098063E-02; +1.57079633E+00; -1.66533454E-16; -6.45038294E-01; +6.45038294E-01; -1.57079633E+00; 
  +2.08000000E+00; +0.00000000E+00; -7.28583860E-17; +5.63008596E-02; +5.63008596E-02; +1.57079633E+00; -1.80411242E-16; -6.41558181E-01; +6.41558181E-01; -1.57079633E+00; 
  +2.09000000E+00; +0.00000000E+00; +6.24500451E-17; +5.95813183E-02; +5.95813183E-02; +1.57079633E+00; +1.38777878E-16; -6.38105892E-01; +6.38105892E-01; -1.57079633E+00; 
  +2.10000000E+00; +0.00000000E+00; -5.03069808E-17; +6.28512046E-02; +6.28512046E-02; +1.57079633E+00; +1.38777878E-16; -6.34681205E-01; +6.34681205E-01; -1.57079633E+00; 
  +2.11000000E+00; +0.00000000E+00; +6.41847686E-17; +6.61105424E-02; +6.61105424E-02; +1.57079633E+00; +3.88578059E-16; -6.31283895E-01; +6.31283895E-01; -1.57079633E+00; 
  +2.12000000E+00; +0.00000000E+00; +3.46944695E-17; +6.93593567E-02; +6.93593567E-02; +1.57079633E+00; +3.19189120E-16; -6.27913740E-01; +6.27913740E-01; -1.57079633E+00; 
  +2.13000000E+00; +0.00000000E+00; -1.26634814E-16; +7.25976738E-02; +7.25976738E-02; +1.57079633E+00; -1.24900090E-16; -6.24570519E-01; +6.24570519E-01; -1.57079633E+00; 
  +2.14000000E+00; +0.00000000E+00; -1.07552856E-16; +7.58255214E-02; +7.58255214E-02; +1.57079633E+00; -1.38777878E-16; -6.21254010E-01; +6.21254010E-01; -1.57079633E+00; 
  +2.15000000E+00; +0.00000000E+00; -2.42861287E-17; +7.90429283E-02; +7.90429283E-02; +1.57079633E+00; -2.77555756E-17; -6.17963994E-01; +6.17963994E-01; -1.57079633E+00; 
  +2.16000000E+00; +0.00000000E+00; -5.20417043E-17; +8.22499247E-02; +8.22499247E-02; +1.57079633E+00; +6.93889390E-17; -6.14700251E-01; +6.14700251E-01; -1.57079633E+00; 
  +2.17000000E+00; +0.00000000E+00; -3.98986399E-17; +8.54465416E-02; +8.54465416E-02; +1.57079633E+00; +1.52655666E-16; -6.11462563E-01; +6.11462563E-01; -1.57079633E+00; 
  +2.18000000E+00; +0.00000000E+00; +3.46944695E-17; +8.86328115E-02; +8.86328115E-02; +1.57079633E+00; +3.05311332E-16; -6.08250712E-01; +6.08250712E-01; -1.57079633E+00; 
  +2.19000000E+00; +0.00000000E+00; -3.98986399E-17; +9.18087678E-02; +9.18087678E-02; +1.57079633E+00; -2.35922393E-16; -6.05064482E-01; +6.05064482E-01; -1.57079633E+00; 
  +2.20000000E+00; +0.00000000E+00; -2.94902991E-17; +9.49744448E-02; +9.49744448E-02; +1.57079633E+00; +2.63677968E-16; -6.01903658E-01; +6.01903658E-01; -1.57079633E+00; 
  +2.21000000E+00; +0.00000000E+00; +1.38777878E-17; +9.81298781E-02; +9.81298781E-02; +1.57079633E+00; +1.11022302E-16; -5.98768025E-01; +5.98768025E-01; -1.57079633E+00; 
  +2.22000000E+00; +0.00000000E+00; -3.81639165E-17; +1.01275104E-01; +1.01275104E-01; +1.57079633E+00; +2.77555756E-17; -5.95657370E-01; +5.95657370E-01; -1.57079633E+00; 
  +2.23000000E+00; +0.00000000E+00; +1.73472348E-17; +1.04410160E-01; +1.04410160E-01; +1.57079633E+00; +0.00000000E+00; -5.92571480E-01; +5.92571480E-01; -1.57079633E+00; 
  +2.24000000E+00; +0.00000000E+00; -2.08166817E-17; +1.07535083E-01; +1.07535083E-01; +1.57079633E+00; +9.71445147E-17; -5.89510145E-01; +5.89510145E-01; -1.57079633E+00; 
  +2.25000000E+00; +0.00000000E+00; +6.93889390E-17; +1.10649914E-01; +1.10649914E-01; +1.57079633E+00; +3.88578059E-16; -5.86473155E-01; +5.86473155E-01; -1.57079633E+00; 
  +2.26000000E+00; +0.00000000E+00; +4.16333634E-17; +1.13754693E-01; +1.13754693E-01; +1.57079633E+00; +1.11022302E-16; -5.83460299E-01; +5.83460299E-01; -1.57079633E+00; 
  +2.27000000E+00; +0.00000000E+00; -1.21430643E-16; +1.16849459E-01; +1.16849459E-01; +1.57079633E+00; -1.59594560E-16; -5.80471372E-01; +5.80471372E-01; -1.57079633E+00; 
  +2.28000000E+00; +0.00000000E+00; -1.73472348E-17; +1.19934254E-01; +1.19934254E-01; +1.57079633E+00; +1.38777878E-17; -5.77506167E-01; +5.77506167E-01; -1.57079633E+00; 
  +2.29000000E+00; +0.00000000E+00; +1.38777878E-17; +1.23009121E-01; +1.23009121E-01; +1.57079633E+00; +8.32667268E-17; -5.74564477E-01; +5.74564477E-01; -1.57079633E+00; 
  +2.30000000E+00; +0.00000000E+00; -2.25514052E-17; +1.26074102E-01; +1.26074102E-01; +1.57079633E+00; +0.00000000E+00; -5.71646101E-01; +5.71646101E-01; -1.57079633E+00; 
  +2.31000000E+00; +0.00000000E+00; +2.08166817E-17; +1.29129241E-01; +1.29129241E-01; +1.57079633E+00; +2.56739074E-16; -5.68750833E-01; +5.68750833E-01; -1.57079633E+00; 
  +2.32000000E+00; +0.00000000E+00; +3.64291930E-17; +1.32174582E-01; +1.32174582E-01; +1.57079633E+00; -1.04083409E-16; -5.65878474E-01; +5.65878474E-01; -1.57079633E+00; 
  +2.33000000E+00; +0.00000000E+00; -3.98986399E-17; +1.35210170E-01; +1.35210170E-01; +1.57079633E+00; +1.66533454E-16; -5.63028823E-01; +5.63028823E-01; -1.57079633E+00; 
  +2.34000000E+00; +0.00000000E+00; +0.00000000E+00; +1.38236051E-01; +1.38236051E-01; +1.57079633E+00; +1.38777878E-16; -5.60201682E-01; +5.60201682E-01; -1.57079633E+00; 
  +2.35000000E+00; +0.00000000E+00; -3.64291930E-17; +1.41252271E-01; +1.41252271E-01; +1.57079633E+00; +1.66533454E-16; -5.57396852E-01; +5.57396852E-01; -1.57079633E+00; 
  +2.36000000E+00; +0.00000000E+00; -7.45931095E-17; +1.44258875E-01; +1.44258875E-01; +1.57079633E+00; +1.73472348E-16; -5.54614138E-01; +5.54614138E-01; -1.57079633E+00; 
  +2.37000000E+00; +0.00000000E+00; -3.29597460E-17; +1.47255912E-01; +1.47255912E-01; +1.57079633E+00; -6.93889390E-18; -5.51853344E-01; +5.51853344E-01; -1.57079633E+00; 
  +2.38000000E+00; +0.00000000E+00; -2.42861287E-17; +1.50243428E-01; +1.50243428E-01; +1.57079633E+00; +2.77555756E-17; -5.49114278E-01; +5.49114278E-01; -1.57079633E+00; 
  +2.39000000E+00; +0.00000000E+00; -2.60208521E-17; +1.53221472E-01; +1.53221472E-01; +1.57079633E+00; +6.24500451E-17; -5.46396747E-01; +5.46396747E-01; -1.57079633E+00; 
  +2.40000000E+00; +0.00000000E+00; -1.21430643E-17; +1.56190093E-01; +1.56190093E-01; +1.57079633E+00; +1.11022302E-16; -5.43700560E-01; +5.43700560E-01; -1.57079633E+00; 
  +2.41000000E+00; +0.00000000E+00; +2.42861287E-17; +1.59149338E-01; +1.59149338E-01; +1.57079633E+00; +1.11022302E-16; -5.41025528E-01; +5.41025528E-01; -1.57079633E+00; 
  +2.42000000E+00; +0.00000000E+00; +1.73472348E-18; +1.62099258E-01; +1.62099258E-01; +1.57079633E+00; +8.32667268E-17; -5.38371462E-01; +5.38371462E-01; -1.57079633E+00; 
  +2.43000000E+00; +0.00000000E+00; -3.46944695E-17; +1.65039902E-01; +1.65039902E-01; +1.57079633E+00; -3.46944695E-17; -5.35738178E-01; +5.35738178E-01; -1.57079633E+00; 
  +2.44000000E+00; +0.00000000E+00; -1.90819582E-17; +1.67971320E-01; +1.67971320E-01; +1.57079633E+00; +7.63278329E-17; -5.33125488E-01; +5.33125488E-01; -1.57079633E+00; 
  +2.45000000E+00; +0.00000000E+00; -1.04083409E-17; +1.70893562E-01; +1.70893562E-01; +1.57079633E+00; +2.08166817E-17; -5.30533209E-01; +5.30533209E-01; -1.57079633E+00; 
  +2.46000000E+00; +0.00000000E+00; -8.50014503E-17; +1.73806679E-01; +1.73806679E-01; +1.57079633E+00; +9.71445147E-17; -5.27961159E-01; +5.27961159E-01; -1.57079633E+00; 
  +2.47000000E+00; +0.00000000E+00; +1.04083409E-17; +1.76710722E-01; +1.76710722E-01; +1.57079633E+00; +2.08166817E-17; -5.25409157E-01; +5.25409157E-01; -1.57079633E+00; 
  +2.48000000E+00; +0.00000000E+00; -1.04083409E-17; +1.79605743E-01; +1.79605743E-01; +1.57079633E+00; +1.38777878E-17; -5.22877023E-01; +5.22877023E-01; -1.57079633E+00; 
  +2.49000000E+00; +0.00000000E+00; -3.29597460E-17; +1.82491792E-01; +1.82491792E-01; +1.57079633E+00; +6.93889390E-17; -5.20364578E-01; +5.20364578E-01; -1.57079633E+00; 
  +2.50000000E+00; +0.00000000E+00; +1.73472348E-18; +1.85368922E-01; +1.85368922E-01; +1.57079633E+00; +9.71445147E-17; -5.17871647E-01; +5.17871647E-01; -1.57079633E+00; 
