               s1;              s2;   Re(z_ibc3.tm);   Im(z_ibc3.tm);  Abs(z_ibc3.tm);  Arg(z_ibc3.tm);   Re(z_ibc3.te);   Im(z_ibc3.te);  Abs(z_ibc3.te);  Arg(z_ibc3.te); 
  +0.00000000E+00; +0.00000000E+00; +8.79554474E-18; -1.12540211E+00; +1.12540211E+00; -1.57079633E+00; +8.79554474E-18; -1.12540211E+00; +1.12540211E+00; -1.57079633E+00; 
  +1.00000000E-02; +0.00000000E+00; +8.78179602E-18; -1.12526456E+00; +1.12526456E+00; -1.57079633E+00; +8.83605998E-18; -1.12540337E+00; +1.12540337E+00; -1.57079633E+00; 
  +2.00000000E-02; +0.00000000E+00; +8.74057930E-18; -1.12485206E+00; +1.12485206E+00; -1.57079633E+00; +8.95761846E-18; -1.12540713E+00; +1.12540713E+00; -1.57079633E+00; 
  +3.00000000E-02; +0.00000000E+00; +8.67198273E-18; -1.12416506E+00; +1.12416506E+00; -1.57079633E+00; +9.16025840E-18; -1.12541341E+00; +1.12541341E+00; -1.57079633E+00; 
  +4.00000000E-02; +0.00000000E+00; +8.57615284E-18; -1.12320432E+00; +1.12320432E+00; -1.57079633E+00; +9.44404358E-18; -1.12542221E+00; +1.12542221E+00; -1.57079633E+00; 
  +5.00000000E-02; +0.00000000E+00; +8.45329391E-18; -1.12197090E+00; +1.12197090E+00; -1.57079633E+00; +9.80906334E-18; -1.12543352E+00; +1.12543352E+00; -1.57079633E+00; 
  +6.00000000E-02; +0.00000000E+00; +8.30366718E-18; -1.12046615E+00; +1.12046615E+00; -1.57079633E+00; +1.02554327E-17; -1.12544735E+00; +1.12544735E+00; -1.57079633E+00; 
  +7.00000000E-02; +0.00000000E+00; +8.12758979E-18; -1.11869171E+00; +1.11869171E+00; -1.57079633E+00; +1.07832923E-17; -1.12546371E+00; +1.12546371E+00; -1.57079633E+00; 
  +8.00000000E-02; +0.00000000E+00; +7.92543343E-18; -1.11664951E+00; +1.11664951E+00; -1.57079633E+00; +1.13928087E-17; -1.12548259E+00; +1.12548259E+00; -1.57079633E+00; 
  +9.00000000E-02; +0.00000000E+00; +7.69762296E-18; -1.11434177E+00; +1.11434177E+00; -1.57079633E+00; +1.20841746E-17; -1.12550401E+00; +1.12550401E+00; -1.57079633E+00; 
  +1.00000000E-01; +0.00000000E+00; +7.44463462E-18; -1.11177100E+00; +1.11177100E+00; -1.57079633E+00; +1.28576085E-17; -1.12552797E+00; +1.12552797E+00; -1.57079633E+00; 
  +1.10000000E-01; +0.00000000E+00; +7.16699419E-18; -1.10893994E+00; +1.10893994E+00; -1.57079633E+00; +1.37133554E-17; -1.12555448E+00; +1.12555448E+00; -1.57079633E+00; 
  +1.20000000E-01; +0.00000000E+00; +6.86527495E-18; -1.10585162E+00; +1.10585162E+00; -1.57079633E+00; +1.46516869E-17; -1.12558354E+00; +1.12558354E+00; -1.57079633E+00; 
  +1.30000000E-01; +0.00000000E+00; +6.54009538E-18; -1.10250934E+00; +1.10250934E+00; -1.57079633E+00; +1.56729009E-17; -1.12561516E+00; +1.12561516E+00; -1.57079633E+00; 
  +1.40000000E-01; +0.00000000E+00; +6.19211686E-18; -1.09891662E+00; +1.09891662E+00; -1.57079633E+00; +1.67773228E-17; -1.12564936E+00; +1.12564936E+00; -1.57079633E+00; 
  +1.50000000E-01; +0.00000000E+00; +5.82204110E-18; -1.09507722E+00; +1.09507722E+00; -1.57079633E+00; +1.79653047E-17; -1.12568614E+00; +1.12568614E+00; -1.57079633E+00; 
  +1.60000000E-01; +0.00000000E+00; +5.43060753E-18; -1.09099514E+00; +1.09099514E+00; -1.57079633E+00; +1.92372265E-17; -1.12572551E+00; +1.12572551E+00; -1.57079633E+00; 
  +1.70000000E-01; +0.00000000E+00; +5.01859056E-18; -1.08667459E+00; +1.08667459E+00; -1.57079633E+00; +2.05934956E-17; -1.12576749E+00; +1.12576749E+00; -1.57079633E+00; 
  +1.80000000E-01; +0.00000000E+00; +4.58679672E-18; -1.08211999E+00; +1.08211999E+00; -1.57079633E+00; +2.20345479E-17; -1.12581208E+00; +1.12581208E+00; -1.57079633E+00; 
  +1.90000000E-01; +0.00000000E+00; +4.13606182E-18; -1.07733596E+00; +1.07733596E+00; -1.57079633E+00; +2.35608474E-17; -1.12585930E+00; +1.12585930E+00; -1.57079633E+00; 
  +2.00000000E-01; +0.00000000E+00; +3.66724792E-18; -1.07232730E+00; +1.07232730E+00; -1.57079633E+00; +2.51728870E-17; -1.12590917E+00; +1.12590917E+00; -1.57079633E+00; 
  +2.10000000E-01; +0.00000000E+00; +3.18124041E-18; -1.06709898E+00; +1.06709898E+00; -1.57079633E+00; +2.68711891E-17; -1.12596169E+00; +1.12596169E+00; -1.57079633E+00; 
  +2.20000000E-01; +0.00000000E+00; +2.67894494E-18; -1.06165614E+00; +1.06165614E+00; -1.57079633E+00; +2.86563054E-17; -1.12601688E+00; +1.12601688E+00; -1.57079633E+00; 
  +2.30000000E-01; +0.00000000E+00; +2.16128444E-18; -1.05600407E+00; +1.05600407E+00; -1.57079633E+00; +3.05288178E-17; -1.12607477E+00; +1.12607477E+00; -1.57079633E+00; 
  +2.40000000E-01; +0.00000000E+00; +1.62919608E-18; -1.05014818E+00; +1.05014818E+00; -1.57079633E+00; +3.24893390E-17; -1.12613536E+00; +1.12613536E+00; -1.57079633E+00; 
  +2.50000000E-01; +0.00000000E+00; +1.08362830E-18; -1.04409403E+00; +1.04409403E+00; -1.57079633E+00; +3.45385125E-17; -1.12619868E+00; +1.12619868E+00; -1.57079633E+00; 
  +2.60000000E-01; +0.00000000E+00; +5.25537827E-19; -1.03784729E+00; +1.03784729E+00; -1.57079633E+00; +3.66770136E-17; -1.12626473E+00; +1.12626473E+00; -1.57079633E+00; 
