s; real(z.tm); imag(z.tm); abs(z.tm); angle(z.tm); real(z.te); imag(z.te); abs(z.te); angle(z.te); 
0.000000e+00; 5.551115e-17; -9.296257e-01; 9.296257e-01; -1.570796e+00; -2.220446e-16; -9.161312e-01; 9.161312e-01; -1.570796e+00; 
1.000000e-02; 5.551115e-17; -9.296091e-01; 9.296091e-01; -1.570796e+00; 1.304512e-15; -9.160995e-01; 9.160995e-01; -1.570796e+00; 
2.000000e-02; 1.054712e-15; -9.295593e-01; 9.295593e-01; -1.570796e+00; 2.220446e-16; -9.160047e-01; 9.160047e-01; -1.570796e+00; 
3.000000e-02; -4.996004e-16; -9.294762e-01; 9.294762e-01; -1.570796e+00; 2.220446e-16; -9.158466e-01; 9.158466e-01; -1.570796e+00; 
4.000000e-02; 2.706169e-16; -9.293600e-01; 9.293600e-01; -1.570796e+00; -1.436351e-15; -9.156253e-01; 9.156253e-01; -1.570796e+00; 
5.000000e-02; 4.996004e-16; -9.292106e-01; 9.292106e-01; -1.570796e+00; 5.551115e-17; -9.153409e-01; 9.153409e-01; -1.570796e+00; 
6.000000e-02; -1.665335e-16; -9.290281e-01; 9.290281e-01; -1.570796e+00; -2.775558e-16; -9.149934e-01; 9.149934e-01; -1.570796e+00; 
7.000000e-02; 6.106227e-16; -9.288125e-01; 9.288125e-01; -1.570796e+00; -4.440892e-16; -9.145830e-01; 9.145830e-01; -1.570796e+00; 
8.000000e-02; -5.551115e-16; -9.285639e-01; 9.285639e-01; -1.570796e+00; -1.665335e-16; -9.141096e-01; 9.141096e-01; -1.570796e+00; 
9.000000e-02; -3.053113e-16; -9.282823e-01; 9.282823e-01; -1.570796e+00; 1.665335e-16; -9.135734e-01; 9.135734e-01; -1.570796e+00; 
1.000000e-01; 2.775558e-16; -9.279678e-01; 9.279678e-01; -1.570796e+00; 1.221245e-15; -9.129746e-01; 9.129746e-01; -1.570796e+00; 
1.100000e-01; 1.665335e-16; -9.276205e-01; 9.276205e-01; -1.570796e+00; 6.661338e-16; -9.123132e-01; 9.123132e-01; -1.570796e+00; 
1.200000e-01; 1.716509e-15; -9.272404e-01; 9.272404e-01; -1.570796e+00; 9.280771e-17; -9.115894e-01; 9.115894e-01; -1.570796e+00; 
1.300000e-01; 5.551115e-17; -9.268277e-01; 9.268277e-01; -1.570796e+00; -1.110223e-15; -9.108034e-01; 9.108034e-01; -1.570796e+00; 
1.400000e-01; 1.110223e-16; -9.263824e-01; 9.263824e-01; -1.570796e+00; -6.661338e-16; -9.099553e-01; 9.099553e-01; -1.570796e+00; 
1.500000e-01; -3.053113e-16; -9.259047e-01; 9.259047e-01; -1.570796e+00; 3.885781e-16; -9.090453e-01; 9.090453e-01; -1.570796e+00; 
1.600000e-01; 3.330669e-16; -9.253946e-01; 9.253946e-01; -1.570796e+00; 9.436896e-16; -9.080737e-01; 9.080737e-01; -1.570796e+00; 
1.700000e-01; 3.191891e-16; -9.248522e-01; 9.248522e-01; -1.570796e+00; -8.049117e-16; -9.070406e-01; 9.070406e-01; -1.570796e+00; 
