s; real(z.tm); imag(z.tm); abs(z.tm); angle(z.tm); real(z.te); imag(z.te); abs(z.te); angle(z.te); 
6.400000e-01; -2.231548e-14; -7.430169e-01; 7.430169e-01; -1.570796e+00; -9.603429e-15; -9.179308e-01; 9.179308e-01; -1.570796e+00; 
6.500000e-01; -2.031708e-14; -7.395674e-01; 7.395674e-01; -1.570796e+00; -1.043610e-14; -9.158063e-01; 9.158063e-01; -1.570796e+00; 
6.600000e-01; 3.042011e-14; -7.360805e-01; 7.360805e-01; -1.570796e+00; 6.106227e-15; -9.136599e-01; 9.136599e-01; -1.570796e+00; 
6.700000e-01; -9.278689e-14; -7.325567e-01; 7.325567e-01; -1.570796e+00; -1.582068e-14; -9.114922e-01; 9.114922e-01; -1.570796e+00; 
6.800000e-01; -6.050715e-15; -7.289966e-01; 7.289966e-01; -1.570796e+00; -1.082467e-15; -9.093035e-01; 9.093035e-01; -1.570796e+00; 
6.900000e-01; -3.751166e-14; -7.254009e-01; 7.254009e-01; -1.570796e+00; -1.165734e-15; -9.070942e-01; 9.070942e-01; -1.570796e+00; 
7.000000e-01; -3.080869e-14; -7.217703e-01; 7.217703e-01; -1.570796e+00; -2.081668e-16; -9.048648e-01; 9.048648e-01; -1.570796e+00; 
7.100000e-01; -1.541117e-14; -7.181052e-01; 7.181052e-01; -1.570796e+00; 4.510281e-16; -9.026158e-01; 9.026158e-01; -1.570796e+00; 
7.200000e-01; 8.014422e-15; -7.144064e-01; 7.144064e-01; -1.570796e+00; 4.302114e-16; -9.003474e-01; 9.003474e-01; -1.570796e+00; 
7.300000e-01; -5.470624e-14; -7.106745e-01; 7.106745e-01; -1.570796e+00; -3.164136e-15; -8.980602e-01; 8.980602e-01; -1.570796e+00; 
7.400000e-01; -1.371681e-13; -7.069101e-01; 7.069101e-01; -1.570796e+00; -1.720846e-14; -8.957546e-01; 8.957546e-01; -1.570796e+00; 
7.500000e-01; -4.013456e-14; -7.031137e-01; 7.031137e-01; -1.570796e+00; -4.440892e-15; -8.934310e-01; 8.934310e-01; -1.570796e+00; 
7.600000e-01; -7.011058e-14; -6.992862e-01; 6.992862e-01; -1.570796e+00; -2.087219e-14; -8.910899e-01; 8.910899e-01; -1.570796e+00; 
7.700000e-01; -5.356826e-14; -6.954280e-01; 6.954280e-01; -1.570796e+00; -2.114975e-14; -8.887315e-01; 8.887315e-01; -1.570796e+00; 
7.800000e-01; 8.326673e-15; -6.915397e-01; 6.915397e-01; -1.570796e+00; 4.496403e-15; -8.863565e-01; 8.863565e-01; -1.570796e+00; 
7.900000e-01; 3.486100e-14; -6.876221e-01; 6.876221e-01; -1.570796e+00; 3.258505e-14; -8.839652e-01; 8.839652e-01; -1.570796e+00; 
8.000000e-01; -3.735900e-14; -6.836757e-01; 6.836757e-01; -1.570796e+00; -5.256906e-14; -8.815579e-01; 8.815579e-01; -1.570796e+00; 
8.100000e-01; -7.105427e-15; -6.797011e-01; 6.797011e-01; -1.570796e+00; -8.770762e-15; -8.791352e-01; 8.791352e-01; -1.570796e+00; 
8.200000e-01; -3.791412e-14; -6.756990e-01; 6.756990e-01; -1.570796e+00; -9.725554e-14; -8.766975e-01; 8.766975e-01; -1.570796e+00; 
8.300000e-01; 1.465494e-14; -6.716699e-01; 6.716699e-01; -1.570796e+00; 5.834222e-14; -8.742451e-01; 8.742451e-01; -1.570796e+00; 
8.400000e-01; 1.004752e-14; -6.676146e-01; 6.676146e-01; -1.570796e+00; 4.896084e-14; -8.717784e-01; 8.717784e-01; -1.570796e+00; 
8.500000e-01; -3.635980e-15; -6.635335e-01; 6.635335e-01; -1.570796e+00; -3.030909e-14; -8.692980e-01; 8.692980e-01; -1.570796e+00; 
8.600000e-01; 4.468648e-15; -6.594273e-01; 6.594273e-01; -1.570796e+00; 5.173639e-14; -8.668042e-01; 8.668042e-01; -1.570796e+00; 
8.700000e-01; 3.996803e-15; -6.552966e-01; 6.552966e-01; -1.570796e+00; 8.801293e-14; -8.642973e-01; 8.642973e-01; -1.570796e+00; 
8.800000e-01; 1.110223e-16; -6.511420e-01; 6.511420e-01; -1.570796e+00; -1.652845e-14; -8.617779e-01; 8.617779e-01; -1.570796e+00; 
8.900000e-01; -5.689893e-16; -6.469642e-01; 6.469642e-01; -1.570796e+00; -2.520206e-14; -8.592462e-01; 8.592462e-01; -1.570796e+00; 
9.000000e-01; -2.844947e-16; -6.427636e-01; 6.427636e-01; -1.570796e+00; 2.435552e-15; -8.567028e-01; 8.567028e-01; -1.570796e+00; 
9.100000e-01; -3.469447e-17; -6.385409e-01; 6.385409e-01; -1.570796e+00; -6.772360e-14; -8.541479e-01; 8.541479e-01; -1.570796e+00; 
9.200000e-01; 4.302114e-16; -6.342967e-01; 6.342967e-01; -1.570796e+00; -1.360023e-15; -8.515821e-01; 8.515821e-01; -1.570796e+00; 
9.300000e-01; 1.193490e-15; -6.300315e-01; 6.300315e-01; -1.570796e+00; 4.857226e-14; -8.490056e-01; 8.490056e-01; -1.570796e+00; 
9.400000e-01; -4.357625e-15; -6.257460e-01; 6.257460e-01; -1.570796e+00; -6.611378e-14; -8.464190e-01; 8.464190e-01; -1.570796e+00; 
9.500000e-01; 2.414735e-15; -6.214408e-01; 6.214408e-01; -1.570796e+00; 2.475797e-14; -8.438224e-01; 8.438224e-01; -1.570796e+00; 
9.600000e-01; -2.636780e-15; -6.171163e-01; 6.171163e-01; -1.570796e+00; -1.509903e-14; -8.412164e-01; 8.412164e-01; -1.570796e+00; 
9.700000e-01; -7.049916e-15; -6.127732e-01; 6.127732e-01; -1.570796e+00; -3.147482e-14; -8.386014e-01; 8.386014e-01; -1.570796e+00; 
9.800000e-01; -2.609024e-15; -6.084120e-01; 6.084120e-01; -1.570796e+00; -6.772360e-15; -8.359776e-01; 8.359776e-01; -1.570796e+00; 
9.900000e-01; -6.050715e-15; -6.040333e-01; 6.040333e-01; -1.570796e+00; -1.504352e-14; -8.333454e-01; 8.333454e-01; -1.570796e+00; 
1.000000e+00; -7.716050e-15; -5.996377e-01; 5.996377e-01; -1.570796e+00; -1.287859e-14; -8.307053e-01; 8.307053e-01; -1.570796e+00; 
1.010000e+00; 9.270362e-15; -5.952257e-01; 5.952257e-01; -1.570796e+00; 1.315614e-14; -8.280576e-01; 8.280576e-01; -1.570796e+00; 
1.020000e+00; -3.474998e-14; -5.907978e-01; 5.907978e-01; -1.570796e+00; -3.330669e-14; -8.254027e-01; 8.254027e-01; -1.570796e+00; 
1.030000e+00; -2.881029e-14; -5.863546e-01; 5.863546e-01; -1.570796e+00; -2.381428e-14; -8.227409e-01; 8.227409e-01; -1.570796e+00; 
1.040000e+00; -4.329870e-14; -5.818967e-01; 5.818967e-01; -1.570796e+00; -2.253753e-14; -8.200725e-01; 8.200725e-01; -1.570796e+00; 
1.050000e+00; -4.635181e-15; -5.774245e-01; 5.774245e-01; -1.570796e+00; -2.442491e-15; -8.173980e-01; 8.173980e-01; -1.570796e+00; 
1.060000e+00; -2.833844e-14; -5.729386e-01; 5.729386e-01; -1.570796e+00; -5.606626e-15; -8.147176e-01; 8.147176e-01; -1.570796e+00; 
