s; real(z.tm); imag(z.tm); abs(z.tm); angle(z.tm); real(z.te); imag(z.te); abs(z.te); angle(z.te); 
3.800000e-01; 0.000000e+00; -8.782842e-01; 8.782842e-01; -1.570796e+00; 0.000000e+00; -8.999428e-01; 8.999428e-01; -1.570796e+00; 
3.900000e-01; 0.000000e+00; -8.759735e-01; 8.759735e-01; -1.570796e+00; 0.000000e+00; -8.987570e-01; 8.987570e-01; -1.570796e+00; 
4.000000e-01; 0.000000e+00; -8.736095e-01; 8.736095e-01; -1.570796e+00; 0.000000e+00; -8.975440e-01; 8.975440e-01; -1.570796e+00; 
4.100000e-01; 0.000000e+00; -8.711927e-01; 8.711927e-01; -1.570796e+00; 0.000000e+00; -8.963041e-01; 8.963041e-01; -1.570796e+00; 
4.200000e-01; 0.000000e+00; -8.687234e-01; 8.687234e-01; -1.570796e+00; 0.000000e+00; -8.950375e-01; 8.950375e-01; -1.570796e+00; 
4.300000e-01; 0.000000e+00; -8.662022e-01; 8.662022e-01; -1.570796e+00; 0.000000e+00; -8.937444e-01; 8.937444e-01; -1.570796e+00; 
4.400000e-01; 0.000000e+00; -8.636297e-01; 8.636297e-01; -1.570796e+00; 0.000000e+00; -8.924252e-01; 8.924252e-01; -1.570796e+00; 
4.500000e-01; 0.000000e+00; -8.610062e-01; 8.610062e-01; -1.570796e+00; 0.000000e+00; -8.910802e-01; 8.910802e-01; -1.570796e+00; 
4.600000e-01; 0.000000e+00; -8.583324e-01; 8.583324e-01; -1.570796e+00; 0.000000e+00; -8.897095e-01; 8.897095e-01; -1.570796e+00; 
4.700000e-01; 0.000000e+00; -8.556088e-01; 8.556088e-01; -1.570796e+00; 0.000000e+00; -8.883136e-01; 8.883136e-01; -1.570796e+00; 
4.800000e-01; 0.000000e+00; -8.528359e-01; 8.528359e-01; -1.570796e+00; 0.000000e+00; -8.868926e-01; 8.868926e-01; -1.570796e+00; 
4.900000e-01; 0.000000e+00; -8.500142e-01; 8.500142e-01; -1.570796e+00; 0.000000e+00; -8.854469e-01; 8.854469e-01; -1.570796e+00; 
5.000000e-01; 0.000000e+00; -8.471444e-01; 8.471444e-01; -1.570796e+00; 0.000000e+00; -8.839767e-01; 8.839767e-01; -1.570796e+00; 
