theta,Mie,CI0,CI3,CI3+CSU,CI3*+CSU
40.7,5.09418291,5.55563507,5.13545085,5.58861666,5.10338685
40.8,5.09484943,5.54751748,5.13662826,5.58882562,5.10332797
40.9,5.09549267,5.53921753,5.13771808,5.58903839,5.1032771
41,5.0961121,5.53075776,5.1387191,5.58925497,5.10323492
41.1,5.09670723,5.52216105,5.13963036,5.58947531,5.10320212
41.2,5.09727768,5.51345071,5.14045115,5.5896994,5.10317934
41.3,5.09782313,5.50465031,5.14118106,5.58992719,5.10316723
41.4,5.09834337,5.49578369,5.14181991,5.59015861,5.10316637
41.5,5.09883825,5.48687492,5.14236782,5.5903936,5.10317735
41.6,5.09930771,5.4779482,5.14282515,5.59063209,5.10320072
41.7,5.09975178,5.46902783,5.14319255,5.59087399,5.103237
41.8,5.10017056,5.46013815,5.14347092,5.5911192,5.10328668
41.9,5.10056425,5.45130347,5.14366143,5.59136762,5.10335025
42,5.10093312,5.44254801,5.14376549,5.59161914,5.10342812
42.1,5.10127754,5.43389584,5.14378478,5.59187364,5.10352071
42.2,5.10159795,5.42537084,5.14372121,5.59213098,5.1036284
42.3,5.10189488,5.41699657,5.14357694,5.59239103,5.10375153
42.4,5.10216892,5.40879626,5.14335438,5.59265364,5.10389043
42.5,5.10242077,5.40079273,5.14305614,5.59291866,5.10404537
42.6,5.10265118,5.39300832,5.14268505,5.59318592,5.10421662
42.7,5.10286098,5.3854648,5.14224417,5.59345527,5.1044044
42.8,5.10305108,5.37818334,5.14173675,5.59372653,5.10460891
42.9,5.10322245,5.37118442,5.14116622,5.59399952,5.10483031
43,5.10337614,5.36448778,5.14053619,5.59427405,5.10506874
43.1,5.10351324,5.35811234,5.13985046,5.59454995,5.10532431
43.2,5.10363492,5.35207615,5.13911296,5.59482701,5.1055971
43.3,5.1037424,5.34639632,5.13832777,5.59510504,5.10588714
43.4,5.10383695,5.34108897,5.13749911,5.59538384,5.10619448
43.5,5.10391989,5.33616917,5.13663131,5.59566321,5.10651909
43.6,5.10399258,5.33165089,5.13572879,5.59594294,5.10686095
43.7,5.10405644,5.32754696,5.13479608,5.59622282,5.10722
43.8,5.1041129,5.32386899,5.13383776,5.59650265,5.10759615
43.9,5.10416343,5.32062738,5.1328585,5.59678222,5.1079893
44,5.10420954,5.31783125,5.13186299,5.59706131,5.10839932
44.1,5.10425274,5.31548841,5.13085595,5.59733971,5.10882604
44.2,5.10429458,5.31360532,5.12984212,5.59761722,5.10926929
44.3,5.10433661,5.31218712,5.12882624,5.59789363,5.10972888
44.4,5.10438037,5.31123755,5.12781302,5.59816871,5.11020458
44.5,5.10442744,5.31075896,5.12680714,5.59844228,5.11069616
44.6,5.10447936,5.31075231,5.12581324,5.59871411,5.11120336
44.7,5.10453769,5.31121717,5.12483588,5.59898402,5.1117259
44.8,5.10460396,5.31215169,5.12387955,5.59925179,5.11226351
44.9,5.10467967,5.31355266,5.12294864,5.59951724,5.11281586
45,5.10476634,5.31541547,5.12204743,5.59978016,5.11338264
45.1,5.1048654,5.31773418,5.12118008,5.60004037,5.11396352
45.2,5.1049783,5.3205015,5.1203506,5.60029768,5.11455815
45.3,5.10510642,5.32370883,5.11956285,5.60055191,5.11516617
45.4,5.10525111,5.32734633,5.11882054,5.60080288,5.11578722
45.5,5.10541366,5.33140288,5.11812717,5.60105042,5.11642091
45.6,5.10559532,5.33586621,5.11748609,5.60129436,5.11706686
45.7,5.10579726,5.34072289,5.1169004,5.60153454,5.11772468
45.8,5.10602063,5.34595838,5.11637303,5.60177079,5.11839396
45.9,5.10626646,5.35155711,5.11590667,5.60200298,5.11907429
46,5.10653575,5.35750252,5.11550376,5.60223094,5.11976525
46.1,5.10682942,5.36377712,5.11516653,5.60245455,5.12046644
46.2,5.10714829,5.37036255,5.11489695,5.60267367,5.12117743
46.3,5.10749313,5.37723965,5.11469672,5.60288817,5.12189779
46.4,5.10786461,5.38438851,5.1145673,5.60309793,5.12262708
46.5,5.1082633,5.39178854,5.11450989,5.60330283,5.12336489
46.6,5.10868972,5.39941857,5.11452539,5.60350276,5.12411078
46.7,5.10914427,5.40725686,5.11461445,5.60369763,5.12486431
46.8,5.10962725,5.41528121,5.11477745,5.60388732,5.12562506
46.9,5.11013889,5.42346902,5.11501448,5.60407175,5.12639258
47,5.11067932,5.43179734,5.11532537,5.60425084,5.12716645
47.1,5.11124855,5.44024298,5.11570966,5.60442451,5.12794623
47.2,5.11184652,5.44878252,5.11616663,5.60459267,5.12873149
47.3,5.11247306,5.45739243,5.1166953,5.60475528,5.1295218
47.4,5.1131279,5.46604908,5.1172944,5.60491226,5.13031674
47.5,5.11381068,5.47472886,5.11796242,5.60506356,5.13111588
47.6,5.11452094,5.48340821,5.11869759,5.60520912,5.13191879
47.7,5.11525813,5.49206368,5.11949791,5.60534892,5.13272506
47.8,5.11602159,5.500672,5.12036111,5.6054829,5.13353426
47.9,5.11681058,5.50921012,5.12128471,5.60561103,5.13434599
48,5.11762426,5.51765528,5.12226601,5.60573329,5.13515982
48.1,5.11846172,5.52598507,5.1233021,5.60584965,5.13597536
48.2,5.11932194,5.53417745,5.12438986,5.60596009,5.13679219
48.3,5.12020383,5.54221082,5.125526,5.60606461,5.1376099
48.4,5.12110623,5.55006407,5.12670704,5.60616318,5.13842811
48.5,5.12202787,5.55771661,5.12792934,5.60625581,5.1392464
48.6,5.12296745,5.56514842,5.12918912,5.6063425,5.14006439
48.7,5.12392357,5.57234006,5.13048245,5.60642325,5.14088168
48.8,5.12489477,5.57927278,5.1318053,5.60649807,5.14169789
48.9,5.12587955,5.58592846,5.13315353,5.60656698,5.14251262
49,5.12687632,5.59228973,5.1345229,5.60662998,5.1433255
49.1,5.12788348,5.59833992,5.13590909,5.60668711,5.14413613
49.2,5.12889934,5.60406315,5.13730775,5.60673838,5.14494415
49.3,5.12992222,5.60944435,5.13871446,5.60678383,5.14574918
49.4,5.13095036,5.61446925,5.14012479,5.60682348,5.14655084
49.5,5.131982,5.61912442,5.14153429,5.60685737,5.14734876
49.6,5.13301534,5.62339731,5.14293852,5.60688554,5.14814258
49.7,5.13404857,5.62727624,5.14433306,5.60690803,5.14893193
49.8,5.13507987,5.63075043,5.14571353,5.60692489,5.14971644
49.9,5.13610741,5.63381005,5.14707561,5.60693617,5.15049575
50,5.13712936,5.63644616,5.14841504,5.60694192,5.15126952
50.1,5.1381439,5.63865078,5.14972763,5.60694219,5.15203738
50.2,5.13914921,5.64041691,5.15100933,5.60693706,5.15279897
50.3,5.14014351,5.64173848,5.15225617,5.60692658,5.15355396
50.4,5.14112503,5.64261044,5.15346433,5.60691081,5.154302
50.5,5.14209204,5.64302869,5.15463011,5.60688983,5.15504275
50.6,5.14304282,5.64299013,5.15574998,5.60686372,5.15577587
50.7,5.14397573,5.64249269,5.15682058,5.60683256,5.15650102
50.8,5.14488916,5.64153526,5.15783874,5.60679641,5.15721789
50.9,5.14578154,5.64011777,5.15880146,5.60675538,5.15792614
51,5.14665138,5.63824113,5.15970595,5.60670956,5.15862546
51.1,5.14749725,5.63590728,5.16054966,5.60665903,5.15931553
51.2,5.14831778,5.63311917,5.16133023,5.6066039,5.15999607
51.3,5.14911169,5.62988073,5.16204555,5.60654427,5.16066676
51.4,5.14987776,5.62619694,5.16269375,5.60648026,5.16132731
51.5,5.15061487,5.62207374,5.1632732,5.60641197,5.16197746
51.6,5.15132199,5.6175181,5.16378255,5.60633952,5.16261692
51.7,5.15199816,5.61253794,5.16422068,5.60626304,5.16324544
51.8,5.15264253,5.60714221,5.16458675,5.60618265,5.16386275
51.9,5.15325436,5.60134078,5.1648802,5.60609849,5.16446863
52,5.15383301,5.59514454,5.16510073,5.6060107,5.16506285
52.1,5.15437792,5.58856527,5.16524831,5.60591943,5.16564519
52.2,5.15488867,5.58161574,5.16532322,5.60582482,5.16621545
52.3,5.15536494,5.57430959,5.16532598,5.60572704,5.16677345
52.4,5.15580651,5.5666614,5.16525741,5.60562624,5.16731901
52.5,5.15621329,5.5586866,5.1651186,5.60552259,5.16785199
52.6,5.15658532,5.55040152,5.16491092,5.60541627,5.16837225
52.7,5.15692271,5.54182328,5.164636,5.60530746,5.16887968
52.8,5.15722573,5.53296986,5.16429576,5.60519635,5.16937417
52.9,5.15749476,5.52385998,5.16389235,5.60508312,5.16985565
53,5.15773028,5.51451314,5.16342822,5.60496798,5.17032408
53.1,5.1579329,5.50494955,5.16290602,5.60485114,5.1707794
53.2,5.15810335,5.49519012,5.1623287,5.6047328,5.17122163
53.3,5.15824247,5.48525638,5.16169939,5.60461319,5.17165077
53.4,5.15835121,5.47517049,5.1610215,5.60449252,5.17206687
53.5,5.15843064,5.46495517,5.1602986,5.60437103,5.17246998
53.6,5.15848193,5.45463366,5.15953452,5.60424894,5.17286022
53.7,5.15850637,5.44422967,5.15873325,5.60412651,5.1732377
53.8,5.15850533,5.43376732,5.15789896,5.60400397,5.17360256
53.9,5.15848032,5.42327112,5.15703601,5.60388158,5.173955
54,5.15843291,5.41276586,5.15614891,5.60375959,5.17429522
54.1,5.15836477,5.40227662,5.1552423,5.60363825,5.17462346
54.2,5.15827768,5.39182864,5.15432095,5.60351785,5.17493999
54.3,5.15817348,5.38144731,5.15338976,5.60339863,5.17524512
54.4,5.1580541,5.37115806,5.15245368,5.60328087,5.17553917
54.5,5.15792154,5.36098634,5.1515178,5.60316485,5.17582253
54.6,5.15777788,5.3509575,5.15058721,5.60305084,5.17609558
54.7,5.15762525,5.34109677,5.1496671,5.60293912,5.17635877
54.8,5.15746583,5.33142913,5.14876265,5.60282997,5.17661255
54.9,5.15730187,5.32197929,5.14787906,5.60272366,5.17685742
55,5.15713565,5.3127716,5.14702153,5.60262048,5.17709391
55.1,5.15696949,5.30382992,5.14619522,5.60252071,5.17732258
55.2,5.15680576,5.29517764,5.14540526,5.60242463,5.17754404
55.3,5.15664681,5.28683752,5.1446567,5.6023325,5.1777589
55.4,5.15649506,5.27883166,5.14395454,5.60224462,5.17796782
55.5,5.15635289,5.27118141,5.14330364,5.60216125,5.17817148
55.6,5.15622271,5.26390728,5.14270877,5.60208265,5.17837061
55.7,5.15610693,5.25702892,5.14217457,5.6020091,5.17856595
55.8,5.15600793,5.25056496,5.14170551,5.60194084,5.17875828
55.9,5.15592807,5.24453304,5.14130592,5.60187814,5.17894838
56,5.1558697,5.23894968,5.14097991,5.60182124,5.17913709
56.1,5.15583512,5.23383023,5.14073142,5.60177038,5.17932525
56.2,5.15582659,5.22918881,5.14056417,5.60172578,5.17951374
56.3,5.15584633,5.22503829,5.14048163,5.60168767,5.17970344
56.4,5.15589648,5.22139016,5.14048706,5.60165625,5.17989527
56.5,5.15597915,5.21825457,5.14058344,5.60163174,5.18009016
56.6,5.15609635,5.21564023,5.14077348,5.60161432,5.18028905
56.7,5.15625003,5.2135544,5.14105965,5.60160415,5.1804929
56.8,5.15644205,5.21200284,5.14144407,5.60160142,5.18070267
56.9,5.15667418,5.21098982,5.14192861,5.60160627,5.18091935
57,5.1569481,5.21051803,5.14251482,5.60161883,5.18114391
57.1,5.15726537,5.21058867,5.14320392,5.60163922,5.18137736
57.2,5.15762746,5.21120133,5.14399683,5.60166756,5.18162068
57.3,5.15803573,5.21235408,5.14489413,5.60170392,5.18187486
57.4,5.1584914,5.21404341,5.1458961,5.60174839,5.18214089
57.5,5.1589956,5.21626431,5.14700266,5.60180101,5.18241975
57.6,5.1595493,5.2190102,5.1482134,5.60186183,5.18271242
57.7,5.16015337,5.22227302,5.1495276,5.60193086,5.18301985
57.8,5.16080853,5.22604325,5.15094419,5.6020081,5.18334301
57.9,5.16151536,5.23030992,5.15246177,5.60209353,5.18368281
58,5.16227432,5.23506066,5.15407864,5.60218712,5.18404017
58.1,5.16308571,5.24028176,5.15579276,5.6022888,5.18441598
58.2,5.1639497,5.24595821,5.15760177,5.6023985,5.18481111
58.3,5.16486631,5.25207375,5.15950302,5.60251613,5.18522639
58.4,5.16583541,5.25861092,5.16149357,5.60264155,5.18566262
58.5,5.16685675,5.26555117,5.16357016,5.60277464,5.18612057
58.6,5.1679299,5.27287487,5.16572927,5.60291523,5.18660098
58.7,5.16905431,5.2805614,5.16796713,5.60306315,5.18710454
58.8,5.17022928,5.28858924,5.17027969,5.60321821,5.1876319
58.9,5.17145398,5.29693602,5.17266268,5.60338017,5.18818368
59,5.17272742,5.30557859,5.17511158,5.60354882,5.18876042
59.1,5.17404849,5.31449314,5.17762168,5.6037239,5.18936263
59.2,5.17541593,5.32365524,5.18018806,5.60390513,5.18999079
59.3,5.17682838,5.33303992,5.18280565,5.60409223,5.19064528
59.4,5.17828432,5.34262177,5.18546918,5.60428488,5.19132645
59.5,5.17978212,5.35237502,5.18817326,5.60448278,5.19203459
59.6,5.18132004,5.36227358,5.19091236,5.60468558,5.19276993
59.7,5.18289622,5.37229118,5.19368087,5.60489293,5.19353263
59.8,5.18450869,5.38240138,5.19647305,5.60510447,5.19432279
59.9,5.18615538,5.3925777,5.19928314,5.60531983,5.19514045
60,5.18783414,5.40279369,5.20210528,5.6055386,5.19598558
60.1,5.1895427,5.41302294,5.20493362,5.60576041,5.19685808
60.2,5.19127873,5.42323925,5.20776228,5.60598483,5.19775778
60.3,5.19303982,5.43341662,5.21058539,5.60621146,5.19868444
60.4,5.19482348,5.44352934,5.21339711,5.60643988,5.19963776
60.5,5.19662718,5.45355208,5.21619165,5.60666966,5.20061737
60.6,5.19844832,5.46345992,5.21896328,5.60690038,5.20162282
60.7,5.20028425,5.47322841,5.22170636,5.6071316,5.2026536
60.8,5.2021323,5.48283365,5.22441535,5.60736289,5.20370912
60.9,5.20398976,5.49225232,5.22708483,5.60759383,5.20478873
61,5.20585388,5.50146176,5.22970952,5.60782399,5.2058917
61.1,5.20772193,5.51043999,5.2322843,5.60805295,5.20701726
61.2,5.20959114,5.51916576,5.23480422,5.60828029,5.20816454
61.3,5.21145878,5.52761862,5.2372645,5.6085056,5.20933263
61.4,5.21332208,5.53577893,5.23966058,5.60872849,5.21052055
61.5,5.21517834,5.54362793,5.24198811,5.60894857,5.21172726
61.6,5.21702485,5.55114773,5.24424298,5.60916547,5.21295166
61.7,5.21885895,5.5583214,5.2464213,5.60937881,5.21419258
61.8,5.22067801,5.56513297,5.24851944,5.60958827,5.21544883
61.9,5.22247947,5.57156746,5.25053405,5.60979351,5.21671915
62,5.22426082,5.5776109,5.25246204,5.60999423,5.21800221
62.1,5.22601959,5.58325038,5.2543006,5.61019014,5.21929668
62.2,5.22775342,5.58847407,5.25604722,5.61038097,5.22060115
62.3,5.22945999,5.59327121,5.25769968,5.6105665,5.22191419
62.4,5.23113711,5.59763216,5.25925608,5.6107465,5.22323433
62.5,5.23278263,5.60154841,5.2607148,5.61092079,5.22456008
62.6,5.23439454,5.6050126,5.26207456,5.61108921,5.22588991
62.7,5.23597092,5.60801849,5.26333438,5.61125162,5.22722226
62.8,5.23750993,5.61056106,5.26449359,5.61140794,5.22855559
62.9,5.2390099,5.61263643,5.26555187,5.6115581,5.22988829
63,5.24046923,5.61424193,5.26650918,5.61170205,5.2312188
63.1,5.24188645,5.61537607,5.26736581,5.61183981,5.2325455
63.2,5.24326025,5.61603855,5.26812238,5.6119714,5.2338668
63.3,5.24458941,5.61623031,5.26877979,5.6120969,5.23518111
63.4,5.24587287,5.61595344,5.26933926,5.6122164,5.23648686
63.5,5.2471097,5.61521127,5.26980231,5.61233007,5.23778246
63.6,5.24829908,5.61400832,5.27017077,5.61243806,5.23906636
63.7,5.24944039,5.61235031,5.27044671,5.6125406,5.24033705
63.8,5.25053309,5.61024413,5.27063253,5.61263795,5.24159302
63.9,5.25157683,5.60769789,5.27073086,5.6127304,5.2428328
64,5.25257137,5.60472084,5.27074461,5.61281827,5.24405496
64.1,5.25351665,5.6013234,5.27067691,5.61290193,5.24525811
64.2,5.25441271,5.59751714,5.27053116,5.61298178,5.24644092
64.3,5.25525977,5.59331476,5.27031096,5.61305826,5.24760208
64.4,5.25605818,5.58873005,5.27002011,5.61313185,5.24874038
64.5,5.25680841,5.58377793,5.26966262,5.61320306,5.24985463
64.6,5.25751111,5.57847433,5.26924267,5.61327243,5.25094372
64.7,5.25816704,5.57283627,5.26876461,5.61334054,5.2520066
64.8,5.25877709,5.56688174,5.26823294,5.613408,5.25304232
64.9,5.2593423,5.56062972,5.26765227,5.61347544,5.25404996
65,5.25986381,5.55410012,5.26702735,5.61354353,5.25502873
65.1,5.26034291,5.54731376,5.26636301,5.61361298,5.25597787
65.2,5.260781,5.54029231,5.26566416,5.6136845,5.25689675
65.3,5.26117958,5.53305824,5.26493577,5.61375883,5.25778481
65.4,5.26154029,5.52563481,5.26418286,5.61383675,5.25864158
65.5,5.26186483,5.51804598,5.26341048,5.61391905,5.25946669
65.6,5.26215504,5.51031634,5.26262366,5.61400652,5.26025985
65.7,5.26241284,5.50247111,5.26182744,5.6141,5.2610209
65.8,5.26264022,5.49453602,5.26102682,5.6142003,5.26174974
65.9,5.26283928,5.48653727,5.26022676,5.61430829,5.26244641
66,5.26301215,5.47850147,5.25943214,5.61442482,5.26311102
66.1,5.26316108,5.47045554,5.25864777,5.61455073,5.2637438
66.2,5.26328834,5.46242665,5.25787835,5.6146869,5.26434508
66.3,5.26339627,5.45444214,5.25712846,5.61483419,5.2649153
66.4,5.26348724,5.44652944,5.25640256,5.61499345,5.265455
66.5,5.26356368,5.43871598,5.25570494,5.61516553,5.26596481
66.6,5.26362803,5.4310291,5.25503974,5.61535129,5.26644548
66.7,5.26368276,5.42349597,5.25441092,5.61555156,5.26689786
66.8,5.26373037,5.4161435,5.25382224,5.61576714,5.26732289
66.9,5.26377334,5.40899823,5.25327727,5.61599885,5.26772161
67,5.26381417,5.40208627,5.25277935,5.61624747,5.26809516
67.1,5.26385533,5.39543318,5.25233159,5.61651374,5.26844479
67.2,5.26389931,5.38906385,5.25193687,5.61679841,5.26877182
67.3,5.26394855,5.38300248,5.25159783,5.61710217,5.26907765
67.4,5.26400546,5.37727243,5.25131684,5.61742569,5.2693638
67.5,5.26407243,5.37189612,5.25109603,5.61776961,5.26963184
67.6,5.26415178,5.36689498,5.25093724,5.61813451,5.26988344
67.7,5.2642458,5.36228935,5.25084206,5.61852097,5.27012032
67.8,5.26435671,5.35809838,5.2508118,5.61892949,5.27034429
67.9,5.26448667,5.35433995,5.25084749,5.61936053,5.27055721
68,5.26463778,5.35103061,5.25094989,5.61981452,5.27076102
68.1,5.26481204,5.34818549,5.25111948,5.62029183,5.2709577
68.2,5.26501137,5.34581823,5.25135646,5.62079278,5.27114926
68.3,5.26523763,5.34394095,5.25166077,5.62131762,5.2713378
68.4,5.26549256,5.34256415,5.25203209,5.62186658,5.27152541
68.5,5.26577781,5.34169667,5.2524698,5.62243979,5.27171424
68.6,5.26609493,5.34134568,5.25297306,5.62303735,5.27190646
68.7,5.26644535,5.34151659,5.25354077,5.62365929,5.27210425
68.8,5.26683042,5.34221309,5.25417158,5.62430558,5.27230981
68.9,5.26725134,5.34343704,5.25486391,5.62497613,5.27252534
69,5.26770923,5.34518853,5.25561598,5.62567079,5.27275305
69.1,5.26820507,5.34746587,5.25642576,5.62638933,5.27299512
69.2,5.26873973,5.35026553,5.25729104,5.62713147,5.27325373
69.3,5.26931394,5.35358222,5.25820945,5.62789687,5.27353105
69.4,5.26992834,5.35740887,5.25917839,5.62868512,5.27382919
69.5,5.27058342,5.36173668,5.26019515,5.62949574,5.27415025
69.6,5.27127955,5.36655512,5.26125684,5.63032819,5.27449629
69.7,5.27201699,5.37185202,5.26236048,5.63118187,5.27486928
69.8,5.27279586,5.37761355,5.26350293,5.63205614,5.27527119
69.9,5.27361617,5.38382435,5.26468099,5.63295026,5.27570389
70,5.2744778,5.39046755,5.26589135,5.63386346,5.27616919
70.1,5.27538052,5.39752482,5.26713064,5.6347949,5.27666882
70.2,5.27632399,5.40497649,5.26839546,5.63574369,5.27720443
70.3,5.27730773,5.41280159,5.26968236,5.6367089,5.2777776
70.4,5.27833117,5.42097796,5.27098787,5.63768952,5.27838979
70.5,5.27939363,5.42948229,5.27230854,5.63868451,5.27904237
70.6,5.28049431,5.43829026,5.27364091,5.6396928,5.27973661
70.7,5.28163234,5.4473766,5.27498156,5.64071325,5.28047366
70.8,5.28280672,5.45671522,5.27632714,5.6417447,5.28125457
70.9,5.28401638,5.46627923,5.27767435,5.64278593,5.28208027
71,5.28526015,5.47604114,5.27901995,5.64383572,5.28295155
71.1,5.28653679,5.48597287,5.28036082,5.6448928,5.28386909
71.2,5.28784497,5.49604589,5.28169395,5.64595588,5.28483343
71.3,5.2891833,5.50623132,5.28301641,5.64702365,5.285845
71.4,5.29055031,5.51649999,5.28432546,5.64809478,5.28690406
71.5,5.29194449,5.52682259,5.28561847,5.64916793,5.28801077
71.6,5.29336424,5.53716972,5.28689296,5.65024176,5.28916512
71.7,5.29480796,5.54751201,5.28814665,5.6513149,5.29036698
71.8,5.29627396,5.55782019,5.28937741,5.65238601,5.29161607
71.9,5.29776054,5.56806518,5.2905833,5.65345373,5.29291198
72,5.29926597,5.57821821,5.29176259,5.65451672,5.29425416
72.1,5.30078847,5.58825084,5.29291372,5.65557366,5.29564189
72.2,5.30232627,5.59813511,5.29403537,5.65662324,5.29707436
72.3,5.30387758,5.60784355,5.2951264,5.65766416,5.29855059
72.4,5.30544059,5.61734931,5.29618591,5.65869518,5.30006947
72.5,5.30701349,5.6266262,5.2972132,5.65971506,5.30162976
72.6,5.3085945,5.63564875,5.29820779,5.66072262,5.30323009
72.7,5.31018183,5.64439231,5.29916944,5.6617167,5.30486896
72.8,5.3117737,5.65283307,5.30009811,5.66269619,5.30654477
72.9,5.31336837,5.66094814,5.30099399,5.66366005,5.30825577
73,5.3149641,5.66871559,5.30185748,5.66460725,5.31000011
73.1,5.31655921,5.67611453,5.30268918,5.66553687,5.31177583
73.2,5.31815205,5.68312512,5.30348994,5.66644802,5.31358088
73.3,5.31974099,5.68972863,5.30426078,5.66733987,5.31541308
73.4,5.32132447,5.69590749,5.30500292,5.66821168,5.3172702
73.5,5.32290097,5.70164533,5.30571778,5.66906276,5.31914989
73.6,5.32446902,5.70692698,5.30640696,5.66989251,5.32104973
73.7,5.32602722,5.71173855,5.30707224,5.67070041,5.32296725
73.8,5.3275742,5.71606744,5.30771554,5.67148601,5.32489989
73.9,5.32910869,5.71990236,5.30833898,5.67224895,5.32684505
74,5.33062946,5.72323335,5.30894477,5.67298895,5.32880006
74.1,5.33213537,5.72605184,5.30953528,5.67370583,5.33076223
74.2,5.33362532,5.72835062,5.31011299,5.67439949,5.33272883
74.3,5.33509833,5.73012391,5.3106805,5.67506991,5.33469711
74.4,5.33655344,5.73136732,5.31124048,5.6757172,5.33666428
74.5,5.33798981,5.73207789,5.31179569,5.67634152,5.33862758
74.6,5.33940665,5.73225413,5.31234895,5.67694315,5.34058422
74.7,5.34080327,5.73189596,5.31290313,5.67752245,5.34253144
74.8,5.34217903,5.73100479,5.31346112,5.67807989,5.34446647
74.9,5.3435334,5.72958347,5.31402586,5.67861603,5.34638659
75,5.3448659,5.72763629,5.31460025,5.67913151,5.34828911
75.1,5.34617615,5.72516904,5.31518722,5.67962707,5.35017137
75.2,5.34746384,5.72218894,5.31578964,5.68010355,5.35203079
75.3,5.34872874,5.71870465,5.31641036,5.68056188,5.3538648
75.4,5.34997069,5.71472629,5.31705215,5.68100306,5.35567096
75.5,5.35118961,5.71026539,5.31771773,5.68142818,5.35744684
75.6,5.35238549,5.70533489,5.31840972,5.68183844,5.35919015
75.7,5.3535584,5.69994915,5.31913064,5.68223509,5.36089865
75.8,5.35470847,5.69412386,5.3198829,5.68261947,5.36257022
75.9,5.35583591,5.68787609,5.32066877,5.682993,5.36420284
76,5.35694098,5.68122423,5.3214904,5.68335714,5.36579458
76.1,5.35802402,5.67418793,5.32234977,5.68371345,5.36734366
76.2,5.35908543,5.66678813,5.3232487,5.68406355,5.36884841
76.3,5.36012565,5.65904695,5.32418886,5.68440909,5.37030728
76.4,5.3611452,5.65098771,5.3251717,5.68475179,5.37171886
76.5,5.36214465,5.64263482,5.3261985,5.68509343,5.37308189
76.6,5.3631246,5.63401379,5.32727036,5.6854358,5.37439524
76.7,5.36408572,5.62515112,5.32838813,5.68578075,5.37565794
76.8,5.36502872,5.61607428,5.3295525,5.68613015,5.37686917
76.9,5.36595435,5.60681162,5.3307639,5.6864859,5.37802825
77,5.3668634,5.59739231,5.33202258,5.68684991,5.37913467
77.1,5.36775669,5.58784624,5.33332854,5.68722412,5.3801881
77.2,5.36863509,5.57820398,5.33468158,5.68761045,5.38118833
77.3,5.36949947,5.56849668,5.33608128,5.68801084,5.38213536
77.4,5.37035077,5.55875596,5.33752698,5.68842721,5.38302932
77.5,5.37118991,5.54901384,5.33901781,5.68886146,5.38387053
77.6,5.37201786,5.53930262,5.3405527,5.68931548,5.38465946
77.7,5.3728356,5.52965481,5.34213037,5.68979114,5.38539675
77.8,5.37364412,5.520103,5.34374931,5.69029025,5.38608321
77.9,5.37444445,5.51067973,5.34540785,5.69081461,5.38671981
78,5.37523759,5.50141744,5.34710411,5.69136593,5.38730768
78.1,5.37602458,5.49234827,5.34883602,5.6919459,5.38784812
78.2,5.37680645,5.48350402,5.35060136,5.69255613,5.38834257
78.3,5.37758425,5.47491597,5.35239776,5.69319817,5.38879264
78.4,5.37835901,5.46661479,5.35422267,5.6938735,5.38920006
78.5,5.37913177,5.45863043,5.35607344,5.6945835,5.38956675
78.6,5.37990358,5.45099194,5.35794726,5.69532948,5.38989474
78.7,5.38067548,5.4437274,5.35984125,5.69611266,5.39018619
78.8,5.38144848,5.43686381,5.36175241,5.69693414,5.39044341
78.9,5.38222362,5.4304269,5.36367768,5.69779494,5.39066883
79,5.38300191,5.42444111,5.36561393,5.69869596,5.39086498
79.1,5.38378436,5.41892939,5.36755797,5.69963799,5.39103452
79.2,5.38457195,5.41391314,5.36950662,5.7006217,5.3911802
79.3,5.38536568,5.40941213,5.37145664,5.70164764,5.39130488
79.4,5.38616652,5.40544435,5.37340481,5.70271625,5.39141149
79.5,5.38697543,5.40202593,5.37534795,5.70382782,5.39150306
79.6,5.38779334,5.39917112,5.37728289,5.70498251,5.39158266
79.7,5.38862119,5.39689213,5.37920653,5.70618037,5.39165346
79.8,5.3894599,5.39519914,5.38111583,5.70742129,5.39171865
79.9,5.39031036,5.39410018,5.38300784,5.70870503,5.39178149
80,5.39117346,5.39360116,5.38487972,5.71003122,5.39184526
80.1,5.39205006,5.39370575,5.38672874,5.71139936,5.39191325
80.2,5.39294103,5.39441543,5.3885523,5.71280878,5.3919888
80.3,5.39384718,5.39572944,5.39034795,5.7142587,5.39207523
80.4,5.39476935,5.39764476,5.39211342,5.7157482,5.39217586
80.5,5.39570833,5.40015618,5.39384659,5.71727621,5.39229399
80.6,5.39666492,5.40325625,5.39554555,5.71884154,5.3924329
80.7,5.39763987,5.40693535,5.39720856,5.72044286,5.39259584
80.8,5.39863394,5.41118173,5.39883411,5.72207871,5.392786
80.9,5.39964787,5.41598154,5.40042092,5.72374753,5.39300653
81,5.40068237,5.42131891,5.40196792,5.72544759,5.39326049
81.1,5.40173815,5.427176,5.40347427,5.7271771,5.39355089
81.2,5.40281588,5.43353311,5.40493941,5.7289341,5.39388065
81.3,5.40391624,5.44036873,5.40636298,5.73071657,5.39425258
81.4,5.40503986,5.44765966,5.4077449,5.73252235,5.3946694
81.5,5.40618738,5.45538108,5.40908535,5.73434922,5.39513372
81.6,5.4073594,5.46350672,5.41038476,5.73619485,5.39564801
81.7,5.40855651,5.47200889,5.4116438,5.73805681,5.39621463
81.8,5.40977929,5.48085864,5.41286343,5.73993263,5.3968358
81.9,5.41102827,5.49002589,5.41404485,5.74181975,5.39751358
