theta,Mie,CI0,CI3,CI3+CSU,CI3*+CSU
82,5.41230398,5.49947954,5.4151895,5.74371555,5.39824989
82.1,5.41360693,5.50918756,5.41629908,5.74561737,5.3990465
82.2,5.41493759,5.51911719,5.41737554,5.74752248,5.39990499
82.3,5.41629641,5.529235,5.41842104,5.74942814,5.40082679
82.4,5.41768381,5.53950704,5.41943798,5.75133156,5.40181315
82.5,5.4191002,5.54989898,5.42042899,5.75322996,5.40286513
82.6,5.42054593,5.56037621,5.42139686,5.75512052,5.40398362
82.7,5.42202135,5.57090399,5.42234463,5.75700044,5.40516931
82.8,5.42352674,5.58144753,5.42327547,5.75886692,5.4064227
82.9,5.42506239,5.59197217,5.42419274,5.76071718,5.40774411
83,5.42662852,5.60244342,5.42509994,5.76254846,5.40913364
83.1,5.42822531,5.61282714,5.42600071,5.76435806,5.41059121
83.2,5.42985291,5.62308959,5.4268988,5.7661433,5.41211654
83.3,5.43151144,5.63319759,5.42779806,5.76790157,5.41370917
83.4,5.43320094,5.64311856,5.4287024,5.76963033,5.4153684
83.5,5.43492143,5.65282067,5.42961582,5.77132709,5.41709339
83.6,5.43667288,5.6622729,5.43054234,5.77298948,5.41888306
83.7,5.43845518,5.67144511,5.43148599,5.77461518,5.42073616
83.8,5.44026819,5.68030818,5.4324508,5.77620201,5.42265126
83.9,5.44211171,5.68883402,5.43344079,5.77774787,5.42462674
84,5.44398547,5.69699569,5.4344599,5.77925079,5.4266608
84.1,5.44588915,5.70476745,5.43551204,5.78070892,5.42875145
84.2,5.44782237,5.71212483,5.43660099,5.78212056,5.43089657
84.3,5.44978466,5.71904467,5.43773043,5.78348412,5.43309384
84.4,5.45177551,5.72550523,5.43890393,5.78479818,5.43534081
84.5,5.45379431,5.73148616,5.44012486,5.78606145,5.43763487
84.6,5.45584042,5.73696863,5.44139644,5.78727284,5.43997326
84.7,5.4579131,5.74193532,5.44272169,5.78843137,5.4423531
84.8,5.46001153,5.74637047,5.44410341,5.78953628,5.44477139
84.9,5.46213483,5.75025995,5.44554415,5.79058695,5.447225
85,5.46428205,5.75359126,5.44704623,5.79158295,5.4497107
85.1,5.46645213,5.75635357,5.44861169,5.79252404,5.45222516
85.2,5.46864398,5.75853774,5.45024227,5.79341015,5.45476497
85.3,5.47085639,5.76013638,5.45193943,5.79424141,5.45732663
85.4,5.4730881,5.76114382,5.4537043,5.79501813,5.45990658
85.5,5.47533775,5.76155617,5.4555377,5.79574082,5.46250121
85.6,5.47760393,5.76137132,5.45744009,5.79641017,5.46510685
85.7,5.47988514,5.76058894,5.45941161,5.79702707,5.46771981
85.8,5.4821798,5.75921053,5.46145203,5.7975926,5.47033637
85.9,5.48448627,5.75723937,5.46356077,5.79810802,5.47295279
86,5.48680283,5.75468058,5.46573689,5.79857481,5.47556534
86.1,5.4891277,5.75154108,5.46797908,5.79899459,5.47817029
86.2,5.49145903,5.74782961,5.47028566,5.79936919,5.48076394
86.3,5.4937949,5.74355671,5.47265461,5.79970062,5.48334262
86.4,5.49613335,5.73873473,5.47508354,5.79999105,5.48590269
86.5,5.49847235,5.73337779,5.47756968,5.80024284,5.48844058
86.6,5.50080983,5.7275018,5.48010996,5.80045849,5.49095277
86.7,5.50314366,5.72112439,5.48270093,5.80064067,5.49343583
86.8,5.50547167,5.71426493,5.48533884,5.8007922,5.49588641
86.9,5.50779168,5.70694447,5.48801962,5.80091605,5.49830124
87,5.51010144,5.69918574,5.49073888,5.8010153,5.50067719
87.1,5.5123987,5.69101305,5.49349197,5.8010932,5.50301121
87.2,5.51468119,5.68245233,5.49627396,5.80115306,5.5053004
87.3,5.51694662,5.67353098,5.49907966,5.80119834,5.50754197
87.4,5.5191927,5.6642779,5.50190366,5.80123258,5.50973329
87.5,5.52141714,5.65472338,5.50474035,5.80125942,5.51187188
87.6,5.52361766,5.64489905,5.50758393,5.80128254,5.51395541
87.7,5.52579199,5.63483781,5.51042843,5.80130572,5.51598171
87.8,5.52793791,5.6245737,5.51326774,5.80133277,5.51794881
87.9,5.5300532,5.61414189,5.51609566,5.80136754,5.51985489
88,5.53213571,5.60357851,5.51890589,5.80141391,5.52169833
88.1,5.5341833,5.59292061,5.52169206,5.80147577,5.52347769
88.2,5.53619393,5.582206,5.52444781,5.80155699,5.52519175
88.3,5.5381656,5.57147315,5.52716674,5.80166146,5.52683947
88.4,5.54009639,5.5607611,5.52984249,5.80179301,5.52842001
88.5,5.54198447,5.55010927,5.53246876,5.80195544,5.52993277
88.6,5.54382809,5.53955736,5.53503935,5.80215247,5.53137732
88.7,5.54562561,5.52914523,5.53754814,5.80238779,5.53275348
88.8,5.54737548,5.5189127,5.53998917,5.80266496,5.53406126
88.9,5.54907629,5.50889942,5.54235667,5.80298747,5.5353009
89,5.55072673,5.49914473,5.54464504,5.80335868,5.53647286
89.1,5.55232564,5.48968748,5.54684892,5.80378183,5.5375778
89.2,5.55387199,5.48056587,5.5489632,5.80426001,5.53861663
89.3,5.5553649,5.47181728,5.55098307,5.80479616,5.53959044
89.4,5.55680364,5.46347812,5.55290399,5.80539306,5.54050055
89.5,5.55818764,5.45558364,5.55472177,5.8060533,5.54134851
89.6,5.5595165,5.44816777,5.55643258,5.80677928,5.54213604
89.7,5.56078999,5.44126297,5.55803295,5.80757321,5.54286509
89.8,5.56200804,5.43490006,5.55951981,5.80843706,5.54353782
89.9,5.5631708,5.42910806,5.56089051,5.80937259,5.54415657
90,5.56427858,5.42391403,5.56214283,5.81038135,5.54472387
90.1,5.56533187,5.41934296,5.56327499,5.8114646,5.54524244
90.2,5.56633138,5.4154176,5.56428568,5.81262339,5.54571519
90.3,5.56727801,5.41215835,5.56517408,5.81385849,5.54614518
90.4,5.56817284,5.40958312,5.56593984,5.81517041,5.54653564
90.5,5.56901716,5.40770729,5.56658311,5.8165594,5.54688997
90.6,5.56981246,5.40654354,5.56710456,5.81802542,5.54721171
90.7,5.57056044,5.40610181,5.56750534,5.81956816,5.54750451
90.8,5.57126298,5.40638924,5.56778715,5.82118704,5.5477722
90.9,5.57192216,5.40741011,5.56795217,5.82288117,5.54801868
91,5.57254027,5.40916582,5.56800313,5.82464941,5.54824797
91.1,5.57311978,5.41165482,5.56794325,5.82649032,5.54846421
91.2,5.57366333,5.4148727,5.56777626,5.82840217,5.54867159
91.3,5.57417378,5.41881211,5.56750638,5.83038297,5.54887438
91.4,5.57465414,5.42346284,5.56713835,5.83243044,5.54907693
91.5,5.57510759,5.42881187,5.56667736,5.83454204,5.54928361
91.6,5.57553748,5.43484338,5.56612908,5.83671496,5.54949884
91.7,5.57594731,5.44153889,5.56549962,5.83894613,5.54972705
91.8,5.57634075,5.4488773,5.56479552,5.84123224,5.54997269
91.9,5.57672156,5.45683499,5.56402375,5.84356972,5.55024018
92,5.57709366,5.46538598,5.56319165,5.84595478,5.55053395
92.1,5.57746107,5.474502,5.56230693,5.8483834,5.55085838
92.2,5.57782793,5.48415265,5.56137764,5.85085137,5.55121778
92.3,5.57819844,5.49430555,5.56041214,5.85335425,5.55161645
92.4,5.5785769,5.50492647,5.55941905,5.85588745,5.55205856
92.5,5.57896767,5.51597951,5.55840728,5.85844619,5.55254822
92.6,5.57937515,5.52742723,5.55738591,5.86102553,5.55308943
92.7,5.57980376,5.53923087,5.55636422,5.86362039,5.55368606
92.8,5.58025797,5.55135045,5.55535165,5.8662256,5.55434187
92.9,5.58074222,5.563745,5.5543577,5.86883583,5.55506046
93,5.58126095,5.57637272,5.55339198,5.8714457,5.55584528
93.1,5.58181857,5.58919111,5.55246409,5.87404975,5.5566996
93.2,5.58241942,5.60215721,5.55158365,5.87664245,5.55762651
93.3,5.58306779,5.61522771,5.5507602,5.87921825,5.55862893
93.4,5.58376789,5.62835914,5.55000319,5.88177158,5.55970953
93.5,5.58452382,5.64150802,5.54932193,5.88429688,5.56087081
93.6,5.58533955,5.65463104,5.54872553,5.88678861,5.56211501
93.7,5.58621893,5.66768519,5.54822292,5.88924126,5.56344415
93.8,5.58716565,5.68062791,5.54782271,5.8916494,5.56486001
93.9,5.58818321,5.69341724,5.54753323,5.89400767,5.56636411
94,5.58927497,5.70601195,5.54736247,5.89631082,5.5679577
94.1,5.59044403,5.71837167,5.54731803,5.89855371,5.5696418
94.2,5.59169331,5.73045702,5.54740705,5.90073136,5.57141712
94.3,5.59302547,5.7422297,5.54763626,5.90283893,5.5732841
94.4,5.59444293,5.75365262,5.54801186,5.90487176,5.57524292
94.5,5.59594785,5.76469003,5.54853952,5.90682539,5.57729346
94.6,5.59754211,5.77530755,5.54922436,5.90869559,5.57943531
94.7,5.5992273,5.78547232,5.5500709,5.91047834,5.58166779
94.8,5.60100472,5.79515308,5.55108305,5.91216988,5.58398991
94.9,5.60287533,5.8043202,5.55226408,5.91376672,5.5864004
95,5.6048398,5.81294581,5.55361659,5.91526562,5.58889773
95.1,5.60689847,5.82100383,5.55514249,5.91666369,5.59148004
95.2,5.60905134,5.82847007,5.55684302,5.9179583,5.59414523
95.3,5.61129806,5.83532226,5.5587187,5.91914717,5.59689091
95.4,5.61363795,5.84154009,5.56076932,5.92022836,5.59971441
95.5,5.61606999,5.84710531,5.56299397,5.92120025,5.60261282
95.6,5.61859279,5.85200173,5.565391,5.92206161,5.60558295
95.7,5.62120463,5.85621527,5.56795804,5.92281157,5.60862138
95.8,5.62390344,5.85973401,5.570692,5.92344962,5.61172445
95.9,5.62668681,5.86254821,5.57358909,5.92397564,5.61488825
96,5.62955197,5.86465037,5.57664481,5.92438992,5.61810868
96.1,5.63249584,5.8660352,5.57985399,5.92469313,5.62138143
96.2,5.63551501,5.86669968,5.58321078,5.92488633,5.62470196
96.3,5.63860574,5.8666431,5.58670868,5.92497101,5.6280656
96.4,5.641764,5.86586701,5.5903406,5.92494902,5.63146749
96.5,5.64498543,5.86437532,5.59409883,5.92482267,5.6349026
96.6,5.64826543,5.86217421,5.5979751,5.92459461,5.63836579
96.7,5.6515991,5.85927223,5.60196063,5.92426794,5.64185179
96.8,5.65498129,5.85568023,5.60604612,5.92384614,5.64535521
96.9,5.65840663,5.85141139,5.61022184,5.92333305,5.64887059
97,5.6618695,5.84648122,5.61447763,5.92273294,5.65239238
97.1,5.66536411,5.84090753,5.61880295,5.92205042,5.655915
97.2,5.66888445,5.8347104,5.62318694,5.92129047,5.6594328
97.3,5.67242439,5.82791219,5.62761846,5.92045843,5.66294014
97.4,5.67597763,5.82053752,5.6320861,5.91955998,5.66643136
97.5,5.67953776,5.81261318,5.63657831,5.91860112,5.66990082
97.6,5.68309829,5.80416813,5.64108334,5.91758816,5.67334291
97.7,5.68665264,5.79523347,5.64558939,5.9165277,5.6767521
97.8,5.69019419,5.78584233,5.65008459,5.91542661,5.6801229
97.9,5.6937163,5.77602985,5.65455709,5.91429203,5.68344992
98,5.69721234,5.76583311,5.65899509,5.91313131,5.68672789
98.1,5.70067569,5.75529102,5.66338688,5.91195202,5.68995164
98.2,5.70409979,5.74444423,5.66772093,5.91076192,5.69311618
98.3,5.70747818,5.73333508,5.6719859,5.90956891,5.69621664
98.4,5.71080448,5.72200743,5.67617069,5.90838105,5.69924837
98.5,5.71407244,5.71050659,5.68026451,5.90720649,5.70220688
98.6,5.71727598,5.69887913,5.68425692,5.90605345,5.70508791
98.7,5.7204092,5.68717282,5.68813783,5.90493021,5.70788742
98.8,5.72346639,5.67543638,5.69189763,5.90384507,5.71060162
98.9,5.72644208,5.66371942,5.69552715,5.90280629,5.71322696
99,5.72933104,5.65207219,5.69901774,5.90182213,5.71576018
99.1,5.73212834,5.6405454,5.7023613,5.90090073,5.7181983
99.2,5.73482932,5.62919009,5.7055503,5.90005015,5.72053862
99.3,5.73742965,5.61805736,5.70857785,5.89927828,5.72277876
99.4,5.73992534,5.60719818,5.7114377,5.89859286,5.72491667
99.5,5.74231275,5.59666317,5.71412428,5.8980014,5.72695062
99.6,5.74458862,5.58650239,5.71663272,5.89751119,5.72887921
99.7,5.7467501,5.57676508,5.71895888,5.89712924,5.7307014
99.8,5.74879471,5.56749943,5.72109939,5.89686224,5.73241651
99.9,5.75072044,5.55875236,5.72305163,5.89671656,5.73402419
100,5.75252569,5.55056925,5.72481377,5.89669819,5.7355245
100.1,5.75420931,5.54299373,5.72638477,5.89681273,5.73691783
100.2,5.75577061,5.53606742,5.72776443,5.89706537,5.73820498
100.3,5.75720939,5.52982971,5.72895333,5.89746081,5.7393871
100.4,5.75852591,5.52431752,5.7299529,5.89800331,5.74046573
100.5,5.7597209,5.5195651,5.73076538,5.8986966,5.74144279
100.6,5.7607956,5.51560382,5.73139383,5.89954389,5.74232056
100.7,5.76175172,5.51246195,5.73184213,5.90054785,5.7431017
100.8,5.76259148,5.51016451,5.73211498,5.90171059,5.74378925
100.9,5.76331758,5.5087331,5.73221786,5.90303362,5.7443866
101,5.7639332,5.50818574,5.73215703,5.90451786,5.74489751
101.1,5.764442,5.50853678,5.73193955,5.90616362,5.74532608
101.2,5.76484813,5.50979673,5.73157318,5.9079706,5.74567676
101.3,5.7651562,5.51197226,5.73106644,5.90993784,5.74595431
101.4,5.76537126,5.51506607,5.73042853,5.91206379,5.74616385
101.5,5.76549882,5.51907691,5.72966929,5.91434623,5.74631076
101.6,5.76554483,5.52399952,5.72879925,5.91678232,5.74640075
101.7,5.76551564,5.52982469,5.72782948,5.9193686,5.74643979
101.8,5.76541798,5.53653929,5.72677163,5.92210095,5.74643411
101.9,5.765259,5.54412628,5.72563787,5.92497465,5.74639019
102,5.76504615,5.55256489,5.72444083,5.92798437,5.74631473
102.1,5.76478726,5.56183063,5.72319357,5.93112419,5.74621464
102.2,5.76449045,5.57189551,5.72190953,5.9343876,5.74609702
102.3,5.7641641,5.58272812,5.72060244,5.93776753,5.7459691
102.4,5.76381688,5.59429383,5.71928634,5.94125638,5.74583829
102.5,5.76345763,5.60655497,5.71797544,5.94484601,5.74571209
102.6,5.76309544,5.61947102,5.71668414,5.94852781,5.74559809
102.7,5.76273951,5.63299885,5.71542691,5.95229271,5.74550395
102.8,5.76239919,5.6470929,5.71421825,5.95613118,5.74543737
102.9,5.7620839,5.66170543,5.71307265,5.9600333,5.74540605
103,5.76180312,5.67678678,5.71200447,5.96398881,5.74541768
103.1,5.76156636,5.69228557,5.71102795,5.96798706,5.74547989
103.2,5.76138309,5.70814898,5.71015708,5.97201716,5.74560026
103.3,5.76126271,5.72432296,5.70940559,5.97606792,5.74578625
103.4,5.76121455,5.74075253,5.70878685,5.98012796,5.74604518
103.5,5.76124777,5.75738194,5.70831381,5.98418571,5.74638425
103.6,5.76137136,5.774155,5.70799896,5.98822946,5.74681041
103.7,5.76159411,5.79101525,5.70785424,5.99224742,5.74733044
103.8,5.76192452,5.80790619,5.70789103,5.99622774,5.74795085
103.9,5.76237084,5.82477153,5.70812002,6.00015857,5.74867789
104,5.76294093,5.84155539,5.70855123,6.0040281,5.74951749
104.1,5.76364233,5.85820249,5.70919392,6.00782458,5.75047527
104.2,5.76448214,5.87465834,5.71005653,6.01153643,5.75155649
104.3,5.76546704,5.89086945,5.71114667,6.0151522,5.75276603
104.4,5.76660322,5.90678349,5.71247105,6.01866068,5.75410837
104.5,5.76789636,5.92234942,5.71403548,6.02205091,5.75558757
104.6,5.76935163,5.93751772,5.71584478,6.02531223,5.75720725
104.7,5.7709736,5.95224045,5.7179028,6.02843433,5.75897054
104.8,5.77276626,5.96647145,5.72021238,6.03140727,5.76088012
104.9,5.77473301,5.98016641,5.72277531,6.03422158,5.76293816
105,5.77687657,5.99328305,5.72559237,6.0368682,5.76514631
105.1,5.77919904,6.00578114,5.72866326,6.03933862,5.76750573
105.2,5.78170184,6.01762271,5.73198663,6.04162485,5.770017
105.3,5.7843857,6.02877203,5.73556008,6.04371949,5.77268018
105.4,5.78725066,6.03919576,5.73938014,6.04561574,5.77549479
105.5,5.79029605,6.04886303,5.74344234,6.04730747,5.77845979
105.6,5.79352051,6.05774548,5.74774115,6.0487892,5.78157359
105.7,5.79692198,6.06581733,5.75227007,6.05005619,5.78483402
105.8,5.80049766,6.07305547,5.7570216,6.0511044,5.7882384
105.9,5.80424409,6.07943948,5.76198733,6.05193057,5.79178348
106,5.80815709,6.08495169,5.76715791,6.05253222,5.79546548
106.1,5.81223183,6.08957725,5.77252315,6.05290768,5.79928009
106.2,5.81646281,6.09330413,5.77807203,6.05305611,5.80322247
106.3,5.82084385,6.0961232,5.78379276,6.05297748,5.80728731
106.4,5.82536819,6.09802824,5.78967282,6.05267265,5.81146877
106.5,5.83002846,6.09901598,5.79569904,6.05214333,5.81576058
106.6,5.83481668,6.09908613,5.80185761,6.05139211,5.82015601
106.7,5.83972437,6.09824138,5.80813421,6.05042246,5.82464789
106.8,5.8447425,6.09648748,5.81451401,6.04923874,5.82922867
106.9,5.84986159,6.0938332,5.82098175,6.0478462,5.8338904
107,5.8550717,6.09029035,5.82752184,6.04625095,5.83862482
107.1,5.86036247,6.08587384,5.83411838,6.04446,5.8434233
107.2,5.86572319,6.08060162,5.84075526,6.04248122,5.84827697
107.3,5.87114283,6.07449473,5.8474162,6.04032335,5.85317668
107.4,5.87661007,6.06757726,5.85408486,6.03799594,5.85811304
107.5,5.88211334,6.05987636,5.86074486,6.0355094,5.86307651
107.6,5.8876409,6.05142223,5.8673799,6.03287491,5.86805736
107.7,5.89318084,6.04224805,5.87397378,6.03010444,5.87304575
107.8,5.89872118,6.03239001,5.88051048,6.02721069,5.87803178
107.9,5.90424987,6.0218872,5.88697426,6.0242071,5.88300547
108,5.90975485,6.01078162,5.89334968,6.02110774,5.88795685
108.1,5.91522411,5.99911806,5.89962168,6.01792736,5.89287597
108.2,5.92064573,5.98694406,5.90577562,6.01468127,5.89775295
108.3,5.92600795,5.97430982,5.9117974,6.01138534,5.90257802
108.4,5.93129915,5.96126807,5.91767344,6.00805592,5.90734154
108.5,5.93650799,5.94787398,5.92339076,6.0047098,5.91203406
108.6,5.94162338,5.93418502,5.92893707,6.00136416,5.91664632
108.7,5.94663456,5.92026079,5.93430075,5.99803649,5.92116934
108.8,5.95153112,5.90616289,5.93947096,5.99474454,5.92559441
108.9,5.9563031,5.89195471,5.94443762,5.99150624,5.92991313
109,5.96094094,5.87770123,5.94919151,5.98833965,5.93411748
109.1,5.9654356,5.86346881,5.95372427,5.98526287,5.93819981
109.2,5.96977856,5.84932492,5.95802842,5.98229398,5.94215287
109.3,5.97396185,5.83533793,5.96209745,5.97945095,5.9459699
109.4,5.97797811,5.82157679,5.96592575,5.97675156,5.94964457
109.5,5.98182061,5.80811077,5.96950874,5.97421334,5.9531711
109.6,5.98548328,5.79500913,5.9728428,5.97185349,5.9565442
109.7,5.98896071,5.78234079,5.97592534,5.96968877,5.95975917
109.8,5.99224824,5.770174,5.97875479,5.96773544,5.96281184
109.9,5.99534192,5.758576,5.98133061,5.96600918,5.9656987
110,5.99823858,5.74761266,5.98365329,5.96452503,5.9684168
110.1,6.00093579,5.73734807,5.98572437,5.96329725,5.97096386
110.2,6.00343195,5.72784423,5.98754641,5.96233932,5.97333823
110.3,6.00572623,5.71916065,5.98912301,5.96166381,5.97553894
110.4,6.00781864,5.71135398,5.99045878,5.96128232,5.97756568
110.5,6.00970999,5.70447763,5.99155934,5.96120545,5.97941883
110.6,6.01140195,5.69858147,5.99243129,5.96144267,5.98109945
110.7,6.01289697,5.69371144,5.99308219,5.96200231,5.9826093
110.8,6.01419838,5.68990923,5.99352055,5.96289148,5.98395084
110.9,6.01531029,5.68721203,5.99375578,5.96411603,5.98512722
111,6.01623764,5.68565218,5.99379819,5.9656805,5.98614227
111.1,6.0169862,5.68525699,5.9936589,5.96758806,5.98700053
111.2,6.0175625,5.68604848,5.99334986,5.96984053,5.9877072
111.3,6.01797386,5.68804322,5.99288377,5.97243828,5.98826816
111.4,6.01822836,5.69125217,5.99227403,5.97538026,5.98868992
111.5,6.01833481,5.69568058,5.99153473,5.97866398,5.98897966
111.6,6.01830273,5.70132793,5.99068056,5.98228547,5.98914516
111.7,6.01814232,5.7081879,5.98972675,5.98623932,5.98919481
111.8,6.01786444,5.71624839,5.98868904,5.99051866,5.98913757
111.9,6.01748054,5.72549157,5.98758362,5.99511518,5.98898294
112,6.01700265,5.73589397,5.98642702,6.00001917,5.98874097
112.1,6.01644336,5.74742666,5.9852361,6.0052195,5.98842216
112.2,6.01581572,5.76005535,5.98402794,6.0107037,5.9880375
112.3,6.01513323,5.77374069,5.98281979,6.01645799,5.98759837
112.4,6.0144098,5.78843844,5.98162899,6.02246731,5.98711655
112.5,6.01365967,5.80409977,5.9804729,6.0287154,5.98660415
112.6,6.01289737,5.82067155,5.97936883,6.03518484,5.98607357
112.7,6.01213766,5.83809669,5.97833396,6.04185711,5.98553747
112.8,6.01139547,5.85631445,5.97738525,6.04871268,5.98500872
112.9,6.01068586,5.87526078,5.9765394,6.05573108,5.98450032
113,6.01002393,5.89486876,5.97581274,6.06289096,5.98402538
113.1,6.00942476,5.91506886,5.97522117,6.07017019,5.98359709
113.2,6.00890337,5.93578941,5.97478008,6.07754595,5.98322859
113.3,6.00847462,5.95695691,5.97450431,6.08499479,5.982933
113.4,6.00815319,5.97849645,5.97440801,6.09249276,5.98272331
113.5,6.00795346,6.00033204,5.97450466,6.10001549,5.98261235
113.6,6.00788947,6.02238698,5.97480694,6.10753827,5.98261271
113.7,6.00797489,6.04458422,5.9753267,6.11503615,5.98273672
113.8,6.00822287,6.06684667,5.97607488,6.12248405,5.98299636
113.9,6.00864606,6.08909755,5.97706148,6.12985685,5.98340322
114,6.00925652,6.11126066,5.97829551,6.1371295,5.98396843
114.1,6.01006562,6.13326071,5.97978492,6.14427708,5.98470265
114.2,6.01108405,6.15502357,5.98153657,6.15127495,5.98561595
114.3,6.01232172,6.17647652,5.98355622,6.1580988,5.98671781
114.4,6.0137877,6.1975485,5.98584846,6.16472475,5.98801707
114.5,6.01549022,6.21817033,5.98841672,6.17112947,5.98952186
114.6,6.01743658,6.2382749,5.99126324,6.17729025,5.99123955
114.7,6.01963311,6.2577974,5.99438904,6.18318509,5.99317675
114.8,6.02208515,6.27667544,5.99779396,6.18879277,5.99533923
114.9,6.02479702,6.29484922,6.0014766,6.19409298,5.99773192
115,6.02777198,6.3122617,6.00543437,6.19906636,6.00035884
115.1,6.03101221,6.32885872,6.0096635,6.20369457,6.00322311
115.2,6.03451877,6.34458909,6.01415903,6.20796043,6.00632691
115.3,6.03829163,6.35940474,6.01891485,6.2118479,6.00967147
115.4,6.04232963,6.3732608,6.02392375,6.21534224,6.01325702
115.5,6.04663049,6.38611566,6.02917742,6.21843002,6.01708286
115.6,6.05119082,6.39793111,6.03466651,6.22109917,6.02114725
115.7,6.0560061,6.40867235,6.04038066,6.22333912,6.02544749
115.8,6.06107072,6.41830812,6.04630857,6.22514075,6.02997991
115.9,6.06637801,6.42681073,6.05243806,6.22649654,6.03473984
116,6.07192022,6.43415609,6.05875607,6.22740055,6.03972166
116.1,6.07768859,6.44032383,6.06524882,6.2278485,6.04491881
116.2,6.08367338,6.44529732,6.07190176,6.22783779,6.05032381
116.3,6.08986389,6.44906371,6.07869975,6.22736757,6.05592829
116.4,6.09624854,6.45161398,6.08562704,6.22643871,6.06172301
116.5,6.10281486,6.45294301,6.0926674,6.22505392,6.06769793
116.6,6.10954962,6.45304961,6.09980415,6.22321769,6.07384219
116.7,6.1164388,6.45193656,6.10702028,6.22093635,6.08014421
116.8,6.12346773,6.44961065,6.1142985,6.21821807,6.0865917
116.9,6.1306211,6.44608273,6.12162132,6.21507288,6.09317175
117,6.13788306,6.44136775,6.1289711,6.21151267,6.09987084
117.1,6.14523725,6.43548477,6.1363302,6.20755118,6.10667491
117.2,6.1526669,6.42845705,6.14368096,6.20320399,6.11356943
117.3,6.16015489,6.420312,6.15100585,6.19848853,6.12053946
117.4,6.16768384,6.41108126,6.15828752,6.19342401,6.12756968
117.5,6.17523616,6.40080072,6.16550884,6.18803145,6.13464451
117.6,6.18279412,6.3895105,6.17265303,6.18233359,6.14174812
117.7,6.19033997,6.37725496,6.17970367,6.17635487,6.14886453
117.8,6.19785595,6.3640827,6.1866448,6.1701214,6.15597768
117.9,6.20532442,6.35004656,6.19346097,6.16366085,6.16307145
118,6.21272792,6.33520355,6.20013731,6.15700243,6.17012979
118.1,6.2200492,6.31961481,6.20665958,6.15017678,6.17713676
118.2,6.22727136,6.30334558,6.21301422,6.1432159,6.18407657
118.3,6.23437788,6.28646505,6.21918841,6.13615305,6.19093368
118.4,6.24135267,6.26904632,6.22517012,6.12902264,6.19769288
118.5,6.2481802,6.25116622,6.23094815,6.12186013,6.20433929
118.6,6.2548455,6.23290517,6.23651217,6.1147019,6.21085849
118.7,6.26133424,6.21434702,6.24185276,6.10758509,6.21723654
118.8,6.26763282,6.19557877,6.24696145,6.10054753,6.22346004
118.9,6.2737284,6.17669037,6.25183073,6.09362751,6.22951623
119,6.27960893,6.15777446,6.25645412,6.08686366,6.23539298
119.1,6.28526326,6.13892597,6.26082614,6.08029479,6.24107888
119.2,6.29068113,6.12024184,6.26494237,6.0739597,6.2465633
119.3,6.29585327,6.10182063,6.26879946,6.067897,6.2518364
119.4,6.30077139,6.08376203,6.27239511,6.06214495,6.25688921
119.5,6.30542823,6.06616647,6.27572813,6.05674123,6.26171366
119.6,6.30981762,6.04913459,6.2787984,6.05172276,6.26630258
119.7,6.3139345,6.0327667,6.28160691,6.04712553,6.27064982
119.8,6.31777491,6.01716227,6.28415573,6.04298435,6.27475019
119.9,6.32133607,6.00241927,6.28644799,6.03933269,6.27859956
120,6.32461637,5.98863365,6.28848793,6.03620249,6.28219482
120.1,6.32761538,5.97589865,6.29028081,6.03362393,6.28553397
120.2,6.33033386,5.96430421,6.29183295,6.03162525,6.28861608
120.3,6.33277378,5.9539363,6.2931517,6.03023259,6.29144135
120.4,6.33493833,5.9448763,6.29424537,6.02946981,6.29401107
120.5,6.33683189,5.93720037,6.29512327,6.02935828,6.29632767
120.6,6.33846006,5.93097887,6.29579563,6.02991679,6.29839471
120.7,6.3398296,5.92627573,6.29627356,6.03116134,6.30021685
120.8,6.34094846,5.92314795,6.29656906,6.03310509,6.30179989
120.9,6.34182576,5.92164508,6.29669493,6.03575816,6.30315074
121,6.34247173,5.92180876,6.29666472,6.03912758,6.30427736
121.1,6.3428977,5.92367235,6.29649273,6.04321723,6.30518884
121.2,6.3431161,5.9272606,6.29619392,6.04802771,6.30589528
121.3,6.34314037,5.93258937,6.29578385,6.05355637,6.30640781
121.4,6.34298493,5.93966545,6.29527863,6.05979723,6.30673854
121.5,6.34266515,5.94848647,6.29469488,6.066741,6.30690054
121.6,6.34219732,5.95904087,6.29404963,6.07437512,6.3069078
121.7,6.34159852,5.97130793,6.29336027,6.08268373,6.30677515
121.8,6.34088662,5.98525792,6.29264448,6.0916478,6.30651823
121.9,6.34008022,6.00085231,6.29192018,6.10124514,6.30615347
122,6.33919852,6.01804404,6.2912054,6.11145055,6.30569795
122.1,6.33826131,6.03677786,6.29051827,6.12223587,6.30516942
122.2,6.33728886,6.05699075,6.2898769,6.13357016,6.30458618
122.3,6.33630184,6.07861239,6.28929934,6.14541979,6.30396703
122.4,6.33532126,6.10156567,6.28880345,6.15774865,6.30333117
122.5,6.33436834,6.12576724,6.28840689,6.17051826,6.30269817
122.6,6.33346443,6.15112811,6.28812698,6.18368799,6.30208784
122.7,6.33263097,6.17755423,6.28798067,6.19721524,6.30152015
122.8,6.33188931,6.20494717,6.28798444,6.2110556,6.30101517
122.9,6.33126066,6.23320469,6.28815421,6.22516312,6.30059295
123,6.330766,6.26222144,6.28850532,6.23949043,6.30027346
123.1,6.33042595,6.29188955,6.28905239,6.25398904,6.30007646
123.2,6.33026068,6.32209923,6.28980933,6.26860948,6.30002142
