theta,Mie,CI0,CI3,CI3+CSU,CI3*+CSU
142.6,4.88361635,10.2028907,4.83694022,4.23687722,4.82885782
142.7,4.673763,9.98856505,4.61505153,4.2502212,4.60669806
142.8,4.45299868,9.75752316,4.38129013,4.26990488,4.37266194
142.9,4.22104476,9.50880023,4.13527647,4.29591192,4.12637102
143,3.97763644,9.24130097,3.87663294,4.32816873,3.86744923
143.1,3.72253359,8.95377767,3.6049939,4.36654563,3.59553309
143.2,3.45553552,8.64480331,3.32001985,4.41085932,3.31028604
143.3,3.17650047,8.31273826,3.02141699,4.4608762,3.0114182
143.4,2.88537166,7.95568886,2.70896425,4.51631671,2.69871378
143.5,2.58221159,7.57145506,2.38255021,4.57686025,2.37206831
143.6,2.26724695,7.15746391,2.04222313,4.64215074,2.03153923
143.7,1.94092707,6.71068391,1.68825836,4.71180244,1.67741387
143.8,1.60399894,6.22751328,1.3212481,4.78540589,1.31030001
143.9,1.25760252,5.70363228,0.942219725,4.86253385,0.931245002
144,0.903389089,5.1338051,0.552788727,4.94274703,0.541889759
144.1,0.543664438,4.51160945,0.155351972,5.02559941,0.144662826
144.2,0.181555089,3.82906089,-0.246677073,5.11064327,-0.256983785
144.3,-0.178810739,3.07608048,-0.648597657,5.19743355,-0.65830413
144.4,-0.532126464,2.23972447,-1.04413845,5.28553178,-1.05297675
144.5,-0.871769942,1.3030458,-1.42521128,5.37450939,-1.43286271
144.6,-1.18976113,0.243378462,-1.78178943,5.46395046,-1.78789164
144.7,-1.47688928,-0.970275713,-2.10203883,5.55345389,-2.10620497
144.8,-1.72309081,-2.3811601,-2.37285223,5.64263515,-2.37470501
144.9,-1.91813541,-4.04995332,-2.5808998,5.73112743,-2.58011986
145,-2.05260722,-6.0573885,-2.71417495,5.8185825,-2.71055592
145.1,-2.119055,-8.47575107,-2.76378685,5.90467111,-2.75728265
145.2,-2.11306662,-11.1394539,-2.72552648,5.98908314,-2.71627395
145.3,-2.03397303,-12.7373261,-2.60067784,6.07152742,-2.5889839
145.4,-1.88495945,-11.4550801,-2.39576602,6.15173141,-2.38206217
145.5,-1.67254706,-8.79070189,-2.12134007,6.22944067,-2.10611934
145.6,-1.40561288,-6.28749606,-1.79023445,6.3044182,-1.77398988
145.7,-1.09423343,-4.19735976,-1.41584309,6.37644368,-1.39902178
145.8,-0.748624894,-2.45814936,-1.0107861,6.44531271,-0.993763643
145.9,-0.378349594,-0.987031312,-0.586105253,6.51083592,-0.569177936
146,0.008163416,0.279506012,-0.150933613,6.57283813,-0.134322726
146.1,0.4038226,1.38681231,0.287500907,6.6311575,0.303638551
146.2,0.802880473,2.3673252,0.723682875,6.68564472,0.739242408
146.3,1.20082156,3.24468922,1.15353765,6.73616216,1.16845413
146.4,1.5941943,4.03652689,1.57414961,6.78258321,1.58838768
146.5,1.98042872,4.75625782,1.98350615,6.82479151,1.99705169
146.6,2.35766372,5.41430326,2.38028161,6.86268033,2.39313532
146.7,2.72459561,6.01889862,2.76366312,6.89615204,2.7758357
146.8,3.08035123,6.57665338,3.13321435,6.92511758,3.14472295
146.9,3.42438509,7.09294505,3.48877109,6.94949605,3.49963683
147,3.75639772,7.57220195,3.83036251,6.96921437,3.84060866
147.1,4.07627192,8.01810997,4.1581523,6.98420705,4.167803
147.2,4.38402354,8.43376625,4.47239509,6.99441599,4.48147457
147.3,4.67976382,8.82179521,4.77340444,6.99979042,4.78193641
147.4,4.9636707,9.18443741,5.06152951,7.00028696,5.06953682
147.5,5.23596726,9.52361836,5.33713814,6.9958697,5.34464255
147.6,5.49690543,9.84100259,5.60060473,6.9865105,5.60762678
147.7,5.74675391,10.1380364,5.85230163,6.97218933,5.85886061
147.8,5.98578917,10.4159822,6.09259317,6.95289474,6.09870707
147.9,6.21428886,10.675946,6.32183157,6.92862456,6.32751715
148,6.43252701,10.9189003,6.54035425,6.8993866,6.54562706
148.1,6.64077059,11.1457018,6.74848214,6.86519966,6.75335657
148.2,6.8392771,11.3571076,6.94651878,6.82609463,6.95100812
148.3,7.02829291,11.553787,7.13474983,6.78211576,7.13886636
148.4,7.20805222,11.7363323,7.3134431,6.73332224,7.3171981
148.5,7.37877636,11.9052679,7.48284866,6.67978988,7.48625252
148.6,7.54067346,12.0610572,7.64319929,6.6216131,7.64626154
148.7,7.69393835,12.2041093,7.79471089,6.55890713,7.79744028
148.8,7.83875256,12.334784,7.93758306,6.49181051,7.93998758
148.9,7.9752845,12.4533964,8.07199966,6.42048781,8.0740866
149,8.10368966,12.5602203,8.19812936,6.34513265,8.19990536
149.1,8.22411088,12.6554922,8.31612621,6.26597098,8.31759732
149.2,8.33667863,12.7394127,8.42613019,6.1832646,8.42730186
149.3,8.44151131,12.81215,8.5282677,6.0973149,8.52914484
149.4,8.53871549,12.8738406,8.62265198,6.00846675,8.62323899
149.5,8.62838625,12.9245914,8.7093836,5.91711253,8.70968439
149.6,8.71060735,12.9644805,8.78855075,5.82369606,8.78856878
149.7,8.78545149,12.9935581,8.8602296,5.72871643,8.85996787
149.8,8.85298047,13.0118471,8.92448458,5.63273144,8.92394566
149.9,8.91324533,13.0193428,8.98136853,5.53636054,8.98055459
150,8.96628647,13.0160138,9.03092291,5.44028681,9.02983573
150.1,9.01213371,13.0018008,9.07317793,5.34525779,9.07181888
150.2,9.05080627,12.9766164,9.10815251,5.25208482,9.10652259
150.3,9.0823128,12.9403443,9.13585435,5.16164026,9.13395421
150.4,9.10665123,12.8928378,9.15627984,5.07485244,9.15410973
150.5,9.1238087,12.8339187,9.16941392,4.9926978,9.16697372
150.6,9.1337613,12.7633748,9.17522988,4.91618986,9.17251911
150.7,9.13647389,12.6809581,9.17368911,4.84636492,9.17070692
150.8,9.13189971,12.5863819,9.16474077,4.78426436,9.16148592
150.9,9.11998004,12.4793172,9.14832133,4.73091377,9.14479218
151,9.10064372,12.3593887,9.12435411,4.68729937,9.12054864
151.1,9.07380661,12.2261708,9.09274866,4.65434253,9.08866442
151.2,9.03937093,12.0791809,9.05340007,4.63287342,9.04903418
151.3,8.99722453,11.9178738,9.00618815,4.62360526,9.00153726
151.4,8.94724004,11.741633,8.95097648,4.62711052,8.94603678
151.5,8.88927389,11.5497619,8.88761133,4.64380076,8.88237849
151.6,8.82316517,11.3414722,8.81592045,4.67391143,8.81038957
151.7,8.74873435,11.1158705,8.73571155,4.71749278,8.72987717
151.8,8.66578184,10.8719419,8.64677077,4.77440762,8.64062679
151.9,8.57408628,10.6085299,8.54886074,4.84433606,8.54240036
152,8.47340263,10.3243121,8.44171843,4.92678677,8.43493411
152.1,8.36346001,10.0177701,8.32505272,5.02111416,8.3179361
152.2,8.24395916,9.68715154,8.1985415,5.12653992,8.19108331
152.3,8.11456956,9.330423,8.06182846,5.24217767,8.05401844
152.4,7.97492614,8.94520952,7.91451926,5.36705904,7.90634603
152.5,7.82462546,8.52871707,7.75617715,5.50015976,7.74762811
152.6,7.66322128,8.07763144,7.58631789,5.64042455,7.57737903
152.7,7.49021942,7.5879843,7.40440376,5.78678969,7.39505951
152.8,7.30507183,7.05497317,7.20983657,5.93820273,7.20006962
152.9,7.10716957,6.47271478,7.00194947,6.09363892,6.99174047
153,6.89583463,5.83390006,6.77999715,6.25211423,6.76932446
153.1,6.67031027,5.12930002,6.54314427,6.41269508,6.53198364
153.2,6.42974952,4.34703854,6.29045159,6.57450515,6.27877568
153.3,6.17320156,3.4714878,6.02085919,6.73672943,6.00863717
153.4,5.89959534,2.48152761,5.73316623,6.89861608,5.72036311
153.5,5.60771983,1.3476806,5.42600613,7.05947646,5.41258206
153.6,5.29620008,0.02714855,5.09781604,7.21868373,5.08372543
153.7,4.96346802,-1.54532501,4.74679888,7.37567035,4.73198925
153.8,4.60772648,-3.47546273,4.37087576,7.52992488,4.35528638
153.9,4.22690461,-5.94710342,3.96762567,7.68098824,3.95118577
154,3.81860231,-9.29466452,3.53420816,7.82844968,3.51683469
154.1,3.38002015,-13.8798827,3.06726308,7.9719427,3.04885779
154.2,2.90787059,-15.9389777,2.56277876,8.11114091,2.54322434
154.3,2.39826437,-11.4078852,2.01591594,8.24575402,1.995071
154.4,1.84656438,-7.39506569,1.42076918,8.37552408,1.39846135
154.5,1.24719649,-4.49164013,0.770037174,8.50022183,0.74605375
154.6,0.593404515,-2.2739416,0.054558577,8.61964334,0.02863351
154.7,-0.123065347,-0.493210156,-0.737355705,8.73360692,-0.765560195
154.8,-0.912362167,0.989024341,-1.62090487,8.84195031,-1.65182452
154.9,-1.78700237,2.25528903,-2.61627646,8.94452801,-2.65048248
155,-2.76234054,3.35815859,-3.75091372,9.04120901,-3.78916525
155.1,-3.85674784,4.33300678,-5.06301453,9.13187465,-5.10632432
155.2,-5.09054756,5.20470308,-6.60672018,9.21641667,-6.65639896
155.3,-6.48075388,5.99136585,-8.45812799,9.29473558,-8.51560161
155.4,-8.02275236,6.70658683,-10.7108619,9.36673912,-10.7761557
155.5,-9.63541754,7.3608134,-13.3813779,9.43234087,-13.4445383
155.6,-11.0358674,7.9622426,-15.8141537,9.49145911,-15.8249826
155.7,-11.6554725,8.51741927,-15.7889664,9.54401577,-15.7036848
155.8,-11.0868057,9.03164821,-13.2935189,9.58993548,-13.192782
155.9,-9.66890646,9.5092855,-10.5519705,9.62914481,-10.4708173
156,-7.98853623,9.95394895,-8.22738743,9.66157162,-8.16415738
156.1,-6.36042108,10.3686732,-6.30459275,9.68714444,-6.25423939
156.2,-4.88042878,10.7560259,-4.68994731,9.70579209,-4.6487904
156.3,-3.55790286,11.1181964,-3.307206,9.71744331,-3.27281629
156.4,-2.37692089,11.4570639,-2.10210653,9.72202656,-2.0728632
156.5,-1.31712815,11.7742509,-1.03636437,9.71946987,-1.01115199
156.6,-0.359835119,12.0711655,-0.082474059,9.70970092,-0.060499513
156.7,0.510658973,12.3490349,0.779798205,9.69264718,0.799115977
156.8,1.30717359,12.6089327,1.56568761,9.66823621,1.58278562
156.9,2.04010612,12.8518008,2.28691248,9.63639618,2.302127
157,2.71790967,13.0784675,2.95265884,9.59705656,2.96625383
157.1,3.34749989,13.2896625,3.57024959,9.55014909,3.58243585
157.2,3.93457926,13.4860288,4.14560962,9.49560896,4.15655809
157.3,4.48388919,13.6681334,4.68359606,9.4333764,4.69344725
157.4,4.99940464,13.8364755,5.18823741,9.36339864,5.19710817
157.5,5.48448451,13.9914936,5.66290981,9.28563231,5.67089839
157.6,5.9419884,14.1335721,6.11046912,9.20004648,6.11765891
157.7,6.37436781,14.2630455,6.53335136,9.1066263,6.53981374
157.8,6.78373805,14.3802033,6.93365008,9.0053775,6.93944668
157.9,7.17193524,14.4852932,7.31317683,8.89633176,7.3183612
158,7.540562,14.5785242,7.67350878,8.77955336,7.67812776
158.1,7.8910242,14.6600688,8.01602671,8.65514698,8.02012154
158.2,8.22456093,14.7300652,8.34194562,8.52326717,8.34555279
158.3,8.5422689,14.7886189,8.65233955,8.38412962,8.65549153
158.4,8.84512266,14.8358034,8.94816188,8.23802437,8.9508877
158.5,9.13399126,14.8716616,9.23026214,8.08533147,9.23258784
158.6,9.40965219,14.8962057,9.49939983,7.92653899,9.50134889
158.7,9.67280309,14.9094181,9.75625611,7.76226387,9.75784979
158.8,9.92407158,14.9112504,10.0014435,7.59327524,10.0027011
158.9,10.1640236,14.9016237,10.2355143,7.4205203,10.2364534
159,10.3931706,14.8804273,10.4589673,7.24515203,10.4596039
159.1,10.6119754,14.8475179,10.6722539,7.06855762,10.6726028
159.2,10.8208577,14.8027179,10.8757834,6.89238596,10.875858
159.3,11.0201983,14.7458135,11.069927,6.7185715,11.0697399
159.4,11.2103432,14.6765526,11.2550222,6.54935066,11.2545847
159.5,11.3916067,14.5946417,11.4313752,6.38726625,11.430698
159.6,11.5642747,14.4997427,11.5992647,6.23515376,11.5983577
159.7,11.7286068,14.391469,11.7589439,6.09610364,11.757816
159.8,11.8848388,14.2693802,11.9106424,5.97339353,11.9093022
159.9,12.0331847,14.1329771,12.0545687,5.87038651,12.0530241
160,12.1738381,13.9816945,12.1909114,5.79039546,12.1891698
160.1,12.3069738,13.8148938,12.3198409,5.73651846,12.3179091
160.2,12.4327494,13.6318531,12.4415105,5.71145766,12.4393947
160.3,12.5513058,13.4317566,12.5560573,5.71733976,12.5537635
160.4,12.6627689,13.2136809,12.6636037,5.75556077,12.6611374
160.5,12.7672498,12.9765795,12.7642577,5.82667727,12.7616241
160.6,12.864846,12.7192635,12.858114,5.93036144,12.8553178
160.7,12.9556416,12.440379,12.945254,6.06542711,12.9422997
160.8,13.0397084,12.1383789,13.0257472,6.2299226,13.0226388
160.9,13.1171056,11.8114893,13.0996508,6.42127545,13.0963921
161,13.1878809,11.4576685,13.1670104,6.63646765,13.163605
161.1,13.2520701,11.0745557,13.2278603,6.87221836,13.2243113
161.2,13.3096978,10.6594094,13.2822236,7.12515434,13.278534
161.3,13.3607771,10.2090306,13.3301122,7.3919542,13.3262846
161.4,13.4053099,9.71966874,13.371527,7.66945935,13.3675637
161.5,13.4432871,9.18690803,13.4064577,7.95475062,13.4023609
161.6,13.4746878,8.60553149,13.4348831,8.24519355,13.4306544
161.7,13.4994797,7.96936703,13.4567701,8.53845783,13.4524113
161.8,13.5176188,7.2711305,13.4720746,8.83251713,13.4675869
161.9,13.5290488,6.50231231,13.4807401,9.12563533,13.4761244
162,13.5337009,5.65322884,13.4826979,9.41634418,13.477955
162.1,13.5314933,4.7135417,13.4778666,9.70341645,13.4729968
162.2,13.5223303,3.67398831,13.4661511,9.98583739,13.4611545
162.3,13.5061021,2.53111512,13.4474424,10.2627767,13.4423188
162.4,13.4826835,1.29911445,13.4216164,10.5335618,13.4163653
162.5,13.4519333,0.036649169,13.3885335,10.797654,13.3831539
162.6,13.4136929,-1.10479659,13.3480367,11.0546266,13.3425274
162.7,13.3677853,-1.84453492,13.2999514,11.304146,13.2943105
162.8,13.3140133,-1.88290113,13.2440832,11.5459555,13.2383086
162.9,13.2521583,-1.18236394,13.1802167,11.7798613,13.1743058
163,13.1819781,-0.011598886,13.1081135,12.0057202,13.1020631
163.1,13.1032048,1.32782301,13.0275104,12.2234299,13.0213169
163.2,13.0155422,2.65855291,12.9381168,12.4329206,12.9317758
163.3,12.9186632,3.90734227,12.8396121,12.6341475,12.8331185
163.4,12.8122061,5.05368788,12.7316425,12.8270853,12.7249906
163.5,12.6957714,6.09871672,12.6138176,13.011723,12.6070007
163.6,12.5689165,7.05102915,12.485706,13.1880597,12.4787166
163.7,12.4311517,7.92094276,12.3468311,13.3561015,12.3396604
163.8,12.281933,8.71834062,12.1966649,13.5158581,12.1893031
163.9,12.1206562,9.45198503,12.0346222,13.6673409,12.027058
164,11.9466481,10.1294035,11.8600529,13.8105606,11.8522734
164.1,11.7591568,10.7569816,11.6722333,13.9455255,11.6642236
164.2,11.5573406,11.3401167,11.4703556,14.0722402,11.4620989
164.3,11.3402538,11.8833741,11.2535165,14.1907041,11.2449933
164.4,11.1068305,12.390627,11.020702,14.3009104,11.0118898
164.5,10.8558646,12.865175,10.770771,14.4028452,10.7616439
164.6,10.5859858,13.3098421,10.5024346,14.4964864,10.4929624
164.7,10.2956297,13.7270562,10.2142314,14.581803,10.2043788
164.8,9.98300163,14.1189143,9.90449869,14.6587541,9.89422418
164.9,9.64603087,14.4872349,9.57133585,14.7272885,9.56059041
165,9.28231404,14.8336016,9.21256177,14.7873438,9.20128692
165.1,8.88904289,15.1593975,8.82566198,14.8388453,8.81378752
165.2,8.46291241,15.4658348,8.40772511,14.8817059,8.39516596
165.3,8.00000217,15.7539781,7.95536612,14.9158247,7.94201818
165.4,7.49562199,16.0247643,7.46463516,14.9410864,7.45036967
165.5,6.94410933,16.279019,6.93091216,14.9573607,6.91556803
165.6,6.33856123,16.5174699,6.34879208,14.9645007,6.33216524
165.7,5.67047869,16.7407585,5.71197664,14.9623425,5.69380518
165.8,4.92929686,16.9494497,5.0132138,14.9507039,4.99315719
165.9,4.10177823,17.1440397,4.24438504,14.9293831,4.22199532
166,3.17128078,17.3249627,3.39697459,14.8981578,3.3716579
166.1,2.11705377,17.492597,2.46346257,14.8567835,2.4344333
166.2,0.914207499,17.6472693,1.44087524,14.8049927,1.4071207
166.3,-0.463321427,17.7892589,0.339173246,14.7424929,0.29949752
166.4,-2.02887808,17.9188012,-0.800486049,14.6689656,-0.847131829
166.5,-3.73305798,18.0360902,-1.87237322,14.5840646,-1.92582385
166.6,-5.32021235,18.1412805,-2.6709586,14.487415,-2.72777047
166.7,-6.1384473,18.2344894,-2.92917025,14.3786116,-2.98168702
166.8,-5.56888101,18.3157979,-2.50723462,14.2572183,-2.5479823
166.9,-3.96319774,18.3852516,-1.5373301,14.1227678,-1.56457318
167,-2.06838905,18.4428611,-0.28605737,13.9747617,-0.302632015
167.1,-0.26047029,18.4886023,1.03786798,13.8126722,1.02835497
167.2,1.36459838,18.5224159,2.32605201,13.6359452,2.32088732
167.3,2.80789354,18.5442065,3.53593118,13.4440059,3.53337889
167.4,4.0937927,18.5538422,4.65694013,13.2362684,4.65594376
167.5,5.24822091,18.5511524,5.6918368,13.0121495,5.69175772
167.6,6.29341152,18.5359264,6.64809506,12.7710911,6.64854365
167.7,7.2473433,18.5079105,7.53425405,12.5125918,7.53498927
167.8,8.12433581,18.4668055,8.35848141,12.2362544,8.35935218
167.9,8.93580213,18.4122627,9.1280857,11.9418538,9.12899638
168,9.69090247,18.3438799,9.84942177,11.6294346,9.85031154
168.1,10.397058,18.2611964,10.5279486,11.2994487,10.5287789
168.2,11.0603418,18.1636867,11.1683371,10.9529483,11.1690838
168.3,11.6857735,18.0507538,11.7745847,10.591851,11.7752331
168.4,12.2775417,17.9217206,12.3501216,10.2192944,12.3506632
168.5,12.8391727,17.7758207,12.8979019,9.84009412,12.8983325
168.6,13.3736604,17.6121863,13.4204814,9.46129752,13.4207995
168.7,13.8835661,17.4298354,13.9200813,9.09278491,13.9202871
168.8,14.3710965,17.2276558,14.3986409,8.74778683,14.3987361
168.9,14.8381656,17.0043866,14.857862,8.44306515,14.8578487
169,15.2864436,16.7585969,15.2992437,8.19837724,15.2991247
169.1,15.7173959,16.4886603,15.7241131,8.03481751,15.7238914
169.2,16.1323152,16.1927264,16.1336495,7.97188426,16.1333282
169.3,16.5323473,15.8686878,16.5289052,8.02374782,16.5284874
169.4,16.9185124,15.5141436,16.9108223,8.19594611,16.9103112
169.5,17.2917225,15.1263619,17.2802479,8.48396424,17.2796464
169.6,17.6527962,14.7022433,17.6379456,8.8744082,17.6372565
169.7,18.0024712,14.2382954,17.984606,9.34818255,17.9838323
169.8,18.3414141,13.730635,18.3208562,9.88424504,18.3200003
169.9,18.6702295,13.175051,18.6472662,10.4626538,18.6463307
170,18.9894673,12.5671954,18.9643565,11.0663535,18.9633437
170.1,19.299629,11.9030322,19.272603,11.6818062,19.2715151
170.2,19.6011736,11.1797949,19.572442,12.298863,19.5712811
170.3,19.8945217,10.3979306,19.8642747,12.9102669,19.8630426
170.4,20.1800599,9.56488264,20.1484703,13.5110521,20.147169
170.5,20.4581444,8.70203547,20.4253697,14.0979823,20.4240008
170.6,20.729104,7.85605123,20.6952881,14.6690832,20.6938533
170.7,20.9932427,7.1127158,20.9585177,15.2232769,20.9570183
170.8,21.2508425,6.60060162,21.2153293,15.7601097,21.2137669
170.9,21.502165,6.45756233,21.4659751,16.2795522,21.4643509
171,21.7474536,6.75365725,21.7106897,16.7818572,21.7090049
171.1,21.986935,7.43834021,21.9496919,17.2674587,21.9479477
171.2,22.2208209,8.37945841,22.1831861,17.7369013,22.1813835
171.3,22.4493088,9.44301273,22.4113634,18.1907915,22.4095036
171.4,22.6725838,10.5354505,22.634403,18.629764,22.6324868
171.5,22.8908191,11.604329,22.8524728,19.0544597,22.8505011
171.6,23.1041776,12.6248754,23.0657303,19.4655101,23.063704
171.7,23.3128118,13.5878991,23.2743239,19.8635282,23.2722437
171.8,23.5168656,14.4921456,23.4783929,20.2491024,23.4762597
171.9,23.7164742,15.3400694,23.6780688,20.6227931,23.6758832
172,23.9117652,16.1356448,23.8734755,20.9851312,23.8712382
172.1,24.1028589,16.88328,24.06473,21.3366178,24.0624417
172.2,24.2898689,17.5873016,24.2519427,21.6777245,24.249604
172.3,24.4729028,18.2517318,24.4352183,22.0088943,24.4328297
172.4,24.6520622,18.8802085,24.6146557,22.3305427,24.6122178
172.5,24.8274435,19.4759764,24.7903486,22.6430595,24.787862
172.6,24.9991378,20.0419093,24.9623859,22.94681,24.9598511
172.7,25.1672319,20.5805451,25.1308519,23.2421363,25.1282694
172.8,25.3318079,21.0941245,25.2958267,23.5293593,25.2931971
172.9,25.4929439,21.5846275,25.4573864,23.8087797,25.4547101
173,25.6507141,22.0538076,25.6156034,24.0806796,25.6128809
173.1,25.8051893,22.5032211,25.7705465,24.3453238,25.7677782
173.2,25.9564367,22.9342534,25.9222812,24.6029608,25.9194676
173.3,26.1045202,23.3481413,26.0708699,24.8538241,26.0680115
173.4,26.2495011,23.7459926,26.2163722,25.0981334,26.2134693
173.5,26.3914374,24.128802,26.3588448,25.3360953,26.355898
173.6,26.5303847,24.4974657,26.4983418,25.5679043,26.4953515
173.7,26.6663961,24.8527933,26.634915,25.7937438,26.6318817
173.8,26.7995222,25.1955182,26.7686137,26.0137866,26.7655377
173.9,26.9298114,25.5263067,26.8994851,26.228196,26.8963669
174,27.05731,25.8457655,27.0275743,26.4371258,27.0244143
174.1,27.1820621,26.1544486,27.1529243,26.6407219,27.149723
174.2,27.3041101,26.452863,27.2755764,26.8391217,27.2723343
174.3,27.4234945,26.7414735,27.3955701,27.0324556,27.3922877
174.4,27.540254,27.0207075,27.5129432,27.220847,27.5096208
174.5,27.6544259,27.2909586,27.6277319,27.4044127,27.62437
174.6,27.7660457,27.5525898,27.7399707,27.5832637,27.7365699
174.7,27.8751473,27.8059371,27.849693,27.757505,27.8462537
174.8,27.9817636,28.0513112,27.9569305,27.9272364,27.9534532
174.9,28.0859259,28.2890007,28.0617137,28.0925527,28.0581989
175,28.187664,28.5192735,28.1640719,28.253544,28.1605201
175.1,28.287007,28.7423789,28.2640331,28.4102959,28.2604448
175.2,28.3839823,28.9585493,28.3616243,28.5628898,28.358
175.3,28.4786164,29.1680013,28.4568711,28.7114031,28.4532114
175.4,28.5709349,29.3709375,28.5497984,28.8559096,28.5461038
175.5,28.660962,29.5675472,28.6404298,28.9964795,28.6367009
175.6,28.7487212,29.7580076,28.7287882,29.1331796,28.7250256
175.7,28.8342349,29.9424851,28.8148955,29.2660738,28.8110996
175.8,28.9175247,30.1211354,28.8987725,29.3952225,28.894944
175.9,28.9986112,30.2941049,28.9804393,29.5206838,28.9765788
176,29.0775143,30.4615311,29.0599154,29.6425128,29.0560234
176.1,29.1542531,30.6235434,29.1372191,29.760762,29.1332963
176.2,29.2288457,30.7802636,29.2123682,29.8754817,29.2084153
176.3,29.3013097,30.9318062,29.2853798,29.9867197,29.2813974
176.4,29.3716619,31.0782793,29.3562702,30.0945215,29.3522588
176.5,29.4399183,31.2197847,29.425055,30.1989307,29.4210153
176.6,29.5060944,31.3564184,29.4917492,30.2999888,29.4876819
176.7,29.5702049,31.488271,29.5563671,30.3977352,29.552273
176.8,29.6322641,31.6154279,29.6189225,30.4922077,29.6148022
176.9,29.6922854,31.7379698,29.6794286,30.5834421,29.6752827
177,29.7502818,31.8559729,29.737898,30.6714728,29.7337273
177.1,29.8062658,31.969509,29.7943426,30.7563322,29.7901478
177.2,29.860249,32.078646,29.848774,30.8380514,29.8445558
177.3,29.9122429,32.1834478,29.9012032,30.91666,29.8969623
177.4,29.9622583,32.2839749,29.9516406,30.9921858,29.9473778
177.5,30.0103054,32.3802842,30.0000962,31.0646556,29.9958122
177.6,30.0563939,32.4724294,30.0465795,31.1340948,30.0422751
177.7,30.1005334,32.5604611,30.0910996,31.2005272,30.0867756
177.8,30.1427325,32.6444269,30.1336651,31.2639755,30.1293221
177.9,30.1829996,32.7243716,30.174284,31.3244614,30.169923
178,30.2213429,32.8003373,30.2129642,31.3820051,30.2085858
178.1,30.2577696,32.8723634,30.2497128,31.4366257,30.245318
178.2,30.2922871,32.9404869,30.2845369,31.4883412,30.2801264
178.3,30.3249018,33.0047424,30.3174429,31.5371687,30.3130175
178.4,30.3556202,33.0651621,30.3484368,31.5831241,30.3439973
178.5,30.3844481,33.1217761,30.3775244,31.626222,30.3730717
178.6,30.4113909,33.1746122,30.404711,31.6664765,30.4002458
178.7,30.4364539,33.2236962,30.4300015,31.7039003,30.4255248
178.8,30.4596417,33.2690519,30.4534006,31.7385053,30.4489131
178.9,30.4809586,33.310701,30.4749124,31.7703024,30.470415
179,30.5004087,33.3486634,30.4945409,31.7993016,30.4900344
179.1,30.5179956,33.3829571,30.5122894,31.8255119,30.5077748
179.2,30.5337226,33.4135983,30.5281613,31.8489416,30.5236393
179.3,30.5475925,33.4406012,30.5421593,31.8695979,30.5376308
179.4,30.5596079,33.4639785,30.5542859,31.8874872,30.5497518
179.5,30.5697711,33.4837411,30.5645433,31.902615,30.5600044
179.6,30.5780838,33.4998981,30.5729332,31.914986,30.5683904
179.7,30.5845478,33.5124569,30.5794572,31.9246039,30.5749113
179.8,30.589164,33.5214234,30.5841163,31.9314718,30.5795683
179.9,30.5919334,33.5268017,30.5869115,31.9355917,30.5823621
180,30.5928565,33.5285941,30.5878431,31.9369648,30.5832934

