theta,Mie,CI0,CI3,CI3+CSU,CI3*+CSU
0,5.08760787,10.5181637,5.12395641,5.54325753,5.14059133
0.1,5.08757471,10.5158405,5.12392056,5.54326518,5.14054867
0.2,5.08747524,10.5088713,5.12381303,5.54328813,5.14042073
0.3,5.08730956,10.4972574,5.12363391,5.54332638,5.14020763
0.4,5.08707782,10.4810009,5.12338335,5.54337989,5.13990955
0.5,5.08678022,10.460105,5.12306154,5.54344865,5.13952678
0.6,5.08641703,10.434574,5.12266874,5.54353262,5.13905965
0.7,5.08598858,10.404413,5.12220526,5.54363175,5.13850859
0.8,5.08549524,10.369629,5.12167148,5.543746,5.1378741
0.9,5.08493748,10.33023,5.12106781,5.54387531,5.13715675
1,5.08431578,10.286226,5.12039474,5.5440196,5.13635721
1.1,5.0836307,10.237629,5.11965282,5.54417882,5.13547619
1.2,5.08288287,10.1844531,5.11884262,5.54435288,5.13451449
1.3,5.08207296,10.1267152,5.11796481,5.54454168,5.133473
1.4,5.08120169,10.0644351,5.11702009,5.54474514,5.13235266
1.5,5.08026985,9.99763598,5.11600921,5.54496315,5.13115448
1.6,5.07927829,9.926345,5.114933,5.54519559,5.12987957
1.7,5.0782279,9.85059367,5.11379232,5.54544236,5.12852908
1.8,5.07711964,9.77041854,5.11258809,5.54570333,5.12710425
1.9,5.0759545,9.68586183,5.11132129,5.54597836,5.12560639
2,5.07473355,9.59697217,5.10999294,5.54626731,5.12403686
2.1,5.0734579,9.50380539,5.10860413,5.54657004,5.1223971
2.2,5.07212871,9.40642541,5.107156,5.5468864,5.12068861
2.3,5.0707472,9.30490522,5.10564971,5.54721622,5.11891297
2.4,5.06931461,9.1993279,5.10408652,5.54755933,5.11707181
2.5,5.06783228,9.08978779,5.1024677,5.54791557,5.11516682
2.6,5.06630155,8.97639173,5.10079458,5.54828474,5.11319975
2.7,5.06472383,8.85926038,5.09906855,5.54866668,5.11117243
2.8,5.06310058,8.73852964,5.09729105,5.54906117,5.10908673
2.9,5.06143329,8.61435215,5.09546354,5.54946801,5.10694457
3,5.0597235,8.48689891,5.09358756,5.54988702,5.10474795
3.1,5.0579728,8.35636089,5.09166467,5.55031796,5.10249889
3.2,5.05618281,8.22295072,5.08969648,5.55076062,5.1001995
3.3,5.0543552,8.08690446,5.08768467,5.55121479,5.09785192
3.4,5.05249167,7.94848323,5.08563093,5.55168022,5.09545833
3.5,5.05059396,7.80797492,5.083537,5.55215668,5.09302097
3.6,5.04866386,7.66569566,5.08140467,5.55264392,5.09054212
3.7,5.04670316,7.52199125,5.07923577,5.55314172,5.08802411
3.8,5.04471373,7.3772382,5.07703216,5.5536498,5.0854693
3.9,5.04269744,7.23184453,5.07479574,5.55416792,5.08288009
4,5.04065619,7.0862501,5.07252846,5.5546958,5.08025893
4.1,5.03859193,6.94092633,5.07023229,5.55523319,5.07760829
4.2,5.03650662,6.79637528,5.06790924,5.55577981,5.07493069
4.3,5.03440225,6.65312797,5.06556135,5.55633539,5.07222865
4.4,5.03228084,6.51174166,5.0631907,5.55689964,5.06950474
4.5,5.03014442,6.37279615,5.06079939,5.55747228,5.06676157
4.6,5.02799504,6.236889,5.05838956,5.55805302,5.06400174
4.7,5.0258348,6.10462942,5.05596338,5.55864156,5.06122789
4.8,5.02366577,5.97663112,5.05352302,5.55923761,5.05844268
4.9,5.02149007,5.85350382,5.0510707,5.55984088,5.05564877
5,5.01930982,5.73584386,5.04860866,5.56045104,5.05284887
5.1,5.01712715,5.62422387,5.04613916,5.56106781,5.05004566
5.2,5.01494421,5.51918187,5.04366448,5.56169085,5.04724185
5.3,5.01276314,5.42121011,5.0411869,5.56231988,5.04444016
5.4,5.0105861,5.33074407,5.03870875,5.56295455,5.0416433
5.5,5.00841524,5.24815212,5.03623235,5.56359457,5.03885399
5.6,5.00625274,5.17372619,5.03376003,5.5642396,5.03607494
5.7,5.00410073,5.107674,5.03129415,5.56488933,5.03330887
5.8,5.00196139,5.05011324,5.02883707,5.56554342,5.03055848
5.9,4.99983686,5.00106799,5.02639115,5.56620154,5.02782647
6,4.99772929,4.96046751,5.02395876,5.56686338,5.02511551
6.1,4.9956408,4.9281476,5.02154228,5.5675286,5.02242828
6.2,4.99357353,4.90385442,5.01914407,5.56819686,5.01976743
6.3,4.99152958,4.88725038,5.01676651,5.56886784,5.01713558
6.4,4.98951104,4.87792211,5.01441197,5.56954119,5.01453534
6.5,4.98751999,4.87538981,5.01208281,5.57021659,5.01196929
6.6,4.98555848,4.87911768,5.00978137,5.57089369,5.00943998
6.7,4.98362855,4.88852494,5.00751001,5.57157216,5.00694993
6.8,4.98173219,4.90299699,5.00527104,5.57225167,5.00450162
6.9,4.97987139,4.92189621,5.00306679,5.57293188,5.00209749
7,4.97804811,4.94457228,5.00089954,5.57361244,4.99973996
7.1,4.97626424,4.97037155,4.99877156,5.57429303,4.99743139
7.2,4.97452169,4.99864532,4.99668512,5.57497331,4.9951741
7.3,4.97282229,5.02875705,4.99464243,5.57565293,4.99297036
7.4,4.97116786,5.06008831,4.99264568,5.57633158,4.99082239
7.5,4.96956017,5.09204355,4.99069705,5.57700891,4.98873235
7.6,4.96800093,5.12405378,4.98879865,5.57768459,4.98670236
7.7,4.96649184,5.15557921,4.98695259,5.57835829,4.98473447
7.8,4.96503452,5.18611101,4.98516092,5.57902968,4.98283067
7.9,4.96363056,5.21517224,4.98342565,5.57969843,4.9809929
8,4.96228149,5.24231821,4.98174875,5.58036421,4.97922301
8.1,4.9609888,5.26713619,4.98013215,5.58102671,4.9775228
8.2,4.9597539,5.28924488,4.9785777,5.58168559,4.975894
8.3,4.95857815,5.3082934,4.97708724,5.58234055,4.97433825
8.4,4.95746288,5.32396021,4.97566253,5.58299125,4.97285715
8.5,4.95640933,5.33595178,4.97430526,5.58363739,4.97145217
8.6,4.95541867,5.34400135,4.97301709,5.58427865,4.97012476
8.7,4.95449202,5.34786751,4.9717996,5.58491473,4.96887626
8.8,4.95363045,5.34733302,4.9706543,5.58554531,4.96770791
8.9,4.95283492,5.34220358,4.96958265,5.5861701,4.9666209
9,4.95210636,5.3323068,4.96858601,5.58678879,4.96561632
9.1,4.9514456,5.31749132,4.9676657,5.58740109,4.96469516
9.2,4.95085341,5.29762614,4.96682294,5.5880067,4.96385834
9.3,4.9503305,5.27260006,4.96605889,5.58860533,4.96310669
9.4,4.94987748,5.24232152,4.96537461,5.58919671,4.96244092
9.5,4.94949488,5.20671855,4.96477109,5.58978054,4.96186168
9.6,4.94918318,5.16573904,4.96424925,5.59035655,4.96136951
9.7,4.94894276,5.11935137,4.96380988,5.59092447,4.96096486
9.8,4.94877393,5.06754522,4.96345373,5.59148402,4.96064807
9.9,4.94867691,5.0103329,4.96318142,5.59203495,4.9604194
10,4.94865184,4.94775091,4.96299352,5.59257698,4.96027901
10.1,4.94869878,4.87986195,4.96289046,5.59310988,4.96022695
10.2,4.94881771,4.80675735,4.9628726,5.59363337,4.96026319
10.3,4.94900853,4.72855999,4.96294022,5.59414723,4.96038757
10.4,4.94927104,4.64542757,4.96309345,5.5946512,4.96059987
10.5,4.94960497,4.55755651,4.96333238,5.59514505,4.96089973
10.6,4.95000996,4.46518626,4.96365695,5.59562855,4.96128673
10.7,4.95048556,4.36860409,4.96406704,5.59610147,4.96176033
10.8,4.95103125,4.26815041,4.96456238,5.59656359,4.96231988
10.9,4.95164641,4.16422436,4.96514265,5.59701469,4.96296465
11,4.95233035,4.05728986,4.96580739,5.59745457,4.9636938
11.1,4.95308229,3.94788167,4.96655604,5.59788302,4.96450641
11.2,4.95390136,3.83661148,4.96738795,5.59829983,4.96540143
11.3,4.95478661,3.7241736,4.96830236,5.59870482,4.96637776
11.4,4.95573702,3.61135001,4.96929839,5.59909779,4.96743416
11.5,4.95675147,3.49901407,4.97037508,5.59947856,4.96856932
11.6,4.95782877,3.3881326,4.97153134,5.59984696,4.96978183
11.7,4.95896766,3.27976543,4.97276601,5.60020281,4.9710702
11.8,4.96016678,3.17506169,4.97407779,5.60054594,4.97243283
11.9,4.9614247,3.07525228,4.9754653,5.6008762,4.97386804
12,4.96273993,2.98163739,4.97692706,5.60119343,4.97537408
12.1,4.96411089,2.89556884,4.97846149,5.60149748,4.97694909
12.2,4.96553592,2.81842657,4.98006689,5.60178822,4.97859114
12.3,4.96701331,2.75158946,4.98174148,5.60206549,4.98029822
12.4,4.96854127,2.6964009,4.9834834,5.60232918,4.98206822
12.5,4.97011794,2.65413022,4.98529066,5.60257916,4.983899
12.6,4.9717414,2.62593176,4.98716121,5.60281532,4.98578829
12.7,4.97340966,2.61280391,4.98909289,5.60303752,4.98773379
12.8,4.97512068,2.61555083,4.99108346,5.60324569,4.9897331
12.9,4.97687234,2.63474976,4.99313059,5.6034397,4.99178379
13,4.97866249,2.67072668,4.99523189,5.60361948,4.99388332
13.1,4.9804889,2.72354236,4.99738485,5.60378493,4.99602913
13.2,4.98234932,2.79299024,4.99958691,5.60393597,4.99821859
13.3,4.98424141,2.87860609,5.00183544,5.60407253,5.00044899
13.4,4.98616283,2.97968884,5.00412772,5.60419454,5.00271759
13.5,4.98811114,3.09533046,5.00646096,5.60430194,5.00502161
13.6,4.99008392,3.22445254,5.00883234,5.60439468,5.0073582
13.7,4.99207867,3.36584655,5.01123893,5.6044727,5.00972449
13.8,4.99409287,3.51821504,5.01367778,5.60453596,5.01211755
13.9,4.99612396,3.68021123,5.01614586,5.60458443,5.01453443
14,4.99816936,3.85047504,5.01864011,5.60461809,5.01697212
14.1,5.00022647,4.02766416,5.02115742,5.6046369,5.01942763
14.2,5.00229265,4.21047956,5.02369461,5.60464085,5.0218979
14.3,5.00436525,4.39768517,5.02624851,5.60462994,5.02437986
14.4,5.0064416,4.58812203,5.02881586,5.60460416,5.02687042
14.5,5.00851903,4.78071746,5.03139342,5.60456352,5.0293665
14.6,5.01059484,4.97448991,5.03397789,5.60450803,5.03186496
14.7,5.01266634,5.16855038,5.03656596,5.60443771,5.03436271
14.8,5.01473083,5.36210103,5.0391543,5.60435258,5.0368566
14.9,5.01678562,5.5544318,5.04173958,5.60425268,5.03934351
15,5.018828,5.74491563,5.04431843,5.60413805,5.04182033
15.1,5.0208553,5.93300272,5.04688751,5.60400873,5.04428394
15.2,5.02286484,6.11821439,5.04944345,5.60386479,5.04673123
15.3,5.02485396,6.30013661,5.05198291,5.60370627,5.04915913
15.4,5.02682002,6.47841378,5.05450254,5.60353326,5.05156454
15.5,5.02876039,6.65274257,5.05699902,5.60334582,5.05394444
15.6,5.03067247,6.82286614,5.05946903,5.60314404,5.05629579
15.7,5.03255371,6.98856883,5.06190928,5.60292802,5.05861561
15.8,5.03440156,7.14967118,5.06431652,5.60269784,5.06090092
15.9,5.03621352,7.30602547,5.06668752,5.60245362,5.06314882
16,5.03798713,7.45751164,5.06901907,5.60219547,5.06535641
16.1,5.03971996,7.60403371,5.07130803,5.60192351,5.06752085
16.2,5.04140964,7.74551649,5.07355128,5.60163787,5.06963936
16.3,5.04305384,7.88190278,5.07574577,5.60133869,5.07170919
16.4,5.04465029,8.01315078,5.07788849,5.60102611,5.07372766
16.5,5.04619675,8.13923191,5.07997649,5.60070028,5.07569213
16.6,5.04769107,8.26012882,5.08200689,5.60036137,5.07760005
16.7,5.04913114,8.37583371,5.08397686,5.60000955,5.0794489
16.8,5.05051492,8.48634684,5.08588365,5.59964498,5.08123626
16.9,5.05184044,8.59167519,5.08772459,5.59926787,5.08295976
17,5.05310579,8.69183139,5.08949708,5.59887839,5.08461712
17.1,5.05430915,8.7868327,5.0911986,5.59847676,5.08620611
17.2,5.05544875,8.87670015,5.09282672,5.59806318,5.08772461
17.3,5.05652293,8.96145786,5.0943791,5.59763786,5.08917058
17.4,5.05753008,9.04113237,5.0958535,5.59720105,5.09054205
17.5,5.05846869,9.11575208,5.09724776,5.59675297,5.09183715
17.6,5.05933734,9.18534682,5.09855982,5.59629386,5.0930541
17.7,5.06013468,9.24994741,5.09978775,5.59582398,5.09419122
17.8,5.06085947,9.30958536,5.10092971,5.5953436,5.09524691
17.9,5.06151055,9.36429253,5.10198395,5.59485297,5.09621969
18,5.06208686,9.41410092,5.10294886,5.59435238,5.09710817
18.1,5.06258744,9.45904243,5.10382294,5.59384211,5.09791107
18.2,5.06301141,9.49914869,5.1046048,5.59332247,5.09862722
18.3,5.06335802,9.53445095,5.10529317,5.59279375,5.09925554
18.4,5.06362661,9.56497991,5.10588692,5.59225626,5.09979508
18.5,5.0638166,9.59076561,5.10638503,5.59171034,5.100245
18.6,5.06392756,9.61183742,5.1067866,5.59115631,5.10060456
18.7,5.06395914,9.6282239,5.10709089,5.59059452,5.10087316
18.8,5.06391108,9.63995281,5.10729726,5.5900253,5.10105029
18.9,5.06378328,9.64705101,5.10740522,5.58944901,5.10113558
19,5.0635757,9.6495445,5.10741441,5.58886603,5.10112877
19.1,5.06328844,9.64745837,5.1073246,5.58827673,5.10102972
19.2,5.0629217,9.64081679,5.10713572,5.58768148,5.10083843
19.3,5.06247579,9.62964302,5.10684782,5.58708069,5.100555
19.4,5.06195116,9.61395942,5.10646109,5.58647475,5.10017966
19.5,5.06134833,9.59378747,5.10597587,5.58586407,5.09971278
19.6,5.06066796,9.56914778,5.10539263,5.58524907,5.09915484
19.7,5.05991082,9.54006009,5.10471199,5.58463017,5.09850644
19.8,5.0590778,9.50654336,5.10393471,5.58400781,5.09776833
19.9,5.05816989,9.46861574,5.10306169,5.58338243,5.09694136
20,5.05718819,9.42629463,5.10209398,5.58275447,5.09602652
20.1,5.05613392,9.37959676,5.10103276,5.58212441,5.09502494
20.2,5.05500842,9.32853814,5.09987935,5.58149269,5.09393783
20.3,5.05381313,9.27313422,5.09863523,5.5808598,5.09276658
20.4,5.0525496,9.21339984,5.09730199,5.58022622,5.09151265
20.5,5.05121949,9.14934934,5.09588139,5.57959242,5.09017768
20.6,5.04982456,9.08099659,5.09437531,5.57895892,5.08876338
20.7,5.04836669,9.00835507,5.09278577,5.57832621,5.08727161
20.8,5.04684785,8.93143791,5.09111491,5.5776948,5.08570434
20.9,5.04527013,8.85025796,5.08936503,5.5770652,5.08406367
21,5.04363569,8.76482786,5.08753853,5.57643793,5.0823518
21.1,5.04194681,8.67516009,5.08563796,5.57581353,5.08057105
21.2,5.04020588,8.58126707,5.083666,5.57519253,5.07872385
21.3,5.03841533,8.48316123,5.08162542,5.57457546,5.07681275
21.4,5.03657775,8.38085504,5.07951914,5.57396287,5.07484039
21.5,5.03469575,8.27436117,5.07735019,5.57335531,5.07280954
21.6,5.03277208,8.16369252,5.0751217,5.57275333,5.07072304
21.7,5.03080953,8.04886229,5.07283694,5.57215749,5.06858385
21.8,5.02881099,7.92988412,5.07049924,5.57156835,5.06639502
21.9,5.02677942,7.80677218,5.06811208,5.57098648,5.0641597
22,5.02471784,7.67954121,5.06567899,5.57041246,5.06188111
22.1,5.02262935,7.54820668,5.06320364,5.56984684,5.05956257
22.2,5.02051711,7.41278488,5.06068976,5.56929021,5.05720748
22.3,5.01838434,7.27329303,5.05814117,5.56874314,5.05481931
22.4,5.0162343,7.12974938,5.05556176,5.56820621,5.0524016
22.5,5.01407031,6.98217337,5.05295551,5.56768001,5.04995797
22.6,5.01189574,6.83058573,5.05032645,5.56716511,5.04749209
22.7,5.00971398,6.67500862,5.04767868,5.56666211,5.0450077
22.8,5.00752849,6.51546582,5.04501637,5.56617157,5.04250859
22.9,5.00534271,6.35198285,5.04234372,5.56569409,5.03999858
23,5.00316016,6.18458718,5.03966498,5.56523024,5.03748156
23.1,5.00098434,6.01330838,5.03698443,5.56478061,5.03496144
23.2,4.99881878,5.8381784,5.0343064,5.56434578,5.03244216
23.3,4.99666701,5.65923177,5.03163523,5.56392632,5.02992771
23.4,4.99453257,5.4765059,5.02897528,5.56352281,5.02742206
23.5,4.992419,5.29004136,5.02633092,5.56313582,5.02492922
23.6,4.99032982,5.09988229,5.02370652,5.56276592,5.02245321
23.7,4.98826854,4.9060768,5.02110645,5.56241367,5.01999804
23.8,4.98623865,4.70867744,5.01853507,5.56207964,5.01756771
23.9,4.98424363,4.50774179,5.01599673,5.56176437,5.01516622
24,4.9822869,4.30333313,5.01349572,5.56146842,5.01279755
24.1,4.98037184,4.09552123,5.01103634,5.56119233,5.01046565
24.2,4.97850183,3.88438331,5.00862282,5.56093663,5.00817443
24.3,4.97668014,3.67000513,5.00625935,5.56070186,5.00592779
24.4,4.97491002,3.45248232,5.00395006,5.56048854,5.00372954
24.5,4.97319466,3.23192195,5.00169902,5.56029718,5.00158349
24.6,4.97153715,3.00844438,4.99951021,5.56012828,4.99949335
24.7,4.96994054,2.78218547,4.99738757,5.55998234,4.99746278
24.8,4.96840777,2.55329915,4.99533491,5.55985985,4.99549536
24.9,4.96694171,2.32196052,4.99335598,5.55976128,4.9935946
25,4.96554514,2.08836935,4.99145439,5.55968709,4.99176393
25.1,4.96422073,1.85275434,4.98963367,5.55963774,4.99000666
25.2,4.96297105,1.61537793,4.98789722,5.55961367,4.98832602
25.3,4.96179857,1.37654189,4.98624833,5.55961531,4.98672513
25.4,4.96070563,1.13659376,4.98469014,5.55964307,4.985207
25.5,4.95969446,0.895934106,4.98322566,5.55969735,4.98377452
25.6,4.95876717,0.655024685,4.98185777,5.55977855,4.98243046
25.7,4.95792572,0.414397473,4.98058916,5.55988703,4.98117743
25.8,4.95717196,0.174664484,4.97942241,5.56002316,4.98001795
25.9,4.95650758,-0.063471777,4.97835991,5.56018728,4.97895435
26,4.95593414,-0.299207532,4.97740388,5.56037971,4.97798885
26.1,4.95545306,-0.531627025,4.97655638,5.56060077,4.9771235
26.2,4.95506559,-0.75969254,4.97581929,5.56085075,4.97636019
26.3,4.95477283,-0.982235982,4.97519428,5.56112992,4.97570065
26.4,4.95457574,-1.19795312,4.97468287,5.56143856,4.97514645
26.5,4.9544751,-1.40540184,4.97428636,5.56177689,4.97469897
26.6,4.95447153,-1.60300605,4.97400586,5.56214514,4.97435943
26.7,4.95456549,-1.78906677,4.97384229,5.56254352,4.97412886
26.8,4.95475726,-1.96178242,4.97379636,5.56297221,4.97400812
26.9,4.95504698,-2.11927935,4.97386856,5.56343137,4.97399788
27,4.95543459,-2.25965382,4.9740592,5.56392116,4.97409861
27.1,4.95591986,-2.38102515,4.97436836,5.56444169,4.9743106
27.2,4.9565024,-2.48159874,4.97479591,5.56499307,4.97463395
27.3,4.95718163,-2.55973603,4.97534153,5.56557539,4.97506855
27.4,4.95795681,-2.61402703,4.97600465,5.56618871,4.97561412
27.5,4.95882703,-2.64335961,4.97678451,5.56683307,4.97627017
27.6,4.95979119,-2.64697922,4.97768013,5.56750849,4.97703599
27.7,4.96084802,-2.62453291,4.97869033,5.56821497,4.97791071
27.8,4.96199608,-2.57609273,4.9798137,5.5689525,4.97889324
27.9,4.96323378,-2.50215584,4.98104864,5.56972102,4.97998231
28,4.96455934,-2.4036212,4.98239331,5.57052047,4.98117644
28.1,4.96597081,-2.28174552,4.9838457,5.57135076,4.98247395
28.2,4.96746608,-2.13808313,4.98540357,5.57221179,4.98387299
28.3,4.9690429,-1.97441605,4.98706449,5.57310341,4.9853715
28.4,4.97069884,-1.79268055,4.98882585,5.57402549,4.98696725
28.5,4.97243131,-1.59489595,4.99068482,5.57497783,4.9886578
28.6,4.9742376,-1.38310033,4.99263838,5.57596024,4.99044055
28.7,4.97611481,-1.15929608,4.99468336,5.5769725,4.99231272
28.8,4.97805994,-0.92540667,4.99681639,5.57801437,4.99427134
28.9,4.98006982,-0.683244926,4.99903391,5.57908559,4.99631328
29,4.98214117,-0.434491884,5.00133223,5.58018586,4.99843524
29.1,4.98427056,-0.180684869,5.00370746,5.58131488,5.00063378
29.2,4.98645446,0.07678691,5.00615559,5.58247233,5.00290528
29.3,4.9886892,0.336680964,5.00867243,5.58365784,5.00524598
29.4,4.99097102,0.59789593,5.01125367,5.58487106,5.00765197
29.5,4.99329604,0.859463137,5.01389487,5.58611159,5.01011922
29.6,4.99566029,1.12053647,5.01659144,5.58737901,5.01264354
29.7,4.9980597,1.38038141,5.01933869,5.5886729,5.01522064
29.8,5.00049012,1.63836383,5.02213181,5.5899928,5.01784611
29.9,5.00294731,1.89393914,5.0249659,5.59133825,5.02051542
30,5.00542698,2.14664188,5.02783595,5.59270875,5.02322393
30.1,5.00792475,2.39607619,5.03073687,5.59410379,5.02596694
30.2,5.01043619,2.64190697,5.0336635,5.59552286,5.02873961
30.3,5.01295684,2.88385202,5.0366106,5.59696539,5.03153706
30.4,5.01548217,3.12167497,5.03957287,5.59843085,5.03435433
30.5,5.01800763,3.35517901,5.04254498,5.59991863,5.03718639
30.6,5.02052863,3.58420145,5.04552153,5.60142816,5.04002815
30.7,5.02304057,3.80860885,5.04849712,5.60295882,5.04287449
30.8,5.02553883,4.02829287,5.05146629,5.60450998,5.04572024
30.9,5.0280188,4.24316662,5.05442359,5.60608102,5.0485602
31,5.03047586,4.45316152,5.05736357,5.60767126,5.05138915
31.1,5.03290539,4.65822452,5.06028077,5.60928006,5.05420187
31.2,5.03530282,4.85831583,5.06316974,5.61090672,5.05699311
31.3,5.03766359,5.05340682,5.06602508,5.61255055,5.05975766
31.4,5.03998316,5.24347832,5.0688414,5.61421086,5.0624903
31.5,5.04225705,5.42851907,5.07161335,5.61588693,5.06518583
31.6,5.04448084,5.60852449,5.07433565,5.61757804,5.06783911
31.7,5.04665013,5.78349549,5.07700306,5.61928345,5.07044501
31.8,5.04876063,5.95343758,5.07961041,5.62100241,5.07299846
31.9,5.05080809,6.11836,5.08215262,5.62273419,5.07549446
32,5.05278836,6.27827504,5.08462469,5.62447802,5.07792806
32.1,5.05469736,6.43319742,5.08702171,5.62623314,5.08029439
32.2,5.05653111,6.58314375,5.08933888,5.62799878,5.08258867
32.3,5.05828574,6.7281321,5.09157151,5.62977416,5.08480622
32.4,5.05995749,6.86818161,5.09371501,5.6315585,5.08694243
32.5,5.0615427,7.00331214,5.09576496,5.63335102,5.08899282
32.6,5.06303785,7.133544,5.09771702,5.63515093,5.09095304
32.7,5.06443953,7.25889767,5.09956705,5.63695745,5.09281882
32.8,5.06574448,7.37939362,5.101311,5.63876978,5.09458608
32.9,5.06694957,7.49505212,5.10294504,5.64058713,5.09625083
33,5.06805183,7.60589306,5.10446544,5.6424087,5.09780925
33.1,5.06904845,7.71193583,5.1058687,5.64423372,5.09925768
33.2,5.06993674,7.8131992,5.10715145,5.64606137,5.1005926
33.3,5.07071422,7.90970121,5.10831053,5.64789089,5.10181068
33.4,5.07137855,8.0014591,5.10934297,5.64972147,5.10290875
33.5,5.07192759,8.08848922,5.11024599,5.65155235,5.10388383
33.6,5.07235935,8.17080698,5.11101699,5.65338272,5.10473311
33.7,5.07267206,8.24842678,5.11165362,5.65521184,5.10545401
33.8,5.07286409,8.321362,5.1121537,5.65703891,5.10604411
33.9,5.07293406,8.3896249,5.1125153,5.65886318,5.10650121
34,5.07288074,8.45322667,5.11273669,5.66068388,5.10682333
34.1,5.07270314,8.51217734,5.11281638,5.66250028,5.1070087
34.2,5.07240044,8.56648579,5.11275309,5.66431161,5.10705575
34.3,5.07197204,8.61615974,5.11254579,5.66611715,5.10696316
34.4,5.07141757,8.66120574,5.11219368,5.66791616,5.10672983
34.5,5.07073684,8.70162918,5.11169622,5.66970793,5.1063549
34.6,5.0699299,8.73743425,5.11105307,5.67149175,5.10583772
34.7,5.06899701,8.768624,5.11026418,5.67326691,5.10517791
34.8,5.06793864,8.79520034,5.10932972,5.67503272,5.10437533
34.9,5.0667555,8.81716404,5.10825012,5.67678851,5.10343006
35,5.0654485,8.83451477,5.10702607,5.6785336,5.10234245
35.1,5.0640188,8.84725115,5.1056585,5.68026734,5.10111311
35.2,5.06246776,8.85537075,5.1041486,5.68198907,5.09974287
35.3,5.06079698,8.85887018,5.10249781,5.68369817,5.09823285
35.4,5.05900826,8.85774512,5.10070783,5.685394,5.09658439
35.5,5.05710366,8.85199041,5.09878061,5.68707596,5.09479911
35.6,5.05508543,8.8416001,5.09671837,5.68874346,5.09287888
35.7,5.05295605,8.82656756,5.09452355,5.69039589,5.09082582
35.8,5.05071823,8.80688561,5.09219888,5.6920327,5.08864231
35.9,5.0483749,8.78254659,5.08974731,5.69365331,5.08633099
36,5.04592917,8.75354255,5.08717207,5.69525719,5.08389474
36.1,5.04338441,8.7198654,5.08447661,5.6968438,5.0813367
36.2,5.04074418,8.68150706,5.08166463,5.69841261,5.07866026
36.3,5.03801223,8.63845976,5.07874007,5.69996313,5.07586907
36.4,5.03519255,8.59071621,5.07570713,5.70149484,5.07296699
36.5,5.03228928,8.53826992,5.07257019,5.70300728,5.06995815
36.6,5.0293068,8.48111551,5.06933392,5.70449997,5.0668469
36.7,5.02624965,8.41924909,5.06600316,5.70597245,5.06363785
36.8,5.02312255,8.35266869,5.062583,5.70742429,5.0603358
36.9,5.01993043,8.28137471,5.05907873,5.70885505,5.0569458
37,5.01667836,8.2053705,5.05549584,5.71026432,5.05347311
37.1,5.01337157,8.124663,5.05184003,5.71165168,5.04992319
37.2,5.01001546,8.03926337,5.04811718,5.71301674,5.04630171
37.3,5.00661559,7.94918792,5.04433336,5.71435912,5.04261455
37.4,5.00317764,7.85445889,5.04049481,5.71567845,5.03886775
37.5,4.99970743,7.75510562,5.03660793,5.71697438,5.03506755
37.6,4.9962109,7.6511656,5.0326793,5.71824654,5.03122035
37.7,4.9926941,7.54268589,5.0287156,5.71949461,5.02733273
37.8,4.98916321,7.42972455,5.0247237,5.72071825,5.02341139
37.9,4.98562446,7.31235234,5.02071056,5.72191716,5.01946321
38,4.98208421,7.19065461,5.01668327,5.72309101,5.01549516
38.1,4.97854885,7.06473336,5.01264901,5.72423952,5.01151437
38.2,4.97502487,6.9347096,5.00861506,5.72536238,5.00752803
38.3,4.97151877,6.80072594,5.00458878,5.72645934,5.00354346
38.4,4.96803713,6.66294941,5.00057758,5.7275301,4.99956806
38.5,4.96458651,6.5215746,4.99658893,5.7285744,4.99560928
38.6,4.96117352,6.37682703,4.99263036,5.72959199,4.99167463
38.7,4.95780476,6.22896681,4.98870939,5.73058262,4.98777166
38.8,4.95448679,6.07829248,4.98483355,5.73154604,4.98390796
38.9,4.95122619,5.92514513,4.9810104,5.73248202,4.98009112
39,4.94802946,5.76991251,4.97724745,5.73339032,4.97632871
39.1,4.94490307,5.61303333,4.97355217,5.73427072,4.97262831
39.2,4.9418534,5.4550013,4.969932,5.73512299,4.96899745
39.3,4.93888677,5.29636897,4.9663943,5.73594692,4.96544359
39.4,4.9360094,5.13775111,4.96294635,5.7367423,4.96197416
39.5,4.93322738,4.97982718,4.95959533,5.73750892,4.95859647
39.6,4.93054671,4.82334287,4.95634831,5.73824657,4.95531775
39.7,4.92797321,4.66911003,4.95321221,5.73895505,4.95214509
39.8,4.92551259,4.51800476,4.95019384,5.73963417,4.94908548
39.9,4.92317037,4.3709632,4.94729981,5.74028372,4.94614573
40,4.92095188,4.22897452,4.94453656,5.74090352,4.94333248
40.1,4.91886229,4.09307079,4.94191034,5.74149337,4.9406522
40.2,4.91690653,3.96431346,4.9394272,5.74205309,4.93811116
40.3,4.91508934,3.84377627,4.93709294,5.74258248,4.9357154
40.4,4.91341519,3.73252482,4.93491313,5.74308136,4.93347072
40.5,4.91188834,3.63159305,4.93289308,5.74354954,4.93138269
40.6,4.91051277,3.54195743,4.93103784,5.74398685,4.92945661
40.7,4.90929221,3.46450994,4.92935216,5.74439309,4.92769749
40.8,4.9082301,3.40003103,4.92784049,5.74476809,4.92611005
40.9,4.90732958,3.34916429,4.92650699,5.74511166,4.9246987
41,4.9065935,3.31239426,4.92535546,5.74542362,4.92346753
41.1,4.90602441,3.29002915,4.9243894,5.7457038,4.92242029
41.2,4.90562452,3.28218948,4.92361193,5.74595202,4.9215604
