s1,s2,Re(r_ap.tm),Im(r_ap.tm),Abs(r_ap.tm),Arg(r_ap.tm),Re(r_ap.te),Im(r_ap.te),Abs(r_ap.te),Arg(r_ap.te)
+0.00000000E+00,+0.00000000E+00,-7.42933145E-01,+6.69365626E-01,+1.00000000E+00,+2.40823807E+00,-7.42933145E-01,+6.69365626E-01,+1.00000000E+00,+2.40823807E+00
+1.00000000E-03,+0.00000000E+00,-7.42933369E-01,+6.69365377E-01,+1.00000000E+00,+2.40823841E+00,-7.42932921E-01,+6.69365875E-01,+1.00000000E+00,+2.40823774E+00
+2.00000000E-03,+0.00000000E+00,-7.42934042E-01,+6.69364631E-01,+1.00000000E+00,+2.40823941E+00,-7.42932249E-01,+6.69366621E-01,+1.00000000E+00,+2.40823673E+00
+3.00000000E-03,+0.00000000E+00,-7.42935162E-01,+6.69363388E-01,+1.00000000E+00,+2.40824108E+00,-7.42931129E-01,+6.69367864E-01,+1.00000000E+00,+2.40823506E+00
+4.00000000E-03,+0.00000000E+00,-7.42936730E-01,+6.69361648E-01,+1.00000000E+00,+2.40824343E+00,-7.42929561E-01,+6.69369604E-01,+1.00000000E+00,+2.40823272E+00
+5.00000000E-03,+0.00000000E+00,-7.42938746E-01,+6.69359410E-01,+1.00000000E+00,+2.40824644E+00,-7.42927545E-01,+6.69371842E-01,+1.00000000E+00,+2.40822971E+00
+6.00000000E-03,+0.00000000E+00,-7.42941210E-01,+6.69356675E-01,+1.00000000E+00,+2.40825012E+00,-7.42925080E-01,+6.69374578E-01,+1.00000000E+00,+2.40822602E+00
+7.00000000E-03,+0.00000000E+00,-7.42944123E-01,+6.69353442E-01,+1.00000000E+00,+2.40825447E+00,-7.42922168E-01,+6.69377810E-01,+1.00000000E+00,+2.40822167E+00
+8.00000000E-03,+0.00000000E+00,-7.42947483E-01,+6.69349712E-01,+1.00000000E+00,+2.40825949E+00,-7.42918807E-01,+6.69381540E-01,+1.00000000E+00,+2.40821665E+00
+9.00000000E-03,+0.00000000E+00,-7.42951292E-01,+6.69345485E-01,+1.00000000E+00,+2.40826518E+00,-7.42914998E-01,+6.69385767E-01,+1.00000000E+00,+2.40821096E+00
+1.00000000E-02,+0.00000000E+00,-7.42955548E-01,+6.69340760E-01,+1.00000000E+00,+2.40827154E+00,-7.42910741E-01,+6.69390492E-01,+1.00000000E+00,+2.40820460E+00
+1.10000000E-02,+0.00000000E+00,-7.42960253E-01,+6.69335538E-01,+1.00000000E+00,+2.40827857E+00,-7.42906036E-01,+6.69395714E-01,+1.00000000E+00,+2.40819757E+00
+1.20000000E-02,+0.00000000E+00,-7.42965406E-01,+6.69329819E-01,+1.00000000E+00,+2.40828627E+00,-7.42900882E-01,+6.69401434E-01,+1.00000000E+00,+2.40818987E+00
+1.30000000E-02,+0.00000000E+00,-7.42971007E-01,+6.69323601E-01,+1.00000000E+00,+2.40829464E+00,-7.42895280E-01,+6.69407651E-01,+1.00000000E+00,+2.40818150E+00
+1.40000000E-02,+0.00000000E+00,-7.42977055E-01,+6.69316887E-01,+1.00000000E+00,+2.40830367E+00,-7.42889229E-01,+6.69414366E-01,+1.00000000E+00,+2.40817247E+00
+1.50000000E-02,+0.00000000E+00,-7.42983553E-01,+6.69309675E-01,+1.00000000E+00,+2.40831338E+00,-7.42882730E-01,+6.69421578E-01,+1.00000000E+00,+2.40816276E+00
+1.60000000E-02,+0.00000000E+00,-7.42990498E-01,+6.69301965E-01,+1.00000000E+00,+2.40832376E+00,-7.42875782E-01,+6.69429288E-01,+1.00000000E+00,+2.40815238E+00
+1.70000000E-02,+0.00000000E+00,-7.42997891E-01,+6.69293757E-01,+1.00000000E+00,+2.40833480E+00,-7.42868386E-01,+6.69437496E-01,+1.00000000E+00,+2.40814133E+00
+1.80000000E-02,+0.00000000E+00,-7.43005733E-01,+6.69285052E-01,+1.00000000E+00,+2.40834652E+00,-7.42860541E-01,+6.69446202E-01,+1.00000000E+00,+2.40812961E+00
+1.90000000E-02,+0.00000000E+00,-7.43014022E-01,+6.69275849E-01,+1.00000000E+00,+2.40835891E+00,-7.42852247E-01,+6.69455405E-01,+1.00000000E+00,+2.40811722E+00
+2.00000000E-02,+0.00000000E+00,-7.43022760E-01,+6.69266149E-01,+1.00000000E+00,+2.40837196E+00,-7.42843504E-01,+6.69465106E-01,+1.00000000E+00,+2.40810416E+00
+2.10000000E-02,+0.00000000E+00,-7.43031946E-01,+6.69255950E-01,+1.00000000E+00,+2.40838569E+00,-7.42834312E-01,+6.69475305E-01,+1.00000000E+00,+2.40809043E+00
+2.20000000E-02,+0.00000000E+00,-7.43041580E-01,+6.69245254E-01,+1.00000000E+00,+2.40840008E+00,-7.42824672E-01,+6.69486002E-01,+1.00000000E+00,+2.40807603E+00
+2.30000000E-02,+0.00000000E+00,-7.43051663E-01,+6.69234059E-01,+1.00000000E+00,+2.40841515E+00,-7.42814581E-01,+6.69497198E-01,+1.00000000E+00,+2.40806096E+00
+2.40000000E-02,+0.00000000E+00,-7.43062194E-01,+6.69222367E-01,+1.00000000E+00,+2.40843088E+00,-7.42804042E-01,+6.69508891E-01,+1.00000000E+00,+2.40804522E+00
+2.50000000E-02,+0.00000000E+00,-7.43073172E-01,+6.69210177E-01,+1.00000000E+00,+2.40844729E+00,-7.42793053E-01,+6.69521082E-01,+1.00000000E+00,+2.40802881E+00
+2.60000000E-02,+0.00000000E+00,-7.43084600E-01,+6.69197488E-01,+1.00000000E+00,+2.40846437E+00,-7.42781615E-01,+6.69533772E-01,+1.00000000E+00,+2.40801172E+00
+2.70000000E-02,+0.00000000E+00,-7.43096475E-01,+6.69184301E-01,+1.00000000E+00,+2.40848211E+00,-7.42769727E-01,+6.69546960E-01,+1.00000000E+00,+2.40799397E+00
+2.80000000E-02,+0.00000000E+00,-7.43108799E-01,+6.69170616E-01,+1.00000000E+00,+2.40850053E+00,-7.42757390E-01,+6.69560647E-01,+1.00000000E+00,+2.40797554E+00
+2.90000000E-02,+0.00000000E+00,-7.43121571E-01,+6.69156432E-01,+1.00000000E+00,+2.40851962E+00,-7.42744602E-01,+6.69574832E-01,+1.00000000E+00,+2.40795644E+00
+3.00000000E-02,+0.00000000E+00,-7.43134791E-01,+6.69141750E-01,+1.00000000E+00,+2.40853937E+00,-7.42731365E-01,+6.69589516E-01,+1.00000000E+00,+2.40793667E+00
+3.10000000E-02,+0.00000000E+00,-7.43148460E-01,+6.69126570E-01,+1.00000000E+00,+2.40855980E+00,-7.42717677E-01,+6.69604699E-01,+1.00000000E+00,+2.40791623E+00
+3.20000000E-02,+0.00000000E+00,-7.43162577E-01,+6.69110890E-01,+1.00000000E+00,+2.40858090E+00,-7.42703539E-01,+6.69620380E-01,+1.00000000E+00,+2.40789512E+00
+3.30000000E-02,+0.00000000E+00,-7.43177143E-01,+6.69094712E-01,+1.00000000E+00,+2.40860267E+00,-7.42688950E-01,+6.69636560E-01,+1.00000000E+00,+2.40787333E+00
+3.40000000E-02,+0.00000000E+00,-7.43192157E-01,+6.69078036E-01,+1.00000000E+00,+2.40862511E+00,-7.42673911E-01,+6.69653240E-01,+1.00000000E+00,+2.40785087E+00
+3.50000000E-02,+0.00000000E+00,-7.43207620E-01,+6.69060860E-01,+1.00000000E+00,+2.40864822E+00,-7.42658421E-01,+6.69670418E-01,+1.00000000E+00,+2.40782774E+00
+3.60000000E-02,+0.00000000E+00,-7.43223530E-01,+6.69043185E-01,+1.00000000E+00,+2.40867200E+00,-7.42642481E-01,+6.69688096E-01,+1.00000000E+00,+2.40780394E+00
+3.70000000E-02,+0.00000000E+00,-7.43239890E-01,+6.69025012E-01,+1.00000000E+00,+2.40869645E+00,-7.42626089E-01,+6.69706273E-01,+1.00000000E+00,+2.40777946E+00
+3.80000000E-02,+0.00000000E+00,-7.43256698E-01,+6.69006339E-01,+1.00000000E+00,+2.40872157E+00,-7.42609246E-01,+6.69724950E-01,+1.00000000E+00,+2.40775431E+00
+3.90000000E-02,+0.00000000E+00,-7.43273954E-01,+6.68987166E-01,+1.00000000E+00,+2.40874737E+00,-7.42591951E-01,+6.69744126E-01,+1.00000000E+00,+2.40772849E+00
+4.00000000E-02,+0.00000000E+00,-7.43291659E-01,+6.68967495E-01,+1.00000000E+00,+2.40877383E+00,-7.42574205E-01,+6.69763802E-01,+1.00000000E+00,+2.40770199E+00
+4.10000000E-02,+0.00000000E+00,-7.43309813E-01,+6.68947324E-01,+1.00000000E+00,+2.40880097E+00,-7.42556007E-01,+6.69783978E-01,+1.00000000E+00,+2.40767482E+00
+4.20000000E-02,+0.00000000E+00,-7.43328415E-01,+6.68926653E-01,+1.00000000E+00,+2.40882878E+00,-7.42537357E-01,+6.69804654E-01,+1.00000000E+00,+2.40764698E+00
+4.30000000E-02,+0.00000000E+00,-7.43347466E-01,+6.68905482E-01,+1.00000000E+00,+2.40885726E+00,-7.42518254E-01,+6.69825830E-01,+1.00000000E+00,+2.40761846E+00
+4.40000000E-02,+0.00000000E+00,-7.43366966E-01,+6.68883812E-01,+1.00000000E+00,+2.40888641E+00,-7.42498700E-01,+6.69847506E-01,+1.00000000E+00,+2.40758927E+00
+4.50000000E-02,+0.00000000E+00,-7.43386915E-01,+6.68861641E-01,+1.00000000E+00,+2.40891624E+00,-7.42478693E-01,+6.69869682E-01,+1.00000000E+00,+2.40755940E+00
+4.60000000E-02,+0.00000000E+00,-7.43407312E-01,+6.68838971E-01,+1.00000000E+00,+2.40894673E+00,-7.42458232E-01,+6.69892359E-01,+1.00000000E+00,+2.40752885E+00
+4.70000000E-02,+0.00000000E+00,-7.43428158E-01,+6.68815800E-01,+1.00000000E+00,+2.40897790E+00,-7.42437319E-01,+6.69915537E-01,+1.00000000E+00,+2.40749764E+00
+4.80000000E-02,+0.00000000E+00,-7.43449452E-01,+6.68792129E-01,+1.00000000E+00,+2.40900974E+00,-7.42415953E-01,+6.69939216E-01,+1.00000000E+00,+2.40746574E+00
+4.90000000E-02,+0.00000000E+00,-7.43471196E-01,+6.68767957E-01,+1.00000000E+00,+2.40904225E+00,-7.42394133E-01,+6.69963395E-01,+1.00000000E+00,+2.40743317E+00
+5.00000000E-02,+0.00000000E+00,-7.43493388E-01,+6.68743285E-01,+1.00000000E+00,+2.40907544E+00,-7.42371860E-01,+6.69988076E-01,+1.00000000E+00,+2.40739993E+00
+5.10000000E-02,+0.00000000E+00,-7.43516030E-01,+6.68718112E-01,+1.00000000E+00,+2.40910929E+00,-7.42349132E-01,+6.70013258E-01,+1.00000000E+00,+2.40736601E+00
+5.20000000E-02,+0.00000000E+00,-7.43539120E-01,+6.68692438E-01,+1.00000000E+00,+2.40914382E+00,-7.42325951E-01,+6.70038941E-01,+1.00000000E+00,+2.40733141E+00
+5.30000000E-02,+0.00000000E+00,-7.43562659E-01,+6.68666263E-01,+1.00000000E+00,+2.40917903E+00,-7.42302315E-01,+6.70065127E-01,+1.00000000E+00,+2.40729613E+00
+5.40000000E-02,+0.00000000E+00,-7.43586648E-01,+6.68639587E-01,+1.00000000E+00,+2.40921490E+00,-7.42278224E-01,+6.70091813E-01,+1.00000000E+00,+2.40726018E+00
+5.50000000E-02,+0.00000000E+00,-7.43611085E-01,+6.68612409E-01,+1.00000000E+00,+2.40925145E+00,-7.42253678E-01,+6.70119002E-01,+1.00000000E+00,+2.40722355E+00
+5.60000000E-02,+0.00000000E+00,-7.43635972E-01,+6.68584730E-01,+1.00000000E+00,+2.40928867E+00,-7.42228677E-01,+6.70146693E-01,+1.00000000E+00,+2.40718624E+00
+5.70000000E-02,+0.00000000E+00,-7.43661307E-01,+6.68556550E-01,+1.00000000E+00,+2.40932657E+00,-7.42203221E-01,+6.70174887E-01,+1.00000000E+00,+2.40714826E+00
+5.80000000E-02,+0.00000000E+00,-7.43687092E-01,+6.68527867E-01,+1.00000000E+00,+2.40936514E+00,-7.42177309E-01,+6.70203583E-01,+1.00000000E+00,+2.40710960E+00
+5.90000000E-02,+0.00000000E+00,-7.43713326E-01,+6.68498683E-01,+1.00000000E+00,+2.40940438E+00,-7.42150941E-01,+6.70232781E-01,+1.00000000E+00,+2.40707025E+00
+6.00000000E-02,+0.00000000E+00,-7.43740009E-01,+6.68468996E-01,+1.00000000E+00,+2.40944430E+00,-7.42124117E-01,+6.70262482E-01,+1.00000000E+00,+2.40703023E+00
+6.10000000E-02,+0.00000000E+00,-7.43767142E-01,+6.68438807E-01,+1.00000000E+00,+2.40948489E+00,-7.42096836E-01,+6.70292687E-01,+1.00000000E+00,+2.40698953E+00
+6.20000000E-02,+0.00000000E+00,-7.43794724E-01,+6.68408115E-01,+1.00000000E+00,+2.40952615E+00,-7.42069098E-01,+6.70323395E-01,+1.00000000E+00,+2.40694815E+00
+6.30000000E-02,+0.00000000E+00,-7.43822755E-01,+6.68376921E-01,+1.00000000E+00,+2.40956809E+00,-7.42040903E-01,+6.70354606E-01,+1.00000000E+00,+2.40690609E+00
+6.40000000E-02,+0.00000000E+00,-7.43851236E-01,+6.68345224E-01,+1.00000000E+00,+2.40961070E+00,-7.42012251E-01,+6.70386321E-01,+1.00000000E+00,+2.40686335E+00
+6.50000000E-02,+0.00000000E+00,-7.43880166E-01,+6.68313024E-01,+1.00000000E+00,+2.40965399E+00,-7.41983141E-01,+6.70418540E-01,+1.00000000E+00,+2.40681993E+00
+6.60000000E-02,+0.00000000E+00,-7.43909546E-01,+6.68280321E-01,+1.00000000E+00,+2.40969795E+00,-7.41953573E-01,+6.70451262E-01,+1.00000000E+00,+2.40677582E+00
+6.70000000E-02,+0.00000000E+00,-7.43939375E-01,+6.68247115E-01,+1.00000000E+00,+2.40974259E+00,-7.41923547E-01,+6.70484489E-01,+1.00000000E+00,+2.40673104E+00
+6.80000000E-02,+0.00000000E+00,-7.43969654E-01,+6.68213405E-01,+1.00000000E+00,+2.40978790E+00,-7.41893062E-01,+6.70518221E-01,+1.00000000E+00,+2.40668557E+00
+6.90000000E-02,+0.00000000E+00,-7.44000382E-01,+6.68179191E-01,+1.00000000E+00,+2.40983389E+00,-7.41862118E-01,+6.70552457E-01,+1.00000000E+00,+2.40663943E+00
+7.00000000E-02,+0.00000000E+00,-7.44031561E-01,+6.68144473E-01,+1.00000000E+00,+2.40988055E+00,-7.41830715E-01,+6.70587199E-01,+1.00000000E+00,+2.40659260E+00
+7.10000000E-02,+0.00000000E+00,-7.44063189E-01,+6.68109251E-01,+1.00000000E+00,+2.40992789E+00,-7.41798852E-01,+6.70622445E-01,+1.00000000E+00,+2.40654508E+00
+7.20000000E-02,+0.00000000E+00,-7.44095266E-01,+6.68073525E-01,+1.00000000E+00,+2.40997590E+00,-7.41766529E-01,+6.70658197E-01,+1.00000000E+00,+2.40649688E+00
+7.30000000E-02,+0.00000000E+00,-7.44127794E-01,+6.68037294E-01,+1.00000000E+00,+2.41002459E+00,-7.41733745E-01,+6.70694454E-01,+1.00000000E+00,+2.40644800E+00
+7.40000000E-02,+0.00000000E+00,-7.44160771E-01,+6.68000559E-01,+1.00000000E+00,+2.41007396E+00,-7.41700501E-01,+6.70731218E-01,+1.00000000E+00,+2.40639844E+00
+7.50000000E-02,+0.00000000E+00,-7.44194199E-01,+6.67963318E-01,+1.00000000E+00,+2.41012400E+00,-7.41666796E-01,+6.70768487E-01,+1.00000000E+00,+2.40634819E+00
+7.60000000E-02,+0.00000000E+00,-7.44228076E-01,+6.67925573E-01,+1.00000000E+00,+2.41017472E+00,-7.41632630E-01,+6.70806263E-01,+1.00000000E+00,+2.40629725E+00
+7.70000000E-02,+0.00000000E+00,-7.44262404E-01,+6.67887322E-01,+1.00000000E+00,+2.41022611E+00,-7.41598002E-01,+6.70844545E-01,+1.00000000E+00,+2.40624563E+00
+7.80000000E-02,+0.00000000E+00,-7.44297181E-01,+6.67848565E-01,+1.00000000E+00,+2.41027819E+00,-7.41562911E-01,+6.70883335E-01,+1.00000000E+00,+2.40619333E+00
+7.90000000E-02,+0.00000000E+00,-7.44332409E-01,+6.67809303E-01,+1.00000000E+00,+2.41033094E+00,-7.41527359E-01,+6.70922631E-01,+1.00000000E+00,+2.40614034E+00
+8.00000000E-02,+0.00000000E+00,-7.44368087E-01,+6.67769534E-01,+1.00000000E+00,+2.41038436E+00,-7.41491343E-01,+6.70962434E-01,+1.00000000E+00,+2.40608666E+00
+8.10000000E-02,+0.00000000E+00,-7.44404215E-01,+6.67729260E-01,+1.00000000E+00,+2.41043847E+00,-7.41454864E-01,+6.71002746E-01,+1.00000000E+00,+2.40603229E+00
+8.20000000E-02,+0.00000000E+00,-7.44440794E-01,+6.67688479E-01,+1.00000000E+00,+2.41049325E+00,-7.41417921E-01,+6.71043565E-01,+1.00000000E+00,+2.40597724E+00
+8.30000000E-02,+0.00000000E+00,-7.44477823E-01,+6.67647191E-01,+1.00000000E+00,+2.41054871E+00,-7.41380515E-01,+6.71084892E-01,+1.00000000E+00,+2.40592149E+00
+8.40000000E-02,+0.00000000E+00,-7.44515302E-01,+6.67605396E-01,+1.00000000E+00,+2.41060485E+00,-7.41342644E-01,+6.71126728E-01,+1.00000000E+00,+2.40586506E+00
+8.50000000E-02,+0.00000000E+00,-7.44553232E-01,+6.67563094E-01,+1.00000000E+00,+2.41066167E+00,-7.41304308E-01,+6.71169072E-01,+1.00000000E+00,+2.40580794E+00
+8.60000000E-02,+0.00000000E+00,-7.44591612E-01,+6.67520285E-01,+1.00000000E+00,+2.41071916E+00,-7.41265507E-01,+6.71211925E-01,+1.00000000E+00,+2.40575013E+00
+8.70000000E-02,+0.00000000E+00,-7.44630443E-01,+6.67476968E-01,+1.00000000E+00,+2.41077733E+00,-7.41226240E-01,+6.71255288E-01,+1.00000000E+00,+2.40569163E+00
+8.80000000E-02,+0.00000000E+00,-7.44669725E-01,+6.67433143E-01,+1.00000000E+00,+2.41083619E+00,-7.41186507E-01,+6.71299160E-01,+1.00000000E+00,+2.40563244E+00
+8.90000000E-02,+0.00000000E+00,-7.44709457E-01,+6.67388810E-01,+1.00000000E+00,+2.41089572E+00,-7.41146308E-01,+6.71343541E-01,+1.00000000E+00,+2.40557256E+00
+9.00000000E-02,+0.00000000E+00,-7.44749641E-01,+6.67343969E-01,+1.00000000E+00,+2.41095593E+00,-7.41105641E-01,+6.71388433E-01,+1.00000000E+00,+2.40551199E+00
+9.10000000E-02,+0.00000000E+00,-7.44790275E-01,+6.67298619E-01,+1.00000000E+00,+2.41101682E+00,-7.41064508E-01,+6.71433835E-01,+1.00000000E+00,+2.40545073E+00
+9.20000000E-02,+0.00000000E+00,-7.44831360E-01,+6.67252760E-01,+1.00000000E+00,+2.41107839E+00,-7.41022906E-01,+6.71479748E-01,+1.00000000E+00,+2.40538877E+00
+9.30000000E-02,+0.00000000E+00,-7.44872896E-01,+6.67206392E-01,+1.00000000E+00,+2.41114065E+00,-7.40980837E-01,+6.71526172E-01,+1.00000000E+00,+2.40532612E+00
+9.40000000E-02,+0.00000000E+00,-7.44914883E-01,+6.67159514E-01,+1.00000000E+00,+2.41120358E+00,-7.40938298E-01,+6.71573107E-01,+1.00000000E+00,+2.40526277E+00
+9.50000000E-02,+0.00000000E+00,-7.44957321E-01,+6.67112127E-01,+1.00000000E+00,+2.41126719E+00,-7.40895291E-01,+6.71620554E-01,+1.00000000E+00,+2.40519874E+00
+9.60000000E-02,+0.00000000E+00,-7.45000210E-01,+6.67064230E-01,+1.00000000E+00,+2.41133148E+00,-7.40851813E-01,+6.71668512E-01,+1.00000000E+00,+2.40513400E+00
+9.70000000E-02,+0.00000000E+00,-7.45043551E-01,+6.67015823E-01,+1.00000000E+00,+2.41139646E+00,-7.40807866E-01,+6.71716983E-01,+1.00000000E+00,+2.40506858E+00
+9.80000000E-02,+0.00000000E+00,-7.45087342E-01,+6.66966905E-01,+1.00000000E+00,+2.41146211E+00,-7.40763448E-01,+6.71765966E-01,+1.00000000E+00,+2.40500245E+00
+9.90000000E-02,+0.00000000E+00,-7.45131586E-01,+6.66917476E-01,+1.00000000E+00,+2.41152845E+00,-7.40718559E-01,+6.71815463E-01,+1.00000000E+00,+2.40493563E+00
+1.00000000E-01,+0.00000000E+00,-7.45176280E-01,+6.66867536E-01,+1.00000000E+00,+2.41159547E+00,-7.40673199E-01,+6.71865472E-01,+1.00000000E+00,+2.40486812E+00
+1.01000000E-01,+0.00000000E+00,-7.45221427E-01,+6.66817085E-01,+1.00000000E+00,+2.41166317E+00,-7.40627367E-01,+6.71915995E-01,+1.00000000E+00,+2.40479990E+00
+1.02000000E-01,+0.00000000E+00,-7.45267024E-01,+6.66766123E-01,+1.00000000E+00,+2.41173156E+00,-7.40581062E-01,+6.71967031E-01,+1.00000000E+00,+2.40473099E+00
+1.03000000E-01,+0.00000000E+00,-7.45313074E-01,+6.66714648E-01,+1.00000000E+00,+2.41180062E+00,-7.40534284E-01,+6.72018582E-01,+1.00000000E+00,+2.40466138E+00
+1.04000000E-01,+0.00000000E+00,-7.45359575E-01,+6.66662661E-01,+1.00000000E+00,+2.41187037E+00,-7.40487033E-01,+6.72070647E-01,+1.00000000E+00,+2.40459107E+00
+1.05000000E-01,+0.00000000E+00,-7.45406528E-01,+6.66610162E-01,+1.00000000E+00,+2.41194080E+00,-7.40439307E-01,+6.72123227E-01,+1.00000000E+00,+2.40452006E+00
+1.06000000E-01,+0.00000000E+00,-7.45453933E-01,+6.66557150E-01,+1.00000000E+00,+2.41201192E+00,-7.40391108E-01,+6.72176322E-01,+1.00000000E+00,+2.40444835E+00
+1.07000000E-01,+0.00000000E+00,-7.45501790E-01,+6.66503625E-01,+1.00000000E+00,+2.41208372E+00,-7.40342433E-01,+6.72229933E-01,+1.00000000E+00,+2.40437594E+00
+1.08000000E-01,+0.00000000E+00,-7.45550098E-01,+6.66449586E-01,+1.00000000E+00,+2.41215620E+00,-7.40293282E-01,+6.72284059E-01,+1.00000000E+00,+2.40430283E+00
+1.09000000E-01,+0.00000000E+00,-7.45598859E-01,+6.66395034E-01,+1.00000000E+00,+2.41222937E+00,-7.40243656E-01,+6.72338702E-01,+1.00000000E+00,+2.40422901E+00
+1.10000000E-01,+0.00000000E+00,-7.45648072E-01,+6.66339967E-01,+1.00000000E+00,+2.41230322E+00,-7.40193553E-01,+6.72393861E-01,+1.00000000E+00,+2.40415450E+00
+1.11000000E-01,+0.00000000E+00,-7.45697738E-01,+6.66284387E-01,+1.00000000E+00,+2.41237776E+00,-7.40142972E-01,+6.72449538E-01,+1.00000000E+00,+2.40407927E+00
+1.12000000E-01,+0.00000000E+00,-7.45747855E-01,+6.66228291E-01,+1.00000000E+00,+2.41245299E+00,-7.40091914E-01,+6.72505731E-01,+1.00000000E+00,+2.40400335E+00
+1.13000000E-01,+0.00000000E+00,-7.45798425E-01,+6.66171681E-01,+1.00000000E+00,+2.41252889E+00,-7.40040378E-01,+6.72562442E-01,+1.00000000E+00,+2.40392672E+00
+1.14000000E-01,+0.00000000E+00,-7.45849448E-01,+6.66114555E-01,+1.00000000E+00,+2.41260549E+00,-7.39988363E-01,+6.72619672E-01,+1.00000000E+00,+2.40384938E+00
+1.15000000E-01,+0.00000000E+00,-7.45900923E-01,+6.66056914E-01,+1.00000000E+00,+2.41268277E+00,-7.39935869E-01,+6.72677419E-01,+1.00000000E+00,+2.40377134E+00
+1.16000000E-01,+0.00000000E+00,-7.45952851E-01,+6.65998757E-01,+1.00000000E+00,+2.41276073E+00,-7.39882894E-01,+6.72735686E-01,+1.00000000E+00,+2.40369259E+00
+1.17000000E-01,+0.00000000E+00,-7.46005231E-01,+6.65940084E-01,+1.00000000E+00,+2.41283939E+00,-7.39829439E-01,+6.72794471E-01,+1.00000000E+00,+2.40361314E+00
+1.18000000E-01,+0.00000000E+00,-7.46058065E-01,+6.65880893E-01,+1.00000000E+00,+2.41291873E+00,-7.39775503E-01,+6.72853777E-01,+1.00000000E+00,+2.40353298E+00
+1.19000000E-01,+0.00000000E+00,-7.46111351E-01,+6.65821186E-01,+1.00000000E+00,+2.41299875E+00,-7.39721086E-01,+6.72913602E-01,+1.00000000E+00,+2.40345210E+00
+1.20000000E-01,+0.00000000E+00,-7.46165090E-01,+6.65760962E-01,+1.00000000E+00,+2.41307947E+00,-7.39666186E-01,+6.72973947E-01,+1.00000000E+00,+2.40337052E+00
+1.21000000E-01,+0.00000000E+00,-7.46219282E-01,+6.65700220E-01,+1.00000000E+00,+2.41316087E+00,-7.39610803E-01,+6.73034814E-01,+1.00000000E+00,+2.40328823E+00
+1.22000000E-01,+0.00000000E+00,-7.46273927E-01,+6.65638960E-01,+1.00000000E+00,+2.41324296E+00,-7.39554936E-01,+6.73096201E-01,+1.00000000E+00,+2.40320523E+00
+1.23000000E-01,+0.00000000E+00,-7.46329026E-01,+6.65577182E-01,+1.00000000E+00,+2.41332574E+00,-7.39498586E-01,+6.73158110E-01,+1.00000000E+00,+2.40312151E+00
+1.24000000E-01,+0.00000000E+00,-7.46384578E-01,+6.65514885E-01,+1.00000000E+00,+2.41340921E+00,-7.39441751E-01,+6.73220541E-01,+1.00000000E+00,+2.40303709E+00
+1.25000000E-01,+0.00000000E+00,-7.46440583E-01,+6.65452069E-01,+1.00000000E+00,+2.41349337E+00,-7.39384430E-01,+6.73283494E-01,+1.00000000E+00,+2.40295195E+00
+1.26000000E-01,+0.00000000E+00,-7.46497042E-01,+6.65388734E-01,+1.00000000E+00,+2.41357821E+00,-7.39326624E-01,+6.73346971E-01,+1.00000000E+00,+2.40286609E+00
+1.27000000E-01,+0.00000000E+00,-7.46553954E-01,+6.65324879E-01,+1.00000000E+00,+2.41366375E+00,-7.39268331E-01,+6.73410970E-01,+1.00000000E+00,+2.40277952E+00
+1.28000000E-01,+0.00000000E+00,-7.46611320E-01,+6.65260503E-01,+1.00000000E+00,+2.41374998E+00,-7.39209551E-01,+6.73475493E-01,+1.00000000E+00,+2.40269224E+00
+1.29000000E-01,+0.00000000E+00,-7.46669139E-01,+6.65195608E-01,+1.00000000E+00,+2.41383689E+00,-7.39150283E-01,+6.73540540E-01,+1.00000000E+00,+2.40260424E+00
+1.30000000E-01,+0.00000000E+00,-7.46727413E-01,+6.65130191E-01,+1.00000000E+00,+2.41392450E+00,-7.39090527E-01,+6.73606111E-01,+1.00000000E+00,+2.40251553E+00
+1.31000000E-01,+0.00000000E+00,-7.46786140E-01,+6.65064253E-01,+1.00000000E+00,+2.41401280E+00,-7.39030281E-01,+6.73672208E-01,+1.00000000E+00,+2.40242609E+00
+1.32000000E-01,+0.00000000E+00,-7.46845322E-01,+6.64997794E-01,+1.00000000E+00,+2.41410179E+00,-7.38969546E-01,+6.73738829E-01,+1.00000000E+00,+2.40233594E+00
+1.33000000E-01,+0.00000000E+00,-7.46904957E-01,+6.64930812E-01,+1.00000000E+00,+2.41419147E+00,-7.38908320E-01,+6.73805977E-01,+1.00000000E+00,+2.40224507E+00
+1.34000000E-01,+0.00000000E+00,-7.46965047E-01,+6.64863308E-01,+1.00000000E+00,+2.41428185E+00,-7.38846603E-01,+6.73873651E-01,+1.00000000E+00,+2.40215348E+00
+1.35000000E-01,+0.00000000E+00,-7.47025591E-01,+6.64795282E-01,+1.00000000E+00,+2.41437291E+00,-7.38784394E-01,+6.73941851E-01,+1.00000000E+00,+2.40206117E+00
+1.36000000E-01,+0.00000000E+00,-7.47086589E-01,+6.64726732E-01,+1.00000000E+00,+2.41446467E+00,-7.38721693E-01,+6.74010579E-01,+1.00000000E+00,+2.40196814E+00
+1.37000000E-01,+0.00000000E+00,-7.47148042E-01,+6.64657659E-01,+1.00000000E+00,+2.41455713E+00,-7.38658499E-01,+6.74079834E-01,+1.00000000E+00,+2.40187439E+00
+1.38000000E-01,+0.00000000E+00,-7.47209950E-01,+6.64588061E-01,+1.00000000E+00,+2.41465027E+00,-7.38594810E-01,+6.74149617E-01,+1.00000000E+00,+2.40177991E+00
