s1,s2,Re(r_ibc3_reduced.11),Im(r_ibc3_reduced.11),Abs(r_ibc3_reduced.11),Arg(r_ibc3_reduced.11),Re(r_ibc3_reduced.21),Im(r_ibc3_reduced.21),Abs(r_ibc3_reduced.21),Arg(r_ibc3_reduced.21),Re(r_ibc3_reduced.12),Im(r_ibc3_reduced.12),Abs(r_ibc3_reduced.12),Arg(r_ibc3_reduced.12),Re(r_ibc3_reduced.22),Im(r_ibc3_reduced.22),Abs(r_ibc3_reduced.22),Arg(r_ibc3_reduced.22)
+0.00000000E+00,+0.00000000E+00,-7.48642426E-01,+6.62973995E-01,+1.00000000E+00,+2.41680833E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-7.48642426E-01,+6.62973995E-01,+1.00000000E+00,+2.41680833E+00
+1.00000000E-02,+0.00000000E+00,-7.48709699E-01,+6.62898021E-01,+1.00000000E+00,+2.41690981E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-7.48677364E-01,+6.62934540E-01,+1.00000000E+00,+2.41686103E+00
+2.00000000E-02,+0.00000000E+00,-7.48911478E-01,+6.62670052E-01,+1.00000000E+00,+2.41721425E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-7.48782179E-01,+6.62816150E-01,+1.00000000E+00,+2.41701915E+00
+3.00000000E-02,+0.00000000E+00,-7.49247640E-01,+6.62289947E-01,+1.00000000E+00,+2.41772168E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-7.48956875E-01,+6.62618744E-01,+1.00000000E+00,+2.41728276E+00
+4.00000000E-02,+0.00000000E+00,-7.49717981E-01,+6.61757470E-01,+1.00000000E+00,+2.41843214E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-7.49201459E-01,+6.62342187E-01,+1.00000000E+00,+2.41765195E+00
+5.00000000E-02,+0.00000000E+00,-7.50322216E-01,+6.61072290E-01,+1.00000000E+00,+2.41934568E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-7.49515941E-01,+6.61986294E-01,+1.00000000E+00,+2.41812688E+00
+6.00000000E-02,+0.00000000E+00,-7.51059973E-01,+6.60233986E-01,+1.00000000E+00,+2.42046239E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-7.49900333E-01,+6.61550822E-01,+1.00000000E+00,+2.41870774E+00
+7.00000000E-02,+0.00000000E+00,-7.51930801E-01,+6.59242043E-01,+1.00000000E+00,+2.42178235E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-7.50354650E-01,+6.61035475E-01,+1.00000000E+00,+2.41939475E+00
+8.00000000E-02,+0.00000000E+00,-7.52934160E-01,+6.58095853E-01,+1.00000000E+00,+2.42330567E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-7.50878910E-01,+6.60439901E-01,+1.00000000E+00,+2.42018820E+00
+9.00000000E-02,+0.00000000E+00,-7.54069425E-01,+6.56794719E-01,+1.00000000E+00,+2.42503245E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-7.51473131E-01,+6.59763695E-01,+1.00000000E+00,+2.42108839E+00
+1.00000000E-01,+0.00000000E+00,-7.55335883E-01,+6.55337855E-01,+1.00000000E+00,+2.42696283E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-7.52137338E-01,+6.59006393E-01,+1.00000000E+00,+2.42209570E+00
+1.10000000E-01,+0.00000000E+00,-7.56732731E-01,+6.53724387E-01,+1.00000000E+00,+2.42909695E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-7.52871553E-01,+6.58167474E-01,+1.00000000E+00,+2.42321054E+00
+1.20000000E-01,+0.00000000E+00,-7.58259074E-01,+6.51953354E-01,+1.00000000E+00,+2.43143496E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-7.53675806E-01,+6.57246362E-01,+1.00000000E+00,+2.42443335E+00
+1.30000000E-01,+0.00000000E+00,-7.59913925E-01,+6.50023712E-01,+1.00000000E+00,+2.43397701E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-7.54550124E-01,+6.56242418E-01,+1.00000000E+00,+2.42576464E+00
+1.40000000E-01,+0.00000000E+00,-7.61696198E-01,+6.47934334E-01,+1.00000000E+00,+2.43672328E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-7.55494538E-01,+6.55154946E-01,+1.00000000E+00,+2.42720496E+00
+1.50000000E-01,+0.00000000E+00,-7.63604711E-01,+6.45684013E-01,+1.00000000E+00,+2.43967394E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-7.56509082E-01,+6.53983187E-01,+1.00000000E+00,+2.42875490E+00
+1.60000000E-01,+0.00000000E+00,-7.65638179E-01,+6.43271466E-01,+1.00000000E+00,+2.44282916E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-7.57593790E-01,+6.52726320E-01,+1.00000000E+00,+2.43041511E+00
+1.70000000E-01,+0.00000000E+00,-7.67795214E-01,+6.40695333E-01,+1.00000000E+00,+2.44618911E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-7.58748698E-01,+6.51383461E-01,+1.00000000E+00,+2.43218629E+00
+1.80000000E-01,+0.00000000E+00,-7.70074320E-01,+6.37954184E-01,+1.00000000E+00,+2.44975397E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-7.59973843E-01,+6.49953658E-01,+1.00000000E+00,+2.43406920E+00
+1.90000000E-01,+0.00000000E+00,-7.72473892E-01,+6.35046523E-01,+1.00000000E+00,+2.45352391E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-7.61269264E-01,+6.48435894E-01,+1.00000000E+00,+2.43606462E+00
+2.00000000E-01,+0.00000000E+00,-7.74992210E-01,+6.31970786E-01,+1.00000000E+00,+2.45749910E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-7.62634999E-01,+6.46829079E-01,+1.00000000E+00,+2.43817343E+00
+2.10000000E-01,+0.00000000E+00,-7.77627439E-01,+6.28725350E-01,+1.00000000E+00,+2.46167968E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-7.64071089E-01,+6.45132057E-01,+1.00000000E+00,+2.44039655E+00
+2.20000000E-01,+0.00000000E+00,-7.80377623E-01,+6.25308536E-01,+1.00000000E+00,+2.46606582E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-7.65577574E-01,+6.43343593E-01,+1.00000000E+00,+2.44273495E+00
+2.30000000E-01,+0.00000000E+00,-7.83240681E-01,+6.21718615E-01,+1.00000000E+00,+2.47065762E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-7.67154493E-01,+6.41462380E-01,+1.00000000E+00,+2.44518966E+00
+2.40000000E-01,+0.00000000E+00,-7.86214404E-01,+6.17953809E-01,+1.00000000E+00,+2.47545521E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-7.68801886E-01,+6.39487029E-01,+1.00000000E+00,+2.44776181E+00
+2.50000000E-01,+0.00000000E+00,-7.89296455E-01,+6.14012302E-01,+1.00000000E+00,+2.48045866E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-7.70519791E-01,+6.37416074E-01,+1.00000000E+00,+2.45045254E+00
+2.60000000E-01,+0.00000000E+00,-7.92484357E-01,+6.09892240E-01,+1.00000000E+00,+2.48566805E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-7.72308248E-01,+6.35247960E-01,+1.00000000E+00,+2.45326311E+00
+2.70000000E-01,+0.00000000E+00,-7.95775497E-01,+6.05591743E-01,+1.00000000E+00,+2.49108339E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-7.74167291E-01,+6.32981047E-01,+1.00000000E+00,+2.45619483E+00
+2.80000000E-01,+0.00000000E+00,-7.99167118E-01,+6.01108907E-01,+1.00000000E+00,+2.49670469E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-7.76096954E-01,+6.30613604E-01,+1.00000000E+00,+2.45924907E+00
+2.90000000E-01,+0.00000000E+00,-8.02656315E-01,+5.96441816E-01,+1.00000000E+00,+2.50253190E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-7.78097270E-01,+6.28143804E-01,+1.00000000E+00,+2.46242730E+00
+3.00000000E-01,+0.00000000E+00,-8.06240034E-01,+5.91588546E-01,+1.00000000E+00,+2.50856492E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-7.80168266E-01,+6.25569722E-01,+1.00000000E+00,+2.46573108E+00
+3.10000000E-01,+0.00000000E+00,-8.09915066E-01,+5.86547173E-01,+1.00000000E+00,+2.51480362E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-7.82309967E-01,+6.22889329E-01,+1.00000000E+00,+2.46916203E+00
+3.20000000E-01,+0.00000000E+00,-8.13678043E-01,+5.81315786E-01,+1.00000000E+00,+2.52124781E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-7.84522392E-01,+6.20100489E-01,+1.00000000E+00,+2.47272187E+00
+3.30000000E-01,+0.00000000E+00,-8.17525435E-01,+5.75892493E-01,+1.00000000E+00,+2.52789722E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-7.86805557E-01,+6.17200953E-01,+1.00000000E+00,+2.47641242E+00
+3.40000000E-01,+0.00000000E+00,-8.21453548E-01,+5.70275432E-01,+1.00000000E+00,+2.53475154E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-7.89159469E-01,+6.14188352E-01,+1.00000000E+00,+2.48023560E+00
+3.50000000E-01,+0.00000000E+00,-8.25458520E-01,+5.64462782E-01,+1.00000000E+00,+2.54181036E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-7.91584132E-01,+6.11060195E-01,+1.00000000E+00,+2.48419342E+00
+3.60000000E-01,+0.00000000E+00,-8.29536316E-01,+5.58452774E-01,+1.00000000E+00,+2.54907320E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-7.94079539E-01,+6.07813858E-01,+1.00000000E+00,+2.48828802E+00
+3.70000000E-01,+0.00000000E+00,-8.33682729E-01,+5.52243703E-01,+1.00000000E+00,+2.55653949E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-7.96645674E-01,+6.04446582E-01,+1.00000000E+00,+2.49252165E+00
+3.80000000E-01,+0.00000000E+00,-8.37893375E-01,+5.45833943E-01,+1.00000000E+00,+2.56420858E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-7.99282512E-01,+6.00955461E-01,+1.00000000E+00,+2.49689668E+00
+3.90000000E-01,+0.00000000E+00,-8.42163692E-01,+5.39221955E-01,+1.00000000E+00,+2.57207968E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-8.01990017E-01,+5.97337437E-01,+1.00000000E+00,+2.50141561E+00
+4.00000000E-01,+0.00000000E+00,-8.46488939E-01,+5.32406308E-01,+1.00000000E+00,+2.58015193E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-8.04768138E-01,+5.93589289E-01,+1.00000000E+00,+2.50608108E+00
+4.10000000E-01,+0.00000000E+00,-8.50864194E-01,+5.25385690E-01,+1.00000000E+00,+2.58842431E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-8.07616812E-01,+5.89707627E-01,+1.00000000E+00,+2.51089588E+00
+4.20000000E-01,+0.00000000E+00,-8.55284357E-01,+5.18158923E-01,+1.00000000E+00,+2.59689570E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-8.10535958E-01,+5.85688877E-01,+1.00000000E+00,+2.51586295E+00
+4.30000000E-01,+0.00000000E+00,-8.59744143E-01,+5.10724984E-01,+1.00000000E+00,+2.60556482E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-8.13525478E-01,+5.81529274E-01,+1.00000000E+00,+2.52098541E+00
+4.40000000E-01,+0.00000000E+00,-8.64238091E-01,+5.03083017E-01,+1.00000000E+00,+2.61443024E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-8.16585253E-01,+5.77224848E-01,+1.00000000E+00,+2.52626655E+00
+4.50000000E-01,+0.00000000E+00,-8.68760562E-01,+4.95232355E-01,+1.00000000E+00,+2.62349039E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-8.19715141E-01,+5.72771410E-01,+1.00000000E+00,+2.53170983E+00
+4.60000000E-01,+0.00000000E+00,-8.73305741E-01,+4.87172540E-01,+1.00000000E+00,+2.63274349E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-8.22914975E-01,+5.68164539E-01,+1.00000000E+00,+2.53731896E+00
+4.70000000E-01,+0.00000000E+00,-8.77867641E-01,+4.78903336E-01,+1.00000000E+00,+2.64218760E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-8.26184561E-01,+5.63399566E-01,+1.00000000E+00,+2.54309782E+00
+4.80000000E-01,+0.00000000E+00,-8.82440108E-01,+4.70424761E-01,+1.00000000E+00,+2.65182059E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-8.29523672E-01,+5.58471555E-01,+1.00000000E+00,+2.54905056E+00
+4.90000000E-01,+0.00000000E+00,-8.87016828E-01,+4.61737097E-01,+1.00000000E+00,+2.66164009E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-8.32932046E-01,+5.53375285E-01,+1.00000000E+00,+2.55518155E+00
+5.00000000E-01,+0.00000000E+00,-8.91591330E-01,+4.52840921E-01,+1.00000000E+00,+2.67164353E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-8.36409383E-01,+5.48105230E-01,+1.00000000E+00,+2.56149546E+00
+5.10000000E-01,+0.00000000E+00,-8.96156998E-01,+4.43737124E-01,+1.00000000E+00,+2.68182810E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-8.39955338E-01,+5.42655536E-01,+1.00000000E+00,+2.56799724E+00
+5.20000000E-01,+0.00000000E+00,-9.00707075E-01,+4.34426939E-01,+1.00000000E+00,+2.69219071E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-8.43569517E-01,+5.37019991E-01,+1.00000000E+00,+2.57469215E+00
+5.30000000E-01,+0.00000000E+00,-9.05234680E-01,+4.24911960E-01,+1.00000000E+00,+2.70272803E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-8.47251471E-01,+5.31192004E-01,+1.00000000E+00,+2.58158580E+00
+5.40000000E-01,+0.00000000E+00,-9.09732816E-01,+4.15194176E-01,+1.00000000E+00,+2.71343642E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-8.51000691E-01,+5.25164568E-01,+1.00000000E+00,+2.58868417E+00
+5.50000000E-01,+0.00000000E+00,-9.14194383E-01,+4.05275992E-01,+1.00000000E+00,+2.72431195E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-8.54816599E-01,+5.18930229E-01,+1.00000000E+00,+2.59599364E+00
+5.60000000E-01,+0.00000000E+00,-9.18612199E-01,+3.95160257E-01,+1.00000000E+00,+2.73535035E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-8.58698538E-01,+5.12481045E-01,+1.00000000E+00,+2.60352104E+00
+5.70000000E-01,+0.00000000E+00,-9.22979008E-01,+3.84850298E-01,+1.00000000E+00,+2.74654703E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-8.62645765E-01,+5.05808545E-01,+1.00000000E+00,+2.61127366E+00
+5.80000000E-01,+0.00000000E+00,-9.27287507E-01,+3.74349943E-01,+1.00000000E+00,+2.75789701E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-8.66657440E-01,+4.98903680E-01,+1.00000000E+00,+2.61925934E+00
+5.90000000E-01,+0.00000000E+00,-9.31530363E-01,+3.63663557E-01,+1.00000000E+00,+2.76939493E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-8.70732612E-01,+4.91756768E-01,+1.00000000E+00,+2.62748647E+00
+6.00000000E-01,+0.00000000E+00,-9.35700237E-01,+3.52796070E-01,+1.00000000E+00,+2.78103502E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-8.74870204E-01,+4.84357436E-01,+1.00000000E+00,+2.63596410E+00
+6.10000000E-01,+0.00000000E+00,-9.39789806E-01,+3.41753010E-01,+1.00000000E+00,+2.79281107E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-8.79069000E-01,+4.76694550E-01,+1.00000000E+00,+2.64470196E+00
+6.20000000E-01,+0.00000000E+00,-9.43791795E-01,+3.30540539E-01,+1.00000000E+00,+2.80471640E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-8.83327620E-01,+4.68756138E-01,+1.00000000E+00,+2.65371056E+00
+6.30000000E-01,+0.00000000E+00,-9.47698999E-01,+3.19165486E-01,+1.00000000E+00,+2.81674387E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-8.87644502E-01,+4.60529302E-01,+1.00000000E+00,+2.66300125E+00
+6.40000000E-01,+0.00000000E+00,-9.51504320E-01,+3.07635382E-01,+1.00000000E+00,+2.82888576E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-8.92017877E-01,+4.52000119E-01,+1.00000000E+00,+2.67258634E+00
+6.50000000E-01,+0.00000000E+00,-9.55200799E-01,+2.95958501E-01,+1.00000000E+00,+2.84113384E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-8.96445732E-01,+4.43153528E-01,+1.00000000E+00,+2.68247921E+00
+6.60000000E-01,+0.00000000E+00,-9.58781647E-01,+2.84143897E-01,+1.00000000E+00,+2.85347925E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-9.00925782E-01,+4.33973196E-01,+1.00000000E+00,+2.69269441E+00
+6.70000000E-01,+0.00000000E+00,-9.62240289E-01,+2.72201444E-01,+1.00000000E+00,+2.86591253E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-9.05455423E-01,+4.24441371E-01,+1.00000000E+00,+2.70324782E+00
+6.80000000E-01,+0.00000000E+00,-9.65570402E-01,+2.60141883E-01,+1.00000000E+00,+2.87842351E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-9.10031681E-01,+4.14538707E-01,+1.00000000E+00,+2.71415681E+00
+6.90000000E-01,+0.00000000E+00,-9.68765954E-01,+2.47976866E-01,+1.00000000E+00,+2.89100132E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-9.14651158E-01,+4.04244059E-01,+1.00000000E+00,+2.72544045E+00
+7.00000000E-01,+0.00000000E+00,-9.71821254E-01,+2.35719007E-01,+1.00000000E+00,+2.90363430E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-9.19309954E-01,+3.93534254E-01,+1.00000000E+00,+2.73711975E+00
+7.10000000E-01,+0.00000000E+00,-9.74730994E-01,+2.23381934E-01,+1.00000000E+00,+2.91630995E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-9.24003584E-01,+3.82383807E-01,+1.00000000E+00,+2.74921786E+00
+7.20000000E-01,+0.00000000E+00,-9.77490303E-01,+2.10980349E-01,+1.00000000E+00,+2.92901488E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-9.28726876E-01,+3.70764602E-01,+1.00000000E+00,+2.76176049E+00
+7.30000000E-01,+0.00000000E+00,-9.80094793E-01,+1.98530092E-01,+1.00000000E+00,+2.94173472E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-9.33473837E-01,+3.58645500E-01,+1.00000000E+00,+2.77477620E+00
+7.40000000E-01,+0.00000000E+00,-9.82540616E-01,+1.86048213E-01,+1.00000000E+00,+2.95445406E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-9.38237505E-01,+3.45991885E-01,+1.00000000E+00,+2.78829690E+00
+7.50000000E-01,+0.00000000E+00,-9.84824521E-01,+1.73553052E-01,+1.00000000E+00,+2.96715632E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-9.43009748E-01,+3.32765105E-01,+1.00000000E+00,+2.80235838E+00
