s1,s2,Re(z_ibc3_reduced.tm),Im(z_ibc3_reduced.tm),Abs(z_ibc3_reduced.tm),Arg(z_ibc3_reduced.tm),Re(z_ibc3_reduced.te),Im(z_ibc3_reduced.te),Abs(z_ibc3_reduced.te),Arg(z_ibc3_reduced.te)
+1.72000000E+00,+0.00000000E+00,+0.00000000E+00,+4.23587111E-01,+4.23587111E-01,+1.57079633E+00,+0.00000000E+00,+1.20845468E+00,+1.20845468E+00,+1.57079633E+00
+1.73000000E+00,+0.00000000E+00,+0.00000000E+00,+4.10213988E-01,+4.10213988E-01,+1.57079633E+00,+0.00000000E+00,+1.19165275E+00,+1.19165275E+00,+1.57079633E+00
+1.74000000E+00,+0.00000000E+00,+0.00000000E+00,+3.97184136E-01,+3.97184136E-01,+1.57079633E+00,+0.00000000E+00,+1.17528210E+00,+1.17528210E+00,+1.57079633E+00
+1.75000000E+00,+0.00000000E+00,+0.00000000E+00,+3.84485129E-01,+3.84485129E-01,+1.57079633E+00,+0.00000000E+00,+1.15932712E+00,+1.15932712E+00,+1.57079633E+00
+1.76000000E+00,+0.00000000E+00,+0.00000000E+00,+3.72105126E-01,+3.72105126E-01,+1.57079633E+00,+0.00000000E+00,+1.14377294E+00,+1.14377294E+00,+1.57079633E+00
+1.77000000E+00,+0.00000000E+00,+0.00000000E+00,+3.60032838E-01,+3.60032838E-01,+1.57079633E+00,+0.00000000E+00,+1.12860538E+00,+1.12860538E+00,+1.57079633E+00
+1.78000000E+00,+0.00000000E+00,+0.00000000E+00,+3.48257492E-01,+3.48257492E-01,+1.57079633E+00,+0.00000000E+00,+1.11381089E+00,+1.11381089E+00,+1.57079633E+00
+1.79000000E+00,+0.00000000E+00,+0.00000000E+00,+3.36768806E-01,+3.36768806E-01,+1.57079633E+00,+0.00000000E+00,+1.09937655E+00,+1.09937655E+00,+1.57079633E+00
+1.80000000E+00,+0.00000000E+00,+0.00000000E+00,+3.25556960E-01,+3.25556960E-01,+1.57079633E+00,+0.00000000E+00,+1.08529004E+00,+1.08529004E+00,+1.57079633E+00
+1.81000000E+00,+0.00000000E+00,+0.00000000E+00,+3.14612570E-01,+3.14612570E-01,+1.57079633E+00,+0.00000000E+00,+1.07153956E+00,+1.07153956E+00,+1.57079633E+00
+1.82000000E+00,+0.00000000E+00,+0.00000000E+00,+3.03926664E-01,+3.03926664E-01,+1.57079633E+00,+0.00000000E+00,+1.05811383E+00,+1.05811383E+00,+1.57079633E+00
+1.83000000E+00,+0.00000000E+00,+0.00000000E+00,+2.93490662E-01,+2.93490662E-01,+1.57079633E+00,+0.00000000E+00,+1.04500209E+00,+1.04500209E+00,+1.57079633E+00
+1.84000000E+00,+0.00000000E+00,+0.00000000E+00,+2.83296353E-01,+2.83296353E-01,+1.57079633E+00,+0.00000000E+00,+1.03219401E+00,+1.03219401E+00,+1.57079633E+00
+1.85000000E+00,+0.00000000E+00,+0.00000000E+00,+2.73335875E-01,+2.73335875E-01,+1.57079633E+00,+0.00000000E+00,+1.01967971E+00,+1.01967971E+00,+1.57079633E+00
+1.86000000E+00,+0.00000000E+00,+0.00000000E+00,+2.63601698E-01,+2.63601698E-01,+1.57079633E+00,+0.00000000E+00,+1.00744973E+00,+1.00744973E+00,+1.57079633E+00
+1.87000000E+00,+0.00000000E+00,+0.00000000E+00,+2.54086606E-01,+2.54086606E-01,+1.57079633E+00,+0.00000000E+00,+9.95495013E-01,+9.95495013E-01,+1.57079633E+00
+1.88000000E+00,+0.00000000E+00,+0.00000000E+00,+2.44783683E-01,+2.44783683E-01,+1.57079633E+00,+0.00000000E+00,+9.83806863E-01,+9.83806863E-01,+1.57079633E+00
+1.89000000E+00,+0.00000000E+00,+0.00000000E+00,+2.35686294E-01,+2.35686294E-01,+1.57079633E+00,+0.00000000E+00,+9.72376944E-01,+9.72376944E-01,+1.57079633E+00
+1.90000000E+00,+0.00000000E+00,+0.00000000E+00,+2.26788074E-01,+2.26788074E-01,+1.57079633E+00,+0.00000000E+00,+9.61197261E-01,+9.61197261E-01,+1.57079633E+00
+1.91000000E+00,+0.00000000E+00,+0.00000000E+00,+2.18082911E-01,+2.18082911E-01,+1.57079633E+00,+0.00000000E+00,+9.50260135E-01,+9.50260135E-01,+1.57079633E+00
+1.92000000E+00,+0.00000000E+00,+0.00000000E+00,+2.09564941E-01,+2.09564941E-01,+1.57079633E+00,+0.00000000E+00,+9.39558195E-01,+9.39558195E-01,+1.57079633E+00
+1.93000000E+00,+0.00000000E+00,+0.00000000E+00,+2.01228525E-01,+2.01228525E-01,+1.57079633E+00,+0.00000000E+00,+9.29084360E-01,+9.29084360E-01,+1.57079633E+00
+1.94000000E+00,+0.00000000E+00,+0.00000000E+00,+1.93068247E-01,+1.93068247E-01,+1.57079633E+00,+0.00000000E+00,+9.18831824E-01,+9.18831824E-01,+1.57079633E+00
+1.95000000E+00,+0.00000000E+00,+0.00000000E+00,+1.85078901E-01,+1.85078901E-01,+1.57079633E+00,+0.00000000E+00,+9.08794045E-01,+9.08794045E-01,+1.57079633E+00
+1.96000000E+00,+0.00000000E+00,+0.00000000E+00,+1.77255477E-01,+1.77255477E-01,+1.57079633E+00,+0.00000000E+00,+8.98964732E-01,+8.98964732E-01,+1.57079633E+00
+1.97000000E+00,+0.00000000E+00,+0.00000000E+00,+1.69593159E-01,+1.69593159E-01,+1.57079633E+00,+0.00000000E+00,+8.89337830E-01,+8.89337830E-01,+1.57079633E+00
+1.98000000E+00,+0.00000000E+00,+0.00000000E+00,+1.62087308E-01,+1.62087308E-01,+1.57079633E+00,+0.00000000E+00,+8.79907514E-01,+8.79907514E-01,+1.57079633E+00
+1.99000000E+00,+0.00000000E+00,+0.00000000E+00,+1.54733461E-01,+1.54733461E-01,+1.57079633E+00,+0.00000000E+00,+8.70668174E-01,+8.70668174E-01,+1.57079633E+00
