s,n,Re(f_ex.11),Im(f_ex.11),Abs(f_ex.11),Arg(f_ex.11),Re(f_ex.21),Im(f_ex.21),Abs(f_ex.21),Arg(f_ex.21),Re(f_ex.12),Im(f_ex.12),Abs(f_ex.12),Arg(f_ex.12),Re(f_ex.22),Im(f_ex.22),Abs(f_ex.22),Arg(f_ex.22)
+0.00000000E+00,+0.00000000E+00,-2.74562649E-02,-1.63408747E-01,+1.65699321E-01,-1.73726342E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-9.98656536E-01,-3.66286585E-02,+9.99328042E-01,-3.10493115E+00
+0.00000000E+00,+1.00000000E+00,-9.98656536E-01,-3.66286585E-02,+9.99328042E-01,-3.10493115E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-4.38442687E-02,+2.04748501E-01,+2.09390231E-01,+1.78174765E+00
+0.00000000E+00,+2.00000000E+00,-3.79085528E-01,+4.85159448E-01,+6.15699219E-01,+2.23406934E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-5.28342726E-01,-4.99196044E-01,+7.26871877E-01,-2.38455242E+00
+0.00000000E+00,+3.00000000E+00,-2.70094839E-02,+1.62110986E-01,+1.64345623E-01,+1.73589090E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-9.33687246E-01,-2.48827999E-01,+9.66274933E-01,-2.88114552E+00
+0.00000000E+00,+4.00000000E+00,-3.16735266E-04,+1.77942391E-02,+1.77970578E-02,+1.58859432E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-2.21430289E-01,-4.15209485E-01,+4.70563800E-01,-2.06072596E+00
+0.00000000E+00,+5.00000000E+00,-1.91700790E-07,+4.37836446E-04,+4.37836488E-04,+1.57123416E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-1.39021794E-03,-3.72596999E-02,+3.72856265E-02,-1.60809060E+00
