s,n,Re(f_ibc3.11),Im(f_ibc3.11),Abs(f_ibc3.11),Arg(f_ibc3.11),Re(f_ibc3.21),Im(f_ibc3.21),Abs(f_ibc3.21),Arg(f_ibc3.21),Re(f_ibc3.12),Im(f_ibc3.12),Abs(f_ibc3.12),Arg(f_ibc3.12),Re(f_ibc3.22),Im(f_ibc3.22),Abs(f_ibc3.22),Arg(f_ibc3.22)
+0.00000000E+00,+0.00000000E+00,-9.31372906E-01,-2.52818940E-01,+9.65076632E-01,-2.87653207E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-1.35476098E-01,+3.42231391E-01,+3.68070779E-01,+1.94772961E+00
+0.00000000E+00,+1.00000000E+00,-3.09530110E-01,+4.62299925E-01,+5.56354303E-01,+2.16078824E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-4.95123843E-01,-4.99976223E-01,+7.03650370E-01,-2.35131826E+00
+0.00000000E+00,+2.00000000E+00,-9.99027601E-03,+9.94508441E-02,+9.99513682E-02,+1.67091487E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-5.26444107E-01,-4.99300219E-01,+7.25564682E-01,-2.38265094E+00
+0.00000000E+00,+3.00000000E+00,-2.20244288E-05,-4.69296748E-03,+4.69301916E-03,-1.57548936E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-8.51809317E-03,-9.18995933E-02,+9.22935164E-02,-1.66322138E+00
