s,n,Re(f_ex.11),Im(f_ex.11),Abs(f_ex.11),Arg(f_ex.11),Re(f_ex.21),Im(f_ex.21),Abs(f_ex.21),Arg(f_ex.21),Re(f_ex.12),Im(f_ex.12),Abs(f_ex.12),Arg(f_ex.12),Re(f_ex.22),Im(f_ex.22),Abs(f_ex.22),Arg(f_ex.22)
+0.00000000E+00,+0.00000000E+00,-9.89762779E-01,-1.00659925E-01,+9.94868222E-01,-3.04024007E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-2.19155587E-01,+4.13674287E-01,+4.68140563E-01,+2.05798167E+00
+0.00000000E+00,+1.00000000E+00,-2.19155587E-01,+4.13674287E-01,+4.68140563E-01,+2.05798167E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-4.35317982E-01,-4.95798585E-01,+6.59786315E-01,-2.29133069E+00
+0.00000000E+00,+2.00000000E+00,-1.91723416E-03,+4.37442382E-02,+4.37862326E-02,+1.61459656E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-5.45765742E-01,-4.97901091E-01,+7.38759597E-01,-2.40202438E+00
+0.00000000E+00,+3.00000000E+00,-4.98744173E-06,-2.23325253E-03,+2.23325810E-03,-1.57302959E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-8.02708219E-03,-8.92336716E-02,+8.95939852E-02,-1.66051061E+00
