theta_1,theta_2,Re(r_ap.tm),Im(r_ap.tm),Abs(r_ap.tm),Arg(r_ap.tm),Re(r_ap.te),Im(r_ap.te),Abs(r_ap.te),Arg(r_ap.te)
+7.87428614E+00,+0.00000000E+00,+9.05389066E-01,-4.05139666E-01,+9.91900958E-01,-4.20752790E-01,+9.08597774E-01,-3.98236699E-01,+9.92039507E-01,-4.13080145E-01
+7.93213135E+00,+0.00000000E+00,+9.05352181E-01,-4.05152879E-01,+9.91872687E-01,-4.20780137E-01,+9.08608292E-01,-3.98148550E-01,+9.92013758E-01,-4.12994504E-01
+7.98998470E+00,+0.00000000E+00,+9.05315015E-01,-4.05166197E-01,+9.91844203E-01,-4.20807700E-01,+9.08618886E-01,-3.98059763E-01,+9.91987830E-01,-4.12908240E-01
+8.04784625E+00,+0.00000000E+00,+9.05277567E-01,-4.05179621E-01,+9.91815507E-01,-4.20835478E-01,+9.08629554E-01,-3.97970339E-01,+9.91961722E-01,-4.12821351E-01
+8.10571606E+00,+0.00000000E+00,+9.05239838E-01,-4.05193152E-01,+9.91786597E-01,-4.20863471E-01,+9.08640298E-01,-3.97880276E-01,+9.91935434E-01,-4.12733838E-01
+8.16359420E+00,+0.00000000E+00,+9.05201826E-01,-4.05206789E-01,+9.91757475E-01,-4.20891681E-01,+9.08651117E-01,-3.97789576E-01,+9.91908967E-01,-4.12645702E-01
+8.22148072E+00,+0.00000000E+00,+9.05163533E-01,-4.05220533E-01,+9.91728139E-01,-4.20920106E-01,+9.08662011E-01,-3.97698238E-01,+9.91882322E-01,-4.12556941E-01
+8.27937570E+00,+0.00000000E+00,+9.05124956E-01,-4.05234384E-01,+9.91698590E-01,-4.20948748E-01,+9.08672981E-01,-3.97606263E-01,+9.91855497E-01,-4.12467556E-01
+8.33727919E+00,+0.00000000E+00,+9.05086097E-01,-4.05248342E-01,+9.91668827E-01,-4.20977607E-01,+9.08684025E-01,-3.97513650E-01,+9.91828493E-01,-4.12377547E-01
+8.39519126E+00,+0.00000000E+00,+9.05046955E-01,-4.05262408E-01,+9.91638850E-01,-4.21006684E-01,+9.08695145E-01,-3.97420399E-01,+9.91801311E-01,-4.12286914E-01
+8.45311196E+00,+0.00000000E+00,+9.05007529E-01,-4.05276581E-01,+9.91608660E-01,-4.21035978E-01,+9.08706340E-01,-3.97326512E-01,+9.91773950E-01,-4.12195657E-01
+8.51104138E+00,+0.00000000E+00,+9.04967819E-01,-4.05290862E-01,+9.91578255E-01,-4.21065490E-01,+9.08717609E-01,-3.97231987E-01,+9.91746412E-01,-4.12103776E-01
+8.56897955E+00,+0.00000000E+00,+9.04927825E-01,-4.05305252E-01,+9.91547636E-01,-4.21095220E-01,+9.08728954E-01,-3.97136824E-01,+9.91718695E-01,-4.12011271E-01
+8.62692656E+00,+0.00000000E+00,+9.04887546E-01,-4.05319750E-01,+9.91516803E-01,-4.21125170E-01,+9.08740374E-01,-3.97041025E-01,+9.91690800E-01,-4.11918141E-01
+8.68488246E+00,+0.00000000E+00,+9.04846983E-01,-4.05334356E-01,+9.91485755E-01,-4.21155339E-01,+9.08751869E-01,-3.96944589E-01,+9.91662727E-01,-4.11824387E-01
+8.74284731E+00,+0.00000000E+00,+9.04806135E-01,-4.05349071E-01,+9.91454493E-01,-4.21185727E-01,+9.08763438E-01,-3.96847515E-01,+9.91634477E-01,-4.11730009E-01
+8.80082119E+00,+0.00000000E+00,+9.04765001E-01,-4.05363896E-01,+9.91423015E-01,-4.21216336E-01,+9.08775083E-01,-3.96749805E-01,+9.91606050E-01,-4.11635007E-01
+8.85880415E+00,+0.00000000E+00,+9.04723582E-01,-4.05378829E-01,+9.91391323E-01,-4.21247165E-01,+9.08786802E-01,-3.96651457E-01,+9.91577446E-01,-4.11539380E-01
+8.91679625E+00,+0.00000000E+00,+9.04681876E-01,-4.05393873E-01,+9.91359415E-01,-4.21278215E-01,+9.08798597E-01,-3.96552473E-01,+9.91548664E-01,-4.11443129E-01
+8.97479757E+00,+0.00000000E+00,+9.04639885E-01,-4.05409026E-01,+9.91327292E-01,-4.21309486E-01,+9.08810466E-01,-3.96452852E-01,+9.91519706E-01,-4.11346254E-01
+9.03280816E+00,+0.00000000E+00,+9.04597606E-01,-4.05424289E-01,+9.91294953E-01,-4.21340979E-01,+9.08822410E-01,-3.96352595E-01,+9.91490571E-01,-4.11248754E-01
+9.09082809E+00,+0.00000000E+00,+9.04555040E-01,-4.05439663E-01,+9.91262398E-01,-4.21372694E-01,+9.08834429E-01,-3.96251701E-01,+9.91461260E-01,-4.11150630E-01
+9.14885742E+00,+0.00000000E+00,+9.04512187E-01,-4.05455147E-01,+9.91229627E-01,-4.21404631E-01,+9.08846523E-01,-3.96150170E-01,+9.91431772E-01,-4.11051881E-01
+9.20689622E+00,+0.00000000E+00,+9.04469047E-01,-4.05470743E-01,+9.91196640E-01,-4.21436791E-01,+9.08858691E-01,-3.96048003E-01,+9.91402109E-01,-4.10952508E-01
+9.26494455E+00,+0.00000000E+00,+9.04425618E-01,-4.05486449E-01,+9.91163437E-01,-4.21469175E-01,+9.08870934E-01,-3.95945200E-01,+9.91372269E-01,-4.10852511E-01
+9.32300248E+00,+0.00000000E+00,+9.04381901E-01,-4.05502267E-01,+9.91130017E-01,-4.21501783E-01,+9.08883252E-01,-3.95841760E-01,+9.91342254E-01,-4.10751888E-01
+9.38107006E+00,+0.00000000E+00,+9.04337895E-01,-4.05518196E-01,+9.91096380E-01,-4.21534614E-01,+9.08895645E-01,-3.95737685E-01,+9.91312064E-01,-4.10650642E-01
+9.43914737E+00,+0.00000000E+00,+9.04293600E-01,-4.05534237E-01,+9.91062527E-01,-4.21567671E-01,+9.08908112E-01,-3.95632973E-01,+9.91281698E-01,-4.10548770E-01
+9.49723447E+00,+0.00000000E+00,+9.04249015E-01,-4.05550391E-01,+9.91028456E-01,-4.21600952E-01,+9.08920654E-01,-3.95527625E-01,+9.91251157E-01,-4.10446274E-01
+9.55533142E+00,+0.00000000E+00,+9.04204141E-01,-4.05566657E-01,+9.90994168E-01,-4.21634459E-01,+9.08933270E-01,-3.95421641E-01,+9.91220442E-01,-4.10343153E-01
+9.61343829E+00,+0.00000000E+00,+9.04158976E-01,-4.05583036E-01,+9.90959663E-01,-4.21668192E-01,+9.08945962E-01,-3.95315021E-01,+9.91189551E-01,-4.10239408E-01
+9.67155514E+00,+0.00000000E+00,+9.04113521E-01,-4.05599527E-01,+9.90924940E-01,-4.21702151E-01,+9.08958727E-01,-3.95207766E-01,+9.91158487E-01,-4.10135038E-01
+9.72968204E+00,+0.00000000E+00,+9.04067775E-01,-4.05616132E-01,+9.90889999E-01,-4.21736338E-01,+9.08971567E-01,-3.95099874E-01,+9.91127248E-01,-4.10030043E-01
+9.78781906E+00,+0.00000000E+00,+9.04021738E-01,-4.05632851E-01,+9.90854839E-01,-4.21770751E-01,+9.08984482E-01,-3.94991347E-01,+9.91095834E-01,-4.09924423E-01
+9.84596625E+00,+0.00000000E+00,+9.03975409E-01,-4.05649683E-01,+9.90819462E-01,-4.21805392E-01,+9.08997471E-01,-3.94882185E-01,+9.91064247E-01,-4.09818178E-01
+9.90412368E+00,+0.00000000E+00,+9.03928789E-01,-4.05666630E-01,+9.90783866E-01,-4.21840262E-01,+9.09010535E-01,-3.94772387E-01,+9.91032487E-01,-4.09711309E-01
+9.96229143E+00,+0.00000000E+00,+9.03881875E-01,-4.05683691E-01,+9.90748052E-01,-4.21875360E-01,+9.09023673E-01,-3.94661953E-01,+9.91000553E-01,-4.09603814E-01
+1.00204695E+01,+0.00000000E+00,+9.03834670E-01,-4.05700866E-01,+9.90712018E-01,-4.21910687E-01,+9.09036886E-01,-3.94550884E-01,+9.90968445E-01,-4.09495695E-01
+1.00786581E+01,+0.00000000E+00,+9.03787170E-01,-4.05718157E-01,+9.90675765E-01,-4.21946244E-01,+9.09050173E-01,-3.94439180E-01,+9.90936165E-01,-4.09386951E-01
+1.01368572E+01,+0.00000000E+00,+9.03739378E-01,-4.05735563E-01,+9.90639294E-01,-4.21982031E-01,+9.09063534E-01,-3.94326841E-01,+9.90903712E-01,-4.09277581E-01
+1.01950668E+01,+0.00000000E+00,+9.03691291E-01,-4.05753084E-01,+9.90602602E-01,-4.22018049E-01,+9.09076969E-01,-3.94213867E-01,+9.90871086E-01,-4.09167587E-01
+1.02532871E+01,+0.00000000E+00,+9.03642911E-01,-4.05770721E-01,+9.90565691E-01,-4.22054297E-01,+9.09090479E-01,-3.94100258E-01,+9.90838288E-01,-4.09056968E-01
+1.03115181E+01,+0.00000000E+00,+9.03594235E-01,-4.05788475E-01,+9.90528560E-01,-4.22090778E-01,+9.09104064E-01,-3.93986014E-01,+9.90805318E-01,-4.08945723E-01
+1.03697598E+01,+0.00000000E+00,+9.03545265E-01,-4.05806344E-01,+9.90491209E-01,-4.22127490E-01,+9.09117722E-01,-3.93871135E-01,+9.90772175E-01,-4.08833853E-01
+1.04280124E+01,+0.00000000E+00,+9.03495999E-01,-4.05824331E-01,+9.90453637E-01,-4.22164435E-01,+9.09131455E-01,-3.93755621E-01,+9.90738861E-01,-4.08721359E-01
+1.04862759E+01,+0.00000000E+00,+9.03446437E-01,-4.05842435E-01,+9.90415845E-01,-4.22201612E-01,+9.09145262E-01,-3.93639472E-01,+9.90705376E-01,-4.08608239E-01
+1.05445503E+01,+0.00000000E+00,+9.03396579E-01,-4.05860656E-01,+9.90377832E-01,-4.22239024E-01,+9.09159143E-01,-3.93522689E-01,+9.90671719E-01,-4.08494493E-01
+1.06028358E+01,+0.00000000E+00,+9.03346424E-01,-4.05878994E-01,+9.90339599E-01,-4.22276669E-01,+9.09173099E-01,-3.93405272E-01,+9.90637891E-01,-4.08380123E-01
+1.06611324E+01,+0.00000000E+00,+9.03295973E-01,-4.05897451E-01,+9.90301144E-01,-4.22314549E-01,+9.09187128E-01,-3.93287220E-01,+9.90603892E-01,-4.08265127E-01
+1.07194402E+01,+0.00000000E+00,+9.03245224E-01,-4.05916026E-01,+9.90262467E-01,-4.22352663E-01,+9.09201232E-01,-3.93168534E-01,+9.90569723E-01,-4.08149505E-01
+1.07777591E+01,+0.00000000E+00,+9.03194176E-01,-4.05934719E-01,+9.90223569E-01,-4.22391014E-01,+9.09215410E-01,-3.93049213E-01,+9.90535383E-01,-4.08033259E-01
+1.08360894E+01,+0.00000000E+00,+9.03142831E-01,-4.05953531E-01,+9.90184449E-01,-4.22429600E-01,+9.09229662E-01,-3.92929258E-01,+9.90500873E-01,-4.07916386E-01
+1.08944311E+01,+0.00000000E+00,+9.03091187E-01,-4.05972463E-01,+9.90145107E-01,-4.22468423E-01,+9.09243988E-01,-3.92808670E-01,+9.90466193E-01,-4.07798889E-01
+1.09527842E+01,+0.00000000E+00,+9.03039244E-01,-4.05991514E-01,+9.90105542E-01,-4.22507483E-01,+9.09258388E-01,-3.92687447E-01,+9.90431344E-01,-4.07680766E-01
+1.10111488E+01,+0.00000000E+00,+9.02987001E-01,-4.06010685E-01,+9.90065755E-01,-4.22546781E-01,+9.09272862E-01,-3.92565590E-01,+9.90396324E-01,-4.07562017E-01
+1.10695250E+01,+0.00000000E+00,+9.02934458E-01,-4.06029976E-01,+9.90025746E-01,-4.22586316E-01,+9.09287410E-01,-3.92443100E-01,+9.90361136E-01,-4.07442642E-01
+1.11279128E+01,+0.00000000E+00,+9.02881615E-01,-4.06049388E-01,+9.89985513E-01,-4.22626091E-01,+9.09302031E-01,-3.92319976E-01,+9.90325779E-01,-4.07322643E-01
+1.11863123E+01,+0.00000000E+00,+9.02828471E-01,-4.06068920E-01,+9.89945057E-01,-4.22666104E-01,+9.09316727E-01,-3.92196218E-01,+9.90290252E-01,-4.07202017E-01
+1.12447236E+01,+0.00000000E+00,+9.02775025E-01,-4.06088574E-01,+9.89904377E-01,-4.22706358E-01,+9.09331497E-01,-3.92071826E-01,+9.90254558E-01,-4.07080766E-01
+1.13031467E+01,+0.00000000E+00,+9.02721278E-01,-4.06108349E-01,+9.89863474E-01,-4.22746852E-01,+9.09346341E-01,-3.91946801E-01,+9.90218694E-01,-4.06958888E-01
+1.13615818E+01,+0.00000000E+00,+9.02667229E-01,-4.06128246E-01,+9.89822347E-01,-4.22787586E-01,+9.09361259E-01,-3.91821143E-01,+9.90182663E-01,-4.06836386E-01
+1.14200288E+01,+0.00000000E+00,+9.02612877E-01,-4.06148265E-01,+9.89780995E-01,-4.22828562E-01,+9.09376250E-01,-3.91694852E-01,+9.90146464E-01,-4.06713257E-01
+1.14784879E+01,+0.00000000E+00,+9.02558222E-01,-4.06168407E-01,+9.89739420E-01,-4.22869780E-01,+9.09391315E-01,-3.91567927E-01,+9.90110098E-01,-4.06589502E-01
+1.15369590E+01,+0.00000000E+00,+9.02503264E-01,-4.06188671E-01,+9.89697619E-01,-4.22911240E-01,+9.09406454E-01,-3.91440369E-01,+9.90073564E-01,-4.06465122E-01
+1.15954424E+01,+0.00000000E+00,+9.02448001E-01,-4.06209059E-01,+9.89655594E-01,-4.22952944E-01,+9.09421667E-01,-3.91312178E-01,+9.90036863E-01,-4.06340115E-01
+1.16539380E+01,+0.00000000E+00,+9.02392434E-01,-4.06229570E-01,+9.89613343E-01,-4.22994891E-01,+9.09436954E-01,-3.91183354E-01,+9.89999995E-01,-4.06214483E-01
+1.17124459E+01,+0.00000000E+00,+9.02336563E-01,-4.06250205E-01,+9.89570867E-01,-4.23037083E-01,+9.09452314E-01,-3.91053898E-01,+9.89962960E-01,-4.06088224E-01
+1.17709663E+01,+0.00000000E+00,+9.02280386E-01,-4.06270965E-01,+9.89528166E-01,-4.23079519E-01,+9.09467749E-01,-3.90923808E-01,+9.89925760E-01,-4.05961339E-01
+1.18294990E+01,+0.00000000E+00,+9.02223903E-01,-4.06291849E-01,+9.89485238E-01,-4.23122200E-01,+9.09483256E-01,-3.90793086E-01,+9.89888393E-01,-4.05833829E-01
+1.18880444E+01,+0.00000000E+00,+9.02167114E-01,-4.06312857E-01,+9.89442085E-01,-4.23165128E-01,+9.09498838E-01,-3.90661732E-01,+9.89850860E-01,-4.05705692E-01
+1.19466023E+01,+0.00000000E+00,+9.02110018E-01,-4.06333992E-01,+9.89398705E-01,-4.23208302E-01,+9.09514493E-01,-3.90529744E-01,+9.89813161E-01,-4.05576928E-01
+1.20051728E+01,+0.00000000E+00,+9.02052615E-01,-4.06355252E-01,+9.89355098E-01,-4.23251723E-01,+9.09530222E-01,-3.90397125E-01,+9.89775298E-01,-4.05447539E-01
+1.20637561E+01,+0.00000000E+00,+9.01994904E-01,-4.06376637E-01,+9.89311264E-01,-4.23295392E-01,+9.09546024E-01,-3.90263873E-01,+9.89737269E-01,-4.05317523E-01
+1.21223522E+01,+0.00000000E+00,+9.01936885E-01,-4.06398150E-01,+9.89267204E-01,-4.23339309E-01,+9.09561900E-01,-3.90129989E-01,+9.89699075E-01,-4.05186881E-01
+1.21809612E+01,+0.00000000E+00,+9.01878557E-01,-4.06419789E-01,+9.89222915E-01,-4.23383476E-01,+9.09577850E-01,-3.89995473E-01,+9.89660717E-01,-4.05055612E-01
+1.22395832E+01,+0.00000000E+00,+9.01819920E-01,-4.06441555E-01,+9.89178400E-01,-4.23427891E-01,+9.09593873E-01,-3.89860325E-01,+9.89622194E-01,-4.04923717E-01
+1.22982181E+01,+0.00000000E+00,+9.01760974E-01,-4.06463449E-01,+9.89133656E-01,-4.23472557E-01,+9.09609970E-01,-3.89724545E-01,+9.89583507E-01,-4.04791196E-01
+1.23568661E+01,+0.00000000E+00,+9.01701717E-01,-4.06485470E-01,+9.89088684E-01,-4.23517474E-01,+9.09626140E-01,-3.89588133E-01,+9.89544657E-01,-4.04658048E-01
+1.24155273E+01,+0.00000000E+00,+9.01642150E-01,-4.06507620E-01,+9.89043483E-01,-4.23562642E-01,+9.09642384E-01,-3.89451090E-01,+9.89505643E-01,-4.04524273E-01
+1.24742017E+01,+0.00000000E+00,+9.01582272E-01,-4.06529899E-01,+9.88998054E-01,-4.23608062E-01,+9.09658701E-01,-3.89313414E-01,+9.89466466E-01,-4.04389872E-01
+1.25328894E+01,+0.00000000E+00,+9.01522082E-01,-4.06552306E-01,+9.88952396E-01,-4.23653735E-01,+9.09675091E-01,-3.89175108E-01,+9.89427125E-01,-4.04254844E-01
+1.25915905E+01,+0.00000000E+00,+9.01461579E-01,-4.06574843E-01,+9.88906508E-01,-4.23699661E-01,+9.09691555E-01,-3.89036169E-01,+9.89387622E-01,-4.04119189E-01
+1.26503050E+01,+0.00000000E+00,+9.01400765E-01,-4.06597510E-01,+9.88860391E-01,-4.23745841E-01,+9.09708093E-01,-3.88896600E-01,+9.89347957E-01,-4.03982908E-01
+1.27090330E+01,+0.00000000E+00,+9.01339637E-01,-4.06620306E-01,+9.88814044E-01,-4.23792275E-01,+9.09724704E-01,-3.88756399E-01,+9.89308129E-01,-4.03845999E-01
+1.27677746E+01,+0.00000000E+00,+9.01278195E-01,-4.06643234E-01,+9.88767467E-01,-4.23838965E-01,+9.09741388E-01,-3.88615567E-01,+9.89268140E-01,-4.03708464E-01
+1.28265298E+01,+0.00000000E+00,+9.01216439E-01,-4.06666292E-01,+9.88720660E-01,-4.23885910E-01,+9.09758146E-01,-3.88474104E-01,+9.89227988E-01,-4.03570302E-01
+1.28852988E+01,+0.00000000E+00,+9.01154368E-01,-4.06689482E-01,+9.88673622E-01,-4.23933112E-01,+9.09774977E-01,-3.88332010E-01,+9.89187676E-01,-4.03431513E-01
+1.29440815E+01,+0.00000000E+00,+9.01091983E-01,-4.06712803E-01,+9.88626353E-01,-4.23980571E-01,+9.09791881E-01,-3.88189285E-01,+9.89147202E-01,-4.03292097E-01
+1.30028782E+01,+0.00000000E+00,+9.01029281E-01,-4.06736257E-01,+9.88578853E-01,-4.24028288E-01,+9.09808858E-01,-3.88045929E-01,+9.89106568E-01,-4.03152053E-01
+1.30616887E+01,+0.00000000E+00,+9.00966263E-01,-4.06759843E-01,+9.88531121E-01,-4.24076264E-01,+9.09825909E-01,-3.87901943E-01,+9.89065772E-01,-4.03011383E-01
+1.31205133E+01,+0.00000000E+00,+9.00902928E-01,-4.06783562E-01,+9.88483157E-01,-4.24124498E-01,+9.09843033E-01,-3.87757326E-01,+9.89024817E-01,-4.02870085E-01
+1.31793519E+01,+0.00000000E+00,+9.00839276E-01,-4.06807415E-01,+9.88434962E-01,-4.24172993E-01,+9.09860231E-01,-3.87612078E-01,+9.88983702E-01,-4.02728161E-01
+1.32382047E+01,+0.00000000E+00,+9.00775306E-01,-4.06831401E-01,+9.88386534E-01,-4.24221747E-01,+9.09877501E-01,-3.87466200E-01,+9.88942427E-01,-4.02585609E-01
+1.32970717E+01,+0.00000000E+00,+9.00711017E-01,-4.06855521E-01,+9.88337873E-01,-4.24270763E-01,+9.09894845E-01,-3.87319692E-01,+9.88900993E-01,-4.02442429E-01
+1.33559531E+01,+0.00000000E+00,+9.00646409E-01,-4.06879777E-01,+9.88288980E-01,-4.24320041E-01,+9.09912262E-01,-3.87172554E-01,+9.88859399E-01,-4.02298622E-01
+1.34148488E+01,+0.00000000E+00,+9.00581482E-01,-4.06904167E-01,+9.88239853E-01,-4.24369582E-01,+9.09929752E-01,-3.87024785E-01,+9.88817647E-01,-4.02154188E-01
+1.34737589E+01,+0.00000000E+00,+9.00516235E-01,-4.06928692E-01,+9.88190493E-01,-4.24419386E-01,+9.09947316E-01,-3.86876387E-01,+9.88775736E-01,-4.02009126E-01
+1.35326835E+01,+0.00000000E+00,+9.00450667E-01,-4.06953354E-01,+9.88140898E-01,-4.24469453E-01,+9.09964952E-01,-3.86727358E-01,+9.88733667E-01,-4.01863437E-01
+1.35916228E+01,+0.00000000E+00,+9.00384777E-01,-4.06978152E-01,+9.88091070E-01,-4.24519785E-01,+9.09982662E-01,-3.86577700E-01,+9.88691440E-01,-4.01717120E-01
+1.36505767E+01,+0.00000000E+00,+9.00318566E-01,-4.07003086E-01,+9.88041007E-01,-4.24570383E-01,+9.10000445E-01,-3.86427412E-01,+9.88649055E-01,-4.01570175E-01
+1.37095453E+01,+0.00000000E+00,+9.00252032E-01,-4.07028158E-01,+9.87990710E-01,-4.24621247E-01,+9.10018301E-01,-3.86276495E-01,+9.88606513E-01,-4.01422603E-01
+1.37685288E+01,+0.00000000E+00,+9.00185176E-01,-4.07053367E-01,+9.87940177E-01,-4.24672377E-01,+9.10036230E-01,-3.86124947E-01,+9.88563814E-01,-4.01274403E-01
+1.38275271E+01,+0.00000000E+00,+9.00117995E-01,-4.07078715E-01,+9.87889410E-01,-4.24723776E-01,+9.10054232E-01,-3.85972771E-01,+9.88520958E-01,-4.01125575E-01
+1.38865404E+01,+0.00000000E+00,+9.00050491E-01,-4.07104200E-01,+9.87838406E-01,-4.24775442E-01,+9.10072307E-01,-3.85819965E-01,+9.88477946E-01,-4.00976119E-01
+1.39455687E+01,+0.00000000E+00,+8.99982662E-01,-4.07129825E-01,+9.87787166E-01,-4.24827377E-01,+9.10090455E-01,-3.85666530E-01,+9.88434777E-01,-4.00826035E-01
+1.40046121E+01,+0.00000000E+00,+8.99914507E-01,-4.07155589E-01,+9.87735691E-01,-4.24879582E-01,+9.10108676E-01,-3.85512466E-01,+9.88391453E-01,-4.00675323E-01
+1.40636707E+01,+0.00000000E+00,+8.99846027E-01,-4.07181493E-01,+9.87683978E-01,-4.24932058E-01,+9.10126970E-01,-3.85357773E-01,+9.88347973E-01,-4.00523983E-01
+1.41227445E+01,+0.00000000E+00,+8.99777220E-01,-4.07207538E-01,+9.87632029E-01,-4.24984805E-01,+9.10145338E-01,-3.85202451E-01,+9.88304338E-01,-4.00372015E-01
+1.41818337E+01,+0.00000000E+00,+8.99708086E-01,-4.07233723E-01,+9.87579842E-01,-4.25037823E-01,+9.10163778E-01,-3.85046500E-01,+9.88260548E-01,-4.00219419E-01
+1.42409383E+01,+0.00000000E+00,+8.99638624E-01,-4.07260049E-01,+9.87527418E-01,-4.25091115E-01,+9.10182291E-01,-3.84889921E-01,+9.88216603E-01,-4.00066194E-01
+1.43000584E+01,+0.00000000E+00,+8.99568834E-01,-4.07286517E-01,+9.87474756E-01,-4.25144679E-01,+9.10200877E-01,-3.84732713E-01,+9.88172504E-01,-3.99912341E-01
+1.43591940E+01,+0.00000000E+00,+8.99498715E-01,-4.07313127E-01,+9.87421856E-01,-4.25198519E-01,+9.10219536E-01,-3.84574876E-01,+9.88128251E-01,-3.99757860E-01
+1.44183452E+01,+0.00000000E+00,+8.99428267E-01,-4.07339880E-01,+9.87368718E-01,-4.25252633E-01,+9.10238269E-01,-3.84416411E-01,+9.88083844E-01,-3.99602750E-01
+1.44775122E+01,+0.00000000E+00,+8.99357488E-01,-4.07366775E-01,+9.87315340E-01,-4.25307023E-01,+9.10257074E-01,-3.84257318E-01,+9.88039284E-01,-3.99447012E-01
+1.45366949E+01,+0.00000000E+00,+8.99286379E-01,-4.07393814E-01,+9.87261723E-01,-4.25361689E-01,+9.10275951E-01,-3.84097596E-01,+9.87994570E-01,-3.99290645E-01
+1.45958935E+01,+0.00000000E+00,+8.99214938E-01,-4.07420997E-01,+9.87207867E-01,-4.25416633E-01,+9.10294902E-01,-3.83937246E-01,+9.87949704E-01,-3.99133650E-01
+1.46551080E+01,+0.00000000E+00,+8.99143165E-01,-4.07448325E-01,+9.87153771E-01,-4.25471855E-01,+9.10313926E-01,-3.83776269E-01,+9.87904686E-01,-3.98976026E-01
+1.47143385E+01,+0.00000000E+00,+8.99071059E-01,-4.07475798E-01,+9.87099435E-01,-4.25527356E-01,+9.10333023E-01,-3.83614663E-01,+9.87859515E-01,-3.98817773E-01
+1.47735852E+01,+0.00000000E+00,+8.98998620E-01,-4.07503416E-01,+9.87044858E-01,-4.25583137E-01,+9.10352192E-01,-3.83452430E-01,+9.87814193E-01,-3.98658892E-01
+1.48328479E+01,+0.00000000E+00,+8.98925847E-01,-4.07531180E-01,+9.86990041E-01,-4.25639198E-01,+9.10371435E-01,-3.83289569E-01,+9.87768719E-01,-3.98499381E-01
+1.48921269E+01,+0.00000000E+00,+8.98852739E-01,-4.07559090E-01,+9.86934982E-01,-4.25695540E-01,+9.10390750E-01,-3.83126080E-01,+9.87723094E-01,-3.98339242E-01
+1.49514222E+01,+0.00000000E+00,+8.98779296E-01,-4.07587147E-01,+9.86879681E-01,-4.25752165E-01,+9.10410138E-01,-3.82961964E-01,+9.87677318E-01,-3.98178473E-01
+1.50107340E+01,+0.00000000E+00,+8.98705517E-01,-4.07615352E-01,+9.86824139E-01,-4.25809073E-01,+9.10429599E-01,-3.82797220E-01,+9.87631392E-01,-3.98017076E-01
+1.50700621E+01,+0.00000000E+00,+8.98631402E-01,-4.07643705E-01,+9.86768355E-01,-4.25866264E-01,+9.10449133E-01,-3.82631850E-01,+9.87585316E-01,-3.97855049E-01
+1.51294069E+01,+0.00000000E+00,+8.98556949E-01,-4.07672206E-01,+9.86712328E-01,-4.25923740E-01,+9.10468740E-01,-3.82465852E-01,+9.87539090E-01,-3.97692393E-01
+1.51887682E+01,+0.00000000E+00,+8.98482158E-01,-4.07700855E-01,+9.86656058E-01,-4.25981502E-01,+9.10488419E-01,-3.82299227E-01,+9.87492714E-01,-3.97529108E-01
+1.52481463E+01,+0.00000000E+00,+8.98407029E-01,-4.07729655E-01,+9.86599545E-01,-4.26039550E-01,+9.10508171E-01,-3.82131975E-01,+9.87446189E-01,-3.97365194E-01
+1.53075411E+01,+0.00000000E+00,+8.98331561E-01,-4.07758604E-01,+9.86542788E-01,-4.26097885E-01,+9.10527996E-01,-3.81964096E-01,+9.87399515E-01,-3.97200650E-01
+1.53669528E+01,+0.00000000E+00,+8.98255752E-01,-4.07787704E-01,+9.86485787E-01,-4.26156508E-01,+9.10547894E-01,-3.81795590E-01,+9.87352693E-01,-3.97035476E-01
+1.54263814E+01,+0.00000000E+00,+8.98179603E-01,-4.07816954E-01,+9.86428542E-01,-4.26215420E-01,+9.10567865E-01,-3.81626458E-01,+9.87305723E-01,-3.96869674E-01
+1.54858271E+01,+0.00000000E+00,+8.98103113E-01,-4.07846356E-01,+9.86371052E-01,-4.26274622E-01,+9.10587909E-01,-3.81456699E-01,+9.87258605E-01,-3.96703241E-01
+1.55452898E+01,+0.00000000E+00,+8.98026281E-01,-4.07875910E-01,+9.86313317E-01,-4.26334114E-01,+9.10608025E-01,-3.81286313E-01,+9.87211339E-01,-3.96536179E-01
+1.56047697E+01,+0.00000000E+00,+8.97949106E-01,-4.07905617E-01,+9.86255336E-01,-4.26393898E-01,+9.10628214E-01,-3.81115302E-01,+9.87163926E-01,-3.96368487E-01
+1.56642669E+01,+0.00000000E+00,+8.97871587E-01,-4.07935477E-01,+9.86197110E-01,-4.26453974E-01,+9.10648476E-01,-3.80943664E-01,+9.87116367E-01,-3.96200165E-01
+1.57237813E+01,+0.00000000E+00,+8.97793725E-01,-4.07965490E-01,+9.86138638E-01,-4.26514344E-01,+9.10668811E-01,-3.80771400E-01,+9.87068661E-01,-3.96031213E-01
+1.57833132E+01,+0.00000000E+00,+8.97715517E-01,-4.07995657E-01,+9.86079919E-01,-4.26575007E-01,+9.10689218E-01,-3.80598510E-01,+9.87020809E-01,-3.95861631E-01
+1.58428626E+01,+0.00000000E+00,+8.97636964E-01,-4.08025979E-01,+9.86020953E-01,-4.26635966E-01,+9.10709699E-01,-3.80424993E-01,+9.86972811E-01,-3.95691420E-01
+1.59024296E+01,+0.00000000E+00,+8.97558065E-01,-4.08056456E-01,+9.85961740E-01,-4.26697220E-01,+9.10730252E-01,-3.80250852E-01,+9.86924668E-01,-3.95520578E-01
+1.59620142E+01,+0.00000000E+00,+8.97478819E-01,-4.08087089E-01,+9.85902279E-01,-4.26758772E-01,+9.10750877E-01,-3.80076084E-01,+9.86876380E-01,-3.95349106E-01
