theta_1,theta_2,Re(r_ap.tm),Im(r_ap.tm),Abs(r_ap.tm),Arg(r_ap.tm),Re(r_ap.te),Im(r_ap.te),Abs(r_ap.te),Arg(r_ap.te)
+1.60216165E+01,+0.00000000E+00,+8.97399226E-01,-4.08117878E-01,+9.85842570E-01,-4.26820621E-01,+9.10771576E-01,-3.79900691E-01,+9.86827948E-01,-3.95177003E-01
+1.60812366E+01,+0.00000000E+00,+8.97319283E-01,-4.08148824E-01,+9.85782612E-01,-4.26882769E-01,+9.10792347E-01,-3.79724672E-01,+9.86779371E-01,-3.95004270E-01
+1.61408747E+01,+0.00000000E+00,+8.97238992E-01,-4.08179928E-01,+9.85722406E-01,-4.26945216E-01,+9.10813192E-01,-3.79548028E-01,+9.86730650E-01,-3.94830907E-01
+1.62005307E+01,+0.00000000E+00,+8.97158351E-01,-4.08211189E-01,+9.85661951E-01,-4.27007964E-01,+9.10834108E-01,-3.79370758E-01,+9.86681785E-01,-3.94656914E-01
+1.62602047E+01,+0.00000000E+00,+8.97077359E-01,-4.08242609E-01,+9.85601246E-01,-4.27071013E-01,+9.10855098E-01,-3.79192863E-01,+9.86632777E-01,-3.94482289E-01
+1.63198969E+01,+0.00000000E+00,+8.96996016E-01,-4.08274188E-01,+9.85540291E-01,-4.27134364E-01,+9.10876161E-01,-3.79014344E-01,+9.86583627E-01,-3.94307034E-01
+1.63796073E+01,+0.00000000E+00,+8.96914320E-01,-4.08305927E-01,+9.85479085E-01,-4.27198019E-01,+9.10897296E-01,-3.78835199E-01,+9.86534334E-01,-3.94131149E-01
+1.64393360E+01,+0.00000000E+00,+8.96832272E-01,-4.08337825E-01,+9.85417629E-01,-4.27261978E-01,+9.10918504E-01,-3.78655429E-01,+9.86484898E-01,-3.93954632E-01
+1.64990831E+01,+0.00000000E+00,+8.96749870E-01,-4.08369885E-01,+9.85355922E-01,-4.27326243E-01,+9.10939785E-01,-3.78475035E-01,+9.86435321E-01,-3.93777485E-01
+1.65588486E+01,+0.00000000E+00,+8.96667114E-01,-4.08402106E-01,+9.85293963E-01,-4.27390814E-01,+9.10961138E-01,-3.78294015E-01,+9.86385603E-01,-3.93599706E-01
+1.66186327E+01,+0.00000000E+00,+8.96584003E-01,-4.08434489E-01,+9.85231752E-01,-4.27455691E-01,+9.10982565E-01,-3.78112372E-01,+9.86335743E-01,-3.93421297E-01
+1.66784354E+01,+0.00000000E+00,+8.96500535E-01,-4.08467035E-01,+9.85169289E-01,-4.27520877E-01,+9.11004064E-01,-3.77930103E-01,+9.86285743E-01,-3.93242256E-01
+1.67382568E+01,+0.00000000E+00,+8.96416711E-01,-4.08499743E-01,+9.85106573E-01,-4.27586372E-01,+9.11025636E-01,-3.77747211E-01,+9.86235603E-01,-3.93062584E-01
+1.67980970E+01,+0.00000000E+00,+8.96332529E-01,-4.08532615E-01,+9.85043604E-01,-4.27652177E-01,+9.11047281E-01,-3.77563694E-01,+9.86185323E-01,-3.92882281E-01
+1.68579560E+01,+0.00000000E+00,+8.96247989E-01,-4.08565652E-01,+9.84980381E-01,-4.27718293E-01,+9.11068998E-01,-3.77379553E-01,+9.86134903E-01,-3.92701347E-01
+1.69178340E+01,+0.00000000E+00,+8.96163090E-01,-4.08598854E-01,+9.84916904E-01,-4.27784722E-01,+9.11090789E-01,-3.77194788E-01,+9.86084344E-01,-3.92519780E-01
+1.69777311E+01,+0.00000000E+00,+8.96077831E-01,-4.08632221E-01,+9.84853172E-01,-4.27851463E-01,+9.11112652E-01,-3.77009399E-01,+9.86033646E-01,-3.92337583E-01
+1.70376473E+01,+0.00000000E+00,+8.95992211E-01,-4.08665754E-01,+9.84789186E-01,-4.27918519E-01,+9.11134588E-01,-3.76823386E-01,+9.85982810E-01,-3.92154754E-01
+1.70975827E+01,+0.00000000E+00,+8.95906230E-01,-4.08699454E-01,+9.84724945E-01,-4.27985889E-01,+9.11156597E-01,-3.76636749E-01,+9.85931836E-01,-3.91971293E-01
+1.71575374E+01,+0.00000000E+00,+8.95819887E-01,-4.08733321E-01,+9.84660448E-01,-4.28053576E-01,+9.11178679E-01,-3.76449489E-01,+9.85880725E-01,-3.91787200E-01
+1.72175114E+01,+0.00000000E+00,+8.95733180E-01,-4.08767356E-01,+9.84595694E-01,-4.28121580E-01,+9.11200834E-01,-3.76261605E-01,+9.85829476E-01,-3.91602475E-01
+1.72775050E+01,+0.00000000E+00,+8.95646109E-01,-4.08801560E-01,+9.84530684E-01,-4.28189902E-01,+9.11223061E-01,-3.76073098E-01,+9.85778090E-01,-3.91417118E-01
+1.73375180E+01,+0.00000000E+00,+8.95558674E-01,-4.08835933E-01,+9.84465418E-01,-4.28258544E-01,+9.11245362E-01,-3.75883967E-01,+9.85726568E-01,-3.91231130E-01
+1.73975507E+01,+0.00000000E+00,+8.95470873E-01,-4.08870476E-01,+9.84399893E-01,-4.28327505E-01,+9.11267735E-01,-3.75694214E-01,+9.85674910E-01,-3.91044509E-01
+1.74576031E+01,+0.00000000E+00,+8.95382705E-01,-4.08905189E-01,+9.84334111E-01,-4.28396789E-01,+9.11290182E-01,-3.75503837E-01,+9.85623116E-01,-3.90857255E-01
+1.75176753E+01,+0.00000000E+00,+8.95294170E-01,-4.08940074E-01,+9.84268071E-01,-4.28466394E-01,+9.11312701E-01,-3.75312837E-01,+9.85571187E-01,-3.90669370E-01
+1.75777674E+01,+0.00000000E+00,+8.95205267E-01,-4.08975130E-01,+9.84201772E-01,-4.28536323E-01,+9.11335293E-01,-3.75121214E-01,+9.85519123E-01,-3.90480852E-01
+1.76378795E+01,+0.00000000E+00,+8.95115995E-01,-4.09010358E-01,+9.84135213E-01,-4.28606577E-01,+9.11357958E-01,-3.74928968E-01,+9.85466924E-01,-3.90291701E-01
+1.76980116E+01,+0.00000000E+00,+8.95026353E-01,-4.09045760E-01,+9.84068395E-01,-4.28677156E-01,+9.11380696E-01,-3.74736100E-01,+9.85414592E-01,-3.90101918E-01
+1.77581639E+01,+0.00000000E+00,+8.94936341E-01,-4.09081335E-01,+9.84001317E-01,-4.28748062E-01,+9.11403507E-01,-3.74542609E-01,+9.85362126E-01,-3.89911502E-01
+1.78183364E+01,+0.00000000E+00,+8.94845956E-01,-4.09117084E-01,+9.83933979E-01,-4.28819296E-01,+9.11426391E-01,-3.74348496E-01,+9.85309526E-01,-3.89720453E-01
+1.78785292E+01,+0.00000000E+00,+8.94755200E-01,-4.09153009E-01,+9.83866379E-01,-4.28890859E-01,+9.11449348E-01,-3.74153760E-01,+9.85256794E-01,-3.89528772E-01
+1.79387425E+01,+0.00000000E+00,+8.94664070E-01,-4.09189109E-01,+9.83798518E-01,-4.28962751E-01,+9.11472378E-01,-3.73958402E-01,+9.85203929E-01,-3.89336457E-01
+1.79989762E+01,+0.00000000E+00,+8.94572566E-01,-4.09225386E-01,+9.83730396E-01,-4.29034975E-01,+9.11495481E-01,-3.73762422E-01,+9.85150933E-01,-3.89143509E-01
+1.80592305E+01,+0.00000000E+00,+8.94480686E-01,-4.09261839E-01,+9.83662010E-01,-4.29107532E-01,+9.11518657E-01,-3.73565819E-01,+9.85097804E-01,-3.88949928E-01
+1.81195055E+01,+0.00000000E+00,+8.94388431E-01,-4.09298470E-01,+9.83593362E-01,-4.29180421E-01,+9.11541907E-01,-3.73368595E-01,+9.85044545E-01,-3.88755714E-01
+1.81798012E+01,+0.00000000E+00,+8.94295798E-01,-4.09335280E-01,+9.83524451E-01,-4.29253645E-01,+9.11565229E-01,-3.73170749E-01,+9.84991154E-01,-3.88560866E-01
+1.82401178E+01,+0.00000000E+00,+8.94202788E-01,-4.09372268E-01,+9.83455276E-01,-4.29327205E-01,+9.11588625E-01,-3.72972281E-01,+9.84937634E-01,-3.88365385E-01
+1.83004553E+01,+0.00000000E+00,+8.94109400E-01,-4.09409436E-01,+9.83385837E-01,-4.29401102E-01,+9.11612093E-01,-3.72773191E-01,+9.84883983E-01,-3.88169271E-01
+1.83608138E+01,+0.00000000E+00,+8.94015631E-01,-4.09446785E-01,+9.83316133E-01,-4.29475337E-01,+9.11635635E-01,-3.72573480E-01,+9.84830203E-01,-3.87972522E-01
+1.84211934E+01,+0.00000000E+00,+8.93921482E-01,-4.09484314E-01,+9.83246164E-01,-4.29549911E-01,+9.11659250E-01,-3.72373147E-01,+9.84776294E-01,-3.87775140E-01
+1.84815943E+01,+0.00000000E+00,+8.93826951E-01,-4.09522026E-01,+9.83175930E-01,-4.29624825E-01,+9.11682938E-01,-3.72172193E-01,+9.84722256E-01,-3.87577124E-01
+1.85420164E+01,+0.00000000E+00,+8.93732038E-01,-4.09559920E-01,+9.83105429E-01,-4.29700081E-01,+9.11706700E-01,-3.71970618E-01,+9.84668090E-01,-3.87378474E-01
+1.86024599E+01,+0.00000000E+00,+8.93636742E-01,-4.09597997E-01,+9.83034662E-01,-4.29775679E-01,+9.11730534E-01,-3.71768422E-01,+9.84613796E-01,-3.87179189E-01
+1.86629249E+01,+0.00000000E+00,+8.93541062E-01,-4.09636258E-01,+9.82963627E-01,-4.29851621E-01,+9.11754442E-01,-3.71565604E-01,+9.84559374E-01,-3.86979271E-01
+1.87234114E+01,+0.00000000E+00,+8.93444996E-01,-4.09674704E-01,+9.82892325E-01,-4.29927908E-01,+9.11778424E-01,-3.71362166E-01,+9.84504826E-01,-3.86778718E-01
+1.87839196E+01,+0.00000000E+00,+8.93348544E-01,-4.09713335E-01,+9.82820755E-01,-4.30004542E-01,+9.11802478E-01,-3.71158107E-01,+9.84450151E-01,-3.86577531E-01
+1.88444495E+01,+0.00000000E+00,+8.93251704E-01,-4.09752152E-01,+9.82748917E-01,-4.30081523E-01,+9.11826606E-01,-3.70953427E-01,+9.84395350E-01,-3.86375709E-01
+1.89050013E+01,+0.00000000E+00,+8.93154477E-01,-4.09791155E-01,+9.82676809E-01,-4.30158853E-01,+9.11850808E-01,-3.70748126E-01,+9.84340423E-01,-3.86173253E-01
+1.89655750E+01,+0.00000000E+00,+8.93056861E-01,-4.09830347E-01,+9.82604432E-01,-4.30236533E-01,+9.11875083E-01,-3.70542205E-01,+9.84285371E-01,-3.85970162E-01
+1.90261707E+01,+0.00000000E+00,+8.92958854E-01,-4.09869726E-01,+9.82531784E-01,-4.30314564E-01,+9.11899431E-01,-3.70335663E-01,+9.84230194E-01,-3.85766436E-01
+1.90867885E+01,+0.00000000E+00,+8.92860456E-01,-4.09909295E-01,+9.82458867E-01,-4.30392947E-01,+9.11923853E-01,-3.70128501E-01,+9.84174893E-01,-3.85562075E-01
+1.91474285E+01,+0.00000000E+00,+8.92761667E-01,-4.09949053E-01,+9.82385678E-01,-4.30471685E-01,+9.11948348E-01,-3.69920719E-01,+9.84119468E-01,-3.85357079E-01
+1.92080908E+01,+0.00000000E+00,+8.92662484E-01,-4.09989002E-01,+9.82312217E-01,-4.30550777E-01,+9.11972917E-01,-3.69712317E-01,+9.84063920E-01,-3.85151448E-01
+1.92687755E+01,+0.00000000E+00,+8.92562907E-01,-4.10029142E-01,+9.82238485E-01,-4.30630225E-01,+9.11997559E-01,-3.69503294E-01,+9.84008248E-01,-3.84945181E-01
+1.93294827E+01,+0.00000000E+00,+8.92462935E-01,-4.10069474E-01,+9.82164479E-01,-4.30710031E-01,+9.12022275E-01,-3.69293652E-01,+9.83952454E-01,-3.84738279E-01
+1.93902124E+01,+0.00000000E+00,+8.92362567E-01,-4.10109999E-01,+9.82090201E-01,-4.30790195E-01,+9.12047065E-01,-3.69083390E-01,+9.83896538E-01,-3.84530742E-01
+1.94509648E+01,+0.00000000E+00,+8.92261802E-01,-4.10150717E-01,+9.82015649E-01,-4.30870720E-01,+9.12071929E-01,-3.68872508E-01,+9.83840500E-01,-3.84322569E-01
+1.95117399E+01,+0.00000000E+00,+8.92160639E-01,-4.10191630E-01,+9.81940823E-01,-4.30951606E-01,+9.12096866E-01,-3.68661006E-01,+9.83784341E-01,-3.84113760E-01
+1.95725379E+01,+0.00000000E+00,+8.92059077E-01,-4.10232737E-01,+9.81865722E-01,-4.31032855E-01,+9.12121877E-01,-3.68448885E-01,+9.83728061E-01,-3.83904316E-01
+1.96333589E+01,+0.00000000E+00,+8.91957115E-01,-4.10274041E-01,+9.81790346E-01,-4.31114467E-01,+9.12146961E-01,-3.68236145E-01,+9.83671661E-01,-3.83694235E-01
+1.96942029E+01,+0.00000000E+00,+8.91854751E-01,-4.10315541E-01,+9.81714694E-01,-4.31196445E-01,+9.12172120E-01,-3.68022785E-01,+9.83615141E-01,-3.83483518E-01
+1.97550700E+01,+0.00000000E+00,+8.91751985E-01,-4.10357238E-01,+9.81638765E-01,-4.31278790E-01,+9.12197352E-01,-3.67808806E-01,+9.83558502E-01,-3.83272165E-01
+1.98159604E+01,+0.00000000E+00,+8.91648816E-01,-4.10399134E-01,+9.81562560E-01,-4.31361502E-01,+9.12222659E-01,-3.67594207E-01,+9.83501744E-01,-3.83060176E-01
+1.98768741E+01,+0.00000000E+00,+8.91545242E-01,-4.10441229E-01,+9.81486078E-01,-4.31444584E-01,+9.12248039E-01,-3.67378990E-01,+9.83444867E-01,-3.82847550E-01
+1.99378112E+01,+0.00000000E+00,+8.91441263E-01,-4.10483523E-01,+9.81409317E-01,-4.31528037E-01,+9.12273494E-01,-3.67163154E-01,+9.83387873E-01,-3.82634288E-01
+1.99987718E+01,+0.00000000E+00,+8.91336877E-01,-4.10526019E-01,+9.81332278E-01,-4.31611862E-01,+9.12299022E-01,-3.66946698E-01,+9.83330761E-01,-3.82420389E-01
+2.00597561E+01,+0.00000000E+00,+8.91232084E-01,-4.10568715E-01,+9.81254960E-01,-4.31696060E-01,+9.12324624E-01,-3.66729624E-01,+9.83273532E-01,-3.82205853E-01
+2.01207640E+01,+0.00000000E+00,+8.91126882E-01,-4.10611614E-01,+9.81177363E-01,-4.31780633E-01,+9.12350301E-01,-3.66511932E-01,+9.83216186E-01,-3.81990680E-01
+2.01817958E+01,+0.00000000E+00,+8.91021270E-01,-4.10654716E-01,+9.81099485E-01,-4.31865582E-01,+9.12376052E-01,-3.66293621E-01,+9.83158724E-01,-3.81774870E-01
+2.02428514E+01,+0.00000000E+00,+8.90915247E-01,-4.10698022E-01,+9.81021326E-01,-4.31950908E-01,+9.12401877E-01,-3.66074691E-01,+9.83101147E-01,-3.81558423E-01
+2.03039311E+01,+0.00000000E+00,+8.90808812E-01,-4.10741533E-01,+9.80942887E-01,-4.32036614E-01,+9.12427776E-01,-3.65855143E-01,+9.83043454E-01,-3.81341339E-01
+2.03650349E+01,+0.00000000E+00,+8.90701964E-01,-4.10785249E-01,+9.80864165E-01,-4.32122700E-01,+9.12453750E-01,-3.65634977E-01,+9.82985647E-01,-3.81123617E-01
+2.04261628E+01,+0.00000000E+00,+8.90594702E-01,-4.10829171E-01,+9.80785161E-01,-4.32209168E-01,+9.12479798E-01,-3.65414192E-01,+9.82927726E-01,-3.80905257E-01
+2.04873151E+01,+0.00000000E+00,+8.90487025E-01,-4.10873301E-01,+9.80705874E-01,-4.32296019E-01,+9.12505921E-01,-3.65192789E-01,+9.82869691E-01,-3.80686260E-01
+2.05484918E+01,+0.00000000E+00,+8.90378931E-01,-4.10917639E-01,+9.80626303E-01,-4.32383255E-01,+9.12532118E-01,-3.64970769E-01,+9.82811543E-01,-3.80466625E-01
+2.06096929E+01,+0.00000000E+00,+8.90270419E-01,-4.10962186E-01,+9.80546448E-01,-4.32470877E-01,+9.12558389E-01,-3.64748130E-01,+9.82753282E-01,-3.80246352E-01
+2.06709187E+01,+0.00000000E+00,+8.90161488E-01,-4.11006943E-01,+9.80466309E-01,-4.32558887E-01,+9.12584736E-01,-3.64524874E-01,+9.82694909E-01,-3.80025441E-01
+2.07321691E+01,+0.00000000E+00,+8.90052138E-01,-4.11051910E-01,+9.80385884E-01,-4.32647286E-01,+9.12611156E-01,-3.64301000E-01,+9.82636424E-01,-3.79803891E-01
+2.07934444E+01,+0.00000000E+00,+8.89942366E-01,-4.11097089E-01,+9.80305173E-01,-4.32736075E-01,+9.12637652E-01,-3.64076508E-01,+9.82577828E-01,-3.79581704E-01
+2.08547445E+01,+0.00000000E+00,+8.89832172E-01,-4.11142480E-01,+9.80224175E-01,-4.32825257E-01,+9.12664222E-01,-3.63851399E-01,+9.82519121E-01,-3.79358877E-01
+2.09160696E+01,+0.00000000E+00,+8.89721555E-01,-4.11188085E-01,+9.80142891E-01,-4.32914832E-01,+9.12690867E-01,-3.63625672E-01,+9.82460304E-01,-3.79135412E-01
+2.09774199E+01,+0.00000000E+00,+8.89610513E-01,-4.11233904E-01,+9.80061319E-01,-4.33004802E-01,+9.12717587E-01,-3.63399328E-01,+9.82401377E-01,-3.78911309E-01
+2.10387953E+01,+0.00000000E+00,+8.89499045E-01,-4.11279938E-01,+9.79979458E-01,-4.33095168E-01,+9.12744382E-01,-3.63172366E-01,+9.82342341E-01,-3.78686566E-01
+2.11001960E+01,+0.00000000E+00,+8.89387150E-01,-4.11326188E-01,+9.79897309E-01,-4.33185933E-01,+9.12771252E-01,-3.62944788E-01,+9.82283196E-01,-3.78461184E-01
+2.11616221E+01,+0.00000000E+00,+8.89274827E-01,-4.11372655E-01,+9.79814870E-01,-4.33277098E-01,+9.12798197E-01,-3.62716592E-01,+9.82223944E-01,-3.78235163E-01
+2.12230738E+01,+0.00000000E+00,+8.89162074E-01,-4.11419340E-01,+9.79732141E-01,-4.33368663E-01,+9.12825218E-01,-3.62487779E-01,+9.82164583E-01,-3.78008503E-01
+2.12845510E+01,+0.00000000E+00,+8.89048891E-01,-4.11466244E-01,+9.79649121E-01,-4.33460632E-01,+9.12852313E-01,-3.62258350E-01,+9.82105115E-01,-3.77781203E-01
+2.13460540E+01,+0.00000000E+00,+8.88935275E-01,-4.11513367E-01,+9.79565809E-01,-4.33553004E-01,+9.12879483E-01,-3.62028303E-01,+9.82045541E-01,-3.77553264E-01
+2.14075827E+01,+0.00000000E+00,+8.88821227E-01,-4.11560710E-01,+9.79482206E-01,-4.33645783E-01,+9.12906729E-01,-3.61797640E-01,+9.81985860E-01,-3.77324684E-01
+2.14691374E+01,+0.00000000E+00,+8.88706744E-01,-4.11608276E-01,+9.79398310E-01,-4.33738969E-01,+9.12934051E-01,-3.61566360E-01,+9.81926074E-01,-3.77095465E-01
+2.15307181E+01,+0.00000000E+00,+8.88591826E-01,-4.11656063E-01,+9.79314121E-01,-4.33832564E-01,+9.12961448E-01,-3.61334464E-01,+9.81866182E-01,-3.76865606E-01
+2.15923249E+01,+0.00000000E+00,+8.88476470E-01,-4.11704074E-01,+9.79229638E-01,-4.33926570E-01,+9.12988920E-01,-3.61101951E-01,+9.81806186E-01,-3.76635106E-01
+2.16539579E+01,+0.00000000E+00,+8.88360677E-01,-4.11752310E-01,+9.79144860E-01,-4.34020988E-01,+9.13016468E-01,-3.60868822E-01,+9.81746086E-01,-3.76403967E-01
+2.17156173E+01,+0.00000000E+00,+8.88244444E-01,-4.11800770E-01,+9.79059787E-01,-4.34115819E-01,+9.13044092E-01,-3.60635076E-01,+9.81685882E-01,-3.76172186E-01
+2.17773031E+01,+0.00000000E+00,+8.88127770E-01,-4.11849457E-01,+9.78974418E-01,-4.34211067E-01,+9.13071791E-01,-3.60400714E-01,+9.81625575E-01,-3.75939765E-01
+2.18390154E+01,+0.00000000E+00,+8.88010654E-01,-4.11898371E-01,+9.78888753E-01,-4.34306731E-01,+9.13099566E-01,-3.60165736E-01,+9.81565166E-01,-3.75706703E-01
+2.19007545E+01,+0.00000000E+00,+8.87893095E-01,-4.11947514E-01,+9.78802790E-01,-4.34402815E-01,+9.13127417E-01,-3.59930142E-01,+9.81504655E-01,-3.75473000E-01
+2.19625202E+01,+0.00000000E+00,+8.87775092E-01,-4.11996885E-01,+9.78716530E-01,-4.34499319E-01,+9.13155344E-01,-3.59693932E-01,+9.81444042E-01,-3.75238656E-01
+2.20243128E+01,+0.00000000E+00,+8.87656642E-01,-4.12046487E-01,+9.78629972E-01,-4.34596245E-01,+9.13183348E-01,-3.59457106E-01,+9.81383328E-01,-3.75003671E-01
+2.20861324E+01,+0.00000000E+00,+8.87537745E-01,-4.12096319E-01,+9.78543114E-01,-4.34693595E-01,+9.13211427E-01,-3.59219664E-01,+9.81322514E-01,-3.74768044E-01
+2.21479791E+01,+0.00000000E+00,+8.87418400E-01,-4.12146384E-01,+9.78455956E-01,-4.34791370E-01,+9.13239582E-01,-3.58981607E-01,+9.81261601E-01,-3.74531776E-01
+2.22098530E+01,+0.00000000E+00,+8.87298605E-01,-4.12196682E-01,+9.78368498E-01,-4.34889573E-01,+9.13267814E-01,-3.58742933E-01,+9.81200588E-01,-3.74294866E-01
+2.22717541E+01,+0.00000000E+00,+8.87178358E-01,-4.12247214E-01,+9.78280739E-01,-4.34988204E-01,+9.13296123E-01,-3.58503645E-01,+9.81139476E-01,-3.74057313E-01
+2.23336827E+01,+0.00000000E+00,+8.87057659E-01,-4.12297981E-01,+9.78192678E-01,-4.35087267E-01,+9.13324507E-01,-3.58263740E-01,+9.81078266E-01,-3.73819119E-01
+2.23956387E+01,+0.00000000E+00,+8.86936506E-01,-4.12348984E-01,+9.78104314E-01,-4.35186761E-01,+9.13352969E-01,-3.58023221E-01,+9.81016958E-01,-3.73580283E-01
+2.24576224E+01,+0.00000000E+00,+8.86814897E-01,-4.12400225E-01,+9.78015648E-01,-4.35286690E-01,+9.13381506E-01,-3.57782086E-01,+9.80955553E-01,-3.73340804E-01
+2.25196338E+01,+0.00000000E+00,+8.86692832E-01,-4.12451703E-01,+9.77926677E-01,-4.35387055E-01,+9.13410121E-01,-3.57540335E-01,+9.80894052E-01,-3.73100682E-01
+2.25816731E+01,+0.00000000E+00,+8.86570308E-01,-4.12503421E-01,+9.77837402E-01,-4.35487858E-01,+9.13438813E-01,-3.57297970E-01,+9.80832454E-01,-3.72859918E-01
+2.26437403E+01,+0.00000000E+00,+8.86447326E-01,-4.12555379E-01,+9.77747821E-01,-4.35589100E-01,+9.13467581E-01,-3.57054989E-01,+9.80770761E-01,-3.72618511E-01
+2.27058355E+01,+0.00000000E+00,+8.86323882E-01,-4.12607579E-01,+9.77657935E-01,-4.35690783E-01,+9.13496426E-01,-3.56811393E-01,+9.80708974E-01,-3.72376461E-01
+2.27679590E+01,+0.00000000E+00,+8.86199976E-01,-4.12660021E-01,+9.77567742E-01,-4.35792910E-01,+9.13525349E-01,-3.56567183E-01,+9.80647092E-01,-3.72133767E-01
+2.28301107E+01,+0.00000000E+00,+8.86075606E-01,-4.12712706E-01,+9.77477241E-01,-4.35895481E-01,+9.13554348E-01,-3.56322357E-01,+9.80585116E-01,-3.71890431E-01
+2.28922908E+01,+0.00000000E+00,+8.85950771E-01,-4.12765635E-01,+9.77386433E-01,-4.35998499E-01,+9.13583425E-01,-3.56076917E-01,+9.80523047E-01,-3.71646450E-01
+2.29544994E+01,+0.00000000E+00,+8.85825469E-01,-4.12818811E-01,+9.77295315E-01,-4.36101966E-01,+9.13612580E-01,-3.55830861E-01,+9.80460885E-01,-3.71401826E-01
+2.30167366E+01,+0.00000000E+00,+8.85699700E-01,-4.12872233E-01,+9.77203888E-01,-4.36205883E-01,+9.13641811E-01,-3.55584191E-01,+9.80398632E-01,-3.71156557E-01
+2.30790026E+01,+0.00000000E+00,+8.85573460E-01,-4.12925902E-01,+9.77112151E-01,-4.36310252E-01,+9.13671121E-01,-3.55336907E-01,+9.80336287E-01,-3.70910645E-01
+2.31412974E+01,+0.00000000E+00,+8.85446750E-01,-4.12979821E-01,+9.77020102E-01,-4.36415076E-01,+9.13700508E-01,-3.55089008E-01,+9.80273850E-01,-3.70664088E-01
+2.32036212E+01,+0.00000000E+00,+8.85319568E-01,-4.13033990E-01,+9.76927742E-01,-4.36520356E-01,+9.13729973E-01,-3.54840494E-01,+9.80211324E-01,-3.70416887E-01
+2.32659741E+01,+0.00000000E+00,+8.85191911E-01,-4.13088409E-01,+9.76835070E-01,-4.36626093E-01,+9.13759516E-01,-3.54591367E-01,+9.80148708E-01,-3.70169041E-01
+2.33283561E+01,+0.00000000E+00,+8.85063779E-01,-4.13143081E-01,+9.76742084E-01,-4.36732291E-01,+9.13789136E-01,-3.54341624E-01,+9.80086003E-01,-3.69920551E-01
+2.33907675E+01,+0.00000000E+00,+8.84935170E-01,-4.13198006E-01,+9.76648784E-01,-4.36838950E-01,+9.13818835E-01,-3.54091268E-01,+9.80023209E-01,-3.69671415E-01
+2.34532082E+01,+0.00000000E+00,+8.84806083E-01,-4.13253185E-01,+9.76555169E-01,-4.36946073E-01,+9.13848612E-01,-3.53840297E-01,+9.79960327E-01,-3.69421634E-01
+2.35156785E+01,+0.00000000E+00,+8.84676515E-01,-4.13308620E-01,+9.76461239E-01,-4.37053662E-01,+9.13878468E-01,-3.53588712E-01,+9.79897358E-01,-3.69171207E-01
+2.35781785E+01,+0.00000000E+00,+8.84546466E-01,-4.13364311E-01,+9.76366993E-01,-4.37161719E-01,+9.13908402E-01,-3.53336513E-01,+9.79834301E-01,-3.68920135E-01
+2.36407082E+01,+0.00000000E+00,+8.84415934E-01,-4.13420261E-01,+9.76272430E-01,-4.37270245E-01,+9.13938414E-01,-3.53083700E-01,+9.79771159E-01,-3.68668418E-01
+2.37032678E+01,+0.00000000E+00,+8.84284918E-01,-4.13476469E-01,+9.76177549E-01,-4.37379242E-01,+9.13968505E-01,-3.52830273E-01,+9.79707931E-01,-3.68416054E-01
+2.37658574E+01,+0.00000000E+00,+8.84153415E-01,-4.13532938E-01,+9.76082349E-01,-4.37488714E-01,+9.13998675E-01,-3.52576232E-01,+9.79644618E-01,-3.68163044E-01
+2.38284772E+01,+0.00000000E+00,+8.84021425E-01,-4.13589667E-01,+9.75986830E-01,-4.37598661E-01,+9.14028924E-01,-3.52321577E-01,+9.79581220E-01,-3.67909388E-01
+2.38911271E+01,+0.00000000E+00,+8.83888945E-01,-4.13646660E-01,+9.75890991E-01,-4.37709085E-01,+9.14059252E-01,-3.52066309E-01,+9.79517739E-01,-3.67655085E-01
+2.39538075E+01,+0.00000000E+00,+8.83755974E-01,-4.13703915E-01,+9.75794831E-01,-4.37819990E-01,+9.14089658E-01,-3.51810427E-01,+9.79454175E-01,-3.67400135E-01
+2.40165183E+01,+0.00000000E+00,+8.83622511E-01,-4.13761436E-01,+9.75698349E-01,-4.37931376E-01,+9.14120145E-01,-3.51553931E-01,+9.79390527E-01,-3.67144539E-01
+2.40792597E+01,+0.00000000E+00,+8.83488554E-01,-4.13819223E-01,+9.75601545E-01,-4.38043245E-01,+9.14150710E-01,-3.51296821E-01,+9.79326798E-01,-3.66888295E-01
+2.41420318E+01,+0.00000000E+00,+8.83354101E-01,-4.13877277E-01,+9.75504417E-01,-4.38155601E-01,+9.14181355E-01,-3.51039098E-01,+9.79262987E-01,-3.66631404E-01
+2.42048348E+01,+0.00000000E+00,+8.83219150E-01,-4.13935600E-01,+9.75406965E-01,-4.38268445E-01,+9.14212080E-01,-3.50780762E-01,+9.79199096E-01,-3.66373866E-01
+2.42676687E+01,+0.00000000E+00,+8.83083701E-01,-4.13994192E-01,+9.75309189E-01,-4.38381779E-01,+9.14242884E-01,-3.50521812E-01,+9.79135124E-01,-3.66115679E-01
+2.43305337E+01,+0.00000000E+00,+8.82947751E-01,-4.14053055E-01,+9.75211086E-01,-4.38495605E-01,+9.14273769E-01,-3.50262248E-01,+9.79071073E-01,-3.65856845E-01
+2.43934300E+01,+0.00000000E+00,+8.82811298E-01,-4.14112190E-01,+9.75112657E-01,-4.38609925E-01,+9.14304733E-01,-3.50002071E-01,+9.79006943E-01,-3.65597362E-01
+2.44563575E+01,+0.00000000E+00,+8.82674342E-01,-4.14171599E-01,+9.75013901E-01,-4.38724742E-01,+9.14335777E-01,-3.49741281E-01,+9.78942735E-01,-3.65337232E-01
