s1,s2,Re(z_ibc1p.tm),Im(z_ibc1p.tm),Abs(z_ibc1p.tm),Arg(z_ibc1p.tm),Re(z_ibc1p.te),Im(z_ibc1p.te),Abs(z_ibc1p.te),Arg(z_ibc1p.te)
+4.13000000E-01,+0.00000000E+00,+1.86338717E-02,+1.96292092E-01,+1.97174559E-01,+1.47615065E+00,+1.59660133E-03,+2.13844422E-01,+2.13850382E-01,+1.56333028E+00
+4.14000000E-01,+0.00000000E+00,+1.86569631E-02,+1.96267377E-01,+1.97152138E-01,+1.47602220E+00,+1.60299430E-03,+2.13836907E-01,+2.13842915E-01,+1.56330013E+00
+4.15000000E-01,+0.00000000E+00,+1.86801559E-02,+1.96242553E-01,+1.97129622E-01,+1.47589316E+00,+1.60941533E-03,+2.13829359E-01,+2.13835416E-01,+1.56326983E+00
+4.16000000E-01,+0.00000000E+00,+1.87034504E-02,+1.96217620E-01,+1.97107010E-01,+1.47576352E+00,+1.61586453E-03,+2.13821778E-01,+2.13827884E-01,+1.56323941E+00
+4.17000000E-01,+0.00000000E+00,+1.87268472E-02,+1.96192578E-01,+1.97084303E-01,+1.47563328E+00,+1.62234204E-03,+2.13814164E-01,+2.13820319E-01,+1.56320885E+00
+4.18000000E-01,+0.00000000E+00,+1.87503467E-02,+1.96167426E-01,+1.97061499E-01,+1.47550245E+00,+1.62884799E-03,+2.13806517E-01,+2.13812721E-01,+1.56317815E+00
+4.19000000E-01,+0.00000000E+00,+1.87739494E-02,+1.96142163E-01,+1.97038599E-01,+1.47537100E+00,+1.63538251E-03,+2.13798836E-01,+2.13805090E-01,+1.56314731E+00
+4.20000000E-01,+0.00000000E+00,+1.87976558E-02,+1.96116789E-01,+1.97015601E-01,+1.47523895E+00,+1.64194574E-03,+2.13791121E-01,+2.13797426E-01,+1.56311634E+00
+4.21000000E-01,+0.00000000E+00,+1.88214663E-02,+1.96091304E-01,+1.96992506E-01,+1.47510629E+00,+1.64853780E-03,+2.13783372E-01,+2.13789728E-01,+1.56308523E+00
+4.22000000E-01,+0.00000000E+00,+1.88453814E-02,+1.96065707E-01,+1.96969312E-01,+1.47497301E+00,+1.65515882E-03,+2.13775589E-01,+2.13781996E-01,+1.56305398E+00
+4.23000000E-01,+0.00000000E+00,+1.88694017E-02,+1.96039998E-01,+1.96946021E-01,+1.47483912E+00,+1.66180896E-03,+2.13767772E-01,+2.13774231E-01,+1.56302258E+00
+4.24000000E-01,+0.00000000E+00,+1.88935276E-02,+1.96014175E-01,+1.96922630E-01,+1.47470460E+00,+1.66848833E-03,+2.13759921E-01,+2.13766432E-01,+1.56299105E+00
+4.25000000E-01,+0.00000000E+00,+1.89177597E-02,+1.95988239E-01,+1.96899140E-01,+1.47456946E+00,+1.67519709E-03,+2.13752035E-01,+2.13758599E-01,+1.56295938E+00
+4.26000000E-01,+0.00000000E+00,+1.89420983E-02,+1.95962189E-01,+1.96875551E-01,+1.47443370E+00,+1.68193535E-03,+2.13744114E-01,+2.13750731E-01,+1.56292757E+00
+4.27000000E-01,+0.00000000E+00,+1.89665441E-02,+1.95936024E-01,+1.96851861E-01,+1.47429730E+00,+1.68870328E-03,+2.13736159E-01,+2.13742830E-01,+1.56289561E+00
+4.28000000E-01,+0.00000000E+00,+1.89910974E-02,+1.95909744E-01,+1.96828071E-01,+1.47416027E+00,+1.69550100E-03,+2.13728168E-01,+2.13734893E-01,+1.56286351E+00
+4.29000000E-01,+0.00000000E+00,+1.90157589E-02,+1.95883348E-01,+1.96804179E-01,+1.47402261E+00,+1.70232865E-03,+2.13720142E-01,+2.13726922E-01,+1.56283127E+00
+4.30000000E-01,+0.00000000E+00,+1.90405291E-02,+1.95856836E-01,+1.96780187E-01,+1.47388430E+00,+1.70918639E-03,+2.13712081E-01,+2.13718916E-01,+1.56279888E+00
+4.31000000E-01,+0.00000000E+00,+1.90654084E-02,+1.95830207E-01,+1.96756092E-01,+1.47374535E+00,+1.71607434E-03,+2.13703985E-01,+2.13710875E-01,+1.56276635E+00
+4.32000000E-01,+0.00000000E+00,+1.90903973E-02,+1.95803460E-01,+1.96731895E-01,+1.47360576E+00,+1.72299266E-03,+2.13695852E-01,+2.13702798E-01,+1.56273367E+00
+4.33000000E-01,+0.00000000E+00,+1.91154965E-02,+1.95776596E-01,+1.96707595E-01,+1.47346551E+00,+1.72994149E-03,+2.13687684E-01,+2.13694687E-01,+1.56270085E+00
+4.34000000E-01,+0.00000000E+00,+1.91407064E-02,+1.95749613E-01,+1.96683191E-01,+1.47332461E+00,+1.73692098E-03,+2.13679480E-01,+2.13686539E-01,+1.56266788E+00
+4.35000000E-01,+0.00000000E+00,+1.91660276E-02,+1.95722512E-01,+1.96658684E-01,+1.47318305E+00,+1.74393127E-03,+2.13671240E-01,+2.13678356E-01,+1.56263476E+00
+4.36000000E-01,+0.00000000E+00,+1.91914606E-02,+1.95695290E-01,+1.96634073E-01,+1.47304083E+00,+1.75097251E-03,+2.13662963E-01,+2.13670138E-01,+1.56260149E+00
+4.37000000E-01,+0.00000000E+00,+1.92170059E-02,+1.95667948E-01,+1.96609357E-01,+1.47289795E+00,+1.75804486E-03,+2.13654650E-01,+2.13661883E-01,+1.56256807E+00
+4.38000000E-01,+0.00000000E+00,+1.92426641E-02,+1.95640486E-01,+1.96584536E-01,+1.47275440E+00,+1.76514846E-03,+2.13646300E-01,+2.13653591E-01,+1.56253450E+00
+4.39000000E-01,+0.00000000E+00,+1.92684357E-02,+1.95612902E-01,+1.96559609E-01,+1.47261018E+00,+1.77228346E-03,+2.13637913E-01,+2.13645264E-01,+1.56250078E+00
+4.40000000E-01,+0.00000000E+00,+1.92943213E-02,+1.95585196E-01,+1.96534576E-01,+1.47246529E+00,+1.77945002E-03,+2.13629489E-01,+2.13636900E-01,+1.56246691E+00
+4.41000000E-01,+0.00000000E+00,+1.93203215E-02,+1.95557367E-01,+1.96509437E-01,+1.47231971E+00,+1.78664828E-03,+2.13621028E-01,+2.13628499E-01,+1.56243289E+00
+4.42000000E-01,+0.00000000E+00,+1.93464367E-02,+1.95529416E-01,+1.96484190E-01,+1.47217346E+00,+1.79387842E-03,+2.13612529E-01,+2.13620061E-01,+1.56239871E+00
+4.43000000E-01,+0.00000000E+00,+1.93726676E-02,+1.95501340E-01,+1.96458836E-01,+1.47202652E+00,+1.80114057E-03,+2.13603992E-01,+2.13611586E-01,+1.56236438E+00
+4.44000000E-01,+0.00000000E+00,+1.93990147E-02,+1.95473140E-01,+1.96433374E-01,+1.47187889E+00,+1.80843490E-03,+2.13595418E-01,+2.13603074E-01,+1.56232989E+00
+4.45000000E-01,+0.00000000E+00,+1.94254787E-02,+1.95444816E-01,+1.96407803E-01,+1.47173056E+00,+1.81576157E-03,+2.13586806E-01,+2.13594524E-01,+1.56229525E+00
+4.46000000E-01,+0.00000000E+00,+1.94520600E-02,+1.95416365E-01,+1.96382123E-01,+1.47158154E+00,+1.82312074E-03,+2.13578156E-01,+2.13585937E-01,+1.56226045E+00
+4.47000000E-01,+0.00000000E+00,+1.94787592E-02,+1.95387788E-01,+1.96356334E-01,+1.47143182E+00,+1.83051256E-03,+2.13569467E-01,+2.13577311E-01,+1.56222550E+00
+4.48000000E-01,+0.00000000E+00,+1.95055770E-02,+1.95359085E-01,+1.96330435E-01,+1.47128140E+00,+1.83793720E-03,+2.13560739E-01,+2.13568648E-01,+1.56219038E+00
+4.49000000E-01,+0.00000000E+00,+1.95325139E-02,+1.95330254E-01,+1.96304425E-01,+1.47113027E+00,+1.84539482E-03,+2.13551973E-01,+2.13559946E-01,+1.56215511E+00
+4.50000000E-01,+0.00000000E+00,+1.95595706E-02,+1.95301294E-01,+1.96278303E-01,+1.47097842E+00,+1.85288559E-03,+2.13543168E-01,+2.13551207E-01,+1.56211968E+00
+4.51000000E-01,+0.00000000E+00,+1.95867476E-02,+1.95272206E-01,+1.96252071E-01,+1.47082586E+00,+1.86040967E-03,+2.13534324E-01,+2.13542428E-01,+1.56208409E+00
+4.52000000E-01,+0.00000000E+00,+1.96140455E-02,+1.95242989E-01,+1.96225726E-01,+1.47067258E+00,+1.86796723E-03,+2.13525440E-01,+2.13533611E-01,+1.56204833E+00
+4.53000000E-01,+0.00000000E+00,+1.96414649E-02,+1.95213642E-01,+1.96199269E-01,+1.47051858E+00,+1.87555843E-03,+2.13516517E-01,+2.13524755E-01,+1.56201242E+00
+4.54000000E-01,+0.00000000E+00,+1.96690065E-02,+1.95184163E-01,+1.96172698E-01,+1.47036384E+00,+1.88318345E-03,+2.13507554E-01,+2.13515859E-01,+1.56197634E+00
+4.55000000E-01,+0.00000000E+00,+1.96966708E-02,+1.95154554E-01,+1.96146014E-01,+1.47020838E+00,+1.89084246E-03,+2.13498551E-01,+2.13506924E-01,+1.56194009E+00
+4.56000000E-01,+0.00000000E+00,+1.97244585E-02,+1.95124812E-01,+1.96119215E-01,+1.47005218E+00,+1.89853562E-03,+2.13489508E-01,+2.13497950E-01,+1.56190369E+00
+4.57000000E-01,+0.00000000E+00,+1.97523702E-02,+1.95094938E-01,+1.96092302E-01,+1.46989524E+00,+1.90626312E-03,+2.13480425E-01,+2.13488936E-01,+1.56186711E+00
+4.58000000E-01,+0.00000000E+00,+1.97804065E-02,+1.95064930E-01,+1.96065273E-01,+1.46973755E+00,+1.91402512E-03,+2.13471301E-01,+2.13479882E-01,+1.56183037E+00
+4.59000000E-01,+0.00000000E+00,+1.98085681E-02,+1.95034788E-01,+1.96038129E-01,+1.46957912E+00,+1.92182180E-03,+2.13462136E-01,+2.13470787E-01,+1.56179347E+00
+4.60000000E-01,+0.00000000E+00,+1.98368556E-02,+1.95004512E-01,+1.96010868E-01,+1.46941994E+00,+1.92965333E-03,+2.13452931E-01,+2.13461653E-01,+1.56175639E+00
+4.61000000E-01,+0.00000000E+00,+1.98652697E-02,+1.94974100E-01,+1.95983491E-01,+1.46926000E+00,+1.93751991E-03,+2.13443684E-01,+2.13452478E-01,+1.56171915E+00
+4.62000000E-01,+0.00000000E+00,+1.98938109E-02,+1.94943552E-01,+1.95955995E-01,+1.46909929E+00,+1.94542170E-03,+2.13434396E-01,+2.13443262E-01,+1.56168173E+00
+4.63000000E-01,+0.00000000E+00,+1.99224800E-02,+1.94912867E-01,+1.95928382E-01,+1.46893782E+00,+1.95335888E-03,+2.13425066E-01,+2.13434005E-01,+1.56164415E+00
+4.64000000E-01,+0.00000000E+00,+1.99512776E-02,+1.94882044E-01,+1.95900650E-01,+1.46877559E+00,+1.96133165E-03,+2.13415694E-01,+2.13424707E-01,+1.56160639E+00
+4.65000000E-01,+0.00000000E+00,+1.99802044E-02,+1.94851084E-01,+1.95872799E-01,+1.46861258E+00,+1.96934017E-03,+2.13406281E-01,+2.13415367E-01,+1.56156846E+00
+4.66000000E-01,+0.00000000E+00,+2.00092611E-02,+1.94819984E-01,+1.95844828E-01,+1.46844879E+00,+1.97738465E-03,+2.13396825E-01,+2.13405986E-01,+1.56153036E+00
+4.67000000E-01,+0.00000000E+00,+2.00384482E-02,+1.94788745E-01,+1.95816737E-01,+1.46828421E+00,+1.98546525E-03,+2.13387326E-01,+2.13396563E-01,+1.56149208E+00
+4.68000000E-01,+0.00000000E+00,+2.00677665E-02,+1.94757365E-01,+1.95788525E-01,+1.46811885E+00,+1.99358218E-03,+2.13377785E-01,+2.13387098E-01,+1.56145363E+00
+4.69000000E-01,+0.00000000E+00,+2.00972168E-02,+1.94725844E-01,+1.95760191E-01,+1.46795270E+00,+2.00173563E-03,+2.13368201E-01,+2.13377591E-01,+1.56141500E+00
+4.70000000E-01,+0.00000000E+00,+2.01267995E-02,+1.94694181E-01,+1.95731736E-01,+1.46778575E+00,+2.00992577E-03,+2.13358574E-01,+2.13368041E-01,+1.56137619E+00
+4.71000000E-01,+0.00000000E+00,+2.01565156E-02,+1.94662376E-01,+1.95703157E-01,+1.46761800E+00,+2.01815281E-03,+2.13348904E-01,+2.13358449E-01,+1.56133721E+00
+4.72000000E-01,+0.00000000E+00,+2.01863656E-02,+1.94630427E-01,+1.95674456E-01,+1.46744945E+00,+2.02641693E-03,+2.13339190E-01,+2.13348814E-01,+1.56129804E+00
+4.73000000E-01,+0.00000000E+00,+2.02163503E-02,+1.94598334E-01,+1.95645630E-01,+1.46728008E+00,+2.03471835E-03,+2.13329432E-01,+2.13339135E-01,+1.56125870E+00
+4.74000000E-01,+0.00000000E+00,+2.02464703E-02,+1.94566097E-01,+1.95616680E-01,+1.46710990E+00,+2.04305724E-03,+2.13319630E-01,+2.13329413E-01,+1.56121917E+00
+4.75000000E-01,+0.00000000E+00,+2.02767265E-02,+1.94533713E-01,+1.95587605E-01,+1.46693890E+00,+2.05143380E-03,+2.13309784E-01,+2.13319648E-01,+1.56117947E+00
+4.76000000E-01,+0.00000000E+00,+2.03071194E-02,+1.94501183E-01,+1.95558404E-01,+1.46676708E+00,+2.05984825E-03,+2.13299893E-01,+2.13309839E-01,+1.56113957E+00
+4.77000000E-01,+0.00000000E+00,+2.03376499E-02,+1.94468506E-01,+1.95529077E-01,+1.46659443E+00,+2.06830078E-03,+2.13289957E-01,+2.13299986E-01,+1.56109950E+00
+4.78000000E-01,+0.00000000E+00,+2.03683187E-02,+1.94435681E-01,+1.95499623E-01,+1.46642094E+00,+2.07679159E-03,+2.13279977E-01,+2.13290088E-01,+1.56105924E+00
+4.79000000E-01,+0.00000000E+00,+2.03991265E-02,+1.94402708E-01,+1.95470041E-01,+1.46624661E+00,+2.08532088E-03,+2.13269951E-01,+2.13280146E-01,+1.56101879E+00
+4.80000000E-01,+0.00000000E+00,+2.04300741E-02,+1.94369584E-01,+1.95440332E-01,+1.46607144E+00,+2.09388887E-03,+2.13259880E-01,+2.13270159E-01,+1.56097816E+00
+4.81000000E-01,+0.00000000E+00,+2.04611621E-02,+1.94336311E-01,+1.95410493E-01,+1.46589543E+00,+2.10249576E-03,+2.13249763E-01,+2.13260127E-01,+1.56093734E+00
+4.82000000E-01,+0.00000000E+00,+2.04923915E-02,+1.94302886E-01,+1.95380525E-01,+1.46571855E+00,+2.11114176E-03,+2.13239600E-01,+2.13250050E-01,+1.56089632E+00
+4.83000000E-01,+0.00000000E+00,+2.05237628E-02,+1.94269309E-01,+1.95350427E-01,+1.46554082E+00,+2.11982708E-03,+2.13229391E-01,+2.13239928E-01,+1.56085512E+00
+4.84000000E-01,+0.00000000E+00,+2.05552769E-02,+1.94235579E-01,+1.95320198E-01,+1.46536222E+00,+2.12855193E-03,+2.13219135E-01,+2.13229760E-01,+1.56081373E+00
+4.85000000E-01,+0.00000000E+00,+2.05869346E-02,+1.94201696E-01,+1.95289837E-01,+1.46518276E+00,+2.13731653E-03,+2.13208833E-01,+2.13219546E-01,+1.56077214E+00
+4.86000000E-01,+0.00000000E+00,+2.06187367E-02,+1.94167658E-01,+1.95259345E-01,+1.46500242E+00,+2.14612109E-03,+2.13198484E-01,+2.13209285E-01,+1.56073036E+00
+4.87000000E-01,+0.00000000E+00,+2.06506839E-02,+1.94133465E-01,+1.95228719E-01,+1.46482120E+00,+2.15496583E-03,+2.13188087E-01,+2.13198979E-01,+1.56068839E+00
+4.88000000E-01,+0.00000000E+00,+2.06827770E-02,+1.94099115E-01,+1.95197961E-01,+1.46463910E+00,+2.16385097E-03,+2.13177643E-01,+2.13188625E-01,+1.56064622E+00
+4.89000000E-01,+0.00000000E+00,+2.07150168E-02,+1.94064609E-01,+1.95167068E-01,+1.46445610E+00,+2.17277674E-03,+2.13167152E-01,+2.13178225E-01,+1.56060385E+00
+4.90000000E-01,+0.00000000E+00,+2.07474042E-02,+1.94029945E-01,+1.95136040E-01,+1.46427221E+00,+2.18174334E-03,+2.13156612E-01,+2.13167777E-01,+1.56056128E+00
+4.91000000E-01,+0.00000000E+00,+2.07799398E-02,+1.93995122E-01,+1.95104877E-01,+1.46408742E+00,+2.19075102E-03,+2.13146024E-01,+2.13157282E-01,+1.56051852E+00
+4.92000000E-01,+0.00000000E+00,+2.08126247E-02,+1.93960139E-01,+1.95073578E-01,+1.46390172E+00,+2.19979998E-03,+2.13135387E-01,+2.13146739E-01,+1.56047555E+00
+4.93000000E-01,+0.00000000E+00,+2.08454595E-02,+1.93924996E-01,+1.95042142E-01,+1.46371511E+00,+2.20889048E-03,+2.13124702E-01,+2.13136149E-01,+1.56043239E+00
+4.94000000E-01,+0.00000000E+00,+2.08784451E-02,+1.93889691E-01,+1.95010569E-01,+1.46352758E+00,+2.21802272E-03,+2.13113968E-01,+2.13125510E-01,+1.56038902E+00
+4.95000000E-01,+0.00000000E+00,+2.09115824E-02,+1.93854225E-01,+1.94978857E-01,+1.46333913E+00,+2.22719694E-03,+2.13103184E-01,+2.13114822E-01,+1.56034545E+00
+4.96000000E-01,+0.00000000E+00,+2.09448722E-02,+1.93818595E-01,+1.94947006E-01,+1.46314975E+00,+2.23641339E-03,+2.13092351E-01,+2.13104086E-01,+1.56030167E+00
+4.97000000E-01,+0.00000000E+00,+2.09783153E-02,+1.93782801E-01,+1.94915016E-01,+1.46295944E+00,+2.24567228E-03,+2.13081467E-01,+2.13093301E-01,+1.56025769E+00
+4.98000000E-01,+0.00000000E+00,+2.10119126E-02,+1.93746841E-01,+1.94882885E-01,+1.46276818E+00,+2.25497387E-03,+2.13070534E-01,+2.13082466E-01,+1.56021349E+00
+4.99000000E-01,+0.00000000E+00,+2.10456649E-02,+1.93710716E-01,+1.94850614E-01,+1.46257598E+00,+2.26431838E-03,+2.13059550E-01,+2.13071582E-01,+1.56016910E+00
+5.00000000E-01,+0.00000000E+00,+2.10795732E-02,+1.93674424E-01,+1.94818200E-01,+1.46238283E+00,+2.27370607E-03,+2.13048515E-01,+2.13060648E-01,+1.56012449E+00
+5.01000000E-01,+0.00000000E+00,+2.11136383E-02,+1.93637965E-01,+1.94785644E-01,+1.46218872E+00,+2.28313717E-03,+2.13037430E-01,+2.13049664E-01,+1.56007967E+00
+5.02000000E-01,+0.00000000E+00,+2.11478610E-02,+1.93601336E-01,+1.94752944E-01,+1.46199364E+00,+2.29261192E-03,+2.13026293E-01,+2.13038629E-01,+1.56003463E+00
+5.03000000E-01,+0.00000000E+00,+2.11822424E-02,+1.93564538E-01,+1.94720101E-01,+1.46179760E+00,+2.30213058E-03,+2.13015104E-01,+2.13027544E-01,+1.55998939E+00
+5.04000000E-01,+0.00000000E+00,+2.12167833E-02,+1.93527569E-01,+1.94687113E-01,+1.46160057E+00,+2.31169340E-03,+2.13003864E-01,+2.13016408E-01,+1.55994393E+00
+5.05000000E-01,+0.00000000E+00,+2.12514845E-02,+1.93490428E-01,+1.94653979E-01,+1.46140257E+00,+2.32130062E-03,+2.12992571E-01,+2.13005220E-01,+1.55989825E+00
+5.06000000E-01,+0.00000000E+00,+2.12863470E-02,+1.93453115E-01,+1.94620699E-01,+1.46120358E+00,+2.33095250E-03,+2.12981226E-01,+2.12993981E-01,+1.55985236E+00
+5.07000000E-01,+0.00000000E+00,+2.13213718E-02,+1.93415628E-01,+1.94587272E-01,+1.46100359E+00,+2.34064929E-03,+2.12969828E-01,+2.12982690E-01,+1.55980625E+00
+5.08000000E-01,+0.00000000E+00,+2.13565597E-02,+1.93377967E-01,+1.94553696E-01,+1.46080261E+00,+2.35039125E-03,+2.12958377E-01,+2.12971347E-01,+1.55975992E+00
+5.09000000E-01,+0.00000000E+00,+2.13919117E-02,+1.93340130E-01,+1.94519973E-01,+1.46060061E+00,+2.36017864E-03,+2.12946873E-01,+2.12959952E-01,+1.55971337E+00
+5.10000000E-01,+0.00000000E+00,+2.14274288E-02,+1.93302116E-01,+1.94486100E-01,+1.46039761E+00,+2.37001172E-03,+2.12935314E-01,+2.12948503E-01,+1.55966659E+00
+5.11000000E-01,+0.00000000E+00,+2.14631118E-02,+1.93263925E-01,+1.94452076E-01,+1.46019358E+00,+2.37989076E-03,+2.12923702E-01,+2.12937002E-01,+1.55961959E+00
+5.12000000E-01,+0.00000000E+00,+2.14989618E-02,+1.93225555E-01,+1.94417902E-01,+1.45998853E+00,+2.38981601E-03,+2.12912036E-01,+2.12925448E-01,+1.55957237E+00
+5.13000000E-01,+0.00000000E+00,+2.15349796E-02,+1.93187006E-01,+1.94383576E-01,+1.45978244E+00,+2.39978776E-03,+2.12900315E-01,+2.12913839E-01,+1.55952492E+00
+5.14000000E-01,+0.00000000E+00,+2.15711664E-02,+1.93148275E-01,+1.94349097E-01,+1.45957531E+00,+2.40980626E-03,+2.12888539E-01,+2.12902177E-01,+1.55947724E+00
+5.15000000E-01,+0.00000000E+00,+2.16075231E-02,+1.93109363E-01,+1.94314465E-01,+1.45936714E+00,+2.41987179E-03,+2.12876707E-01,+2.12890461E-01,+1.55942934E+00
+5.16000000E-01,+0.00000000E+00,+2.16440506E-02,+1.93070268E-01,+1.94279678E-01,+1.45915791E+00,+2.42998462E-03,+2.12864820E-01,+2.12878690E-01,+1.55938120E+00
+5.17000000E-01,+0.00000000E+00,+2.16807499E-02,+1.93030989E-01,+1.94244737E-01,+1.45894763E+00,+2.44014504E-03,+2.12852878E-01,+2.12866864E-01,+1.55933283E+00
+5.18000000E-01,+0.00000000E+00,+2.17176222E-02,+1.92991525E-01,+1.94209639E-01,+1.45873628E+00,+2.45035331E-03,+2.12840879E-01,+2.12854983E-01,+1.55928423E+00
+5.19000000E-01,+0.00000000E+00,+2.17546683E-02,+1.92951875E-01,+1.94174385E-01,+1.45852385E+00,+2.46060973E-03,+2.12828823E-01,+2.12843046E-01,+1.55923539E+00
+5.20000000E-01,+0.00000000E+00,+2.17918893E-02,+1.92912038E-01,+1.94138973E-01,+1.45831034E+00,+2.47091458E-03,+2.12816710E-01,+2.12831054E-01,+1.55918632E+00
+5.21000000E-01,+0.00000000E+00,+2.18292863E-02,+1.92872013E-01,+1.94103403E-01,+1.45809575E+00,+2.48126813E-03,+2.12804540E-01,+2.12819006E-01,+1.55913701E+00
+5.22000000E-01,+0.00000000E+00,+2.18668603E-02,+1.92831798E-01,+1.94067673E-01,+1.45788006E+00,+2.49167069E-03,+2.12792313E-01,+2.12806901E-01,+1.55908746E+00
+5.23000000E-01,+0.00000000E+00,+2.19046123E-02,+1.92791392E-01,+1.94031783E-01,+1.45766327E+00,+2.50212253E-03,+2.12780028E-01,+2.12794739E-01,+1.55903767E+00
+5.24000000E-01,+0.00000000E+00,+2.19425434E-02,+1.92750795E-01,+1.93995732E-01,+1.45744537E+00,+2.51262396E-03,+2.12767684E-01,+2.12782520E-01,+1.55898764E+00
+5.25000000E-01,+0.00000000E+00,+2.19806546E-02,+1.92710005E-01,+1.93959520E-01,+1.45722635E+00,+2.52317527E-03,+2.12755282E-01,+2.12770243E-01,+1.55893736E+00
+5.26000000E-01,+0.00000000E+00,+2.20189471E-02,+1.92669021E-01,+1.93923144E-01,+1.45700621E+00,+2.53377676E-03,+2.12742821E-01,+2.12757909E-01,+1.55888684E+00
+5.27000000E-01,+0.00000000E+00,+2.20574220E-02,+1.92627842E-01,+1.93886605E-01,+1.45678494E+00,+2.54442872E-03,+2.12730300E-01,+2.12745516E-01,+1.55883608E+00
+5.28000000E-01,+0.00000000E+00,+2.20960802E-02,+1.92586467E-01,+1.93849901E-01,+1.45656253E+00,+2.55513147E-03,+2.12717720E-01,+2.12733065E-01,+1.55878506E+00
+5.29000000E-01,+0.00000000E+00,+2.21349230E-02,+1.92544894E-01,+1.93813031E-01,+1.45633897E+00,+2.56588531E-03,+2.12705079E-01,+2.12720555E-01,+1.55873380E+00
+5.30000000E-01,+0.00000000E+00,+2.21739514E-02,+1.92503123E-01,+1.93775995E-01,+1.45611426E+00,+2.57669054E-03,+2.12692379E-01,+2.12707986E-01,+1.55868228E+00
+5.31000000E-01,+0.00000000E+00,+2.22131666E-02,+1.92461151E-01,+1.93738792E-01,+1.45588839E+00,+2.58754749E-03,+2.12679617E-01,+2.12695357E-01,+1.55863052E+00
+5.32000000E-01,+0.00000000E+00,+2.22525697E-02,+1.92418979E-01,+1.93701421E-01,+1.45566135E+00,+2.59845645E-03,+2.12666795E-01,+2.12682669E-01,+1.55857849E+00
+5.33000000E-01,+0.00000000E+00,+2.22921619E-02,+1.92376604E-01,+1.93663880E-01,+1.45543313E+00,+2.60941775E-03,+2.12653911E-01,+2.12669920E-01,+1.55852622E+00
+5.34000000E-01,+0.00000000E+00,+2.23319442E-02,+1.92334026E-01,+1.93626169E-01,+1.45520372E+00,+2.62043171E-03,+2.12640965E-01,+2.12657110E-01,+1.55847368E+00
+5.35000000E-01,+0.00000000E+00,+2.23719179E-02,+1.92291243E-01,+1.93588287E-01,+1.45497312E+00,+2.63149865E-03,+2.12627956E-01,+2.12644239E-01,+1.55842089E+00
+5.36000000E-01,+0.00000000E+00,+2.24120841E-02,+1.92248254E-01,+1.93550233E-01,+1.45474132E+00,+2.64261889E-03,+2.12614885E-01,+2.12631307E-01,+1.55836783E+00
+5.37000000E-01,+0.00000000E+00,+2.24524441E-02,+1.92205058E-01,+1.93512006E-01,+1.45450831E+00,+2.65379276E-03,+2.12601751E-01,+2.12618314E-01,+1.55831452E+00
+5.38000000E-01,+0.00000000E+00,+2.24929989E-02,+1.92161653E-01,+1.93473605E-01,+1.45427408E+00,+2.66502060E-03,+2.12588554E-01,+2.12605258E-01,+1.55826093E+00
+5.39000000E-01,+0.00000000E+00,+2.25337499E-02,+1.92118038E-01,+1.93435029E-01,+1.45403862E+00,+2.67630273E-03,+2.12575293E-01,+2.12592139E-01,+1.55820709E+00
+5.40000000E-01,+0.00000000E+00,+2.25746982E-02,+1.92074212E-01,+1.93396277E-01,+1.45380193E+00,+2.68763949E-03,+2.12561967E-01,+2.12578958E-01,+1.55815297E+00
+5.41000000E-01,+0.00000000E+00,+2.26158450E-02,+1.92030173E-01,+1.93357348E-01,+1.45356400E+00,+2.69903122E-03,+2.12548577E-01,+2.12565714E-01,+1.55809859E+00
+5.42000000E-01,+0.00000000E+00,+2.26571917E-02,+1.91985921E-01,+1.93318241E-01,+1.45332482E+00,+2.71047826E-03,+2.12535122E-01,+2.12552405E-01,+1.55804393E+00
+5.43000000E-01,+0.00000000E+00,+2.26987393E-02,+1.91941454E-01,+1.93278955E-01,+1.45308437E+00,+2.72198095E-03,+2.12521602E-01,+2.12539033E-01,+1.55798901E+00
+5.44000000E-01,+0.00000000E+00,+2.27404892E-02,+1.91896770E-01,+1.93239489E-01,+1.45284266E+00,+2.73353965E-03,+2.12508016E-01,+2.12525596E-01,+1.55793381E+00
+5.45000000E-01,+0.00000000E+00,+2.27824427E-02,+1.91851868E-01,+1.93199842E-01,+1.45259967E+00,+2.74515471E-03,+2.12494363E-01,+2.12512095E-01,+1.55787833E+00
+5.46000000E-01,+0.00000000E+00,+2.28246010E-02,+1.91806747E-01,+1.93160013E-01,+1.45235539E+00,+2.75682648E-03,+2.12480644E-01,+2.12498528E-01,+1.55782257E+00
+5.47000000E-01,+0.00000000E+00,+2.28669655E-02,+1.91761406E-01,+1.93120001E-01,+1.45210981E+00,+2.76855531E-03,+2.12466858E-01,+2.12484895E-01,+1.55776654E+00
+5.48000000E-01,+0.00000000E+00,+2.29095373E-02,+1.91715842E-01,+1.93079805E-01,+1.45186293E+00,+2.78034156E-03,+2.12453004E-01,+2.12471197E-01,+1.55771022E+00
+5.49000000E-01,+0.00000000E+00,+2.29523179E-02,+1.91670055E-01,+1.93039423E-01,+1.45161474E+00,+2.79218561E-03,+2.12439083E-01,+2.12457431E-01,+1.55765362E+00
+5.50000000E-01,+0.00000000E+00,+2.29953086E-02,+1.91624044E-01,+1.92998856E-01,+1.45136522E+00,+2.80408781E-03,+2.12425093E-01,+2.12443600E-01,+1.55759673E+00
