s1,s2,Re(z_ibc01.11),Im(z_ibc01.11),Abs(z_ibc01.11),Arg(z_ibc01.11),Re(z_ibc01.21),Im(z_ibc01.21),Abs(z_ibc01.21),Arg(z_ibc01.21),Re(z_ibc01.12),Im(z_ibc01.12),Abs(z_ibc01.12),Arg(z_ibc01.12),Re(z_ibc01.22),Im(z_ibc01.22),Abs(z_ibc01.22),Arg(z_ibc01.22)
+2.60000000E-01,+0.00000000E+00,+6.73162444E-03,+2.08765074E-01,+2.08873576E-01,+1.53856252E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+6.73162444E-03,+2.08765074E-01,+2.08873576E-01,+1.53856252E+00
+2.70000000E-01,+0.00000000E+00,+7.00513155E-03,+2.08466231E-01,+2.08583895E-01,+1.53720577E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+7.00513155E-03,+2.08466231E-01,+2.08583895E-01,+1.53720577E+00
+2.80000000E-01,+0.00000000E+00,+7.28895969E-03,+2.08156111E-01,+2.08283689E-01,+1.53579383E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+7.28895969E-03,+2.08156111E-01,+2.08283689E-01,+1.53579383E+00
+2.90000000E-01,+0.00000000E+00,+7.58310886E-03,+2.07834713E-01,+2.07973007E-01,+1.53432626E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+7.58310886E-03,+2.07834713E-01,+2.07973007E-01,+1.53432626E+00
+3.00000000E-01,+0.00000000E+00,+7.88757904E-03,+2.07502039E-01,+2.07651896E-01,+1.53280256E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+7.88757904E-03,+2.07502039E-01,+2.07651896E-01,+1.53280256E+00
+3.10000000E-01,+0.00000000E+00,+8.20237025E-03,+2.07158087E-01,+2.07320409E-01,+1.53122226E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+8.20237025E-03,+2.07158087E-01,+2.07320409E-01,+1.53122226E+00
+3.20000000E-01,+0.00000000E+00,+8.52748248E-03,+2.06802859E-01,+2.06978599E-01,+1.52958484E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+8.52748248E-03,+2.06802859E-01,+2.06978599E-01,+1.52958484E+00
+3.30000000E-01,+0.00000000E+00,+8.86291574E-03,+2.06436353E-01,+2.06626521E-01,+1.52788975E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+8.86291574E-03,+2.06436353E-01,+2.06626521E-01,+1.52788975E+00
+3.40000000E-01,+0.00000000E+00,+9.20867002E-03,+2.06058570E-01,+2.06264233E-01,+1.52613647E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+9.20867002E-03,+2.06058570E-01,+2.06264233E-01,+1.52613647E+00
+3.50000000E-01,+0.00000000E+00,+9.56474532E-03,+2.05669510E-01,+2.05891796E-01,+1.52432440E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+9.56474532E-03,+2.05669510E-01,+2.05891796E-01,+1.52432440E+00
+3.60000000E-01,+0.00000000E+00,+9.93114165E-03,+2.05269173E-01,+2.05509272E-01,+1.52245296E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+9.93114165E-03,+2.05269173E-01,+2.05509272E-01,+1.52245296E+00
+3.70000000E-01,+0.00000000E+00,+1.03078590E-02,+2.04857559E-01,+2.05116726E-01,+1.52052153E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+1.03078590E-02,+2.04857559E-01,+2.05116726E-01,+1.52052153E+00
+3.80000000E-01,+0.00000000E+00,+1.06948974E-02,+2.04434668E-01,+2.04714225E-01,+1.51852947E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+1.06948974E-02,+2.04434668E-01,+2.04714225E-01,+1.51852947E+00
+3.90000000E-01,+0.00000000E+00,+1.10922568E-02,+2.04000499E-01,+2.04301840E-01,+1.51647614E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+1.10922568E-02,+2.04000499E-01,+2.04301840E-01,+1.51647614E+00
+4.00000000E-01,+0.00000000E+00,+1.14999372E-02,+2.03555054E-01,+2.03879642E-01,+1.51436085E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+1.14999372E-02,+2.03555054E-01,+2.03879642E-01,+1.51436085E+00
+4.10000000E-01,+0.00000000E+00,+1.19179386E-02,+2.03098331E-01,+2.03447707E-01,+1.51218291E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+1.19179386E-02,+2.03098331E-01,+2.03447707E-01,+1.51218291E+00
+4.20000000E-01,+0.00000000E+00,+1.23462611E-02,+2.02630332E-01,+2.03006112E-01,+1.50994158E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+1.23462611E-02,+2.02630332E-01,+2.03006112E-01,+1.50994158E+00
+4.30000000E-01,+0.00000000E+00,+1.27849046E-02,+2.02151055E-01,+2.02554938E-01,+1.50763613E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+1.27849046E-02,+2.02151055E-01,+2.02554938E-01,+1.50763613E+00
+4.40000000E-01,+0.00000000E+00,+1.32338691E-02,+2.01660501E-01,+2.02094267E-01,+1.50526579E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+1.32338691E-02,+2.01660501E-01,+2.02094267E-01,+1.50526579E+00
+4.50000000E-01,+0.00000000E+00,+1.36931546E-02,+2.01158670E-01,+2.01624187E-01,+1.50282977E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+1.36931546E-02,+2.01158670E-01,+2.01624187E-01,+1.50282977E+00
+4.60000000E-01,+0.00000000E+00,+1.41627612E-02,+2.00645562E-01,+2.01144787E-01,+1.50032724E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+1.41627612E-02,+2.00645562E-01,+2.01144787E-01,+1.50032724E+00
+4.70000000E-01,+0.00000000E+00,+1.46426888E-02,+2.00121177E-01,+2.00656158E-01,+1.49775737E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+1.46426888E-02,+2.00121177E-01,+2.00656158E-01,+1.49775737E+00
+4.80000000E-01,+0.00000000E+00,+1.51329374E-02,+1.99585514E-01,+2.00158396E-01,+1.49511930E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+1.51329374E-02,+1.99585514E-01,+2.00158396E-01,+1.49511930E+00
+4.90000000E-01,+0.00000000E+00,+1.56335070E-02,+1.99038575E-01,+1.99651599E-01,+1.49241214E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+1.56335070E-02,+1.99038575E-01,+1.99651599E-01,+1.49241214E+00
+5.00000000E-01,+0.00000000E+00,+1.61443977E-02,+1.98480359E-01,+1.99135869E-01,+1.48963498E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+1.61443977E-02,+1.98480359E-01,+1.99135869E-01,+1.48963498E+00
+5.10000000E-01,+0.00000000E+00,+1.66656093E-02,+1.97910865E-01,+1.98611312E-01,+1.48678687E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+1.66656093E-02,+1.97910865E-01,+1.98611312E-01,+1.48678687E+00
+5.20000000E-01,+0.00000000E+00,+1.71971420E-02,+1.97330094E-01,+1.98078035E-01,+1.48386685E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+1.71971420E-02,+1.97330094E-01,+1.98078035E-01,+1.48386685E+00
+5.30000000E-01,+0.00000000E+00,+1.77389957E-02,+1.96738047E-01,+1.97536151E-01,+1.48087393E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+1.77389957E-02,+1.96738047E-01,+1.97536151E-01,+1.48087393E+00
+5.40000000E-01,+0.00000000E+00,+1.82911705E-02,+1.96134722E-01,+1.96985776E-01,+1.47780709E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+1.82911705E-02,+1.96134722E-01,+1.96985776E-01,+1.47780709E+00
+5.50000000E-01,+0.00000000E+00,+1.88536663E-02,+1.95520120E-01,+1.96427030E-01,+1.47466528E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+1.88536663E-02,+1.95520120E-01,+1.96427030E-01,+1.47466528E+00
+5.60000000E-01,+0.00000000E+00,+1.94264830E-02,+1.94894241E-01,+1.95860035E-01,+1.47144744E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+1.94264830E-02,+1.94894241E-01,+1.95860035E-01,+1.47144744E+00
+5.70000000E-01,+0.00000000E+00,+2.00096209E-02,+1.94257085E-01,+1.95284920E-01,+1.46815246E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+2.00096209E-02,+1.94257085E-01,+1.95284920E-01,+1.46815246E+00
+5.80000000E-01,+0.00000000E+00,+2.06030797E-02,+1.93608651E-01,+1.94701815E-01,+1.46477921E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+2.06030797E-02,+1.93608651E-01,+1.94701815E-01,+1.46477921E+00
+5.90000000E-01,+0.00000000E+00,+2.12068596E-02,+1.92948941E-01,+1.94110857E-01,+1.46132654E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+2.12068596E-02,+1.92948941E-01,+1.94110857E-01,+1.46132654E+00
+6.00000000E-01,+0.00000000E+00,+2.18209604E-02,+1.92277954E-01,+1.93512185E-01,+1.45779326E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+2.18209604E-02,+1.92277954E-01,+1.93512185E-01,+1.45779326E+00
+6.10000000E-01,+0.00000000E+00,+2.24453824E-02,+1.91595689E-01,+1.92905944E-01,+1.45417815E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+2.24453824E-02,+1.91595689E-01,+1.92905944E-01,+1.45417815E+00
+6.20000000E-01,+0.00000000E+00,+2.30801253E-02,+1.90902147E-01,+1.92292283E-01,+1.45047998E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+2.30801253E-02,+1.90902147E-01,+1.92292283E-01,+1.45047998E+00
+6.30000000E-01,+0.00000000E+00,+2.37251892E-02,+1.90197329E-01,+1.91671355E-01,+1.44669747E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+2.37251892E-02,+1.90197329E-01,+1.91671355E-01,+1.44669747E+00
+6.40000000E-01,+0.00000000E+00,+2.43805742E-02,+1.89481233E-01,+1.91043320E-01,+1.44282932E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+2.43805742E-02,+1.89481233E-01,+1.91043320E-01,+1.44282932E+00
+6.50000000E-01,+0.00000000E+00,+2.50462802E-02,+1.88753860E-01,+1.90408340E-01,+1.43887418E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+2.50462802E-02,+1.88753860E-01,+1.90408340E-01,+1.43887418E+00
+6.60000000E-01,+0.00000000E+00,+2.57223072E-02,+1.88015210E-01,+1.89766583E-01,+1.43483070E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+2.57223072E-02,+1.88015210E-01,+1.89766583E-01,+1.43483070E+00
+6.70000000E-01,+0.00000000E+00,+2.64086553E-02,+1.87265283E-01,+1.89118225E-01,+1.43069749E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+2.64086553E-02,+1.87265283E-01,+1.89118225E-01,+1.43069749E+00
+6.80000000E-01,+0.00000000E+00,+2.71053244E-02,+1.86504078E-01,+1.88463444E-01,+1.42647311E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+2.71053244E-02,+1.86504078E-01,+1.88463444E-01,+1.42647311E+00
+6.90000000E-01,+0.00000000E+00,+2.78123144E-02,+1.85731597E-01,+1.87802425E-01,+1.42215611E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+2.78123144E-02,+1.85731597E-01,+1.87802425E-01,+1.42215611E+00
+7.00000000E-01,+0.00000000E+00,+2.85296256E-02,+1.84947839E-01,+1.87135359E-01,+1.41774501E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+2.85296256E-02,+1.84947839E-01,+1.87135359E-01,+1.41774501E+00
