s1,s2,Re(z_ex.tm),Im(z_ex.tm),Abs(z_ex.tm),Arg(z_ex.tm),Re(z_ex.te),Im(z_ex.te),Abs(z_ex.te),Arg(z_ex.te)
+6.80000000E-02,+0.00000000E+00,+3.66220747E-03,+2.12137579E-01,+2.12169187E-01,+1.55353468E+00,+3.17793919E-03,+2.12636542E-01,+2.12660288E-01,+1.55585203E+00
+6.90000000E-02,+0.00000000E+00,+3.67653881E-03,+2.12122361E-01,+2.12154220E-01,+1.55346590E+00,+3.17792361E-03,+2.12636107E-01,+2.12659853E-01,+1.55585208E+00
+7.00000000E-02,+0.00000000E+00,+3.69107931E-03,+2.12106922E-01,+2.12139036E-01,+1.55339611E+00,+3.17790781E-03,+2.12635665E-01,+2.12659411E-01,+1.55585212E+00
+7.10000000E-02,+0.00000000E+00,+3.70582896E-03,+2.12091260E-01,+2.12123634E-01,+1.55332530E+00,+3.17789177E-03,+2.12635217E-01,+2.12658963E-01,+1.55585216E+00
+7.20000000E-02,+0.00000000E+00,+3.72078777E-03,+2.12075377E-01,+2.12108014E-01,+1.55325348E+00,+3.17787552E-03,+2.12634763E-01,+2.12658509E-01,+1.55585221E+00
+7.30000000E-02,+0.00000000E+00,+3.73595573E-03,+2.12059271E-01,+2.12092178E-01,+1.55318064E+00,+3.17785903E-03,+2.12634303E-01,+2.12658048E-01,+1.55585225E+00
+7.40000000E-02,+0.00000000E+00,+3.75133283E-03,+2.12042944E-01,+2.12076124E-01,+1.55310679E+00,+3.17784232E-03,+2.12633836E-01,+2.12657581E-01,+1.55585230E+00
+7.50000000E-02,+0.00000000E+00,+3.76691908E-03,+2.12026394E-01,+2.12059853E-01,+1.55303192E+00,+3.17782538E-03,+2.12633363E-01,+2.12657108E-01,+1.55585235E+00
+7.60000000E-02,+0.00000000E+00,+3.78271447E-03,+2.12009622E-01,+2.12043365E-01,+1.55295604E+00,+3.17780821E-03,+2.12632883E-01,+2.12656628E-01,+1.55585239E+00
+7.70000000E-02,+0.00000000E+00,+3.79871900E-03,+2.11992628E-01,+2.12026660E-01,+1.55287914E+00,+3.17779082E-03,+2.12632397E-01,+2.12656142E-01,+1.55585244E+00
+7.80000000E-02,+0.00000000E+00,+3.81493266E-03,+2.11975412E-01,+2.12009738E-01,+1.55280122E+00,+3.17777320E-03,+2.12631905E-01,+2.12655650E-01,+1.55585249E+00
+7.90000000E-02,+0.00000000E+00,+3.83135547E-03,+2.11957974E-01,+2.11992599E-01,+1.55272228E+00,+3.17775535E-03,+2.12631406E-01,+2.12655151E-01,+1.55585254E+00
+8.00000000E-02,+0.00000000E+00,+3.84798740E-03,+2.11940314E-01,+2.11975243E-01,+1.55264233E+00,+3.17773727E-03,+2.12630902E-01,+2.12654646E-01,+1.55585259E+00
+8.10000000E-02,+0.00000000E+00,+3.86482846E-03,+2.11922432E-01,+2.11957670E-01,+1.55256135E+00,+3.17771897E-03,+2.12630390E-01,+2.12654134E-01,+1.55585264E+00
+8.20000000E-02,+0.00000000E+00,+3.88187864E-03,+2.11904328E-01,+2.11939881E-01,+1.55247936E+00,+3.17770044E-03,+2.12629873E-01,+2.12653616E-01,+1.55585269E+00
+8.30000000E-02,+0.00000000E+00,+3.89913795E-03,+2.11886001E-01,+2.11921874E-01,+1.55239635E+00,+3.17768168E-03,+2.12629349E-01,+2.12653092E-01,+1.55585274E+00
+8.40000000E-02,+0.00000000E+00,+3.91660637E-03,+2.11867453E-01,+2.11903651E-01,+1.55231232E+00,+3.17766270E-03,+2.12628818E-01,+2.12652562E-01,+1.55585279E+00
+8.50000000E-02,+0.00000000E+00,+3.93428391E-03,+2.11848683E-01,+2.11885212E-01,+1.55222726E+00,+3.17764348E-03,+2.12628282E-01,+2.12652025E-01,+1.55585284E+00
+8.60000000E-02,+0.00000000E+00,+3.95217057E-03,+2.11829690E-01,+2.11866556E-01,+1.55214119E+00,+3.17762404E-03,+2.12627739E-01,+2.12651481E-01,+1.55585290E+00
+8.70000000E-02,+0.00000000E+00,+3.97026633E-03,+2.11810476E-01,+2.11847683E-01,+1.55205409E+00,+3.17760438E-03,+2.12627189E-01,+2.12650932E-01,+1.55585295E+00
+8.80000000E-02,+0.00000000E+00,+3.98857120E-03,+2.11791040E-01,+2.11828594E-01,+1.55196598E+00,+3.17758448E-03,+2.12626634E-01,+2.12650376E-01,+1.55585301E+00
+8.90000000E-02,+0.00000000E+00,+4.00708518E-03,+2.11771381E-01,+2.11809288E-01,+1.55187683E+00,+3.17756436E-03,+2.12626071E-01,+2.12649814E-01,+1.55585306E+00
+9.00000000E-02,+0.00000000E+00,+4.02580825E-03,+2.11751501E-01,+2.11789766E-01,+1.55178667E+00,+3.17754402E-03,+2.12625503E-01,+2.12649245E-01,+1.55585312E+00
+9.10000000E-02,+0.00000000E+00,+4.04474042E-03,+2.11731398E-01,+2.11770028E-01,+1.55169548E+00,+3.17752344E-03,+2.12624928E-01,+2.12648670E-01,+1.55585317E+00
+9.20000000E-02,+0.00000000E+00,+4.06388168E-03,+2.11711074E-01,+2.11750074E-01,+1.55160327E+00,+3.17750264E-03,+2.12624347E-01,+2.12648089E-01,+1.55585323E+00
