theta_1,theta_2,Re(r_ex.tm),Im(r_ex.tm),Abs(r_ex.tm),Arg(r_ex.tm),Re(r_ex.te),Im(r_ex.te),Abs(r_ex.te),Arg(r_ex.te)
+5.59961504E+01,+0.00000000E+00,+6.86313291E-01,-3.64876608E-01,+7.77277860E-01,-4.88643752E-01,+9.69340541E-01,-2.31427163E-01,+9.96583973E-01,-2.34359903E-01
+5.60987380E+01,+0.00000000E+00,+6.85218118E-01,-3.64916988E-01,+7.76330005E-01,-4.89351904E-01,+9.69493155E-01,-2.30825888E-01,+9.96592980E-01,-2.33737504E-01
+5.62015996E+01,+0.00000000E+00,+6.84114749E-01,-3.64959049E-01,+7.75376100E-01,-4.90068676E-01,+9.69645987E-01,-2.30222179E-01,+9.96602023E-01,-2.33112690E-01
+5.63047379E+01,+0.00000000E+00,+6.83003075E-01,-3.65002815E-01,+7.74416074E-01,-4.90794210E-01,+9.69799037E-01,-2.29616016E-01,+9.96611101E-01,-2.32485441E-01
+5.64081553E+01,+0.00000000E+00,+6.81882987E-01,-3.65048310E-01,+7.73449854E-01,-4.91528649E-01,+9.69952305E-01,-2.29007379E-01,+9.96620215E-01,-2.31855738E-01
+5.65118545E+01,+0.00000000E+00,+6.80754373E-01,-3.65095558E-01,+7.72477368E-01,-4.92272141E-01,+9.70105791E-01,-2.28396249E-01,+9.96629366E-01,-2.31223561E-01
+5.66158382E+01,+0.00000000E+00,+6.79617119E-01,-3.65144584E-01,+7.71498539E-01,-4.93024838E-01,+9.70259497E-01,-2.27782604E-01,+9.96638553E-01,-2.30588889E-01
+5.67201091E+01,+0.00000000E+00,+6.78471108E-01,-3.65195413E-01,+7.70513292E-01,-4.93786893E-01,+9.70413421E-01,-2.27166423E-01,+9.96647777E-01,-2.29951702E-01
+5.68246698E+01,+0.00000000E+00,+6.77316221E-01,-3.65248070E-01,+7.69521550E-01,-4.94558466E-01,+9.70567565E-01,-2.26547685E-01,+9.96657038E-01,-2.29311978E-01
+5.69295233E+01,+0.00000000E+00,+6.76152338E-01,-3.65302582E-01,+7.68523233E-01,-4.95339716E-01,+9.70721929E-01,-2.25926369E-01,+9.96666337E-01,-2.28669697E-01
+5.70346723E+01,+0.00000000E+00,+6.74979334E-01,-3.65358974E-01,+7.67518261E-01,-4.96130810E-01,+9.70876513E-01,-2.25302453E-01,+9.96675674E-01,-2.28024837E-01
+5.71401196E+01,+0.00000000E+00,+6.73797085E-01,-3.65417274E-01,+7.66506553E-01,-4.96931916E-01,+9.71031317E-01,-2.24675914E-01,+9.96685048E-01,-2.27377375E-01
+5.72458683E+01,+0.00000000E+00,+6.72605460E-01,-3.65477509E-01,+7.65488024E-01,-4.97743208E-01,+9.71186343E-01,-2.24046729E-01,+9.96694462E-01,-2.26727290E-01
+5.73519212E+01,+0.00000000E+00,+6.71404330E-01,-3.65539707E-01,+7.64462590E-01,-4.98564861E-01,+9.71341590E-01,-2.23414877E-01,+9.96703914E-01,-2.26074559E-01
+5.74582814E+01,+0.00000000E+00,+6.70193560E-01,-3.65603896E-01,+7.63430165E-01,-4.99397057E-01,+9.71497059E-01,-2.22780333E-01,+9.96713405E-01,-2.25419158E-01
+5.75649519E+01,+0.00000000E+00,+6.68973014E-01,-3.65670105E-01,+7.62390661E-01,-5.00239982E-01,+9.71652749E-01,-2.22143073E-01,+9.96722936E-01,-2.24761066E-01
+5.76719359E+01,+0.00000000E+00,+6.67742552E-01,-3.65738363E-01,+7.61343987E-01,-5.01093825E-01,+9.71808663E-01,-2.21503075E-01,+9.96732506E-01,-2.24100257E-01
+5.77792364E+01,+0.00000000E+00,+6.66502032E-01,-3.65808700E-01,+7.60290052E-01,-5.01958780E-01,+9.71964799E-01,-2.20860313E-01,+9.96742117E-01,-2.23436708E-01
+5.78868568E+01,+0.00000000E+00,+6.65251308E-01,-3.65881145E-01,+7.59228763E-01,-5.02835047E-01,+9.72121158E-01,-2.20214763E-01,+9.96751768E-01,-2.22770394E-01
+5.79948001E+01,+0.00000000E+00,+6.63990232E-01,-3.65955731E-01,+7.58160026E-01,-5.03722829E-01,+9.72277741E-01,-2.19566399E-01,+9.96761461E-01,-2.22101291E-01
+5.81030699E+01,+0.00000000E+00,+6.62718652E-01,-3.66032488E-01,+7.57083743E-01,-5.04622334E-01,+9.72434548E-01,-2.18915196E-01,+9.96771194E-01,-2.21429372E-01
+5.82116694E+01,+0.00000000E+00,+6.61436414E-01,-3.66111448E-01,+7.55999817E-01,-5.05533778E-01,+9.72591580E-01,-2.18261128E-01,+9.96780970E-01,-2.20754613E-01
+5.83206020E+01,+0.00000000E+00,+6.60143360E-01,-3.66192644E-01,+7.54908145E-01,-5.06457377E-01,+9.72748837E-01,-2.17604168E-01,+9.96790787E-01,-2.20076988E-01
+5.84298713E+01,+0.00000000E+00,+6.58839327E-01,-3.66276109E-01,+7.53808627E-01,-5.07393359E-01,+9.72906319E-01,-2.16944290E-01,+9.96800647E-01,-2.19396469E-01
+5.85394808E+01,+0.00000000E+00,+6.57524150E-01,-3.66361876E-01,+7.52701157E-01,-5.08341951E-01,+9.73064027E-01,-2.16281465E-01,+9.96810550E-01,-2.18713029E-01
+5.86494341E+01,+0.00000000E+00,+6.56197661E-01,-3.66449979E-01,+7.51585629E-01,-5.09303391E-01,+9.73221961E-01,-2.15615667E-01,+9.96820496E-01,-2.18026642E-01
+5.87597348E+01,+0.00000000E+00,+6.54859688E-01,-3.66540454E-01,+7.50461935E-01,-5.10277921E-01,+9.73380121E-01,-2.14946867E-01,+9.96830485E-01,-2.17337280E-01
+5.88703867E+01,+0.00000000E+00,+6.53510053E-01,-3.66633337E-01,+7.49329962E-01,-5.11265788E-01,+9.73538509E-01,-2.14275036E-01,+9.96840519E-01,-2.16644913E-01
+5.89813935E+01,+0.00000000E+00,+6.52148576E-01,-3.66728662E-01,+7.48189600E-01,-5.12267247E-01,+9.73697125E-01,-2.13600146E-01,+9.96850597E-01,-2.15949513E-01
+5.90927592E+01,+0.00000000E+00,+6.50775074E-01,-3.66826468E-01,+7.47040731E-01,-5.13282559E-01,+9.73855968E-01,-2.12922165E-01,+9.96860720E-01,-2.15251051E-01
+5.92044877E+01,+0.00000000E+00,+6.49389357E-01,-3.66926791E-01,+7.45883239E-01,-5.14311993E-01,+9.74015041E-01,-2.12241065E-01,+9.96870889E-01,-2.14549496E-01
+5.93165829E+01,+0.00000000E+00,+6.47991232E-01,-3.67029670E-01,+7.44717004E-01,-5.15355822E-01,+9.74174342E-01,-2.11556813E-01,+9.96881103E-01,-2.13844819E-01
+5.94290489E+01,+0.00000000E+00,+6.46580503E-01,-3.67135144E-01,+7.43541902E-01,-5.16414330E-01,+9.74333873E-01,-2.10869380E-01,+9.96891364E-01,-2.13136988E-01
+5.95418899E+01,+0.00000000E+00,+6.45156966E-01,-3.67243252E-01,+7.42357809E-01,-5.17487806E-01,+9.74493634E-01,-2.10178733E-01,+9.96901671E-01,-2.12425972E-01
+5.96551101E+01,+0.00000000E+00,+6.43720416E-01,-3.67354035E-01,+7.41164598E-01,-5.18576548E-01,+9.74653625E-01,-2.09484839E-01,+9.96912026E-01,-2.11711738E-01
+5.97687137E+01,+0.00000000E+00,+6.42270641E-01,-3.67467533E-01,+7.39962137E-01,-5.19680860E-01,+9.74813848E-01,-2.08787666E-01,+9.96922428E-01,-2.10994255E-01
+5.98827053E+01,+0.00000000E+00,+6.40807424E-01,-3.67583790E-01,+7.38750294E-01,-5.20801058E-01,+9.74974302E-01,-2.08087180E-01,+9.96932879E-01,-2.10273488E-01
+5.99970891E+01,+0.00000000E+00,+6.39330543E-01,-3.67702847E-01,+7.37528933E-01,-5.21937463E-01,+9.75134989E-01,-2.07383346E-01,+9.96943378E-01,-2.09549404E-01
+6.01118697E+01,+0.00000000E+00,+6.37839772E-01,-3.67824748E-01,+7.36297915E-01,-5.23090408E-01,+9.75295908E-01,-2.06676130E-01,+9.96953926E-01,-2.08821969E-01
+6.02270519E+01,+0.00000000E+00,+6.36334877E-01,-3.67949537E-01,+7.35057098E-01,-5.24260232E-01,+9.75457061E-01,-2.05965497E-01,+9.96964524E-01,-2.08091146E-01
+6.03426402E+01,+0.00000000E+00,+6.34815621E-01,-3.68077260E-01,+7.33806338E-01,-5.25447285E-01,+9.75618447E-01,-2.05251409E-01,+9.96975173E-01,-2.07356901E-01
+6.04586395E+01,+0.00000000E+00,+6.33281759E-01,-3.68207963E-01,+7.32545487E-01,-5.26651929E-01,+9.75780068E-01,-2.04533830E-01,+9.96985872E-01,-2.06619197E-01
+6.05750547E+01,+0.00000000E+00,+6.31733041E-01,-3.68341693E-01,+7.31274393E-01,-5.27874533E-01,+9.75941924E-01,-2.03812723E-01,+9.96996622E-01,-2.05877997E-01
+6.06918908E+01,+0.00000000E+00,+6.30169211E-01,-3.68478497E-01,+7.29992902E-01,-5.29115478E-01,+9.76104015E-01,-2.03088050E-01,+9.97007425E-01,-2.05133262E-01
+6.08091528E+01,+0.00000000E+00,+6.28590005E-01,-3.68618424E-01,+7.28700856E-01,-5.30375157E-01,+9.76266343E-01,-2.02359770E-01,+9.97018279E-01,-2.04384955E-01
+6.09268460E+01,+0.00000000E+00,+6.26995154E-01,-3.68761525E-01,+7.27398093E-01,-5.31653972E-01,+9.76428908E-01,-2.01627845E-01,+9.97029187E-01,-2.03633036E-01
+6.10449756E+01,+0.00000000E+00,+6.25384382E-01,-3.68907850E-01,+7.26084449E-01,-5.32952339E-01,+9.76591710E-01,-2.00892234E-01,+9.97040149E-01,-2.02877464E-01
+6.11635471E+01,+0.00000000E+00,+6.23757405E-01,-3.69057450E-01,+7.24759755E-01,-5.34270686E-01,+9.76754750E-01,-2.00152895E-01,+9.97051164E-01,-2.02118198E-01
+6.12825660E+01,+0.00000000E+00,+6.22113932E-01,-3.69210379E-01,+7.23423838E-01,-5.35609453E-01,+9.76918029E-01,-1.99409787E-01,+9.97062235E-01,-2.01355198E-01
+6.14020378E+01,+0.00000000E+00,+6.20453665E-01,-3.69366690E-01,+7.22076521E-01,-5.36969093E-01,+9.77081548E-01,-1.98662866E-01,+9.97073360E-01,-2.00588420E-01
+6.15219683E+01,+0.00000000E+00,+6.18776296E-01,-3.69526439E-01,+7.20717624E-01,-5.38350074E-01,+9.77245307E-01,-1.97912088E-01,+9.97084542E-01,-1.99817821E-01
+6.16423634E+01,+0.00000000E+00,+6.17081512E-01,-3.69689681E-01,+7.19346963E-01,-5.39752878E-01,+9.77409307E-01,-1.97157409E-01,+9.97095781E-01,-1.99043356E-01
+6.17632291E+01,+0.00000000E+00,+6.15368990E-01,-3.69856473E-01,+7.17964347E-01,-5.41178001E-01,+9.77573548E-01,-1.96398783E-01,+9.97107077E-01,-1.98264980E-01
+6.18845714E+01,+0.00000000E+00,+6.13638397E-01,-3.70026874E-01,+7.16569585E-01,-5.42625954E-01,+9.77738031E-01,-1.95636162E-01,+9.97118431E-01,-1.97482647E-01
+6.20063966E+01,+0.00000000E+00,+6.11889393E-01,-3.70200944E-01,+7.15162477E-01,-5.44097267E-01,+9.77902758E-01,-1.94869501E-01,+9.97129844E-01,-1.96696310E-01
+6.21287111E+01,+0.00000000E+00,+6.10121628E-01,-3.70378742E-01,+7.13742820E-01,-5.45592484E-01,+9.78067728E-01,-1.94098749E-01,+9.97141317E-01,-1.95905920E-01
+6.22515213E+01,+0.00000000E+00,+6.08334742E-01,-3.70560332E-01,+7.12310408E-01,-5.47112167E-01,+9.78232943E-01,-1.93323857E-01,+9.97152849E-01,-1.95111428E-01
+6.23748339E+01,+0.00000000E+00,+6.06528365E-01,-3.70745775E-01,+7.10865027E-01,-5.48656896E-01,+9.78398404E-01,-1.92544774E-01,+9.97164443E-01,-1.94312785E-01
+6.24986558E+01,+0.00000000E+00,+6.04702117E-01,-3.70935137E-01,+7.09406460E-01,-5.50227270E-01,+9.78564110E-01,-1.91761449E-01,+9.97176098E-01,-1.93509937E-01
+6.26229938E+01,+0.00000000E+00,+6.02855606E-01,-3.71128484E-01,+7.07934484E-01,-5.51823909E-01,+9.78730064E-01,-1.90973828E-01,+9.97187816E-01,-1.92702834E-01
+6.27478551E+01,+0.00000000E+00,+6.00988432E-01,-3.71325882E-01,+7.06448870E-01,-5.53447450E-01,+9.78896265E-01,-1.90181858E-01,+9.97199597E-01,-1.91891421E-01
+6.28732469E+01,+0.00000000E+00,+5.99100179E-01,-3.71527401E-01,+7.04949384E-01,-5.55098555E-01,+9.79062715E-01,-1.89385482E-01,+9.97211442E-01,-1.91075643E-01
+6.29991766E+01,+0.00000000E+00,+5.97190422E-01,-3.71733110E-01,+7.03435786E-01,-5.56777907E-01,+9.79229414E-01,-1.88584645E-01,+9.97223352E-01,-1.90255444E-01
+6.31256519E+01,+0.00000000E+00,+5.95258722E-01,-3.71943081E-01,+7.01907830E-01,-5.58486210E-01,+9.79396364E-01,-1.87779288E-01,+9.97235328E-01,-1.89430767E-01
+6.32526805E+01,+0.00000000E+00,+5.93304628E-01,-3.72157387E-01,+7.00365263E-01,-5.60224196E-01,+9.79563566E-01,-1.86969352E-01,+9.97247370E-01,-1.88601553E-01
+6.33802705E+01,+0.00000000E+00,+5.91327675E-01,-3.72376102E-01,+6.98807828E-01,-5.61992619E-01,+9.79731019E-01,-1.86154776E-01,+9.97259480E-01,-1.87767742E-01
+6.35084298E+01,+0.00000000E+00,+5.89327383E-01,-3.72599303E-01,+6.97235258E-01,-5.63792261E-01,+9.79898726E-01,-1.85335499E-01,+9.97271658E-01,-1.86929272E-01
+6.36371669E+01,+0.00000000E+00,+5.87303261E-01,-3.72827067E-01,+6.95647282E-01,-5.65623931E-01,+9.80066687E-01,-1.84511457E-01,+9.97283906E-01,-1.86086080E-01
+6.37664904E+01,+0.00000000E+00,+5.85254797E-01,-3.73059473E-01,+6.94043621E-01,-5.67488468E-01,+9.80234903E-01,-1.83682585E-01,+9.97296223E-01,-1.85238103E-01
+6.38964089E+01,+0.00000000E+00,+5.83181469E-01,-3.73296604E-01,+6.92423988E-01,-5.69386740E-01,+9.80403376E-01,-1.82848816E-01,+9.97308612E-01,-1.84385273E-01
+6.40269314E+01,+0.00000000E+00,+5.81082734E-01,-3.73538540E-01,+6.90788090E-01,-5.71319645E-01,+9.80572105E-01,-1.82010083E-01,+9.97321074E-01,-1.83527524E-01
+6.41580672E+01,+0.00000000E+00,+5.78958035E-01,-3.73785368E-01,+6.89135624E-01,-5.73288118E-01,+9.80741093E-01,-1.81166315E-01,+9.97333608E-01,-1.82664785E-01
+6.42898257E+01,+0.00000000E+00,+5.76806797E-01,-3.74037173E-01,+6.87466281E-01,-5.75293124E-01,+9.80910341E-01,-1.80317441E-01,+9.97346217E-01,-1.81796987E-01
+6.44222165E+01,+0.00000000E+00,+5.74628423E-01,-3.74294043E-01,+6.85779743E-01,-5.77335667E-01,+9.81079849E-01,-1.79463387E-01,+9.97358901E-01,-1.80924055E-01
+6.45552495E+01,+0.00000000E+00,+5.72422301E-01,-3.74556069E-01,+6.84075683E-01,-5.79416789E-01,+9.81249618E-01,-1.78604078E-01,+9.97371661E-01,-1.80045916E-01
+6.46889348E+01,+0.00000000E+00,+5.70187796E-01,-3.74823343E-01,+6.82353766E-01,-5.81537569E-01,+9.81419651E-01,-1.77739438E-01,+9.97384499E-01,-1.79162493E-01
+6.48232831E+01,+0.00000000E+00,+5.67924254E-01,-3.75095958E-01,+6.80613647E-01,-5.83699131E-01,+9.81589948E-01,-1.76869387E-01,+9.97397416E-01,-1.78273707E-01
+6.49583048E+01,+0.00000000E+00,+5.65630997E-01,-3.75374010E-01,+6.78854972E-01,-5.85902640E-01,+9.81760510E-01,-1.75993843E-01,+9.97410413E-01,-1.77379478E-01
+6.50940111E+01,+0.00000000E+00,+5.63307325E-01,-3.75657598E-01,+6.77077377E-01,-5.88149310E-01,+9.81931338E-01,-1.75112724E-01,+9.97423490E-01,-1.76479723E-01
+6.52304132E+01,+0.00000000E+00,+5.60952515E-01,-3.75946822E-01,+6.75280487E-01,-5.90440399E-01,+9.82102435E-01,-1.74225943E-01,+9.97436651E-01,-1.75574356E-01
+6.53675227E+01,+0.00000000E+00,+5.58565816E-01,-3.76241784E-01,+6.73463919E-01,-5.92777219E-01,+9.82273801E-01,-1.73333414E-01,+9.97449894E-01,-1.74663292E-01
+6.55053515E+01,+0.00000000E+00,+5.56146454E-01,-3.76542588E-01,+6.71627277E-01,-5.95161134E-01,+9.82445437E-01,-1.72435045E-01,+9.97463223E-01,-1.73746440E-01
+6.56439120E+01,+0.00000000E+00,+5.53693627E-01,-3.76849341E-01,+6.69770153E-01,-5.97593565E-01,+9.82617345E-01,-1.71530745E-01,+9.97476638E-01,-1.72823707E-01
+6.57832166E+01,+0.00000000E+00,+5.51206503E-01,-3.77162151E-01,+6.67892130E-01,-6.00075990E-01,+9.82789527E-01,-1.70620417E-01,+9.97490141E-01,-1.71895000E-01
+6.59232784E+01,+0.00000000E+00,+5.48684220E-01,-3.77481132E-01,+6.65992776E-01,-6.02609951E-01,+9.82961984E-01,-1.69703963E-01,+9.97503733E-01,-1.70960221E-01
+6.60641106E+01,+0.00000000E+00,+5.46125886E-01,-3.77806394E-01,+6.64071649E-01,-6.05197056E-01,+9.83134717E-01,-1.68781284E-01,+9.97517415E-01,-1.70019269E-01
+6.62057270E+01,+0.00000000E+00,+5.43530576E-01,-3.78138056E-01,+6.62128293E-01,-6.07838979E-01,+9.83307728E-01,-1.67852275E-01,+9.97531190E-01,-1.69072043E-01
+6.63481418E+01,+0.00000000E+00,+5.40897329E-01,-3.78476235E-01,+6.60162238E-01,-6.10537469E-01,+9.83481019E-01,-1.66916829E-01,+9.97545058E-01,-1.68118435E-01
+6.64913695E+01,+0.00000000E+00,+5.38225148E-01,-3.78821051E-01,+6.58173001E-01,-6.13294353E-01,+9.83654591E-01,-1.65974837E-01,+9.97559021E-01,-1.67158336E-01
+6.66354250E+01,+0.00000000E+00,+5.35512999E-01,-3.79172629E-01,+6.56160084E-01,-6.16111538E-01,+9.83828446E-01,-1.65026185E-01,+9.97573082E-01,-1.66191634E-01
+6.67803238E+01,+0.00000000E+00,+5.32759809E-01,-3.79531094E-01,+6.54122974E-01,-6.18991015E-01,+9.84002586E-01,-1.64070756E-01,+9.97587240E-01,-1.65218214E-01
+6.69260819E+01,+0.00000000E+00,+5.29964459E-01,-3.79896574E-01,+6.52061144E-01,-6.21934870E-01,+9.84177012E-01,-1.63108432E-01,+9.97601500E-01,-1.64237955E-01
+6.70727157E+01,+0.00000000E+00,+5.27125791E-01,-3.80269201E-01,+6.49974049E-01,-6.24945282E-01,+9.84351727E-01,-1.62139087E-01,+9.97615861E-01,-1.63250734E-01
+6.72202421E+01,+0.00000000E+00,+5.24242596E-01,-3.80649107E-01,+6.47861129E-01,-6.28024532E-01,+9.84526733E-01,-1.61162593E-01,+9.97630327E-01,-1.62256425E-01
+6.73686786E+01,+0.00000000E+00,+5.21313619E-01,-3.81036429E-01,+6.45721805E-01,-6.31175011E-01,+9.84702030E-01,-1.60178820E-01,+9.97644898E-01,-1.61254895E-01
+6.75180434E+01,+0.00000000E+00,+5.18337553E-01,-3.81431305E-01,+6.43555483E-01,-6.34399223E-01,+9.84877623E-01,-1.59187630E-01,+9.97659578E-01,-1.60246011E-01
+6.76683550E+01,+0.00000000E+00,+5.15313035E-01,-3.81833877E-01,+6.41361547E-01,-6.37699794E-01,+9.85053511E-01,-1.58188884E-01,+9.97674367E-01,-1.59229632E-01
+6.78196328E+01,+0.00000000E+00,+5.12238648E-01,-3.82244289E-01,+6.39139366E-01,-6.41079478E-01,+9.85229699E-01,-1.57182436E-01,+9.97689269E-01,-1.58205613E-01
+6.79718966E+01,+0.00000000E+00,+5.09112911E-01,-3.82662686E-01,+6.36888285E-01,-6.44541169E-01,+9.85406187E-01,-1.56168135E-01,+9.97704285E-01,-1.57173805E-01
+6.81251673E+01,+0.00000000E+00,+5.05934281E-01,-3.83089217E-01,+6.34607631E-01,-6.48087903E-01,+9.85582978E-01,-1.55145827E-01,+9.97719417E-01,-1.56134055E-01
+6.82794660E+01,+0.00000000E+00,+5.02701149E-01,-3.83524034E-01,+6.32296710E-01,-6.51722876E-01,+9.85760076E-01,-1.54115351E-01,+9.97734668E-01,-1.55086201E-01
+6.84348150E+01,+0.00000000E+00,+4.99411831E-01,-3.83967290E-01,+6.29954805E-01,-6.55449447E-01,+9.85937481E-01,-1.53076541E-01,+9.97750041E-01,-1.54030079E-01
+6.85912371E+01,+0.00000000E+00,+4.96064570E-01,-3.84419142E-01,+6.27581178E-01,-6.59271151E-01,+9.86115197E-01,-1.52029225E-01,+9.97765537E-01,-1.52965518E-01
+6.87487560E+01,+0.00000000E+00,+4.92657529E-01,-3.84879747E-01,+6.25175064E-01,-6.63191714E-01,+9.86293227E-01,-1.50973224E-01,+9.97781160E-01,-1.51892339E-01
+6.89073965E+01,+0.00000000E+00,+4.89188786E-01,-3.85349265E-01,+6.22735678E-01,-6.67215062E-01,+9.86471573E-01,-1.49908353E-01,+9.97796912E-01,-1.50810360E-01
+6.90671839E+01,+0.00000000E+00,+4.85656328E-01,-3.85827859E-01,+6.20262207E-01,-6.71345336E-01,+9.86650238E-01,-1.48834421E-01,+9.97812796E-01,-1.49719388E-01
+6.92281450E+01,+0.00000000E+00,+4.82058048E-01,-3.86315692E-01,+6.17753815E-01,-6.75586910E-01,+9.86829225E-01,-1.47751229E-01,+9.97828815E-01,-1.48619227E-01
+6.93903071E+01,+0.00000000E+00,+4.78391735E-01,-3.86812930E-01,+6.15209635E-01,-6.79944402E-01,+9.87008537E-01,-1.46658570E-01,+9.97844972E-01,-1.47509671E-01
+6.95536989E+01,+0.00000000E+00,+4.74655074E-01,-3.87319739E-01,+6.12628778E-01,-6.84422698E-01,+9.87188177E-01,-1.45556230E-01,+9.97861270E-01,-1.46390505E-01
+6.97183502E+01,+0.00000000E+00,+4.70845631E-01,-3.87836287E-01,+6.10010322E-01,-6.89026966E-01,+9.87368150E-01,-1.44443985E-01,+9.97877712E-01,-1.45261509E-01
+6.98842919E+01,+0.00000000E+00,+4.66960851E-01,-3.88362741E-01,+6.07353320E-01,-6.93762681E-01,+9.87548457E-01,-1.43321604E-01,+9.97894301E-01,-1.44122450E-01
+7.00515564E+01,+0.00000000E+00,+4.62998050E-01,-3.88899269E-01,+6.04656792E-01,-6.98635647E-01,+9.87729103E-01,-1.42188845E-01,+9.97911042E-01,-1.42973088E-01
+7.02201772E+01,+0.00000000E+00,+4.58954402E-01,-3.89446041E-01,+6.01919730E-01,-7.03652020E-01,+9.87910091E-01,-1.41045456E-01,+9.97927938E-01,-1.41813173E-01
+7.03901893E+01,+0.00000000E+00,+4.54826932E-01,-3.90003221E-01,+5.99141094E-01,-7.08818342E-01,+9.88091426E-01,-1.39891175E-01,+9.97944992E-01,-1.40642444E-01
+7.05616293E+01,+0.00000000E+00,+4.50612507E-01,-3.90570977E-01,+5.96319813E-01,-7.14141562E-01,+9.88273111E-01,-1.38725729E-01,+9.97962209E-01,-1.39460629E-01
+7.07345354E+01,+0.00000000E+00,+4.46307823E-01,-3.91149470E-01,+5.93454783E-01,-7.19629079E-01,+9.88455151E-01,-1.37548832E-01,+9.97979593E-01,-1.38267442E-01
+7.09089475E+01,+0.00000000E+00,+4.41909390E-01,-3.91738860E-01,+5.90544870E-01,-7.25288770E-01,+9.88637550E-01,-1.36360187E-01,+9.97997147E-01,-1.37062588E-01
+7.10849072E+01,+0.00000000E+00,+4.37413524E-01,-3.92339303E-01,+5.87588903E-01,-7.31129035E-01,+9.88820313E-01,-1.35159481E-01,+9.98014878E-01,-1.35845755E-01
+7.12624582E+01,+0.00000000E+00,+4.32816328E-01,-3.92950949E-01,+5.84585684E-01,-7.37158843E-01,+9.89003445E-01,-1.33946388E-01,+9.98032789E-01,-1.34616619E-01
+7.14416463E+01,+0.00000000E+00,+4.28113680E-01,-3.93573940E-01,+5.81533979E-01,-7.43387774E-01,+9.89186950E-01,-1.32720568E-01,+9.98050886E-01,-1.33374840E-01
+7.16225193E+01,+0.00000000E+00,+4.23301208E-01,-3.94208413E-01,+5.78432525E-01,-7.49826078E-01,+9.89370834E-01,-1.31481661E-01,+9.98069173E-01,-1.32120060E-01
+7.18051277E+01,+0.00000000E+00,+4.18374279E-01,-3.94854492E-01,+5.75280025E-01,-7.56484734E-01,+9.89555102E-01,-1.30229294E-01,+9.98087656E-01,-1.30851908E-01
+7.19895241E+01,+0.00000000E+00,+4.13327973E-01,-3.95512288E-01,+5.72075155E-01,-7.63375515E-01,+9.89739762E-01,-1.28963072E-01,+9.98106342E-01,-1.29569988E-01
+7.21757642E+01,+0.00000000E+00,+4.08157059E-01,-3.96181900E-01,+5.68816563E-01,-7.70511063E-01,+9.89924817E-01,-1.27682581E-01,+9.98125235E-01,-1.28273890E-01
+7.23639064E+01,+0.00000000E+00,+4.02855974E-01,-3.96863408E-01,+5.65502874E-01,-7.77904967E-01,+9.90110276E-01,-1.26387385E-01,+9.98144343E-01,-1.26963178E-01
+7.25540123E+01,+0.00000000E+00,+3.97418787E-01,-3.97556871E-01,+5.62132687E-01,-7.85571859E-01,+9.90296144E-01,-1.25077025E-01,+9.98163672E-01,-1.25637395E-01
+7.27461469E+01,+0.00000000E+00,+3.91839173E-01,-3.98262324E-01,+5.58704588E-01,-7.93527510E-01,+9.90482430E-01,-1.23751018E-01,+9.98183228E-01,-1.24296059E-01
+7.29403787E+01,+0.00000000E+00,+3.86110377E-01,-3.98979774E-01,+5.55217149E-01,-8.01788949E-01,+9.90669139E-01,-1.22408852E-01,+9.98203021E-01,-1.22938661E-01
+7.31367804E+01,+0.00000000E+00,+3.80225171E-01,-3.99709192E-01,+5.51668939E-01,-8.10374585E-01,+9.90856282E-01,-1.21049989E-01,+9.98223057E-01,-1.21564663E-01
+7.33354286E+01,+0.00000000E+00,+3.74175814E-01,-4.00450511E-01,+5.48058529E-01,-8.19304353E-01,+9.91043865E-01,-1.19673857E-01,+9.98243345E-01,-1.20173495E-01
+7.35364048E+01,+0.00000000E+00,+3.67954004E-01,-4.01203616E-01,+5.44384506E-01,-8.28599873E-01,+9.91231898E-01,-1.18279852E-01,+9.98263893E-01,-1.18764555E-01
+7.37397953E+01,+0.00000000E+00,+3.61550818E-01,-4.01968339E-01,+5.40645485E-01,-8.38284632E-01,+9.91420391E-01,-1.16867330E-01,+9.98284711E-01,-1.17337201E-01
+7.39456919E+01,+0.00000000E+00,+3.54956657E-01,-4.02744447E-01,+5.36840123E-01,-8.48384185E-01,+9.91609353E-01,-1.15435611E-01,+9.98305810E-01,-1.15890754E-01
+7.41541925E+01,+0.00000000E+00,+3.48161171E-01,-4.03531631E-01,+5.32967146E-01,-8.58926390E-01,+9.91798795E-01,-1.13983967E-01,+9.98327199E-01,-1.14424489E-01
+7.43654011E+01,+0.00000000E+00,+3.41153185E-01,-4.04329496E-01,+5.29025365E-01,-8.69941669E-01,+9.91988729E-01,-1.12511626E-01,+9.98348889E-01,-1.12937634E-01
+7.45794292E+01,+0.00000000E+00,+3.33920607E-01,-4.05137542E-01,+5.25013714E-01,-8.81463303E-01,+9.92179167E-01,-1.11017761E-01,+9.98370894E-01,-1.11429366E-01
+7.47963959E+01,+0.00000000E+00,+3.26450332E-01,-4.05955150E-01,+5.20931284E-01,-8.93527774E-01,+9.92370121E-01,-1.09501488E-01,+9.98393226E-01,-1.09898803E-01
+7.50164289E+01,+0.00000000E+00,+3.18728120E-01,-4.06781558E-01,+5.16777370E-01,-9.06175152E-01,+9.92561607E-01,-1.07961860E-01,+9.98415899E-01,-1.08345000E-01
+7.52396654E+01,+0.00000000E+00,+3.10738471E-01,-4.07615835E-01,+5.12551525E-01,-9.19449534E-01,+9.92753638E-01,-1.06397860E-01,+9.98438927E-01,-1.06766941E-01
