s1,s2,Re(r_ibc4.11),Im(r_ibc4.11),Abs(r_ibc4.11),Arg(r_ibc4.11),Re(r_ibc4.21),Im(r_ibc4.21),Abs(r_ibc4.21),Arg(r_ibc4.21),Re(r_ibc4.12),Im(r_ibc4.12),Abs(r_ibc4.12),Arg(r_ibc4.12),Re(r_ibc4.22),Im(r_ibc4.22),Abs(r_ibc4.22),Arg(r_ibc4.22)
+0.00000000E+00,+0.00000000E+00,-3.26394454E-01,-9.45233654E-01,+1.00000000E+00,+7.09499210E+01,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,+0.00000000E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,+0.00000000E+00,-3.26394454E-01,-9.45233654E-01,+1.00000000E+00,+7.09499210E+01
+1.00000000E-02,+0.00000000E+00,-3.26412179E-01,-9.45227533E-01,+1.00000000E+00,+7.09488466E+01,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,+0.00000000E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,+0.00000000E+00,-3.26335047E-01,-9.45254165E-01,+1.00000000E+00,+7.09535220E+01
+2.00000000E-02,+0.00000000E+00,-3.26465375E-01,-9.45209162E-01,+1.00000000E+00,+7.09456221E+01,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,+0.00000000E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,+0.00000000E+00,-3.26156782E-01,-9.45315690E-01,+1.00000000E+00,+7.09643270E+01
+3.00000000E-02,+0.00000000E+00,-3.26554103E-01,-9.45178511E-01,+1.00000000E+00,+7.09402436E+01,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,+0.00000000E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,+0.00000000E+00,-3.25859528E-01,-9.45418197E-01,+1.00000000E+00,+7.09823426E+01
+4.00000000E-02,+0.00000000E+00,-3.26678466E-01,-9.45135535E-01,+1.00000000E+00,+7.09327046E+01,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,+0.00000000E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,+0.00000000E+00,-3.25443067E-01,-9.45561638E-01,+1.00000000E+00,+7.10075798E+01
+5.00000000E-02,+0.00000000E+00,-3.26838609E-01,-9.45080168E-01,+1.00000000E+00,+7.09229962E+01,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,+0.00000000E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,+0.00000000E+00,-3.24907090E-01,-9.45745940E-01,+1.00000000E+00,+7.10400539E+01
+6.00000000E-02,+0.00000000E+00,-3.27034718E-01,-9.45012324E-01,+1.00000000E+00,+7.09111066E+01,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,+0.00000000E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,+0.00000000E+00,-3.24251202E-01,-9.45971013E-01,+1.00000000E+00,+7.10797846E+01
+7.00000000E-02,+0.00000000E+00,-3.27267022E-01,-9.44931900E-01,+1.00000000E+00,+7.08970215E+01,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,+0.00000000E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,+0.00000000E+00,-3.23474918E-01,-9.46236745E-01,+1.00000000E+00,+7.11267961E+01
+8.00000000E-02,+0.00000000E+00,-3.27535791E-01,-9.44838772E-01,+1.00000000E+00,+7.08807239E+01,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,+0.00000000E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,+0.00000000E+00,-3.22577663E-01,-9.46543000E-01,+1.00000000E+00,+7.11811172E+01
+9.00000000E-02,+0.00000000E+00,-3.27841340E-01,-9.44732796E-01,+1.00000000E+00,+7.08621941E+01,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,+0.00000000E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,+0.00000000E+00,-3.21558771E-01,-9.46889622E-01,+1.00000000E+00,+7.12427810E+01
+1.00000000E-01,+0.00000000E+00,-3.28184026E-01,-9.44613807E-01,+1.00000000E+00,+7.08414097E+01,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,+0.00000000E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,+0.00000000E+00,-3.20417484E-01,-9.47276431E-01,+1.00000000E+00,+7.13118256E+01
+1.10000000E-01,+0.00000000E+00,-3.28564253E-01,-9.44481620E-01,+1.00000000E+00,+7.08183453E+01,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,+0.00000000E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,+0.00000000E+00,-3.19152951E-01,-9.47703220E-01,+1.00000000E+00,+7.13882933E+01
+1.20000000E-01,+0.00000000E+00,-3.28982469E-01,-9.44336029E-01,+1.00000000E+00,+7.07929729E+01,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,+0.00000000E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,+0.00000000E+00,-3.17764227E-01,-9.48169761E-01,+1.00000000E+00,+7.14722315E+01
+1.30000000E-01,+0.00000000E+00,-3.29439168E-01,-9.44176803E-01,+1.00000000E+00,+7.07652612E+01,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,+0.00000000E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,+0.00000000E+00,-3.16250268E-01,-9.48675797E-01,+1.00000000E+00,+7.15636921E+01
+1.40000000E-01,+0.00000000E+00,-3.29934891E-01,-9.44003691E-01,+1.00000000E+00,+7.07351763E+01,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,+0.00000000E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,+0.00000000E+00,-3.14609937E-01,-9.49221042E-01,+1.00000000E+00,+7.16627323E+01
+1.50000000E-01,+0.00000000E+00,-3.30470228E-01,-9.43816417E-01,+1.00000000E+00,+7.07026811E+01,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,+0.00000000E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,+0.00000000E+00,-3.12841993E-01,-9.49805184E-01,+1.00000000E+00,+7.17694141E+01
+1.60000000E-01,+0.00000000E+00,-3.31045821E-01,-9.43614680E-01,+1.00000000E+00,+7.06677351E+01,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,+0.00000000E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,+0.00000000E+00,-3.10945095E-01,-9.50427876E-01,+1.00000000E+00,+7.18838045E+01
+1.70000000E-01,+0.00000000E+00,-3.31662360E-01,-9.43398155E-01,+1.00000000E+00,+7.06302949E+01,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,+0.00000000E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,+0.00000000E+00,-3.08917799E-01,-9.51088741E-01,+1.00000000E+00,+7.20059759E+01
+1.80000000E-01,+0.00000000E+00,-3.32320588E-01,-9.43166489E-01,+1.00000000E+00,+7.05903136E+01,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,+0.00000000E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,+0.00000000E+00,-3.06758552E-01,-9.51787366E-01,+1.00000000E+00,+7.21360061E+01
+1.90000000E-01,+0.00000000E+00,-3.33021304E-01,-9.42919302E-01,+1.00000000E+00,+7.05477407E+01,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,+0.00000000E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,+0.00000000E+00,-3.04465694E-01,-9.52523302E-01,+1.00000000E+00,+7.22739783E+01
+2.00000000E-01,+0.00000000E+00,-3.33765362E-01,-9.42656185E-01,+1.00000000E+00,+7.05025222E+01,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,+0.00000000E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,+0.00000000E+00,-3.02037454E-01,-9.53296059E-01,+1.00000000E+00,+7.24199815E+01
+2.10000000E-01,+0.00000000E+00,-3.34553674E-01,-9.42376697E-01,+1.00000000E+00,+7.04546006E+01,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,+0.00000000E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,+0.00000000E+00,-2.99471945E-01,-9.54105107E-01,+1.00000000E+00,+7.25741103E+01
