s1,s2,Re(r_ap.tm),Im(r_ap.tm),Abs(r_ap.tm),Arg(r_ap.tm),Re(r_ap.te),Im(r_ap.te),Abs(r_ap.te),Arg(r_ap.te)
+4.89000000E-01,+0.00000000E+00,-3.94947006E-01,-9.18703904E-01,+1.00000000E+00,-1.97680649E+00,-2.00829051E-01,-9.79626302E-01,+1.00000000E+00,-1.77300047E+00
+4.90000000E-01,+0.00000000E+00,-3.94973561E-01,-9.18692487E-01,+1.00000000E+00,-1.97683540E+00,-1.99866922E-01,-9.79823052E-01,+1.00000000E+00,-1.77201843E+00
+4.91000000E-01,+0.00000000E+00,-3.95000923E-01,-9.18680723E-01,+1.00000000E+00,-1.97686518E+00,-1.98901785E-01,-9.80019428E-01,+1.00000000E+00,-1.77103351E+00
+4.92000000E-01,+0.00000000E+00,-3.95029097E-01,-9.18668609E-01,+1.00000000E+00,-1.97689585E+00,-1.97933634E-01,-9.80215424E-01,+1.00000000E+00,-1.77004572E+00
+4.93000000E-01,+0.00000000E+00,-3.95058089E-01,-9.18656141E-01,+1.00000000E+00,-1.97692741E+00,-1.96962460E-01,-9.80411031E-01,+1.00000000E+00,-1.76905505E+00
+4.94000000E-01,+0.00000000E+00,-3.95087907E-01,-9.18643318E-01,+1.00000000E+00,-1.97695987E+00,-1.95988256E-01,-9.80606243E-01,+1.00000000E+00,-1.76806148E+00
+4.95000000E-01,+0.00000000E+00,-3.95118555E-01,-9.18630136E-01,+1.00000000E+00,-1.97699323E+00,-1.95011014E-01,-9.80801052E-01,+1.00000000E+00,-1.76706501E+00
+4.96000000E-01,+0.00000000E+00,-3.95150041E-01,-9.18616593E-01,+1.00000000E+00,-1.97702751E+00,-1.94030727E-01,-9.80995452E-01,+1.00000000E+00,-1.76606563E+00
+4.97000000E-01,+0.00000000E+00,-3.95182371E-01,-9.18602685E-01,+1.00000000E+00,-1.97706270E+00,-1.93047386E-01,-9.81189435E-01,+1.00000000E+00,-1.76506334E+00
+4.98000000E-01,+0.00000000E+00,-3.95215552E-01,-9.18588410E-01,+1.00000000E+00,-1.97709882E+00,-1.92060983E-01,-9.81382993E-01,+1.00000000E+00,-1.76405812E+00
+4.99000000E-01,+0.00000000E+00,-3.95249590E-01,-9.18573765E-01,+1.00000000E+00,-1.97713588E+00,-1.91071512E-01,-9.81576119E-01,+1.00000000E+00,-1.76304998E+00
+5.00000000E-01,+0.00000000E+00,-3.95284491E-01,-9.18558747E-01,+1.00000000E+00,-1.97717387E+00,-1.90078963E-01,-9.81768806E-01,+1.00000000E+00,-1.76203890E+00
+5.01000000E-01,+0.00000000E+00,-3.95320262E-01,-9.18543352E-01,+1.00000000E+00,-1.97721282E+00,-1.89083329E-01,-9.81961045E-01,+1.00000000E+00,-1.76102488E+00
+5.02000000E-01,+0.00000000E+00,-3.95356911E-01,-9.18527579E-01,+1.00000000E+00,-1.97725271E+00,-1.88084603E-01,-9.82152830E-01,+1.00000000E+00,-1.76000791E+00
+5.03000000E-01,+0.00000000E+00,-3.95394443E-01,-9.18511423E-01,+1.00000000E+00,-1.97729357E+00,-1.87082776E-01,-9.82344153E-01,+1.00000000E+00,-1.75898797E+00
+5.04000000E-01,+0.00000000E+00,-3.95432865E-01,-9.18494883E-01,+1.00000000E+00,-1.97733541E+00,-1.86077839E-01,-9.82535006E-01,+1.00000000E+00,-1.75796507E+00
+5.05000000E-01,+0.00000000E+00,-3.95472183E-01,-9.18477954E-01,+1.00000000E+00,-1.97737821E+00,-1.85069786E-01,-9.82725381E-01,+1.00000000E+00,-1.75693920E+00
+5.06000000E-01,+0.00000000E+00,-3.95512406E-01,-9.18460634E-01,+1.00000000E+00,-1.97742201E+00,-1.84058608E-01,-9.82915270E-01,+1.00000000E+00,-1.75591035E+00
+5.07000000E-01,+0.00000000E+00,-3.95553539E-01,-9.18442920E-01,+1.00000000E+00,-1.97746679E+00,-1.83044296E-01,-9.83104667E-01,+1.00000000E+00,-1.75487851E+00
+5.08000000E-01,+0.00000000E+00,-3.95595590E-01,-9.18424809E-01,+1.00000000E+00,-1.97751258E+00,-1.82026844E-01,-9.83293562E-01,+1.00000000E+00,-1.75384367E+00
+5.09000000E-01,+0.00000000E+00,-3.95638565E-01,-9.18406297E-01,+1.00000000E+00,-1.97755937E+00,-1.81006242E-01,-9.83481947E-01,+1.00000000E+00,-1.75280582E+00
+5.10000000E-01,+0.00000000E+00,-3.95682471E-01,-9.18387382E-01,+1.00000000E+00,-1.97760718E+00,-1.79982482E-01,-9.83669816E-01,+1.00000000E+00,-1.75176497E+00
+5.11000000E-01,+0.00000000E+00,-3.95727315E-01,-9.18368059E-01,+1.00000000E+00,-1.97765601E+00,-1.78955557E-01,-9.83857159E-01,+1.00000000E+00,-1.75072110E+00
+5.12000000E-01,+0.00000000E+00,-3.95773104E-01,-9.18348327E-01,+1.00000000E+00,-1.97770587E+00,-1.77925457E-01,-9.84043968E-01,+1.00000000E+00,-1.74967419E+00
+5.13000000E-01,+0.00000000E+00,-3.95819846E-01,-9.18328182E-01,+1.00000000E+00,-1.97775677E+00,-1.76892175E-01,-9.84230237E-01,+1.00000000E+00,-1.74862426E+00
+5.14000000E-01,+0.00000000E+00,-3.95867547E-01,-9.18307620E-01,+1.00000000E+00,-1.97780871E+00,-1.75855702E-01,-9.84415955E-01,+1.00000000E+00,-1.74757128E+00
+5.15000000E-01,+0.00000000E+00,-3.95916214E-01,-9.18286639E-01,+1.00000000E+00,-1.97786171E+00,-1.74816030E-01,-9.84601115E-01,+1.00000000E+00,-1.74651524E+00
+5.16000000E-01,+0.00000000E+00,-3.95965855E-01,-9.18265235E-01,+1.00000000E+00,-1.97791577E+00,-1.73773150E-01,-9.84785709E-01,+1.00000000E+00,-1.74545615E+00
+5.17000000E-01,+0.00000000E+00,-3.96016477E-01,-9.18243405E-01,+1.00000000E+00,-1.97797089E+00,-1.72727055E-01,-9.84969728E-01,+1.00000000E+00,-1.74439400E+00
+5.18000000E-01,+0.00000000E+00,-3.96068087E-01,-9.18221145E-01,+1.00000000E+00,-1.97802710E+00,-1.71677735E-01,-9.85153163E-01,+1.00000000E+00,-1.74332876E+00
+5.19000000E-01,+0.00000000E+00,-3.96120693E-01,-9.18198452E-01,+1.00000000E+00,-1.97808439E+00,-1.70625182E-01,-9.85336007E-01,+1.00000000E+00,-1.74226045E+00
+5.20000000E-01,+0.00000000E+00,-3.96174301E-01,-9.18175323E-01,+1.00000000E+00,-1.97814278E+00,-1.69569388E-01,-9.85518251E-01,+1.00000000E+00,-1.74118904E+00
+5.21000000E-01,+0.00000000E+00,-3.96228919E-01,-9.18151754E-01,+1.00000000E+00,-1.97820226E+00,-1.68510343E-01,-9.85699885E-01,+1.00000000E+00,-1.74011453E+00
+5.22000000E-01,+0.00000000E+00,-3.96284555E-01,-9.18127742E-01,+1.00000000E+00,-1.97826286E+00,-1.67448040E-01,-9.85880902E-01,+1.00000000E+00,-1.73903692E+00
+5.23000000E-01,+0.00000000E+00,-3.96341216E-01,-9.18103284E-01,+1.00000000E+00,-1.97832457E+00,-1.66382470E-01,-9.86061293E-01,+1.00000000E+00,-1.73795618E+00
+5.24000000E-01,+0.00000000E+00,-3.96398910E-01,-9.18078376E-01,+1.00000000E+00,-1.97838741E+00,-1.65313623E-01,-9.86241049E-01,+1.00000000E+00,-1.73687233E+00
+5.25000000E-01,+0.00000000E+00,-3.96457644E-01,-9.18053014E-01,+1.00000000E+00,-1.97845139E+00,-1.64241492E-01,-9.86420160E-01,+1.00000000E+00,-1.73578534E+00
+5.26000000E-01,+0.00000000E+00,-3.96517425E-01,-9.18027195E-01,+1.00000000E+00,-1.97851651E+00,-1.63166068E-01,-9.86598619E-01,+1.00000000E+00,-1.73469521E+00
+5.27000000E-01,+0.00000000E+00,-3.96578262E-01,-9.18000916E-01,+1.00000000E+00,-1.97858278E+00,-1.62087341E-01,-9.86776415E-01,+1.00000000E+00,-1.73360193E+00
+5.28000000E-01,+0.00000000E+00,-3.96640162E-01,-9.17974173E-01,+1.00000000E+00,-1.97865021E+00,-1.61005303E-01,-9.86953541E-01,+1.00000000E+00,-1.73250549E+00
+5.29000000E-01,+0.00000000E+00,-3.96703133E-01,-9.17946962E-01,+1.00000000E+00,-1.97871881E+00,-1.59919946E-01,-9.87129987E-01,+1.00000000E+00,-1.73140588E+00
+5.30000000E-01,+0.00000000E+00,-3.96767182E-01,-9.17919279E-01,+1.00000000E+00,-1.97878858E+00,-1.58831259E-01,-9.87305743E-01,+1.00000000E+00,-1.73030310E+00
+5.31000000E-01,+0.00000000E+00,-3.96832318E-01,-9.17891122E-01,+1.00000000E+00,-1.97885954E+00,-1.57739235E-01,-9.87480802E-01,+1.00000000E+00,-1.72919713E+00
+5.32000000E-01,+0.00000000E+00,-3.96898548E-01,-9.17862486E-01,+1.00000000E+00,-1.97893170E+00,-1.56643864E-01,-9.87655152E-01,+1.00000000E+00,-1.72808797E+00
+5.33000000E-01,+0.00000000E+00,-3.96965881E-01,-9.17833367E-01,+1.00000000E+00,-1.97900506E+00,-1.55545138E-01,-9.87828786E-01,+1.00000000E+00,-1.72697561E+00
+5.34000000E-01,+0.00000000E+00,-3.97034323E-01,-9.17803762E-01,+1.00000000E+00,-1.97907963E+00,-1.54443047E-01,-9.88001693E-01,+1.00000000E+00,-1.72586004E+00
+5.35000000E-01,+0.00000000E+00,-3.97103884E-01,-9.17773668E-01,+1.00000000E+00,-1.97915542E+00,-1.53337583E-01,-9.88173864E-01,+1.00000000E+00,-1.72474125E+00
+5.36000000E-01,+0.00000000E+00,-3.97174571E-01,-9.17743079E-01,+1.00000000E+00,-1.97923244E+00,-1.52228735E-01,-9.88345290E-01,+1.00000000E+00,-1.72361923E+00
+5.37000000E-01,+0.00000000E+00,-3.97246393E-01,-9.17711994E-01,+1.00000000E+00,-1.97931070E+00,-1.51116496E-01,-9.88515961E-01,+1.00000000E+00,-1.72249397E+00
+5.38000000E-01,+0.00000000E+00,-3.97319357E-01,-9.17680407E-01,+1.00000000E+00,-1.97939021E+00,-1.50000855E-01,-9.88685867E-01,+1.00000000E+00,-1.72136546E+00
+5.39000000E-01,+0.00000000E+00,-3.97393472E-01,-9.17648314E-01,+1.00000000E+00,-1.97947098E+00,-1.48881804E-01,-9.88854999E-01,+1.00000000E+00,-1.72023370E+00
+5.40000000E-01,+0.00000000E+00,-3.97468745E-01,-9.17615713E-01,+1.00000000E+00,-1.97955301E+00,-1.47759334E-01,-9.89023346E-01,+1.00000000E+00,-1.71909868E+00
+5.41000000E-01,+0.00000000E+00,-3.97545186E-01,-9.17582598E-01,+1.00000000E+00,-1.97963631E+00,-1.46633435E-01,-9.89190900E-01,+1.00000000E+00,-1.71796038E+00
+5.42000000E-01,+0.00000000E+00,-3.97622803E-01,-9.17548967E-01,+1.00000000E+00,-1.97972090E+00,-1.45504097E-01,-9.89357649E-01,+1.00000000E+00,-1.71681880E+00
+5.43000000E-01,+0.00000000E+00,-3.97701604E-01,-9.17514814E-01,+1.00000000E+00,-1.97980679E+00,-1.44371312E-01,-9.89523584E-01,+1.00000000E+00,-1.71567393E+00
+5.44000000E-01,+0.00000000E+00,-3.97781598E-01,-9.17480136E-01,+1.00000000E+00,-1.97989397E+00,-1.43235070E-01,-9.89688696E-01,+1.00000000E+00,-1.71452575E+00
+5.45000000E-01,+0.00000000E+00,-3.97862792E-01,-9.17444930E-01,+1.00000000E+00,-1.97998247E+00,-1.42095362E-01,-9.89852973E-01,+1.00000000E+00,-1.71337426E+00
+5.46000000E-01,+0.00000000E+00,-3.97945196E-01,-9.17409189E-01,+1.00000000E+00,-1.98007229E+00,-1.40952177E-01,-9.90016406E-01,+1.00000000E+00,-1.71221946E+00
+5.47000000E-01,+0.00000000E+00,-3.98028818E-01,-9.17372912E-01,+1.00000000E+00,-1.98016344E+00,-1.39805508E-01,-9.90178984E-01,+1.00000000E+00,-1.71106132E+00
+5.48000000E-01,+0.00000000E+00,-3.98113667E-01,-9.17336093E-01,+1.00000000E+00,-1.98025594E+00,-1.38655343E-01,-9.90340697E-01,+1.00000000E+00,-1.70989984E+00
+5.49000000E-01,+0.00000000E+00,-3.98199752E-01,-9.17298729E-01,+1.00000000E+00,-1.98034978E+00,-1.37501674E-01,-9.90501534E-01,+1.00000000E+00,-1.70873501E+00
+5.50000000E-01,+0.00000000E+00,-3.98287081E-01,-9.17260814E-01,+1.00000000E+00,-1.98044499E+00,-1.36344491E-01,-9.90661486E-01,+1.00000000E+00,-1.70756683E+00
+5.51000000E-01,+0.00000000E+00,-3.98375663E-01,-9.17222345E-01,+1.00000000E+00,-1.98054156E+00,-1.35183784E-01,-9.90820541E-01,+1.00000000E+00,-1.70639527E+00
+5.52000000E-01,+0.00000000E+00,-3.98465508E-01,-9.17183318E-01,+1.00000000E+00,-1.98063951E+00,-1.34019544E-01,-9.90978689E-01,+1.00000000E+00,-1.70522034E+00
+5.53000000E-01,+0.00000000E+00,-3.98556623E-01,-9.17143728E-01,+1.00000000E+00,-1.98073886E+00,-1.32851760E-01,-9.91135919E-01,+1.00000000E+00,-1.70404202E+00
+5.54000000E-01,+0.00000000E+00,-3.98649018E-01,-9.17103571E-01,+1.00000000E+00,-1.98083960E+00,-1.31680424E-01,-9.91292220E-01,+1.00000000E+00,-1.70286030E+00
+5.55000000E-01,+0.00000000E+00,-3.98742702E-01,-9.17062843E-01,+1.00000000E+00,-1.98094176E+00,-1.30505524E-01,-9.91447582E-01,+1.00000000E+00,-1.70167517E+00
+5.56000000E-01,+0.00000000E+00,-3.98837684E-01,-9.17021538E-01,+1.00000000E+00,-1.98104533E+00,-1.29327052E-01,-9.91601994E-01,+1.00000000E+00,-1.70048663E+00
+5.57000000E-01,+0.00000000E+00,-3.98933974E-01,-9.16979653E-01,+1.00000000E+00,-1.98115034E+00,-1.28144997E-01,-9.91755443E-01,+1.00000000E+00,-1.69929466E+00
+5.58000000E-01,+0.00000000E+00,-3.99031580E-01,-9.16937183E-01,+1.00000000E+00,-1.98125678E+00,-1.26959350E-01,-9.91907921E-01,+1.00000000E+00,-1.69809924E+00
+5.59000000E-01,+0.00000000E+00,-3.99130511E-01,-9.16894124E-01,+1.00000000E+00,-1.98136468E+00,-1.25770100E-01,-9.92059414E-01,+1.00000000E+00,-1.69690038E+00
+5.60000000E-01,+0.00000000E+00,-3.99230778E-01,-9.16850471E-01,+1.00000000E+00,-1.98147404E+00,-1.24577238E-01,-9.92209913E-01,+1.00000000E+00,-1.69569807E+00
+5.61000000E-01,+0.00000000E+00,-3.99332388E-01,-9.16806219E-01,+1.00000000E+00,-1.98158486E+00,-1.23380753E-01,-9.92359406E-01,+1.00000000E+00,-1.69449228E+00
+5.62000000E-01,+0.00000000E+00,-3.99435353E-01,-9.16761364E-01,+1.00000000E+00,-1.98169718E+00,-1.22180635E-01,-9.92507880E-01,+1.00000000E+00,-1.69328301E+00
+5.63000000E-01,+0.00000000E+00,-3.99539681E-01,-9.16715901E-01,+1.00000000E+00,-1.98181098E+00,-1.20976875E-01,-9.92655326E-01,+1.00000000E+00,-1.69207025E+00
+5.64000000E-01,+0.00000000E+00,-3.99645382E-01,-9.16669825E-01,+1.00000000E+00,-1.98192629E+00,-1.19769461E-01,-9.92801731E-01,+1.00000000E+00,-1.69085400E+00
+5.65000000E-01,+0.00000000E+00,-3.99752465E-01,-9.16623132E-01,+1.00000000E+00,-1.98204311E+00,-1.18558385E-01,-9.92947083E-01,+1.00000000E+00,-1.68963423E+00
+5.66000000E-01,+0.00000000E+00,-3.99860940E-01,-9.16575817E-01,+1.00000000E+00,-1.98216145E+00,-1.17343634E-01,-9.93091371E-01,+1.00000000E+00,-1.68841094E+00
+5.67000000E-01,+0.00000000E+00,-3.99970817E-01,-9.16527875E-01,+1.00000000E+00,-1.98228133E+00,-1.16125200E-01,-9.93234584E-01,+1.00000000E+00,-1.68718412E+00
+5.68000000E-01,+0.00000000E+00,-4.00082106E-01,-9.16479301E-01,+1.00000000E+00,-1.98240276E+00,-1.14903072E-01,-9.93376708E-01,+1.00000000E+00,-1.68595375E+00
+5.69000000E-01,+0.00000000E+00,-4.00194816E-01,-9.16430090E-01,+1.00000000E+00,-1.98252574E+00,-1.13677239E-01,-9.93517733E-01,+1.00000000E+00,-1.68471983E+00
+5.70000000E-01,+0.00000000E+00,-4.00308957E-01,-9.16380237E-01,+1.00000000E+00,-1.98265030E+00,-1.12447691E-01,-9.93657646E-01,+1.00000000E+00,-1.68348235E+00
+5.71000000E-01,+0.00000000E+00,-4.00424540E-01,-9.16329738E-01,+1.00000000E+00,-1.98277643E+00,-1.11214418E-01,-9.93796435E-01,+1.00000000E+00,-1.68224129E+00
+5.72000000E-01,+0.00000000E+00,-4.00541574E-01,-9.16278586E-01,+1.00000000E+00,-1.98290415E+00,-1.09977408E-01,-9.93934087E-01,+1.00000000E+00,-1.68099665E+00
+5.73000000E-01,+0.00000000E+00,-4.00660069E-01,-9.16226778E-01,+1.00000000E+00,-1.98303348E+00,-1.08736652E-01,-9.94070591E-01,+1.00000000E+00,-1.67974840E+00
+5.74000000E-01,+0.00000000E+00,-4.00780036E-01,-9.16174308E-01,+1.00000000E+00,-1.98316442E+00,-1.07492139E-01,-9.94205934E-01,+1.00000000E+00,-1.67849655E+00
+5.75000000E-01,+0.00000000E+00,-4.00901485E-01,-9.16121171E-01,+1.00000000E+00,-1.98329699E+00,-1.06243858E-01,-9.94340104E-01,+1.00000000E+00,-1.67724108E+00
+5.76000000E-01,+0.00000000E+00,-4.01024426E-01,-9.16067361E-01,+1.00000000E+00,-1.98343119E+00,-1.04991799E-01,-9.94473088E-01,+1.00000000E+00,-1.67598198E+00
+5.77000000E-01,+0.00000000E+00,-4.01148870E-01,-9.16012874E-01,+1.00000000E+00,-1.98356704E+00,-1.03735950E-01,-9.94604873E-01,+1.00000000E+00,-1.67471924E+00
+5.78000000E-01,+0.00000000E+00,-4.01274826E-01,-9.15957703E-01,+1.00000000E+00,-1.98370454E+00,-1.02476301E-01,-9.94735446E-01,+1.00000000E+00,-1.67345284E+00
+5.79000000E-01,+0.00000000E+00,-4.01402305E-01,-9.15901845E-01,+1.00000000E+00,-1.98384373E+00,-1.01212841E-01,-9.94864795E-01,+1.00000000E+00,-1.67218277E+00
+5.80000000E-01,+0.00000000E+00,-4.01531319E-01,-9.15845293E-01,+1.00000000E+00,-1.98398459E+00,-9.99455600E-02,-9.94992907E-01,+1.00000000E+00,-1.67090903E+00
+5.81000000E-01,+0.00000000E+00,-4.01661877E-01,-9.15788041E-01,+1.00000000E+00,-1.98412715E+00,-9.86744460E-02,-9.95119769E-01,+1.00000000E+00,-1.66963160E+00
+5.82000000E-01,+0.00000000E+00,-4.01793990E-01,-9.15730086E-01,+1.00000000E+00,-1.98427141E+00,-9.73994884E-02,-9.95245367E-01,+1.00000000E+00,-1.66835048E+00
+5.83000000E-01,+0.00000000E+00,-4.01927669E-01,-9.15671420E-01,+1.00000000E+00,-1.98441740E+00,-9.61206763E-02,-9.95369688E-01,+1.00000000E+00,-1.66706563E+00
+5.84000000E-01,+0.00000000E+00,-4.02062925E-01,-9.15612038E-01,+1.00000000E+00,-1.98456512E+00,-9.48379985E-02,-9.95492719E-01,+1.00000000E+00,-1.66577707E+00
+5.85000000E-01,+0.00000000E+00,-4.02199768E-01,-9.15551935E-01,+1.00000000E+00,-1.98471458E+00,-9.35514440E-02,-9.95614447E-01,+1.00000000E+00,-1.66448477E+00
+5.86000000E-01,+0.00000000E+00,-4.02338210E-01,-9.15491106E-01,+1.00000000E+00,-1.98486579E+00,-9.22610017E-02,-9.95734858E-01,+1.00000000E+00,-1.66318872E+00
+5.87000000E-01,+0.00000000E+00,-4.02478262E-01,-9.15429543E-01,+1.00000000E+00,-1.98501878E+00,-9.09666603E-02,-9.95853938E-01,+1.00000000E+00,-1.66188891E+00
+5.88000000E-01,+0.00000000E+00,-4.02619934E-01,-9.15367243E-01,+1.00000000E+00,-1.98517354E+00,-8.96684086E-02,-9.95971675E-01,+1.00000000E+00,-1.66058533E+00
+5.89000000E-01,+0.00000000E+00,-4.02763238E-01,-9.15304198E-01,+1.00000000E+00,-1.98533010E+00,-8.83662354E-02,-9.96088053E-01,+1.00000000E+00,-1.65927797E+00
+5.90000000E-01,+0.00000000E+00,-4.02908185E-01,-9.15240402E-01,+1.00000000E+00,-1.98548847E+00,-8.70601294E-02,-9.96203059E-01,+1.00000000E+00,-1.65796681E+00
+5.91000000E-01,+0.00000000E+00,-4.03054787E-01,-9.15175851E-01,+1.00000000E+00,-1.98564865E+00,-8.57500791E-02,-9.96316679E-01,+1.00000000E+00,-1.65665184E+00
+5.92000000E-01,+0.00000000E+00,-4.03203054E-01,-9.15110538E-01,+1.00000000E+00,-1.98581067E+00,-8.44360732E-02,-9.96428898E-01,+1.00000000E+00,-1.65533305E+00
+5.93000000E-01,+0.00000000E+00,-4.03352999E-01,-9.15044457E-01,+1.00000000E+00,-1.98597453E+00,-8.31181003E-02,-9.96539704E-01,+1.00000000E+00,-1.65401043E+00
+5.94000000E-01,+0.00000000E+00,-4.03504633E-01,-9.14977602E-01,+1.00000000E+00,-1.98614025E+00,-8.17961487E-02,-9.96649081E-01,+1.00000000E+00,-1.65268396E+00
+5.95000000E-01,+0.00000000E+00,-4.03657967E-01,-9.14909966E-01,+1.00000000E+00,-1.98630783E+00,-8.04702070E-02,-9.96757014E-01,+1.00000000E+00,-1.65135363E+00
+5.96000000E-01,+0.00000000E+00,-4.03813012E-01,-9.14841544E-01,+1.00000000E+00,-1.98647731E+00,-7.91402635E-02,-9.96863491E-01,+1.00000000E+00,-1.65001944E+00
+5.97000000E-01,+0.00000000E+00,-4.03969782E-01,-9.14772330E-01,+1.00000000E+00,-1.98664868E+00,-7.78063066E-02,-9.96968494E-01,+1.00000000E+00,-1.64868135E+00
+5.98000000E-01,+0.00000000E+00,-4.04128288E-01,-9.14702316E-01,+1.00000000E+00,-1.98682196E+00,-7.64683247E-02,-9.97072011E-01,+1.00000000E+00,-1.64733937E+00
+5.99000000E-01,+0.00000000E+00,-4.04288541E-01,-9.14631497E-01,+1.00000000E+00,-1.98699716E+00,-7.51263059E-02,-9.97174026E-01,+1.00000000E+00,-1.64599348E+00
+6.00000000E-01,+0.00000000E+00,-4.04450553E-01,-9.14559867E-01,+1.00000000E+00,-1.98717430E+00,-7.37802385E-02,-9.97274524E-01,+1.00000000E+00,-1.64464367E+00
+6.01000000E-01,+0.00000000E+00,-4.04614338E-01,-9.14487418E-01,+1.00000000E+00,-1.98735339E+00,-7.24301106E-02,-9.97373490E-01,+1.00000000E+00,-1.64328992E+00
+6.02000000E-01,+0.00000000E+00,-4.04779906E-01,-9.14414145E-01,+1.00000000E+00,-1.98753445E+00,-7.10759104E-02,-9.97470909E-01,+1.00000000E+00,-1.64193222E+00
+6.03000000E-01,+0.00000000E+00,-4.04947270E-01,-9.14340040E-01,+1.00000000E+00,-1.98771749E+00,-6.97176259E-02,-9.97566766E-01,+1.00000000E+00,-1.64057055E+00
+6.04000000E-01,+0.00000000E+00,-4.05116442E-01,-9.14265097E-01,+1.00000000E+00,-1.98790252E+00,-6.83552451E-02,-9.97661045E-01,+1.00000000E+00,-1.63920492E+00
+6.05000000E-01,+0.00000000E+00,-4.05287435E-01,-9.14189310E-01,+1.00000000E+00,-1.98808955E+00,-6.69887560E-02,-9.97753730E-01,+1.00000000E+00,-1.63783529E+00
+6.06000000E-01,+0.00000000E+00,-4.05460262E-01,-9.14112671E-01,+1.00000000E+00,-1.98827861E+00,-6.56181465E-02,-9.97844807E-01,+1.00000000E+00,-1.63646165E+00
+6.07000000E-01,+0.00000000E+00,-4.05634934E-01,-9.14035175E-01,+1.00000000E+00,-1.98846970E+00,-6.42434045E-02,-9.97934259E-01,+1.00000000E+00,-1.63508400E+00
+6.08000000E-01,+0.00000000E+00,-4.05811464E-01,-9.13956813E-01,+1.00000000E+00,-1.98866284E+00,-6.28645177E-02,-9.98022070E-01,+1.00000000E+00,-1.63370232E+00
+6.09000000E-01,+0.00000000E+00,-4.05989866E-01,-9.13877579E-01,+1.00000000E+00,-1.98885805E+00,-6.14814740E-02,-9.98108225E-01,+1.00000000E+00,-1.63231660E+00
+6.10000000E-01,+0.00000000E+00,-4.06170151E-01,-9.13797466E-01,+1.00000000E+00,-1.98905533E+00,-6.00942610E-02,-9.98192707E-01,+1.00000000E+00,-1.63092682E+00
+6.11000000E-01,+0.00000000E+00,-4.06352333E-01,-9.13716467E-01,+1.00000000E+00,-1.98925471E+00,-5.87028664E-02,-9.98275500E-01,+1.00000000E+00,-1.62953296E+00
+6.12000000E-01,+0.00000000E+00,-4.06536425E-01,-9.13634574E-01,+1.00000000E+00,-1.98945619E+00,-5.73072779E-02,-9.98356588E-01,+1.00000000E+00,-1.62813502E+00
+6.13000000E-01,+0.00000000E+00,-4.06722440E-01,-9.13551781E-01,+1.00000000E+00,-1.98965980E+00,-5.59074829E-02,-9.98435954E-01,+1.00000000E+00,-1.62673298E+00
+6.14000000E-01,+0.00000000E+00,-4.06910391E-01,-9.13468080E-01,+1.00000000E+00,-1.98986555E+00,-5.45034691E-02,-9.98513581E-01,+1.00000000E+00,-1.62532682E+00
+6.15000000E-01,+0.00000000E+00,-4.07100291E-01,-9.13383464E-01,+1.00000000E+00,-1.99007344E+00,-5.30952238E-02,-9.98589454E-01,+1.00000000E+00,-1.62391653E+00
+6.16000000E-01,+0.00000000E+00,-4.07292154E-01,-9.13297926E-01,+1.00000000E+00,-1.99028351E+00,-5.16827344E-02,-9.98663554E-01,+1.00000000E+00,-1.62250210E+00
+6.17000000E-01,+0.00000000E+00,-4.07485992E-01,-9.13211458E-01,+1.00000000E+00,-1.99049576E+00,-5.02659884E-02,-9.98735866E-01,+1.00000000E+00,-1.62108351E+00
+6.18000000E-01,+0.00000000E+00,-4.07681820E-01,-9.13124052E-01,+1.00000000E+00,-1.99071021E+00,-4.88449729E-02,-9.98806372E-01,+1.00000000E+00,-1.61966074E+00
+6.19000000E-01,+0.00000000E+00,-4.07879651E-01,-9.13035700E-01,+1.00000000E+00,-1.99092687E+00,-4.74196754E-02,-9.98875054E-01,+1.00000000E+00,-1.61823379E+00
+6.20000000E-01,+0.00000000E+00,-4.08079499E-01,-9.12946396E-01,+1.00000000E+00,-1.99114577E+00,-4.59900828E-02,-9.98941896E-01,+1.00000000E+00,-1.61680264E+00
+6.21000000E-01,+0.00000000E+00,-4.08281378E-01,-9.12856131E-01,+1.00000000E+00,-1.99136691E+00,-4.45561825E-02,-9.99006880E-01,+1.00000000E+00,-1.61536727E+00
+6.22000000E-01,+0.00000000E+00,-4.08485301E-01,-9.12764898E-01,+1.00000000E+00,-1.99159031E+00,-4.31179614E-02,-9.99069988E-01,+1.00000000E+00,-1.61392766E+00
+6.23000000E-01,+0.00000000E+00,-4.08691282E-01,-9.12672688E-01,+1.00000000E+00,-1.99181599E+00,-4.16754066E-02,-9.99131203E-01,+1.00000000E+00,-1.61248381E+00
+6.24000000E-01,+0.00000000E+00,-4.08899336E-01,-9.12579494E-01,+1.00000000E+00,-1.99204396E+00,-4.02285051E-02,-9.99190506E-01,+1.00000000E+00,-1.61103569E+00
+6.25000000E-01,+0.00000000E+00,-4.09109476E-01,-9.12485308E-01,+1.00000000E+00,-1.99227424E+00,-3.87772439E-02,-9.99247880E-01,+1.00000000E+00,-1.60958330E+00
+6.26000000E-01,+0.00000000E+00,-4.09321718E-01,-9.12390120E-01,+1.00000000E+00,-1.99250685E+00,-3.73216097E-02,-9.99303306E-01,+1.00000000E+00,-1.60812661E+00
+6.27000000E-01,+0.00000000E+00,-4.09536074E-01,-9.12293924E-01,+1.00000000E+00,-1.99274180E+00,-3.58615894E-02,-9.99356766E-01,+1.00000000E+00,-1.60666561E+00
