s1,s2,Re(z_ex.tm),Im(z_ex.tm),Abs(z_ex.tm),Arg(z_ex.tm),Re(z_ex.te),Im(z_ex.te),Abs(z_ex.te),Arg(z_ex.te)
+0.00000000E+00,+0.00000000E+00,-0.00000000E+00,-5.81449196E+02,+5.81449196E+02,-1.57079633E+00,+0.00000000E+00,+5.81449196E+02,+5.81449196E+02,+1.57079633E+00
+1.00000000E-03,+0.00000000E+00,-0.00000000E+00,-5.81448812E+02,+5.81448812E+02,-1.57079633E+00,+0.00000000E+00,+5.81448957E+02,+5.81448957E+02,+1.57079633E+00
+2.00000000E-03,+0.00000000E+00,-0.00000000E+00,-5.81447658E+02,+5.81447658E+02,-1.57079633E+00,+0.00000000E+00,+5.81448240E+02,+5.81448240E+02,+1.57079633E+00
+3.00000000E-03,+0.00000000E+00,-0.00000000E+00,-5.81445736E+02,+5.81445736E+02,-1.57079633E+00,+0.00000000E+00,+5.81447045E+02,+5.81447045E+02,+1.57079633E+00
+4.00000000E-03,+0.00000000E+00,-0.00000000E+00,-5.81443045E+02,+5.81443045E+02,-1.57079633E+00,+0.00000000E+00,+5.81445371E+02,+5.81445371E+02,+1.57079633E+00
+5.00000000E-03,+0.00000000E+00,-0.00000000E+00,-5.81439586E+02,+5.81439586E+02,-1.57079633E+00,+0.00000000E+00,+5.81443220E+02,+5.81443220E+02,+1.57079633E+00
+6.00000000E-03,+0.00000000E+00,-0.00000000E+00,-5.81435357E+02,+5.81435357E+02,-1.57079633E+00,+0.00000000E+00,+5.81440590E+02,+5.81440590E+02,+1.57079633E+00
+7.00000000E-03,+0.00000000E+00,-0.00000000E+00,-5.81430360E+02,+5.81430360E+02,-1.57079633E+00,+0.00000000E+00,+5.81437483E+02,+5.81437483E+02,+1.57079633E+00
+8.00000000E-03,+0.00000000E+00,-0.00000000E+00,-5.81424594E+02,+5.81424594E+02,-1.57079633E+00,+0.00000000E+00,+5.81433897E+02,+5.81433897E+02,+1.57079633E+00
+9.00000000E-03,+0.00000000E+00,-0.00000000E+00,-5.81418059E+02,+5.81418059E+02,-1.57079633E+00,+0.00000000E+00,+5.81429833E+02,+5.81429833E+02,+1.57079633E+00
+1.00000000E-02,+0.00000000E+00,-0.00000000E+00,-5.81410756E+02,+5.81410756E+02,-1.57079633E+00,+0.00000000E+00,+5.81425292E+02,+5.81425292E+02,+1.57079633E+00
+1.10000000E-02,+0.00000000E+00,-0.00000000E+00,-5.81402684E+02,+5.81402684E+02,-1.57079633E+00,+0.00000000E+00,+5.81420272E+02,+5.81420272E+02,+1.57079633E+00
+1.20000000E-02,+0.00000000E+00,-0.00000000E+00,-5.81393844E+02,+5.81393844E+02,-1.57079633E+00,+0.00000000E+00,+5.81414774E+02,+5.81414774E+02,+1.57079633E+00
+1.30000000E-02,+0.00000000E+00,-0.00000000E+00,-5.81384234E+02,+5.81384234E+02,-1.57079633E+00,+0.00000000E+00,+5.81408799E+02,+5.81408799E+02,+1.57079633E+00
+1.40000000E-02,+0.00000000E+00,-0.00000000E+00,-5.81373857E+02,+5.81373857E+02,-1.57079633E+00,+0.00000000E+00,+5.81402346E+02,+5.81402346E+02,+1.57079633E+00
+1.50000000E-02,+0.00000000E+00,-0.00000000E+00,-5.81362711E+02,+5.81362711E+02,-1.57079633E+00,+0.00000000E+00,+5.81395414E+02,+5.81395414E+02,+1.57079633E+00
+1.60000000E-02,+0.00000000E+00,-0.00000000E+00,-5.81350796E+02,+5.81350796E+02,-1.57079633E+00,+0.00000000E+00,+5.81388005E+02,+5.81388005E+02,+1.57079633E+00
+1.70000000E-02,+0.00000000E+00,-0.00000000E+00,-5.81338114E+02,+5.81338114E+02,-1.57079633E+00,+0.00000000E+00,+5.81380118E+02,+5.81380118E+02,+1.57079633E+00
+1.80000000E-02,+0.00000000E+00,-0.00000000E+00,-5.81324663E+02,+5.81324663E+02,-1.57079633E+00,+0.00000000E+00,+5.81371754E+02,+5.81371754E+02,+1.57079633E+00
+1.90000000E-02,+0.00000000E+00,-0.00000000E+00,-5.81310443E+02,+5.81310443E+02,-1.57079633E+00,+0.00000000E+00,+5.81362911E+02,+5.81362911E+02,+1.57079633E+00
+2.00000000E-02,+0.00000000E+00,-0.00000000E+00,-5.81295456E+02,+5.81295456E+02,-1.57079633E+00,+0.00000000E+00,+5.81353592E+02,+5.81353592E+02,+1.57079633E+00
+2.10000000E-02,+0.00000000E+00,-0.00000000E+00,-5.81279701E+02,+5.81279701E+02,-1.57079633E+00,+0.00000000E+00,+5.81343794E+02,+5.81343794E+02,+1.57079633E+00
+2.20000000E-02,+0.00000000E+00,-0.00000000E+00,-5.81263178E+02,+5.81263178E+02,-1.57079633E+00,+0.00000000E+00,+5.81333519E+02,+5.81333519E+02,+1.57079633E+00
+2.30000000E-02,+0.00000000E+00,-0.00000000E+00,-5.81245886E+02,+5.81245886E+02,-1.57079633E+00,+0.00000000E+00,+5.81322766E+02,+5.81322766E+02,+1.57079633E+00
+2.40000000E-02,+0.00000000E+00,-0.00000000E+00,-5.81227827E+02,+5.81227827E+02,-1.57079633E+00,+0.00000000E+00,+5.81311536E+02,+5.81311536E+02,+1.57079633E+00
+2.50000000E-02,+0.00000000E+00,-0.00000000E+00,-5.81209001E+02,+5.81209001E+02,-1.57079633E+00,+0.00000000E+00,+5.81299829E+02,+5.81299829E+02,+1.57079633E+00
+2.60000000E-02,+0.00000000E+00,-0.00000000E+00,-5.81189407E+02,+5.81189407E+02,-1.57079633E+00,+0.00000000E+00,+5.81287644E+02,+5.81287644E+02,+1.57079633E+00
+2.70000000E-02,+0.00000000E+00,-0.00000000E+00,-5.81169045E+02,+5.81169045E+02,-1.57079633E+00,+0.00000000E+00,+5.81274982E+02,+5.81274982E+02,+1.57079633E+00
+2.80000000E-02,+0.00000000E+00,-0.00000000E+00,-5.81147916E+02,+5.81147916E+02,-1.57079633E+00,+0.00000000E+00,+5.81261843E+02,+5.81261843E+02,+1.57079633E+00
+2.90000000E-02,+0.00000000E+00,-0.00000000E+00,-5.81126020E+02,+5.81126020E+02,-1.57079633E+00,+0.00000000E+00,+5.81248227E+02,+5.81248227E+02,+1.57079633E+00
+3.00000000E-02,+0.00000000E+00,-0.00000000E+00,-5.81103356E+02,+5.81103356E+02,-1.57079633E+00,+0.00000000E+00,+5.81234134E+02,+5.81234134E+02,+1.57079633E+00
+3.10000000E-02,+0.00000000E+00,-0.00000000E+00,-5.81079926E+02,+5.81079926E+02,-1.57079633E+00,+0.00000000E+00,+5.81219564E+02,+5.81219564E+02,+1.57079633E+00
+3.20000000E-02,+0.00000000E+00,-0.00000000E+00,-5.81055728E+02,+5.81055728E+02,-1.57079633E+00,+0.00000000E+00,+5.81204517E+02,+5.81204517E+02,+1.57079633E+00
+3.30000000E-02,+0.00000000E+00,-0.00000000E+00,-5.81030764E+02,+5.81030764E+02,-1.57079633E+00,+0.00000000E+00,+5.81188993E+02,+5.81188993E+02,+1.57079633E+00
+3.40000000E-02,+0.00000000E+00,-0.00000000E+00,-5.81005033E+02,+5.81005033E+02,-1.57079633E+00,+0.00000000E+00,+5.81172992E+02,+5.81172992E+02,+1.57079633E+00
+3.50000000E-02,+0.00000000E+00,-0.00000000E+00,-5.80978536E+02,+5.80978536E+02,-1.57079633E+00,+0.00000000E+00,+5.81156515E+02,+5.81156515E+02,+1.57079633E+00
+3.60000000E-02,+0.00000000E+00,-0.00000000E+00,-5.80951272E+02,+5.80951272E+02,-1.57079633E+00,+0.00000000E+00,+5.81139561E+02,+5.81139561E+02,+1.57079633E+00
+3.70000000E-02,+0.00000000E+00,-0.00000000E+00,-5.80923242E+02,+5.80923242E+02,-1.57079633E+00,+0.00000000E+00,+5.81122131E+02,+5.81122131E+02,+1.57079633E+00
+3.80000000E-02,+0.00000000E+00,-0.00000000E+00,-5.80894446E+02,+5.80894446E+02,-1.57079633E+00,+0.00000000E+00,+5.81104224E+02,+5.81104224E+02,+1.57079633E+00
+3.90000000E-02,+0.00000000E+00,-0.00000000E+00,-5.80864883E+02,+5.80864883E+02,-1.57079633E+00,+0.00000000E+00,+5.81085841E+02,+5.81085841E+02,+1.57079633E+00
+4.00000000E-02,+0.00000000E+00,-0.00000000E+00,-5.80834555E+02,+5.80834555E+02,-1.57079633E+00,+0.00000000E+00,+5.81066982E+02,+5.81066982E+02,+1.57079633E+00
+4.10000000E-02,+0.00000000E+00,-0.00000000E+00,-5.80803462E+02,+5.80803462E+02,-1.57079633E+00,+0.00000000E+00,+5.81047647E+02,+5.81047647E+02,+1.57079633E+00
+4.20000000E-02,+0.00000000E+00,-0.00000000E+00,-5.80771603E+02,+5.80771603E+02,-1.57079633E+00,+0.00000000E+00,+5.81027836E+02,+5.81027836E+02,+1.57079633E+00
+4.30000000E-02,+0.00000000E+00,-0.00000000E+00,-5.80738978E+02,+5.80738978E+02,-1.57079633E+00,+0.00000000E+00,+5.81007549E+02,+5.81007549E+02,+1.57079633E+00
+4.40000000E-02,+0.00000000E+00,-0.00000000E+00,-5.80705589E+02,+5.80705589E+02,-1.57079633E+00,+0.00000000E+00,+5.80986787E+02,+5.80986787E+02,+1.57079633E+00
+4.50000000E-02,+0.00000000E+00,-0.00000000E+00,-5.80671434E+02,+5.80671434E+02,-1.57079633E+00,+0.00000000E+00,+5.80965548E+02,+5.80965548E+02,+1.57079633E+00
+4.60000000E-02,+0.00000000E+00,-0.00000000E+00,-5.80636515E+02,+5.80636515E+02,-1.57079633E+00,+0.00000000E+00,+5.80943834E+02,+5.80943834E+02,+1.57079633E+00
+4.70000000E-02,+0.00000000E+00,-0.00000000E+00,-5.80600831E+02,+5.80600831E+02,-1.57079633E+00,+0.00000000E+00,+5.80921645E+02,+5.80921645E+02,+1.57079633E+00
+4.80000000E-02,+0.00000000E+00,-0.00000000E+00,-5.80564383E+02,+5.80564383E+02,-1.57079633E+00,+0.00000000E+00,+5.80898981E+02,+5.80898981E+02,+1.57079633E+00
+4.90000000E-02,+0.00000000E+00,-0.00000000E+00,-5.80527170E+02,+5.80527170E+02,-1.57079633E+00,+0.00000000E+00,+5.80875841E+02,+5.80875841E+02,+1.57079633E+00
+5.00000000E-02,+0.00000000E+00,-0.00000000E+00,-5.80489193E+02,+5.80489193E+02,-1.57079633E+00,+0.00000000E+00,+5.80852226E+02,+5.80852226E+02,+1.57079633E+00
+5.10000000E-02,+0.00000000E+00,-0.00000000E+00,-5.80450453E+02,+5.80450453E+02,-1.57079633E+00,+0.00000000E+00,+5.80828136E+02,+5.80828136E+02,+1.57079633E+00
