s1,s2,Re(z_ex.11),Im(z_ex.11),Abs(z_ex.11),Arg(z_ex.11),Re(z_ex.21),Im(z_ex.21),Abs(z_ex.21),Arg(z_ex.21),Re(z_ex.12),Im(z_ex.12),Abs(z_ex.12),Arg(z_ex.12),Re(z_ex.22),Im(z_ex.22),Abs(z_ex.22),Arg(z_ex.22)
+0.00000000E+00,+0.00000000E+00,+8.68312134E-15,+9.24836131E-01,+9.24836131E-01,+1.57079633E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+9.73956022E-14,+9.24836131E-01,+9.24836131E-01,+1.57079633E+00
+0.00000000E+00,+1.47948687E-01,+9.81520940E-14,+9.17440145E-01,+9.17440145E-01,+1.57079633E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+5.39245619E-15,+9.09754575E-01,+9.09754575E-01,+1.57079633E+00
+0.00000000E+00,+2.95897374E-01,+9.96048352E-16,+9.03034235E-01,+9.03034235E-01,+1.57079633E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+9.58102200E-14,+8.80388738E-01,+8.80388738E-01,+1.57079633E+00
+0.00000000E+00,+4.43846061E-01,+9.42841542E-14,+8.82341267E-01,+8.82341267E-01,+1.57079633E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+7.06961543E-16,+8.38225780E-01,+8.38225780E-01,+1.57079633E+00
+0.00000000E+00,+5.91794748E-01,+1.05400879E-14,+8.56333745E-01,+8.56333745E-01,+1.57079633E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+7.12170049E-14,+7.85254071E-01,+7.85254071E-01,+1.57079633E+00
+0.00000000E+00,+7.39743436E-01,+5.05372413E-14,+8.26127388E-01,+8.26127388E-01,+1.57079633E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+2.90628595E-14,+7.23735653E-01,+7.23735653E-01,+1.57079633E+00
+0.00000000E+00,+8.87692123E-01,+5.99774294E-14,+7.92875376E-01,+7.92875376E-01,+1.57079633E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+1.36093217E-14,+6.55984174E-01,+6.55984174E-01,+1.57079633E+00
+0.00000000E+00,+1.03564081E+00,+2.00410310E-17,+7.57679030E-01,+7.57679030E-01,+1.57079633E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+5.39977128E-14,+5.84182149E-01,+5.84182149E-01,+1.57079633E+00
+0.00000000E+00,+1.18358950E+00,+4.96836856E-14,+7.21523753E-01,+7.21523753E-01,+1.57079633E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+1.16738283E-14,+5.10254964E-01,+5.10254964E-01,+1.57079633E+00
+0.00000000E+00,+1.33153818E+00,+5.07557988E-14,+6.85242041E-01,+6.85242041E-01,+1.57079633E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+5.79664784E-15,+4.35803374E-01,+4.35803374E-01,+1.57079633E+00
+0.00000000E+00,+1.47948687E+00,+4.17760793E-15,+6.49500263E-01,+6.49500263E-01,+1.57079633E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+2.67579259E-14,+3.62085437E-01,+3.62085437E-01,+1.57079633E+00
