s1,s2,Re(z_ibc3.tm),Im(z_ibc3.tm),Abs(z_ibc3.tm),Arg(z_ibc3.tm),Re(z_ibc3.te),Im(z_ibc3.te),Abs(z_ibc3.te),Arg(z_ibc3.te)
+0.00000000E+00,+0.00000000E+00,-1.10446621E-17,+1.12540211E+00,+1.12540211E+00,+1.57079633E+00,-1.10446621E-17,+1.12540211E+00,+1.12540211E+00,+1.57079633E+00
+1.00000000E-02,+0.00000000E+00,-1.10329610E-17,+1.12526456E+00,+1.12526456E+00,+1.57079633E+00,-1.10822428E-17,+1.12540337E+00,+1.12540337E+00,+1.57079633E+00
+2.00000000E-02,+0.00000000E+00,-1.09978814E-17,+1.12485206E+00,+1.12485206E+00,+1.57079633E+00,-1.11949967E-17,+1.12540713E+00,+1.12540713E+00,+1.57079633E+00
+3.00000000E-02,+0.00000000E+00,-1.09394951E-17,+1.12416506E+00,+1.12416506E+00,+1.57079633E+00,-1.13829593E-17,+1.12541341E+00,+1.12541341E+00,+1.57079633E+00
+4.00000000E-02,+0.00000000E+00,-1.08579212E-17,+1.12320432E+00,+1.12320432E+00,+1.57079633E+00,-1.16461897E-17,+1.12542221E+00,+1.12542221E+00,+1.57079633E+00
+5.00000000E-02,+0.00000000E+00,-1.07533256E-17,+1.12197090E+00,+1.12197090E+00,+1.57079633E+00,-1.19847707E-17,+1.12543352E+00,+1.12543352E+00,+1.57079633E+00
+6.00000000E-02,+0.00000000E+00,-1.06259208E-17,+1.12046615E+00,+1.12046615E+00,+1.57079633E+00,-1.23988090E-17,+1.12544735E+00,+1.12544735E+00,+1.57079633E+00
+7.00000000E-02,+0.00000000E+00,-1.04759645E-17,+1.11869171E+00,+1.11869171E+00,+1.57079633E+00,-1.28884349E-17,+1.12546371E+00,+1.12546371E+00,+1.57079633E+00
+8.00000000E-02,+0.00000000E+00,-1.03037590E-17,+1.11664951E+00,+1.11664951E+00,+1.57079633E+00,-1.34538030E-17,+1.12548259E+00,+1.12548259E+00,+1.57079633E+00
+9.00000000E-02,+0.00000000E+00,-1.01096498E-17,+1.11434177E+00,+1.11434177E+00,+1.57079633E+00,-1.40950917E-17,+1.12550401E+00,+1.12550401E+00,+1.57079633E+00
+1.00000000E-01,+0.00000000E+00,-9.89402429E-18,+1.11177100E+00,+1.11177100E+00,+1.57079633E+00,-1.48125038E-17,+1.12552797E+00,+1.12552797E+00,+1.57079633E+00
+1.10000000E-01,+0.00000000E+00,-9.65731011E-18,+1.10893994E+00,+1.10893994E+00,+1.57079633E+00,-1.56062664E-17,+1.12555448E+00,+1.12555448E+00,+1.57079633E+00
+1.20000000E-01,+0.00000000E+00,-9.39997377E-18,+1.10585162E+00,+1.10585162E+00,+1.57079633E+00,-1.64766312E-17,+1.12558354E+00,+1.12558354E+00,+1.57079633E+00
+1.30000000E-01,+0.00000000E+00,-9.12251869E-18,+1.10250934E+00,+1.10250934E+00,+1.57079633E+00,-1.74238747E-17,+1.12561516E+00,+1.12561516E+00,+1.57079633E+00
+1.40000000E-01,+0.00000000E+00,-8.82548333E-18,+1.09891662E+00,+1.09891662E+00,+1.57079633E+00,-1.84482981E-17,+1.12564936E+00,+1.12564936E+00,+1.57079633E+00
+1.50000000E-01,+0.00000000E+00,-8.50943916E-18,+1.09507722E+00,+1.09507722E+00,+1.57079633E+00,-1.95502282E-17,+1.12568614E+00,+1.12568614E+00,+1.57079633E+00
+1.60000000E-01,+0.00000000E+00,-8.17498857E-18,+1.09099514E+00,+1.09099514E+00,+1.57079633E+00,-2.07300171E-17,+1.12572551E+00,+1.12572551E+00,+1.57079633E+00
+1.70000000E-01,+0.00000000E+00,-7.82276267E-18,+1.08667459E+00,+1.08667459E+00,+1.57079633E+00,-2.19880427E-17,+1.12576749E+00,+1.12576749E+00,+1.57079633E+00
