s1,s2,Re(z_ex.11),Im(z_ex.11),Abs(z_ex.11),Arg(z_ex.11),Re(z_ex.21),Im(z_ex.21),Abs(z_ex.21),Arg(z_ex.21),Re(z_ex.12),Im(z_ex.12),Abs(z_ex.12),Arg(z_ex.12),Re(z_ex.22),Im(z_ex.22),Abs(z_ex.22),Arg(z_ex.22)
+0.00000000E+00,+0.00000000E+00,-5.51038065E-17,+9.18103650E-01,+9.18103650E-01,+1.57079633E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,-5.98665698E-16,+9.31647272E-01,+9.31647272E-01,+1.57079633E+00
+1.57860882E-02,+0.00000000E+00,-3.15939463E-16,+9.18024546E-01,+9.18024546E-01,+1.57079633E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+4.07907342E-16,+9.31605657E-01,+9.31605657E-01,+1.57079633E+00
+3.15721764E-02,+0.00000000E+00,-1.37126277E-16,+9.17787281E-01,+9.17787281E-01,+1.57079633E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,-5.34735970E-16,+9.31480837E-01,+9.31480837E-01,+1.57079633E+00
+4.73582646E-02,+0.00000000E+00,+4.47858240E-17,+9.17391986E-01,+9.17391986E-01,+1.57079633E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+8.42706601E-17,+9.31272884E-01,+9.31272884E-01,+1.57079633E+00
+6.31443528E-02,+0.00000000E+00,-1.07696385E-16,+9.16838883E-01,+9.16838883E-01,+1.57079633E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+6.20841123E-16,+9.30981923E-01,+9.30981923E-01,+1.57079633E+00
+7.89304410E-02,+0.00000000E+00,-1.87200768E-16,+9.16128282E-01,+9.16128282E-01,+1.57079633E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,-2.16164361E-16,+9.30608125E-01,+9.30608125E-01,+1.57079633E+00
+9.47165292E-02,+0.00000000E+00,-5.72029626E-16,+9.15260579E-01,+9.15260579E-01,+1.57079633E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+6.59288255E-16,+9.30151710E-01,+9.30151710E-01,+1.57079633E+00
+1.10502617E-01,+0.00000000E+00,-1.03107310E-17,+9.14236257E-01,+9.14236257E-01,+1.57079633E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,-2.91340211E-16,+9.29612947E-01,+9.29612947E-01,+1.57079633E+00
+1.26288706E-01,+0.00000000E+00,-3.93278212E-16,+9.13055888E-01,+9.13055888E-01,+1.57079633E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,-2.25890290E-16,+9.28992152E-01,+9.28992152E-01,+1.57079633E+00
+1.42074794E-01,+0.00000000E+00,-1.67933418E-16,+9.11720126E-01,+9.11720126E-01,+1.57079633E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,-2.77217548E-16,+9.28289690E-01,+9.28289690E-01,+1.57079633E+00
