s1,s2,Re(z_ibc6.11),Im(z_ibc6.11),Abs(z_ibc6.11),Arg(z_ibc6.11),Re(z_ibc6.21),Im(z_ibc6.21),Abs(z_ibc6.21),Arg(z_ibc6.21),Re(z_ibc6.12),Im(z_ibc6.12),Abs(z_ibc6.12),Arg(z_ibc6.12),Re(z_ibc6.22),Im(z_ibc6.22),Abs(z_ibc6.22),Arg(z_ibc6.22)
+0.00000000E+00,+0.00000000E+00,+2.94490011E-16,+8.62980503E-01,+8.62980503E-01,+1.57079633E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+1.48851673E-16,+9.93822156E-01,+9.93822156E-01,+1.57079633E+00
+1.47948687E-01,+0.00000000E+00,+2.84434575E-16,+8.56201185E-01,+8.56201185E-01,+1.57079633E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+1.43203002E-16,+9.89535018E-01,+9.89535018E-01,+1.57079633E+00
+2.95897374E-01,+0.00000000E+00,+2.55587828E-16,+8.36188264E-01,+8.36188264E-01,+1.57079633E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+1.27000889E-16,+9.76913722E-01,+9.76913722E-01,+1.57079633E+00
+4.43846061E-01,+0.00000000E+00,+2.11656903E-16,+8.03878641E-01,+8.03878641E-01,+1.57079633E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+1.02318080E-16,+9.56645768E-01,+9.56645768E-01,+1.57079633E+00
+5.91794748E-01,+0.00000000E+00,+1.58055603E-16,+7.60714656E-01,+7.60714656E-01,+1.57079633E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+7.21323731E-17,+9.29775605E-01,+9.29775605E-01,+1.57079633E+00
+7.39743436E-01,+0.00000000E+00,+1.00984528E-16,+7.08491174E-01,+7.08491174E-01,+1.57079633E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+3.97717821E-17,+8.97577900E-01,+8.97577900E-01,+1.57079633E+00
+8.87692123E-01,+0.00000000E+00,+4.65038563E-17,+6.49184712E-01,+6.49184712E-01,+1.57079633E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+8.38340934E-18,+8.61421298E-01,+8.61421298E-01,+1.57079633E+00
+1.03564081E+00,+0.00000000E+00,-2.08524119E-19,+5.84791886E-01,+5.84791886E-01,+1.57079633E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,-1.94572980E-17,+8.22646517E-01,+8.22646517E-01,+1.57079633E+00
+1.18358950E+00,+0.00000000E+00,-3.53092470E-17,+5.17197155E-01,+5.17197155E-01,+1.57079633E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,-4.19479290E-17,+7.82474182E-01,+7.82474182E-01,+1.57079633E+00
+1.33153818E+00,+0.00000000E+00,-5.64422989E-17,+4.48079940E-01,+4.48079940E-01,+1.57079633E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,-5.80850347E-17,+7.41947805E-01,+7.41947805E-01,+1.57079633E+00
+1.47948687E+00,+0.00000000E+00,-6.26508882E-17,+3.78862033E-01,+3.78862033E-01,+1.57079633E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,-6.75657404E-17,+7.01909330E-01,+7.01909330E-01,+1.57079633E+00
+1.62743556E+00,+0.00000000E+00,-5.41369813E-17,+3.10689801E-01,+3.10689801E-01,+1.57079633E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,-7.06252402E-17,+6.63000024E-01,+6.63000024E-01,+1.57079633E+00
