s1,s2,Re(z_ex.11),Im(z_ex.11),Abs(z_ex.11),Arg(z_ex.11),Re(z_ex.21),Im(z_ex.21),Abs(z_ex.21),Arg(z_ex.21),Re(z_ex.12),Im(z_ex.12),Abs(z_ex.12),Arg(z_ex.12),Re(z_ex.22),Im(z_ex.22),Abs(z_ex.22),Arg(z_ex.22)
+0.00000000E+00,+0.00000000E+00,+1.99673794E-17,+9.24836131E-01,+9.24836131E-01,+1.57079633E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,-1.51521110E-15,+9.24836131E-01,+9.24836131E-01,+1.57079633E+00
+0.00000000E+00,+1.57860882E-02,-1.90356069E-15,+9.24754118E-01,+9.24754118E-01,+1.57079633E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+2.92938242E-17,+9.24676170E-01,+9.24676170E-01,+1.57079633E+00
+0.00000000E+00,+3.15721764E-02,+1.02573065E-17,+9.24590139E-01,+9.24590139E-01,+1.57079633E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,-6.24332711E-16,+9.24356337E-01,+9.24356337E-01,+1.57079633E+00
+0.00000000E+00,+4.73582646E-02,-2.28000969E-15,+9.24344291E-01,+9.24344291E-01,+1.57079633E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+1.57391928E-16,+9.23876813E-01,+9.23876813E-01,+1.57079633E+00
+0.00000000E+00,+6.31443528E-02,+3.92974149E-17,+9.24016719E-01,+9.24016719E-01,+1.57079633E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,-2.38498759E-16,+9.23237869E-01,+9.23237869E-01,+1.57079633E+00
+0.00000000E+00,+7.89304410E-02,-4.96554814E-16,+9.23607614E-01,+9.23607614E-01,+1.57079633E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,-8.84459275E-17,+9.22439863E-01,+9.22439863E-01,+1.57079633E+00
+0.00000000E+00,+9.47165292E-02,-1.39117019E-16,+9.23117215E-01,+9.23117215E-01,+1.57079633E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,-1.72058479E-15,+9.21483245E-01,+9.21483245E-01,+1.57079633E+00
+0.00000000E+00,+1.10502617E-01,-5.33245381E-16,+9.22545809E-01,+9.22545809E-01,+1.57079633E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+8.74469580E-17,+9.20368552E-01,+9.20368552E-01,+1.57079633E+00
+0.00000000E+00,+1.26288706E-01,-7.28975271E-18,+9.21893730E-01,+9.21893730E-01,+1.57079633E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,-2.03381006E-16,+9.19096406E-01,+9.19096406E-01,+1.57079633E+00
+0.00000000E+00,+1.42074794E-01,-1.00970685E-15,+9.21161357E-01,+9.21161357E-01,+1.57079633E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,-3.92031585E-16,+9.17667520E-01,+9.17667520E-01,+1.57079633E+00
+0.00000000E+00,+1.57860882E-01,-8.13420486E-17,+9.20349115E-01,+9.20349115E-01,+1.57079633E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,-9.56009909E-16,+9.16082690E-01,+9.16082690E-01,+1.57079633E+00
+0.00000000E+00,+1.73646970E-01,-3.86671384E-16,+9.19457474E-01,+9.19457474E-01,+1.57079633E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+2.09731709E-17,+9.14342796E-01,+9.14342796E-01,+1.57079633E+00
+0.00000000E+00,+1.89433058E-01,+1.02313678E-16,+9.18486948E-01,+9.18486948E-01,+1.57079633E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,-9.63489593E-16,+9.12448802E-01,+9.12448802E-01,+1.57079633E+00
+0.00000000E+00,+2.05219147E-01,-2.22112858E-16,+9.17438097E-01,+9.17438097E-01,+1.57079633E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,+0.00000000E+00,-1.51063079E-17,+9.10401754E-01,+9.10401754E-01,+1.57079633E+00
