n,Re(m_ibc0.11),Im(m_ibc0.11),Abs(m_ibc0.11),Arg(m_ibc0.11),Re(m_ibc0.21),Im(m_ibc0.21),Abs(m_ibc0.21),Arg(m_ibc0.21),Re(m_ibc0.12),Im(m_ibc0.12),Abs(m_ibc0.12),Arg(m_ibc0.12),Re(m_ibc0.22),Im(m_ibc0.22),Abs(m_ibc0.22),Arg(m_ibc0.22)
+3.90000000E+01,-9.91822086E-01,-9.00612880E-02,+9.95902649E-01,-3.05103712E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-2.28189052E-02,-1.49325828E-01,+1.51059277E-01,-1.72243609E+00
+4.00000000E+01,-4.96270938E-01,+4.99986094E-01,+7.04465001E-01,+2.35246539E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-7.50041723E-01,-4.32988610E-01,+8.66049492E-01,-2.61804206E+00
+4.10000000E+01,-5.92950272E-03,-7.67746294E-02,+7.70032643E-02,-1.64787589E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-8.81126313E-01,+3.23639821E-01,+9.38683287E-01,+2.78958757E+00
+4.20000000E+01,-6.27675995E-01,-4.83424079E-01,+7.92260055E-01,-2.48530036E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-1.26488237E-01,+3.32398801E-01,+3.55651848E-01,+1.93440775E+00
+4.30000000E+01,-9.74810550E-01,+1.56700164E-01,+9.87324947E-01,+2.98220683E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-2.05786746E-01,-4.04275353E-01,+4.53637241E-01,-2.04163879E+00
+4.40000000E+01,-3.35652086E-01,+4.72217919E-01,+5.79354888E-01,+2.18873332E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-9.20083212E-01,-2.71164332E-01,+9.59209681E-01,-2.85498950E+00
+4.50000000E+01,-2.31766439E-02,-1.50464238E-01,+1.52238773E-01,-1.72362938E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-7.65729735E-01,+4.23541861E-01,+8.75059847E-01,+2.63635578E+00
+4.60000000E+01,-6.13946569E-01,-4.86843075E-01,+7.83547426E-01,-2.47115116E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-8.49035774E-02,+2.78738157E-01,+2.91382184E-01,+1.86646773E+00
+4.70000000E+01,-9.97168722E-01,+5.31343744E-02,+9.98583358E-01,+3.08835776E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-1.90595505E-01,-3.92770746E-01,+4.36572452E-01,-2.02258167E+00
+4.80000000E+01,-5.32965274E-01,+4.98912107E-01,+7.30044707E-01,+2.38918369E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-8.52272172E-01,-3.54829983E-01,+9.23185881E-01,-2.74708492E+00
+4.90000000E+01,-2.07186349E-02,+1.42440770E-01,+1.43939692E-01,+1.71523775E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-9.08979484E-01,+2.87638282E-01,+9.53404156E-01,+2.83512154E+00
+5.00000000E+01,-2.32776027E-01,-4.22600696E-01,+4.82468680E-01,-2.07426727E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-3.07225899E-01,+4.61343848E-01,+5.54279622E-01,+2.15829355E+00
+5.10000000E+01,-8.13659923E-01,-3.89380858E-01,+9.02030999E-01,-2.69524792E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-4.15316825E-03,-6.43111144E-02,+6.44450793E-02,-1.63528610E+00
+5.20000000E+01,-9.78633677E-01,+1.44602223E-01,+9.89259156E-01,+2.99489482E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-4.06036081E-01,-4.91091419E-01,+6.37209605E-01,-2.26166851E+00
+5.30000000E+01,-5.74451216E-01,+4.94425946E-01,+7.57925601E-01,+2.43092361E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-9.23630246E-01,-2.65588808E-01,+9.61056838E-01,-2.86159772E+00
+5.40000000E+01,-1.02873403E-01,+3.03793460E-01,+3.20738840E-01,+1.89730576E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-9.16837462E-01,+2.76127742E-01,+9.57516299E-01,+2.84905901E+00
+5.50000000E+01,-3.04163822E-02,-1.71730096E-01,+1.74402931E-01,-1.74609570E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-4.48888492E-01,+4.97380753E-01,+6.69991412E-01,+2.30499355E+00
+5.60000000E+01,-3.60136470E-01,-4.80039783E-01,+6.00113715E-01,-2.21443959E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-4.75352614E-02,+2.12780780E-01,+2.18025827E-01,+1.79058750E+00
+5.70000000E+01,-7.75051444E-01,-4.17548444E-01,+8.80370061E-01,-2.64743821E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-6.78927026E-02,-2.51561689E-01,+2.60562282E-01,-1.83440088E+00
+5.80000000E+01,-9.90305870E-01,-9.79803766E-02,+9.95141131E-01,-3.04297410E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-4.29302868E-01,-4.94976682E-01,+6.55212079E-01,-2.28525965E+00
+5.90000000E+01,-9.35334206E-01,+2.45935213E-01,+9.67126779E-01,+2.88447430E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-0.00000000E+00,-0.00000000E+00,+0.00000000E+00,-3.14159265E+00,-8.18782787E-01,-3.85198046E-01,+9.04866171E-01,-2.70186157E+00
