s1,s2,Re(z_ex.tm),Im(z_ex.tm),Abs(z_ex.tm),Arg(z_ex.tm),Re(z_ex.te),Im(z_ex.te),Abs(z_ex.te),Arg(z_ex.te)
+0.00000000E+00,+0.00000000E+00,-2.22044605E-16,+9.18103650E-01,+9.18103650E-01,+1.57079633E+00,-6.10622664E-16,+9.31647272E-01,+9.31647272E-01,+1.57079633E+00
+1.57860882E-02,+0.00000000E+00,-1.11022302E-16,+9.18024546E-01,+9.18024546E-01,+1.57079633E+00,+3.88578059E-16,+9.31605657E-01,+9.31605657E-01,+1.57079633E+00
+3.15721764E-02,+0.00000000E+00,-5.55111512E-17,+9.17787281E-01,+9.17787281E-01,+1.57079633E+00,-3.88578059E-16,+9.31480837E-01,+9.31480837E-01,+1.57079633E+00
+4.73582646E-02,+0.00000000E+00,+2.22044605E-16,+9.17391986E-01,+9.17391986E-01,+1.57079633E+00,+0.00000000E+00,+9.31272884E-01,+9.31272884E-01,+1.57079633E+00
+6.31443528E-02,+0.00000000E+00,-5.55111512E-17,+9.16838883E-01,+9.16838883E-01,+1.57079633E+00,+6.66133815E-16,+9.30981923E-01,+9.30981923E-01,+1.57079633E+00
+7.89304410E-02,+0.00000000E+00,-3.88578059E-16,+9.16128282E-01,+9.16128282E-01,+1.57079633E+00,+0.00000000E+00,+9.30608125E-01,+9.30608125E-01,+1.57079633E+00
+9.47165292E-02,+0.00000000E+00,-6.10622664E-16,+9.15260579E-01,+9.15260579E-01,+1.57079633E+00,+7.77156117E-16,+9.30151710E-01,+9.30151710E-01,+1.57079633E+00
+1.10502617E-01,+0.00000000E+00,+3.88578059E-16,+9.14236257E-01,+9.14236257E-01,+1.57079633E+00,-2.77555756E-16,+9.29612947E-01,+9.29612947E-01,+1.57079633E+00
+1.26288706E-01,+0.00000000E+00,-3.88578059E-16,+9.13055888E-01,+9.13055888E-01,+1.57079633E+00,+0.00000000E+00,+9.28992152E-01,+9.28992152E-01,+1.57079633E+00
+1.42074794E-01,+0.00000000E+00,+5.55111512E-17,+9.11720126E-01,+9.11720126E-01,+1.57079633E+00,+0.00000000E+00,+9.28289690E-01,+9.28289690E-01,+1.57079633E+00
+1.57860882E-01,+0.00000000E+00,+0.00000000E+00,+9.10229713E-01,+9.10229713E-01,+1.57079633E+00,+5.55111512E-17,+9.27505971E-01,+9.27505971E-01,+1.57079633E+00
+1.73646970E-01,+0.00000000E+00,+3.46944695E-17,+9.08585471E-01,+9.08585471E-01,+1.57079633E+00,-4.44089210E-16,+9.26641453E-01,+9.26641453E-01,+1.57079633E+00
+1.89433058E-01,+0.00000000E+00,-3.05311332E-16,+9.06788307E-01,+9.06788307E-01,+1.57079633E+00,-1.15185639E-15,+9.25696639E-01,+9.25696639E-01,+1.57079633E+00
+2.05219147E-01,+0.00000000E+00,+2.22044605E-16,+9.04839207E-01,+9.04839207E-01,+1.57079633E+00,+2.22044605E-16,+9.24672077E-01,+9.24672077E-01,+1.57079633E+00
+2.21005235E-01,+0.00000000E+00,+1.11022302E-16,+9.02739237E-01,+9.02739237E-01,+1.57079633E+00,+0.00000000E+00,+9.23568358E-01,+9.23568358E-01,+1.57079633E+00
+2.36791323E-01,+0.00000000E+00,+3.88578059E-16,+9.00489543E-01,+9.00489543E-01,+1.57079633E+00,+5.55111512E-17,+9.22386117E-01,+9.22386117E-01,+1.57079633E+00
+2.52577411E-01,+0.00000000E+00,+4.99600361E-16,+8.98091345E-01,+8.98091345E-01,+1.57079633E+00,+9.43689571E-16,+9.21126034E-01,+9.21126034E-01,+1.57079633E+00
+2.68363499E-01,+0.00000000E+00,+6.81121826E-14,+8.95545938E-01,+8.95545938E-01,+1.57079633E+00,-4.16333634E-15,+9.19788825E-01,+9.19788825E-01,+1.57079633E+00
+2.84149588E-01,+0.00000000E+00,+1.99510547E-14,+8.92854691E-01,+8.92854691E-01,+1.57079633E+00,+3.05241943E-14,+9.18375252E-01,+9.18375252E-01,+1.57079633E+00
+2.99935676E-01,+0.00000000E+00,+2.25097718E-14,+8.90019043E-01,+8.90019043E-01,+1.57079633E+00,+2.72004641E-14,+9.16886112E-01,+9.16886112E-01,+1.57079633E+00
