s1,s2,Re(z_ibc6.tm),Im(z_ibc6.tm),Abs(z_ibc6.tm),Arg(z_ibc6.tm),Re(z_ibc6.te),Im(z_ibc6.te),Abs(z_ibc6.te),Arg(z_ibc6.te)
+0.00000000E+00,+0.00000000E+00,+9.47348634E-15,+9.18070539E-01,+9.18070539E-01,+1.57079633E+00,+3.29881768E-15,+9.31646854E-01,+9.31646854E-01,+1.57079633E+00
+1.57860882E-02,+0.00000000E+00,+9.48268106E-15,+9.17991564E-01,+9.17991564E-01,+1.57079633E+00,+3.32320890E-15,+9.31605242E-01,+9.31605242E-01,+1.57079633E+00
+3.15721764E-02,+0.00000000E+00,+9.51023808E-15,+9.17754681E-01,+9.17754681E-01,+1.57079633E+00,+3.39629020E-15,+9.31480428E-01,+9.31480428E-01,+1.57079633E+00
+4.73582646E-02,+0.00000000E+00,+9.55607595E-15,+9.17360021E-01,+9.17360021E-01,+1.57079633E+00,+3.51778485E-15,+9.31272487E-01,+9.31272487E-01,+1.57079633E+00
+6.31443528E-02,+0.00000000E+00,+9.62005918E-15,+9.16807800E-01,+9.16807800E-01,+1.57079633E+00,+3.68723244E-15,+9.30981542E-01,+9.30981542E-01,+1.57079633E+00
+7.89304410E-02,+0.00000000E+00,+9.70199856E-15,+9.16098322E-01,+9.16098322E-01,+1.57079633E+00,+3.90399015E-15,+9.30607764E-01,+9.30607764E-01,+1.57079633E+00
+9.47165292E-02,+0.00000000E+00,+9.80165162E-15,+9.15231974E-01,+9.15231974E-01,+1.57079633E+00,+4.16723450E-15,+9.30151373E-01,+9.30151373E-01,+1.57079633E+00
+1.10502617E-01,+0.00000000E+00,+9.91872324E-15,+9.14209231E-01,+9.14209231E-01,+1.57079633E+00,+4.47596356E-15,+9.29612637E-01,+9.29612637E-01,+1.57079633E+00
+1.26288706E-01,+0.00000000E+00,+1.00528664E-14,+9.13030652E-01,+9.13030652E-01,+1.57079633E+00,+4.82899971E-15,+9.28991874E-01,+9.28991874E-01,+1.57079633E+00
+1.42074794E-01,+0.00000000E+00,+1.02036829E-14,+9.11696878E-01,+9.11696878E-01,+1.57079633E+00,+5.22499277E-15,+9.28289447E-01,+9.28289447E-01,+1.57079633E+00
+1.57860882E-01,+0.00000000E+00,+1.03707246E-14,+9.10208635E-01,+9.10208635E-01,+1.57079633E+00,+5.66242363E-15,+9.27505766E-01,+9.27505766E-01,+1.57079633E+00
+1.73646970E-01,+0.00000000E+00,+1.05534943E-14,+9.08566730E-01,+9.08566730E-01,+1.57079633E+00,+6.13960837E-15,+9.26641288E-01,+9.26641288E-01,+1.57079633E+00
+1.89433058E-01,+0.00000000E+00,+1.07514471E-14,+9.06772052E-01,+9.06772052E-01,+1.57079633E+00,+6.65470270E-15,+9.25696516E-01,+9.25696516E-01,+1.57079633E+00
+2.05219147E-01,+0.00000000E+00,+1.09639915E-14,+9.04825570E-01,+9.04825570E-01,+1.57079633E+00,+7.20570690E-15,+9.24671997E-01,+9.24671997E-01,+1.57079633E+00
+2.21005235E-01,+0.00000000E+00,+1.11904912E-14,+9.02728328E-01,+9.02728328E-01,+1.57079633E+00,+7.79047108E-15,+9.23568323E-01,+9.23568323E-01,+1.57079633E+00
+2.36791323E-01,+0.00000000E+00,+1.14302663E-14,+9.00481452E-01,+9.00481452E-01,+1.57079633E+00,+8.40670087E-15,+9.22386128E-01,+9.22386128E-01,+1.57079633E+00
+2.52577411E-01,+0.00000000E+00,+1.16825950E-14,+8.98086139E-01,+8.98086139E-01,+1.57079633E+00,+9.05196339E-15,+9.21126090E-01,+9.21126090E-01,+1.57079633E+00
+2.68363499E-01,+0.00000000E+00,+1.19467155E-14,+8.95543664E-01,+8.95543664E-01,+1.57079633E+00,+9.72369359E-15,+9.19788926E-01,+9.19788926E-01,+1.57079633E+00
+2.84149588E-01,+0.00000000E+00,+1.22218276E-14,+8.92855371E-01,+8.92855371E-01,+1.57079633E+00,+1.04192009E-14,+9.18375397E-01,+9.18375397E-01,+1.57079633E+00
+2.99935676E-01,+0.00000000E+00,+1.25070946E-14,+8.90022677E-01,+8.90022677E-01,+1.57079633E+00,+1.11356761E-14,+9.16886300E-01,+9.16886300E-01,+1.57079633E+00
+3.15721764E-01,+0.00000000E+00,+1.28016456E-14,+8.87047066E-01,+8.87047066E-01,+1.57079633E+00,+1.18701983E-14,+9.15322472E-01,+9.15322472E-01,+1.57079633E+00
+3.31507852E-01,+0.00000000E+00,+1.31045770E-14,+8.83930090E-01,+8.83930090E-01,+1.57079633E+00,+1.26197428E-14,+9.13684787E-01,+9.13684787E-01,+1.57079633E+00
+3.47293940E-01,+0.00000000E+00,+1.34149547E-14,+8.80673365E-01,+8.80673365E-01,+1.57079633E+00,+1.33811881E-14,+9.11974153E-01,+9.11974153E-01,+1.57079633E+00
+3.63080029E-01,+0.00000000E+00,+1.37318167E-14,+8.77278570E-01,+8.77278570E-01,+1.57079633E+00,+1.41513239E-14,+9.10191515E-01,+9.10191515E-01,+1.57079633E+00
+3.78866117E-01,+0.00000000E+00,+1.40541746E-14,+8.73747446E-01,+8.73747446E-01,+1.57079633E+00,+1.49268590E-14,+9.08337852E-01,+9.08337852E-01,+1.57079633E+00
+3.94652205E-01,+0.00000000E+00,+1.43810163E-14,+8.70081791E-01,+8.70081791E-01,+1.57079633E+00,+1.57044292E-14,+9.06414171E-01,+9.06414171E-01,+1.57079633E+00
+4.10438293E-01,+0.00000000E+00,+1.47113079E-14,+8.66283460E-01,+8.66283460E-01,+1.57079633E+00,+1.64806053E-14,+9.04421515E-01,+9.04421515E-01,+1.57079633E+00
+4.26224381E-01,+0.00000000E+00,+1.50439964E-14,+8.62354361E-01,+8.62354361E-01,+1.57079633E+00,+1.72519017E-14,+9.02360953E-01,+9.02360953E-01,+1.57079633E+00
+4.42010470E-01,+0.00000000E+00,+1.53780115E-14,+8.58296456E-01,+8.58296456E-01,+1.57079633E+00,+1.80147838E-14,+9.00233583E-01,+9.00233583E-01,+1.57079633E+00
+4.57796558E-01,+0.00000000E+00,+1.57122682E-14,+8.54111754E-01,+8.54111754E-01,+1.57079633E+00,+1.87656769E-14,+8.98040530E-01,+8.98040530E-01,+1.57079633E+00
+4.73582646E-01,+0.00000000E+00,+1.60456688E-14,+8.49802314E-01,+8.49802314E-01,+1.57079633E+00,+1.95009741E-14,+8.95782944E-01,+8.95782944E-01,+1.57079633E+00
+4.89368734E-01,+0.00000000E+00,+1.63771056E-14,+8.45370237E-01,+8.45370237E-01,+1.57079633E+00,+2.02170442E-14,+8.93461998E-01,+8.93461998E-01,+1.57079633E+00
+5.05154822E-01,+0.00000000E+00,+1.67054629E-14,+8.40817667E-01,+8.40817667E-01,+1.57079633E+00,+2.09102401E-14,+8.91078890E-01,+8.91078890E-01,+1.57079633E+00
+5.20940911E-01,+0.00000000E+00,+1.70296193E-14,+8.36146789E-01,+8.36146789E-01,+1.57079633E+00,+2.15769067E-14,+8.88634836E-01,+8.88634836E-01,+1.57079633E+00
+5.36726999E-01,+0.00000000E+00,+1.73484500E-14,+8.31359824E-01,+8.31359824E-01,+1.57079633E+00,+2.22133884E-14,+8.86131074E-01,+8.86131074E-01,+1.57079633E+00
+5.52513087E-01,+0.00000000E+00,+1.76608288E-14,+8.26459029E-01,+8.26459029E-01,+1.57079633E+00,+2.28160373E-14,+8.83568858E-01,+8.83568858E-01,+1.57079633E+00
+5.68299175E-01,+0.00000000E+00,+1.79656306E-14,+8.21446693E-01,+8.21446693E-01,+1.57079633E+00,+2.33812206E-14,+8.80949461E-01,+8.80949461E-01,+1.57079633E+00
+5.84085263E-01,+0.00000000E+00,+1.82617333E-14,+8.16325136E-01,+8.16325136E-01,+1.57079633E+00,+2.39053278E-14,+8.78274168E-01,+8.78274168E-01,+1.57079633E+00
+5.99871352E-01,+0.00000000E+00,+1.85480200E-14,+8.11096703E-01,+8.11096703E-01,+1.57079633E+00,+2.43847781E-14,+8.75544281E-01,+8.75544281E-01,+1.57079633E+00
+6.15657440E-01,+0.00000000E+00,+1.88233809E-14,+8.05763767E-01,+8.05763767E-01,+1.57079633E+00,+2.48160273E-14,+8.72761113E-01,+8.72761113E-01,+1.57079633E+00
+6.31443528E-01,+0.00000000E+00,+1.90867156E-14,+8.00328722E-01,+8.00328722E-01,+1.57079633E+00,+2.51955744E-14,+8.69925988E-01,+8.69925988E-01,+1.57079633E+00
+6.47229616E-01,+0.00000000E+00,+1.93369346E-14,+7.94793983E-01,+7.94793983E-01,+1.57079633E+00,+2.55199687E-14,+8.67040240E-01,+8.67040240E-01,+1.57079633E+00
+6.63015705E-01,+0.00000000E+00,+1.95729614E-14,+7.89161984E-01,+7.89161984E-01,+1.57079633E+00,+2.57858151E-14,+8.64105209E-01,+8.64105209E-01,+1.57079633E+00
