s1,s2,Re(r_ex.tm),Im(r_ex.tm),Abs(r_ex.tm),Arg(r_ex.tm),Re(r_ex.te),Im(r_ex.te),Abs(r_ex.te),Arg(r_ex.te)
+1.37000000E+00,+0.00000000E+00,+3.11103129E+00,-0.00000000E+00,+3.11103129E+00,-0.00000000E+00,+2.08260934E-01,-0.00000000E+00,+2.08260934E-01,-0.00000000E+00
+1.38000000E+00,+0.00000000E+00,+3.00431180E+00,-0.00000000E+00,+3.00431180E+00,-0.00000000E+00,+2.02515391E-01,-0.00000000E+00,+2.02515391E-01,-0.00000000E+00
+1.39000000E+00,+0.00000000E+00,+2.90642269E+00,-0.00000000E+00,+2.90642269E+00,-0.00000000E+00,+1.96931323E-01,-0.00000000E+00,+1.96931323E-01,-0.00000000E+00
+1.40000000E+00,+0.00000000E+00,+2.81628605E+00,-0.00000000E+00,+2.81628605E+00,-0.00000000E+00,+1.91501699E-01,-0.00000000E+00,+1.91501699E-01,-0.00000000E+00
+1.41000000E+00,+0.00000000E+00,+2.73299396E+00,-0.00000000E+00,+2.73299396E+00,-0.00000000E+00,+1.86219953E-01,-0.00000000E+00,+1.86219953E-01,-0.00000000E+00
+1.42000000E+00,+0.00000000E+00,+2.65577621E+00,-0.00000000E+00,+2.65577621E+00,-0.00000000E+00,+1.81079937E-01,-0.00000000E+00,+1.81079937E-01,-0.00000000E+00
+1.43000000E+00,+0.00000000E+00,+2.58397502E+00,-0.00000000E+00,+2.58397502E+00,-0.00000000E+00,+1.76075889E-01,-0.00000000E+00,+1.76075889E-01,-0.00000000E+00
+1.44000000E+00,+0.00000000E+00,+2.51702523E+00,-0.00000000E+00,+2.51702523E+00,-0.00000000E+00,+1.71202400E-01,-0.00000000E+00,+1.71202400E-01,-0.00000000E+00
+1.45000000E+00,+0.00000000E+00,+2.45443845E+00,-0.00000000E+00,+2.45443845E+00,-0.00000000E+00,+1.66454382E-01,-0.00000000E+00,+1.66454382E-01,-0.00000000E+00
+1.46000000E+00,+0.00000000E+00,+2.39579048E+00,-0.00000000E+00,+2.39579048E+00,-0.00000000E+00,+1.61827047E-01,-0.00000000E+00,+1.61827047E-01,-0.00000000E+00
+1.47000000E+00,+0.00000000E+00,+2.34071097E+00,-0.00000000E+00,+2.34071097E+00,-0.00000000E+00,+1.57315880E-01,-0.00000000E+00,+1.57315880E-01,-0.00000000E+00
+1.48000000E+00,+0.00000000E+00,+2.28887520E+00,-0.00000000E+00,+2.28887520E+00,-0.00000000E+00,+1.52916618E-01,-0.00000000E+00,+1.52916618E-01,-0.00000000E+00
+1.49000000E+00,+0.00000000E+00,+2.23999714E+00,-0.00000000E+00,+2.23999714E+00,-0.00000000E+00,+1.48625231E-01,-0.00000000E+00,+1.48625231E-01,-0.00000000E+00
+1.50000000E+00,+0.00000000E+00,+2.19382391E+00,-0.00000000E+00,+2.19382391E+00,-0.00000000E+00,+1.44437907E-01,-0.00000000E+00,+1.44437907E-01,-0.00000000E+00
