              s1;              s2; Re(z_ibc3_reduc; Im(z_ibc3_reduc; Abs(z_ibc3_redu; Arg(z_ibc3_redu; Re(z_ibc3_reduc; Im(z_ibc3_reduc; Abs(z_ibc3_redu; Arg(z_ibc3_redu; 
  +1.29000000E+00; +0.00000000E+00; -0.00000000E+00; +6.20491259E-02; +6.20491259E-02; +1.57079633E+00; -0.00000000E+00; -1.04942605E-02; +1.04942605E-02; -1.57079633E+00; 
  +1.30000000E+00; +0.00000000E+00; -0.00000000E+00; +6.32443556E-02; +6.32443556E-02; +1.57079633E+00; -0.00000000E+00; -1.03946817E-02; +1.03946817E-02; -1.57079633E+00; 
  +1.31000000E+00; +0.00000000E+00; -0.00000000E+00; +6.44471491E-02; +6.44471491E-02; +1.57079633E+00; -0.00000000E+00; -1.02945403E-02; +1.02945403E-02; -1.57079633E+00; 
  +1.32000000E+00; +0.00000000E+00; -0.00000000E+00; +6.56574947E-02; +6.56574947E-02; +1.57079633E+00; -0.00000000E+00; -1.01938379E-02; +1.01938379E-02; -1.57079633E+00; 
  +1.33000000E+00; +0.00000000E+00; -0.00000000E+00; +6.68753790E-02; +6.68753790E-02; +1.57079633E+00; -0.00000000E+00; -1.00925764E-02; +1.00925764E-02; -1.57079633E+00; 
  +1.34000000E+00; +0.00000000E+00; -0.00000000E+00; +6.81007871E-02; +6.81007871E-02; +1.57079633E+00; -0.00000000E+00; -9.99075779E-03; +9.99075779E-03; -1.57079633E+00; 
  +1.35000000E+00; +0.00000000E+00; -0.00000000E+00; +6.93337029E-02; +6.93337029E-02; +1.57079633E+00; -0.00000000E+00; -9.88838431E-03; +9.88838431E-03; -1.57079633E+00; 
  +1.36000000E+00; +0.00000000E+00; -0.00000000E+00; +7.05741091E-02; +7.05741091E-02; +1.57079633E+00; -0.00000000E+00; -9.78545823E-03; +9.78545823E-03; -1.57079633E+00; 
  +1.37000000E+00; +0.00000000E+00; -0.00000000E+00; +7.18219872E-02; +7.18219872E-02; +1.57079633E+00; -0.00000000E+00; -9.68198201E-03; +9.68198201E-03; -1.57079633E+00; 
  +1.38000000E+00; +0.00000000E+00; -0.00000000E+00; +7.30773179E-02; +7.30773179E-02; +1.57079633E+00; -0.00000000E+00; -9.57795817E-03; +9.57795817E-03; -1.57079633E+00; 
  +1.39000000E+00; +0.00000000E+00; -0.00000000E+00; +7.43400809E-02; +7.43400809E-02; +1.57079633E+00; -0.00000000E+00; -9.47338934E-03; +9.47338934E-03; -1.57079633E+00; 
  +1.40000000E+00; +0.00000000E+00; -0.00000000E+00; +7.56102553E-02; +7.56102553E-02; +1.57079633E+00; -0.00000000E+00; -9.36827826E-03; +9.36827826E-03; -1.57079633E+00; 
