s1,s2,Re(r_ibc0.tm),Im(r_ibc0.tm),Abs(r_ibc0.tm),Arg(r_ibc0.tm),Re(r_ibc0.te),Im(r_ibc0.te),Abs(r_ibc0.te),Arg(r_ibc0.te)
+0.00000000E+00,+0.00000000E+00,+9.19031310E-01,+4.09417005E-01,+1.00610180E+00,+4.19095038E-01,+9.19031310E-01,+4.09417005E-01,+1.00610180E+00,+4.19095038E-01
+1.00000000E-02,+0.00000000E+00,+9.19023234E-01,+4.09435819E-01,+1.00610208E+00,+4.19115386E-01,+9.19039385E-01,+4.09398191E-01,+1.00610152E+00,+4.19074690E-01
+2.00000000E-02,+0.00000000E+00,+9.18998997E-01,+4.09492279E-01,+1.00610292E+00,+4.19176450E-01,+9.19063610E-01,+4.09341742E-01,+1.00610068E+00,+4.19013641E-01
+3.00000000E-02,+0.00000000E+00,+9.18958570E-01,+4.09586430E-01,+1.00610432E+00,+4.19278282E-01,+9.19103987E-01,+4.09247637E-01,+1.00609928E+00,+4.18911869E-01
+4.00000000E-02,+0.00000000E+00,+9.18901908E-01,+4.09718349E-01,+1.00610628E+00,+4.19420971E-01,+9.19160518E-01,+4.09115840E-01,+1.00609733E+00,+4.18769343E-01
+5.00000000E-02,+0.00000000E+00,+9.18828942E-01,+4.09888147E-01,+1.00610880E+00,+4.19604643E-01,+9.19233203E-01,+4.08946301E-01,+1.00609481E+00,+4.18586015E-01
+6.00000000E-02,+0.00000000E+00,+9.18739589E-01,+4.10095962E-01,+1.00611189E+00,+4.19829459E-01,+9.19322046E-01,+4.08738957E-01,+1.00609173E+00,+4.18361825E-01
+7.00000000E-02,+0.00000000E+00,+9.18633744E-01,+4.10341969E-01,+1.00611554E+00,+4.20095617E-01,+9.19427051E-01,+4.08493728E-01,+1.00608808E+00,+4.18096701E-01
+8.00000000E-02,+0.00000000E+00,+9.18511281E-01,+4.10626370E-01,+1.00611977E+00,+4.20403353E-01,+9.19548221E-01,+4.08210522E-01,+1.00608387E+00,+4.17790554E-01
+9.00000000E-02,+0.00000000E+00,+9.18372057E-01,+4.10949404E-01,+1.00612457E+00,+4.20752939E-01,+9.19685560E-01,+4.07889230E-01,+1.00607910E+00,+4.17443284E-01
+1.00000000E-01,+0.00000000E+00,+9.18215906E-01,+4.11311341E-01,+1.00612995E+00,+4.21144687E-01,+9.19839075E-01,+4.07529731E-01,+1.00607376E+00,+4.17054776E-01
+1.10000000E-01,+0.00000000E+00,+9.18042641E-01,+4.11712486E-01,+1.00613591E+00,+4.21578947E-01,+9.20008771E-01,+4.07131885E-01,+1.00606785E+00,+4.16624902E-01
+1.20000000E-01,+0.00000000E+00,+9.17852056E-01,+4.12153178E-01,+1.00614245E+00,+4.22056111E-01,+9.20194654E-01,+4.06695541E-01,+1.00606136E+00,+4.16153517E-01
+1.30000000E-01,+0.00000000E+00,+9.17643919E-01,+4.12633792E-01,+1.00614960E+00,+4.22576609E-01,+9.20396732E-01,+4.06220530E-01,+1.00605430E+00,+4.15640465E-01
+1.40000000E-01,+0.00000000E+00,+9.17417978E-01,+4.13154738E-01,+1.00615734E+00,+4.23140917E-01,+9.20615011E-01,+4.05706668E-01,+1.00604667E+00,+4.15085573E-01
+1.50000000E-01,+0.00000000E+00,+9.17173956E-01,+4.13716464E-01,+1.00616568E+00,+4.23749551E-01,+9.20849501E-01,+4.05153754E-01,+1.00603845E+00,+4.14488654E-01
+1.60000000E-01,+0.00000000E+00,+9.16911551E-01,+4.14319459E-01,+1.00617464E+00,+4.24403073E-01,+9.21100210E-01,+4.04561573E-01,+1.00602965E+00,+4.13849506E-01
+1.70000000E-01,+0.00000000E+00,+9.16630437E-01,+4.14964247E-01,+1.00618422E+00,+4.25102092E-01,+9.21367147E-01,+4.03929892E-01,+1.00602027E+00,+4.13167909E-01
+1.80000000E-01,+0.00000000E+00,+9.16330260E-01,+4.15651396E-01,+1.00619443E+00,+4.25847264E-01,+9.21650323E-01,+4.03258459E-01,+1.00601029E+00,+4.12443630E-01
+1.90000000E-01,+0.00000000E+00,+9.16010639E-01,+4.16381516E-01,+1.00620528E+00,+4.26639295E-01,+9.21949747E-01,+4.02547009E-01,+1.00599972E+00,+4.11676418E-01
+2.00000000E-01,+0.00000000E+00,+9.15671164E-01,+4.17155261E-01,+1.00621677E+00,+4.27478941E-01,+9.22265432E-01,+4.01795256E-01,+1.00598855E+00,+4.10866006E-01
+2.10000000E-01,+0.00000000E+00,+9.15311394E-01,+4.17973328E-01,+1.00622893E+00,+4.28367015E-01,+9.22597389E-01,+4.01002897E-01,+1.00597677E+00,+4.10012110E-01
+2.20000000E-01,+0.00000000E+00,+9.14930856E-01,+4.18836465E-01,+1.00624175E+00,+4.29304383E-01,+9.22945629E-01,+4.00169610E-01,+1.00596439E+00,+4.09114427E-01
+2.30000000E-01,+0.00000000E+00,+9.14529046E-01,+4.19745468E-01,+1.00625525E+00,+4.30291971E-01,+9.23310167E-01,+3.99295053E-01,+1.00595139E+00,+4.08172637E-01
+2.40000000E-01,+0.00000000E+00,+9.14105422E-01,+4.20701184E-01,+1.00626945E+00,+4.31330764E-01,+9.23691015E-01,+3.98378866E-01,+1.00593778E+00,+4.07186401E-01
+2.50000000E-01,+0.00000000E+00,+9.13659405E-01,+4.21704514E-01,+1.00628436E+00,+4.32421813E-01,+9.24088187E-01,+3.97420666E-01,+1.00592354E+00,+4.06155362E-01
+2.60000000E-01,+0.00000000E+00,+9.13190379E-01,+4.22756416E-01,+1.00629998E+00,+4.33566237E-01,+9.24501697E-01,+3.96420052E-01,+1.00590867E+00,+4.05079140E-01
+2.70000000E-01,+0.00000000E+00,+9.12697685E-01,+4.23857906E-01,+1.00631635E+00,+4.34765222E-01,+9.24931562E-01,+3.95376599E-01,+1.00589316E+00,+4.03957337E-01
+2.80000000E-01,+0.00000000E+00,+9.12180620E-01,+4.25010062E-01,+1.00633346E+00,+4.36020032E-01,+9.25377795E-01,+3.94289859E-01,+1.00587701E+00,+4.02789532E-01
