s1,s2,Re(z_ibc1.tm),Im(z_ibc1.tm),Abs(z_ibc1.tm),Arg(z_ibc1.tm),Re(z_ibc1.te),Im(z_ibc1.te),Abs(z_ibc1.te),Arg(z_ibc1.te)
+0.00000000E+00,+0.00000000E+00,+8.61200362E-03,+2.06728776E-01,+2.06908080E-01,+1.52916193E+00,+8.61200362E-03,+2.06728776E-01,+2.06908080E-01,+1.52916193E+00
+1.00000000E-02,+0.00000000E+00,+8.61243357E-03,+2.06728306E-01,+2.06907628E-01,+1.52915976E+00,+8.61243357E-03,+2.06728306E-01,+2.06907628E-01,+1.52915976E+00
+2.00000000E-02,+0.00000000E+00,+8.61372407E-03,+2.06726895E-01,+2.06906272E-01,+1.52915325E+00,+8.61372407E-03,+2.06726895E-01,+2.06906272E-01,+1.52915325E+00
+3.00000000E-02,+0.00000000E+00,+8.61587698E-03,+2.06724541E-01,+2.06904009E-01,+1.52914238E+00,+8.61587698E-03,+2.06724541E-01,+2.06904009E-01,+1.52914238E+00
+4.00000000E-02,+0.00000000E+00,+8.61889543E-03,+2.06721240E-01,+2.06900837E-01,+1.52912714E+00,+8.61889543E-03,+2.06721240E-01,+2.06900837E-01,+1.52912714E+00
+5.00000000E-02,+0.00000000E+00,+8.62278382E-03,+2.06716988E-01,+2.06896751E-01,+1.52910750E+00,+8.62278382E-03,+2.06716988E-01,+2.06896751E-01,+1.52910750E+00
+6.00000000E-02,+0.00000000E+00,+8.62754782E-03,+2.06711779E-01,+2.06891745E-01,+1.52908345E+00,+8.62754782E-03,+2.06711779E-01,+2.06891745E-01,+1.52908345E+00
+7.00000000E-02,+0.00000000E+00,+8.63319442E-03,+2.06705604E-01,+2.06885811E-01,+1.52905493E+00,+8.63319442E-03,+2.06705604E-01,+2.06885811E-01,+1.52905493E+00
+8.00000000E-02,+0.00000000E+00,+8.63973194E-03,+2.06698455E-01,+2.06878942E-01,+1.52902192E+00,+8.63973194E-03,+2.06698455E-01,+2.06878942E-01,+1.52902192E+00
+9.00000000E-02,+0.00000000E+00,+8.64717003E-03,+2.06690322E-01,+2.06871126E-01,+1.52898435E+00,+8.64717003E-03,+2.06690322E-01,+2.06871126E-01,+1.52898435E+00
+1.00000000E-01,+0.00000000E+00,+8.65551978E-03,+2.06681192E-01,+2.06862353E-01,+1.52894218E+00,+8.65551978E-03,+2.06681192E-01,+2.06862353E-01,+1.52894218E+00
