s1,s2,Re(r_ibc01.tm),Im(r_ibc01.tm),Abs(r_ibc01.tm),Arg(r_ibc01.tm),Re(r_ibc01.te),Im(r_ibc01.te),Abs(r_ibc01.te),Arg(r_ibc01.te)
+0.00000000E+00,+0.00000000E+00,+9.19203516E-01,+4.09336840E-01,+1.00622649E+00,+4.18952620E-01,+9.19203516E-01,+4.09336840E-01,+1.00622649E+00,+4.18952620E-01
+1.00000000E-02,+0.00000000E+00,+9.19208953E-01,+4.09349796E-01,+1.00623673E+00,+4.18962184E-01,+9.19225084E-01,+4.09312167E-01,+1.00623616E+00,+4.18921502E-01
+2.00000000E-02,+0.00000000E+00,+9.19225264E-01,+4.09388678E-01,+1.00626745E+00,+4.18990888E-01,+9.19289777E-01,+4.09238142E-01,+1.00626515E+00,+4.18828147E-01
+3.00000000E-02,+0.00000000E+00,+9.19252449E-01,+4.09453530E-01,+1.00631867E+00,+4.19038769E-01,+9.19397574E-01,+4.09114739E-01,+1.00631345E+00,+4.18672553E-01
+4.00000000E-02,+0.00000000E+00,+9.19290509E-01,+4.09544424E-01,+1.00639042E+00,+4.19105884E-01,+9.19548433E-01,+4.08941917E-01,+1.00638105E+00,+4.18454715E-01
+5.00000000E-02,+0.00000000E+00,+9.19339445E-01,+4.09661463E-01,+1.00648275E+00,+4.19192318E-01,+9.19742301E-01,+4.08719616E-01,+1.00646790E+00,+4.18174630E-01
+6.00000000E-02,+0.00000000E+00,+9.19399260E-01,+4.09804776E-01,+1.00659573E+00,+4.19298178E-01,+9.19979104E-01,+4.08447764E-01,+1.00657396E+00,+4.17832288E-01
+7.00000000E-02,+0.00000000E+00,+9.19469955E-01,+4.09974525E-01,+1.00672941E+00,+4.19423598E-01,+9.20258757E-01,+4.08126267E-01,+1.00669918E+00,+4.17427683E-01
+8.00000000E-02,+0.00000000E+00,+9.19551532E-01,+4.10170901E-01,+1.00688390E+00,+4.19568733E-01,+9.20581155E-01,+4.07755018E-01,+1.00684349E+00,+4.16960803E-01
+9.00000000E-02,+0.00000000E+00,+9.19643993E-01,+4.10394126E-01,+1.00705929E+00,+4.19733766E-01,+9.20946178E-01,+4.07333892E-01,+1.00700683E+00,+4.16431636E-01
+1.00000000E-01,+0.00000000E+00,+9.19747341E-01,+4.10644454E-01,+1.00725570E+00,+4.19918905E-01,+9.21353690E-01,+4.06862747E-01,+1.00718912E+00,+4.15840170E-01
+1.10000000E-01,+0.00000000E+00,+9.19861579E-01,+4.10922170E-01,+1.00747325E+00,+4.20124385E-01,+9.21803538E-01,+4.06341424E-01,+1.00739025E+00,+4.15186387E-01
+1.20000000E-01,+0.00000000E+00,+9.19986707E-01,+4.11227592E-01,+1.00771210E+00,+4.20350467E-01,+9.22295552E-01,+4.05769747E-01,+1.00761013E+00,+4.14470270E-01
+1.30000000E-01,+0.00000000E+00,+9.20122728E-01,+4.11561073E-01,+1.00797240E+00,+4.20597440E-01,+9.22829545E-01,+4.05147525E-01,+1.00784864E+00,+4.13691800E-01
+1.40000000E-01,+0.00000000E+00,+9.20269644E-01,+4.11922999E-01,+1.00825432E+00,+4.20865623E-01,+9.23405312E-01,+4.04474548E-01,+1.00810566E+00,+4.12850955E-01
+1.50000000E-01,+0.00000000E+00,+9.20427456E-01,+4.12313793E-01,+1.00855806E+00,+4.21155360E-01,+9.24022633E-01,+4.03750590E-01,+1.00838106E+00,+4.11947710E-01
+1.60000000E-01,+0.00000000E+00,+9.20596164E-01,+4.12733914E-01,+1.00888383E+00,+4.21467031E-01,+9.24681267E-01,+4.02975406E-01,+1.00867469E+00,+4.10982039E-01
+1.70000000E-01,+0.00000000E+00,+9.20775767E-01,+4.13183861E-01,+1.00923184E+00,+4.21801044E-01,+9.25380956E-01,+4.02148736E-01,+1.00898638E+00,+4.09953913E-01
+1.80000000E-01,+0.00000000E+00,+9.20966265E-01,+4.13664170E-01,+1.00960235E+00,+4.22157839E-01,+9.26121424E-01,+4.01270303E-01,+1.00931598E+00,+4.08863301E-01
+1.90000000E-01,+0.00000000E+00,+9.21167653E-01,+4.14175421E-01,+1.00999561E+00,+4.22537891E-01,+9.26902376E-01,+4.00339809E-01,+1.00966330E+00,+4.07710167E-01
+2.00000000E-01,+0.00000000E+00,+9.21379929E-01,+4.14718235E-01,+1.01041189E+00,+4.22941712E-01,+9.27723496E-01,+3.99356943E-01,+1.01002814E+00,+4.06494475E-01
+2.10000000E-01,+0.00000000E+00,+9.21603085E-01,+4.15293280E-01,+1.01085150E+00,+4.23369848E-01,+9.28584451E-01,+3.98321373E-01,+1.01041031E+00,+4.05216184E-01
+2.20000000E-01,+0.00000000E+00,+9.21837113E-01,+4.15901269E-01,+1.01131475E+00,+4.23822884E-01,+9.29484887E-01,+3.97232751E-01,+1.01080958E+00,+4.03875249E-01
+2.30000000E-01,+0.00000000E+00,+9.22082003E-01,+4.16542965E-01,+1.01180199E+00,+4.24301447E-01,+9.30424428E-01,+3.96090711E-01,+1.01122573E+00,+4.02471622E-01
+2.40000000E-01,+0.00000000E+00,+9.22337740E-01,+4.17219182E-01,+1.01231356E+00,+4.24806204E-01,+9.31402678E-01,+3.94894868E-01,+1.01165849E+00,+4.01005253E-01
+2.50000000E-01,+0.00000000E+00,+9.22604307E-01,+4.17930790E-01,+1.01284987E+00,+4.25337866E-01,+9.32419220E-01,+3.93644819E-01,+1.01210763E+00,+3.99476084E-01
+2.60000000E-01,+0.00000000E+00,+9.22881684E-01,+4.18678713E-01,+1.01341130E+00,+4.25897194E-01,+9.33473614E-01,+3.92340143E-01,+1.01257285E+00,+3.97884057E-01
+2.70000000E-01,+0.00000000E+00,+9.23169845E-01,+4.19463937E-01,+1.01399830E+00,+4.26484995E-01,+9.34565396E-01,+3.90980401E-01,+1.01305387E+00,+3.96229105E-01
+2.80000000E-01,+0.00000000E+00,+9.23468761E-01,+4.20287512E-01,+1.01461133E+00,+4.27102127E-01,+9.35694082E-01,+3.89565133E-01,+1.01355040E+00,+3.94511159E-01
