s1,s2,Re(r_ibc3.tm),Im(r_ibc3.tm),Abs(r_ibc3.tm),Arg(r_ibc3.tm),Re(r_ibc3.te),Im(r_ibc3.te),Abs(r_ibc3.te),Arg(r_ibc3.te)
+6.90000000E-01,+0.00000000E+00,+1.04069271E+00,+4.86959096E-01,+1.14898672E+00,+4.37654413E-01,+9.58571952E-01,+3.00036832E-01,+1.00443133E+00,+3.03343941E-01
+7.00000000E-01,+0.00000000E+00,+1.04571740E+00,+4.91651433E-01,+1.15552846E+00,+4.39489533E-01,+9.59723430E-01,+2.96133677E-01,+1.00437255E+00,+2.99292733E-01
+7.10000000E-01,+0.00000000E+00,+1.05095328E+00,+4.96690277E-01,+1.16241302E+00,+4.41495921E-01,+9.60891031E-01,+2.92115028E-01,+1.00431208E+00,+2.95126425E-01
+7.20000000E-01,+0.00000000E+00,+1.05641406E+00,+5.02111881E-01,+1.16966961E+00,+4.43691753E-01,+9.62074696E-01,+2.87975793E-01,+1.00424986E+00,+2.90840070E-01
+7.30000000E-01,+0.00000000E+00,+1.06211479E+00,+5.07957710E-01,+1.17733125E+00,+4.46097707E-01,+9.63274361E-01,+2.83710429E-01,+1.00418579E+00,+2.86428277E-01
+7.40000000E-01,+0.00000000E+00,+1.06807203E+00,+5.14275410E-01,+1.18543539E+00,+4.48737410E-01,+9.64489954E-01,+2.79312890E-01,+1.00411979E+00,+2.81885159E-01
+7.50000000E-01,+0.00000000E+00,+1.07430397E+00,+5.21120007E-01,+1.19402475E+00,+4.51637989E-01,+9.65721396E-01,+2.74776549E-01,+1.00405178E+00,+2.77204258E-01
+7.60000000E-01,+0.00000000E+00,+1.08083068E+00,+5.28555403E-01,+1.20314828E+00,+4.54830749E-01,+9.66968598E-01,+2.70094131E-01,+1.00398163E+00,+2.72378471E-01
+7.70000000E-01,+0.00000000E+00,+1.08767427E+00,+5.36656239E-01,+1.21286241E+00,+4.58352023E-01,+9.68231458E-01,+2.65257606E-01,+1.00390924E+00,+2.67399954E-01
+7.80000000E-01,+0.00000000E+00,+1.09485910E+00,+5.45510264E-01,+1.22323256E+00,+4.62244228E-01,+9.69509865E-01,+2.60258084E-01,+1.00383447E+00,+2.62260009E-01
