s1,s2,Re(r_ibc1.tm),Im(r_ibc1.tm),Abs(r_ibc1.tm),Arg(r_ibc1.tm),Re(r_ibc1.te),Im(r_ibc1.te),Abs(r_ibc1.te),Arg(r_ibc1.te)
+0.00000000E+00,+0.00000000E+00,+9.33308531E-01,+4.03142370E-01,+1.01665559E+00,+4.07742376E-01,+9.33308531E-01,+4.03142370E-01,+1.01665559E+00,+4.07742376E-01
+1.00000000E-02,+0.00000000E+00,+9.33302379E-01,+4.03160679E-01,+1.01665720E+00,+4.07761308E-01,+9.33316953E-01,+4.03123052E-01,+1.01665566E+00,+4.07721647E-01
+2.00000000E-02,+0.00000000E+00,+9.33283916E-01,+4.03215620E-01,+1.01666204E+00,+4.07818120E-01,+9.33342218E-01,+4.03065088E-01,+1.01665587E+00,+4.07659452E-01
+3.00000000E-02,+0.00000000E+00,+9.33253124E-01,+4.03307239E-01,+1.01667012E+00,+4.07912858E-01,+9.33384330E-01,+4.02968456E-01,+1.01665623E+00,+4.07555771E-01
+4.00000000E-02,+0.00000000E+00,+9.33209972E-01,+4.03435610E-01,+1.01668144E+00,+4.08045600E-01,+9.33443293E-01,+4.02833118E-01,+1.01665673E+00,+4.07410565E-01
+5.00000000E-02,+0.00000000E+00,+9.33154414E-01,+4.03600838E-01,+1.01669602E+00,+4.08216456E-01,+9.33519115E-01,+4.02659020E-01,+1.01665738E+00,+4.07223786E-01
+6.00000000E-02,+0.00000000E+00,+9.33086394E-01,+4.03803058E-01,+1.01671389E+00,+4.08425567E-01,+9.33611803E-01,+4.02446093E-01,+1.01665818E+00,+4.06995366E-01
+7.00000000E-02,+0.00000000E+00,+9.33005842E-01,+4.04042437E-01,+1.01673506E+00,+4.08673106E-01,+9.33721368E-01,+4.02194253E-01,+1.01665914E+00,+4.06725226E-01
+8.00000000E-02,+0.00000000E+00,+9.32912675E-01,+4.04319172E-01,+1.01675958E+00,+4.08959279E-01,+9.33847824E-01,+4.01903399E-01,+1.01666027E+00,+4.06413270E-01
+9.00000000E-02,+0.00000000E+00,+9.32806797E-01,+4.04633491E-01,+1.01678748E+00,+4.09284324E-01,+9.33991183E-01,+4.01573414E-01,+1.01666156E+00,+4.06059389E-01
