s1,s2,Re(z_ibc3.tm),Im(z_ibc3.tm),Abs(z_ibc3.tm),Arg(z_ibc3.tm),Re(z_ibc3.te),Im(z_ibc3.te),Abs(z_ibc3.te),Arg(z_ibc3.te)
+0.00000000E+00,+0.00000000E+00,+3.17972583E-03,+2.12666802E-01,+2.12690572E-01,+1.55584576E+00,+3.17972583E-03,+2.12666802E-01,+2.12690572E-01,+1.55584576E+00
+1.00000000E-02,+0.00000000E+00,+3.19018794E-03,+2.12655693E-01,+2.12679621E-01,+1.55579579E+00,+3.17971434E-03,+2.12666485E-01,+2.12690254E-01,+1.55584579E+00
+2.00000000E-02,+0.00000000E+00,+3.22157408E-03,+2.12622366E-01,+2.12646771E-01,+1.55564586E+00,+3.17967987E-03,+2.12665532E-01,+2.12689301E-01,+1.55584589E+00
+3.00000000E-02,+0.00000000E+00,+3.27388372E-03,+2.12566822E-01,+2.12592032E-01,+1.55539588E+00,+3.17962242E-03,+2.12663944E-01,+2.12687713E-01,+1.55584605E+00
+4.00000000E-02,+0.00000000E+00,+3.34711593E-03,+2.12489062E-01,+2.12515422E-01,+1.55504568E+00,+3.17954199E-03,+2.12661721E-01,+2.12685489E-01,+1.55584627E+00
+5.00000000E-02,+0.00000000E+00,+3.44126946E-03,+2.12389087E-01,+2.12416964E-01,+1.55459508E+00,+3.17943859E-03,+2.12658863E-01,+2.12682629E-01,+1.55584655E+00
+6.00000000E-02,+0.00000000E+00,+3.55634266E-03,+2.12266899E-01,+2.12296688E-01,+1.55404379E+00,+3.17931221E-03,+2.12655370E-01,+2.12679135E-01,+1.55584690E+00
+7.00000000E-02,+0.00000000E+00,+3.69233353E-03,+2.12122500E-01,+2.12154633E-01,+1.55339147E+00,+3.17916287E-03,+2.12651242E-01,+2.12675005E-01,+1.55584731E+00
+8.00000000E-02,+0.00000000E+00,+3.84923971E-03,+2.11955893E-01,+2.11990842E-01,+1.55263775E+00,+3.17899058E-03,+2.12646479E-01,+2.12670240E-01,+1.55584779E+00
+9.00000000E-02,+0.00000000E+00,+4.02705848E-03,+2.11767080E-01,+2.11805367E-01,+1.55178217E+00,+3.17879532E-03,+2.12641082E-01,+2.12664840E-01,+1.55584833E+00
+1.00000000E-01,+0.00000000E+00,+4.22578674E-03,+2.11556067E-01,+2.11598267E-01,+1.55082420E+00,+3.17857712E-03,+2.12635049E-01,+2.12658806E-01,+1.55584893E+00
+1.10000000E-01,+0.00000000E+00,+4.44542105E-03,+2.11322855E-01,+2.11369607E-01,+1.54976327E+00,+3.17833599E-03,+2.12628383E-01,+2.12652136E-01,+1.55584960E+00
+1.20000000E-01,+0.00000000E+00,+4.68595758E-03,+2.11067450E-01,+2.11119461E-01,+1.54859874E+00,+3.17807192E-03,+2.12621082E-01,+2.12644832E-01,+1.55585032E+00
+1.30000000E-01,+0.00000000E+00,+4.94739216E-03,+2.10789856E-01,+2.10847907E-01,+1.54732990E+00,+3.17778493E-03,+2.12613146E-01,+2.12636893E-01,+1.55585112E+00
+1.40000000E-01,+0.00000000E+00,+5.22972025E-03,+2.10490078E-01,+2.10555035E-01,+1.54595599E+00,+3.17747504E-03,+2.12604577E-01,+2.12628320E-01,+1.55585197E+00
+1.50000000E-01,+0.00000000E+00,+5.53293695E-03,+2.10168122E-01,+2.10240940E-01,+1.54447616E+00,+3.17714225E-03,+2.12595374E-01,+2.12619113E-01,+1.55585289E+00
+1.60000000E-01,+0.00000000E+00,+5.85703700E-03,+2.09823993E-01,+2.09905724E-01,+1.54288953E+00,+3.17678657E-03,+2.12585537E-01,+2.12609272E-01,+1.55585387E+00
+1.70000000E-01,+0.00000000E+00,+6.20201476E-03,+2.09457698E-01,+2.09549498E-01,+1.54119511E+00,+3.17640802E-03,+2.12575067E-01,+2.12598798E-01,+1.55585491E+00
+1.80000000E-01,+0.00000000E+00,+6.56786424E-03,+2.09069243E-01,+2.09172382E-01,+1.53939188E+00,+3.17600662E-03,+2.12563964E-01,+2.12587689E-01,+1.55585602E+00
+1.90000000E-01,+0.00000000E+00,+6.95457911E-03,+2.08658636E-01,+2.08774501E-01,+1.53747872E+00,+3.17558237E-03,+2.12552227E-01,+2.12575948E-01,+1.55585719E+00
+2.00000000E-01,+0.00000000E+00,+7.36215265E-03,+2.08225884E-01,+2.08355993E-01,+1.53545448E+00,+3.17513529E-03,+2.12539858E-01,+2.12563574E-01,+1.55585843E+00
+2.10000000E-01,+0.00000000E+00,+7.79057778E-03,+2.07770994E-01,+2.07917000E-01,+1.53331790E+00,+3.17466541E-03,+2.12526857E-01,+2.12550566E-01,+1.55585972E+00
+2.20000000E-01,+0.00000000E+00,+8.23984707E-03,+2.07293976E-01,+2.07457676E-01,+1.53106767E+00,+3.17417273E-03,+2.12513223E-01,+2.12536927E-01,+1.55586108E+00
+2.30000000E-01,+0.00000000E+00,+8.70995275E-03,+2.06794837E-01,+2.06978182E-01,+1.52870240E+00,+3.17365728E-03,+2.12498957E-01,+2.12522655E-01,+1.55586251E+00
+2.40000000E-01,+0.00000000E+00,+9.20088664E-03,+2.06273587E-01,+2.06478689E-01,+1.52622062E+00,+3.17311907E-03,+2.12484060E-01,+2.12507751E-01,+1.55586399E+00
+2.50000000E-01,+0.00000000E+00,+9.71264024E-03,+2.05730236E-01,+2.05959378E-01,+1.52362079E+00,+3.17255813E-03,+2.12468531E-01,+2.12492216E-01,+1.55586554E+00
+2.60000000E-01,+0.00000000E+00,+1.02452047E-02,+2.05164793E-01,+2.05420438E-01,+1.52090131E+00,+3.17197447E-03,+2.12452371E-01,+2.12476049E-01,+1.55586715E+00
+2.70000000E-01,+0.00000000E+00,+1.07985707E-02,+2.04577268E-01,+2.04862070E-01,+1.51806047E+00,+3.17136812E-03,+2.12435581E-01,+2.12459252E-01,+1.55586882E+00
+2.80000000E-01,+0.00000000E+00,+1.13727288E-02,+2.03967673E-01,+2.04284484E-01,+1.51509649E+00,+3.17073910E-03,+2.12418161E-01,+2.12441824E-01,+1.55587056E+00
+2.90000000E-01,+0.00000000E+00,+1.19676690E-02,+2.03336017E-01,+2.03687901E-01,+1.51200754E+00,+3.17008744E-03,+2.12400110E-01,+2.12423766E-01,+1.55587236E+00
+3.00000000E-01,+0.00000000E+00,+1.25833809E-02,+2.02682314E-01,+2.03072553E-01,+1.50879165E+00,+3.16941315E-03,+2.12381431E-01,+2.12405078E-01,+1.55587422E+00
+3.10000000E-01,+0.00000000E+00,+1.32198540E-02,+2.02006574E-01,+2.02438683E-01,+1.50544682E+00,+3.16871627E-03,+2.12362122E-01,+2.12385761E-01,+1.55587615E+00
