s1,s2,Re(r_ibc0.tm),Im(r_ibc0.tm),Abs(r_ibc0.tm),Arg(r_ibc0.tm),Re(r_ibc0.te),Im(r_ibc0.te),Abs(r_ibc0.te),Arg(r_ibc0.te)
+0.00000000E+00,+0.00000000E+00,+1.57294490E-01,-9.87551742E-01,+1.00000000E+00,-1.41284589E+00,+1.57294490E-01,-9.87551742E-01,+1.00000000E+00,-1.41284589E+00
+1.00000000E-03,+0.00000000E+00,+1.57294002E-01,-9.87551820E-01,+1.00000000E+00,-1.41284638E+00,+1.57294978E-01,-9.87551664E-01,+1.00000000E+00,-1.41284540E+00
+2.00000000E-03,+0.00000000E+00,+1.57292539E-01,-9.87552053E-01,+1.00000000E+00,-1.41284786E+00,+1.57296440E-01,-9.87551431E-01,+1.00000000E+00,-1.41284391E+00
+3.00000000E-03,+0.00000000E+00,+1.57290101E-01,-9.87552441E-01,+1.00000000E+00,-1.41285033E+00,+1.57298879E-01,-9.87551043E-01,+1.00000000E+00,-1.41284144E+00
+4.00000000E-03,+0.00000000E+00,+1.57286688E-01,-9.87552985E-01,+1.00000000E+00,-1.41285379E+00,+1.57302292E-01,-9.87550499E-01,+1.00000000E+00,-1.41283799E+00
+5.00000000E-03,+0.00000000E+00,+1.57282299E-01,-9.87553684E-01,+1.00000000E+00,-1.41285823E+00,+1.57306681E-01,-9.87549800E-01,+1.00000000E+00,-1.41283354E+00
+6.00000000E-03,+0.00000000E+00,+1.57276935E-01,-9.87554538E-01,+1.00000000E+00,-1.41286367E+00,+1.57312045E-01,-9.87548946E-01,+1.00000000E+00,-1.41282811E+00
+7.00000000E-03,+0.00000000E+00,+1.57270595E-01,-9.87555548E-01,+1.00000000E+00,-1.41287008E+00,+1.57318384E-01,-9.87547936E-01,+1.00000000E+00,-1.41282169E+00
+8.00000000E-03,+0.00000000E+00,+1.57263280E-01,-9.87556713E-01,+1.00000000E+00,-1.41287749E+00,+1.57325699E-01,-9.87546771E-01,+1.00000000E+00,-1.41281429E+00
+9.00000000E-03,+0.00000000E+00,+1.57254990E-01,-9.87558033E-01,+1.00000000E+00,-1.41288589E+00,+1.57333989E-01,-9.87545450E-01,+1.00000000E+00,-1.41280589E+00
+1.00000000E-02,+0.00000000E+00,+1.57245724E-01,-9.87559508E-01,+1.00000000E+00,-1.41289527E+00,+1.57343255E-01,-9.87543974E-01,+1.00000000E+00,-1.41279651E+00
+1.10000000E-02,+0.00000000E+00,+1.57235483E-01,-9.87561139E-01,+1.00000000E+00,-1.41290564E+00,+1.57353496E-01,-9.87542342E-01,+1.00000000E+00,-1.41278614E+00
+1.20000000E-02,+0.00000000E+00,+1.57224265E-01,-9.87562925E-01,+1.00000000E+00,-1.41291700E+00,+1.57364713E-01,-9.87540555E-01,+1.00000000E+00,-1.41277478E+00
+1.30000000E-02,+0.00000000E+00,+1.57212072E-01,-9.87564866E-01,+1.00000000E+00,-1.41292934E+00,+1.57376905E-01,-9.87538612E-01,+1.00000000E+00,-1.41276243E+00
