s1,s2,Re(r_ap.tm),Im(r_ap.tm),Abs(r_ap.tm),Arg(r_ap.tm),Re(r_ap.te),Im(r_ap.te),Abs(r_ap.te),Arg(r_ap.te)
+0.00000000E+00,+0.00000000E+00,+1.26258244E-01,+9.91997407E-01,+1.00000000E+00,+1.44420020E+00,+1.26258244E-01,+9.91997407E-01,+1.00000000E+00,+1.44420020E+00
+1.00000000E-03,+0.00000000E+00,+1.26255887E-01,+9.91997707E-01,+1.00000000E+00,+1.44420258E+00,+1.26256436E-01,+9.91997637E-01,+1.00000000E+00,+1.44420203E+00
+2.00000000E-03,+0.00000000E+00,+1.26248815E-01,+9.91998607E-01,+1.00000000E+00,+1.44420971E+00,+1.26251013E-01,+9.91998327E-01,+1.00000000E+00,+1.44420749E+00
+3.00000000E-03,+0.00000000E+00,+1.26237028E-01,+9.92000107E-01,+1.00000000E+00,+1.44422159E+00,+1.26241975E-01,+9.91999478E-01,+1.00000000E+00,+1.44421660E+00
+4.00000000E-03,+0.00000000E+00,+1.26220526E-01,+9.92002207E-01,+1.00000000E+00,+1.44423822E+00,+1.26229320E-01,+9.92001088E-01,+1.00000000E+00,+1.44422936E+00
+5.00000000E-03,+0.00000000E+00,+1.26199310E-01,+9.92004906E-01,+1.00000000E+00,+1.44425961E+00,+1.26213051E-01,+9.92003158E-01,+1.00000000E+00,+1.44424576E+00
+6.00000000E-03,+0.00000000E+00,+1.26173377E-01,+9.92008205E-01,+1.00000000E+00,+1.44428575E+00,+1.26193165E-01,+9.92005688E-01,+1.00000000E+00,+1.44426581E+00
+7.00000000E-03,+0.00000000E+00,+1.26142729E-01,+9.92012103E-01,+1.00000000E+00,+1.44431665E+00,+1.26169662E-01,+9.92008678E-01,+1.00000000E+00,+1.44428950E+00
+8.00000000E-03,+0.00000000E+00,+1.26107365E-01,+9.92016599E-01,+1.00000000E+00,+1.44435230E+00,+1.26142544E-01,+9.92012126E-01,+1.00000000E+00,+1.44431684E+00
+9.00000000E-03,+0.00000000E+00,+1.26067283E-01,+9.92021693E-01,+1.00000000E+00,+1.44439270E+00,+1.26111808E-01,+9.92016034E-01,+1.00000000E+00,+1.44434782E+00
+1.00000000E-02,+0.00000000E+00,+1.26022484E-01,+9.92027385E-01,+1.00000000E+00,+1.44443786E+00,+1.26077455E-01,+9.92020401E-01,+1.00000000E+00,+1.44438245E+00
+1.10000000E-02,+0.00000000E+00,+1.25972967E-01,+9.92033675E-01,+1.00000000E+00,+1.44448778E+00,+1.26039484E-01,+9.92025226E-01,+1.00000000E+00,+1.44442072E+00
+1.20000000E-02,+0.00000000E+00,+1.25918731E-01,+9.92040560E-01,+1.00000000E+00,+1.44454245E+00,+1.25997895E-01,+9.92030509E-01,+1.00000000E+00,+1.44446265E+00
+1.30000000E-02,+0.00000000E+00,+1.25859776E-01,+9.92048042E-01,+1.00000000E+00,+1.44460188E+00,+1.25952687E-01,+9.92036250E-01,+1.00000000E+00,+1.44450822E+00
+1.40000000E-02,+0.00000000E+00,+1.25796099E-01,+9.92056118E-01,+1.00000000E+00,+1.44466606E+00,+1.25903859E-01,+9.92042448E-01,+1.00000000E+00,+1.44455744E+00
+1.50000000E-02,+0.00000000E+00,+1.25727702E-01,+9.92064789E-01,+1.00000000E+00,+1.44473501E+00,+1.25851412E-01,+9.92049103E-01,+1.00000000E+00,+1.44461031E+00
+1.60000000E-02,+0.00000000E+00,+1.25654581E-01,+9.92074053E-01,+1.00000000E+00,+1.44480871E+00,+1.25795344E-01,+9.92056214E-01,+1.00000000E+00,+1.44466682E+00
+1.70000000E-02,+0.00000000E+00,+1.25576738E-01,+9.92083909E-01,+1.00000000E+00,+1.44488718E+00,+1.25735654E-01,+9.92063781E-01,+1.00000000E+00,+1.44472699E+00
+1.80000000E-02,+0.00000000E+00,+1.25494169E-01,+9.92094357E-01,+1.00000000E+00,+1.44497040E+00,+1.25672342E-01,+9.92071803E-01,+1.00000000E+00,+1.44479081E+00
+1.90000000E-02,+0.00000000E+00,+1.25406874E-01,+9.92105396E-01,+1.00000000E+00,+1.44505839E+00,+1.25605406E-01,+9.92080280E-01,+1.00000000E+00,+1.44485828E+00
+2.00000000E-02,+0.00000000E+00,+1.25314852E-01,+9.92117023E-01,+1.00000000E+00,+1.44515115E+00,+1.25534847E-01,+9.92089211E-01,+1.00000000E+00,+1.44492940E+00
+2.10000000E-02,+0.00000000E+00,+1.25218101E-01,+9.92129239E-01,+1.00000000E+00,+1.44524867E+00,+1.25460663E-01,+9.92098595E-01,+1.00000000E+00,+1.44500418E+00
+2.20000000E-02,+0.00000000E+00,+1.25116620E-01,+9.92142042E-01,+1.00000000E+00,+1.44535095E+00,+1.25382852E-01,+9.92108432E-01,+1.00000000E+00,+1.44508261E+00
+2.30000000E-02,+0.00000000E+00,+1.25010407E-01,+9.92155430E-01,+1.00000000E+00,+1.44545801E+00,+1.25301415E-01,+9.92118720E-01,+1.00000000E+00,+1.44516469E+00
+2.40000000E-02,+0.00000000E+00,+1.24899461E-01,+9.92169403E-01,+1.00000000E+00,+1.44556983E+00,+1.25216350E-01,+9.92129460E-01,+1.00000000E+00,+1.44525043E+00
+2.50000000E-02,+0.00000000E+00,+1.24783780E-01,+9.92183959E-01,+1.00000000E+00,+1.44568642E+00,+1.25127655E-01,+9.92140650E-01,+1.00000000E+00,+1.44533983E+00
+2.60000000E-02,+0.00000000E+00,+1.24663362E-01,+9.92199096E-01,+1.00000000E+00,+1.44580779E+00,+1.25035330E-01,+9.92152290E-01,+1.00000000E+00,+1.44543289E+00
+2.70000000E-02,+0.00000000E+00,+1.24538206E-01,+9.92214813E-01,+1.00000000E+00,+1.44593393E+00,+1.24939374E-01,+9.92164378E-01,+1.00000000E+00,+1.44552960E+00
+2.80000000E-02,+0.00000000E+00,+1.24408310E-01,+9.92231108E-01,+1.00000000E+00,+1.44606484E+00,+1.24839784E-01,+9.92176914E-01,+1.00000000E+00,+1.44562998E+00
+2.90000000E-02,+0.00000000E+00,+1.24273671E-01,+9.92247980E-01,+1.00000000E+00,+1.44620053E+00,+1.24736560E-01,+9.92189896E-01,+1.00000000E+00,+1.44573401E+00
+3.00000000E-02,+0.00000000E+00,+1.24134288E-01,+9.92265427E-01,+1.00000000E+00,+1.44634100E+00,+1.24629701E-01,+9.92203325E-01,+1.00000000E+00,+1.44584171E+00
+3.10000000E-02,+0.00000000E+00,+1.23990158E-01,+9.92283448E-01,+1.00000000E+00,+1.44648626E+00,+1.24519205E-01,+9.92217198E-01,+1.00000000E+00,+1.44595308E+00
+3.20000000E-02,+0.00000000E+00,+1.23841280E-01,+9.92302039E-01,+1.00000000E+00,+1.44663629E+00,+1.24405070E-01,+9.92231515E-01,+1.00000000E+00,+1.44606811E+00
+3.30000000E-02,+0.00000000E+00,+1.23687652E-01,+9.92321200E-01,+1.00000000E+00,+1.44679111E+00,+1.24287295E-01,+9.92246274E-01,+1.00000000E+00,+1.44618680E+00
+3.40000000E-02,+0.00000000E+00,+1.23529270E-01,+9.92340929E-01,+1.00000000E+00,+1.44695071E+00,+1.24165879E-01,+9.92261475E-01,+1.00000000E+00,+1.44630917E+00
+3.50000000E-02,+0.00000000E+00,+1.23366133E-01,+9.92361223E-01,+1.00000000E+00,+1.44711511E+00,+1.24040820E-01,+9.92277116E-01,+1.00000000E+00,+1.44643520E+00
+3.60000000E-02,+0.00000000E+00,+1.23198238E-01,+9.92382081E-01,+1.00000000E+00,+1.44728429E+00,+1.23912116E-01,+9.92293196E-01,+1.00000000E+00,+1.44656490E+00
+3.70000000E-02,+0.00000000E+00,+1.23025582E-01,+9.92403500E-01,+1.00000000E+00,+1.44745827E+00,+1.23779765E-01,+9.92309715E-01,+1.00000000E+00,+1.44669828E+00
+3.80000000E-02,+0.00000000E+00,+1.22848164E-01,+9.92425478E-01,+1.00000000E+00,+1.44763705E+00,+1.23643766E-01,+9.92326670E-01,+1.00000000E+00,+1.44683533E+00
+3.90000000E-02,+0.00000000E+00,+1.22665980E-01,+9.92448012E-01,+1.00000000E+00,+1.44782062E+00,+1.23504117E-01,+9.92344060E-01,+1.00000000E+00,+1.44697606E+00
+4.00000000E-02,+0.00000000E+00,+1.22479028E-01,+9.92471102E-01,+1.00000000E+00,+1.44800899E+00,+1.23360816E-01,+9.92361884E-01,+1.00000000E+00,+1.44712047E+00
+4.10000000E-02,+0.00000000E+00,+1.22287304E-01,+9.92494743E-01,+1.00000000E+00,+1.44820217E+00,+1.23213861E-01,+9.92380141E-01,+1.00000000E+00,+1.44726855E+00
+4.20000000E-02,+0.00000000E+00,+1.22090807E-01,+9.92518934E-01,+1.00000000E+00,+1.44840015E+00,+1.23063250E-01,+9.92398829E-01,+1.00000000E+00,+1.44742032E+00
+4.30000000E-02,+0.00000000E+00,+1.21889533E-01,+9.92543672E-01,+1.00000000E+00,+1.44860294E+00,+1.22908981E-01,+9.92417947E-01,+1.00000000E+00,+1.44757577E+00
+4.40000000E-02,+0.00000000E+00,+1.21683479E-01,+9.92568955E-01,+1.00000000E+00,+1.44881054E+00,+1.22751053E-01,+9.92437494E-01,+1.00000000E+00,+1.44773490E+00
+4.50000000E-02,+0.00000000E+00,+1.21472642E-01,+9.92594780E-01,+1.00000000E+00,+1.44902295E+00,+1.22589462E-01,+9.92457467E-01,+1.00000000E+00,+1.44789772E+00
+4.60000000E-02,+0.00000000E+00,+1.21257019E-01,+9.92621144E-01,+1.00000000E+00,+1.44924018E+00,+1.22424208E-01,+9.92477865E-01,+1.00000000E+00,+1.44806423E+00
+4.70000000E-02,+0.00000000E+00,+1.21036607E-01,+9.92648044E-01,+1.00000000E+00,+1.44946223E+00,+1.22255287E-01,+9.92498688E-01,+1.00000000E+00,+1.44823443E+00
+4.80000000E-02,+0.00000000E+00,+1.20811402E-01,+9.92675478E-01,+1.00000000E+00,+1.44968910E+00,+1.22082698E-01,+9.92519932E-01,+1.00000000E+00,+1.44840832E+00
+4.90000000E-02,+0.00000000E+00,+1.20581401E-01,+9.92703443E-01,+1.00000000E+00,+1.44992079E+00,+1.21906438E-01,+9.92541596E-01,+1.00000000E+00,+1.44858591E+00
+5.00000000E-02,+0.00000000E+00,+1.20346601E-01,+9.92731935E-01,+1.00000000E+00,+1.45015731E+00,+1.21726504E-01,+9.92563680E-01,+1.00000000E+00,+1.44876719E+00
+5.10000000E-02,+0.00000000E+00,+1.20106997E-01,+9.92760953E-01,+1.00000000E+00,+1.45039867E+00,+1.21542895E-01,+9.92586180E-01,+1.00000000E+00,+1.44895217E+00
+5.20000000E-02,+0.00000000E+00,+1.19862588E-01,+9.92790491E-01,+1.00000000E+00,+1.45064486E+00,+1.21355608E-01,+9.92609095E-01,+1.00000000E+00,+1.44914086E+00
+5.30000000E-02,+0.00000000E+00,+1.19613368E-01,+9.92820549E-01,+1.00000000E+00,+1.45089588E+00,+1.21164641E-01,+9.92632424E-01,+1.00000000E+00,+1.44933324E+00
+5.40000000E-02,+0.00000000E+00,+1.19359335E-01,+9.92851121E-01,+1.00000000E+00,+1.45115175E+00,+1.20969990E-01,+9.92656165E-01,+1.00000000E+00,+1.44952934E+00
+5.50000000E-02,+0.00000000E+00,+1.19100484E-01,+9.92882206E-01,+1.00000000E+00,+1.45141246E+00,+1.20771654E-01,+9.92680315E-01,+1.00000000E+00,+1.44972914E+00
+5.60000000E-02,+0.00000000E+00,+1.18836812E-01,+9.92913799E-01,+1.00000000E+00,+1.45167802E+00,+1.20569630E-01,+9.92704873E-01,+1.00000000E+00,+1.44993265E+00
+5.70000000E-02,+0.00000000E+00,+1.18568315E-01,+9.92945897E-01,+1.00000000E+00,+1.45194843E+00,+1.20363914E-01,+9.92729836E-01,+1.00000000E+00,+1.45013987E+00
+5.80000000E-02,+0.00000000E+00,+1.18294988E-01,+9.92978497E-01,+1.00000000E+00,+1.45222369E+00,+1.20154505E-01,+9.92755204E-01,+1.00000000E+00,+1.45035081E+00
+5.90000000E-02,+0.00000000E+00,+1.18016828E-01,+9.93011595E-01,+1.00000000E+00,+1.45250381E+00,+1.19941399E-01,+9.92780973E-01,+1.00000000E+00,+1.45056547E+00
+6.00000000E-02,+0.00000000E+00,+1.17733830E-01,+9.93045188E-01,+1.00000000E+00,+1.45278880E+00,+1.19724594E-01,+9.92807142E-01,+1.00000000E+00,+1.45078385E+00
+6.10000000E-02,+0.00000000E+00,+1.17445991E-01,+9.93079271E-01,+1.00000000E+00,+1.45307865E+00,+1.19504087E-01,+9.92833709E-01,+1.00000000E+00,+1.45100595E+00
+6.20000000E-02,+0.00000000E+00,+1.17153306E-01,+9.93113842E-01,+1.00000000E+00,+1.45337337E+00,+1.19279874E-01,+9.92860671E-01,+1.00000000E+00,+1.45123178E+00
+6.30000000E-02,+0.00000000E+00,+1.16855771E-01,+9.93148896E-01,+1.00000000E+00,+1.45367296E+00,+1.19051954E-01,+9.92888026E-01,+1.00000000E+00,+1.45146134E+00
+6.40000000E-02,+0.00000000E+00,+1.16553381E-01,+9.93184429E-01,+1.00000000E+00,+1.45397743E+00,+1.18820322E-01,+9.92915772E-01,+1.00000000E+00,+1.45169462E+00
+6.50000000E-02,+0.00000000E+00,+1.16246132E-01,+9.93220437E-01,+1.00000000E+00,+1.45428678E+00,+1.18584976E-01,+9.92943908E-01,+1.00000000E+00,+1.45193165E+00
+6.60000000E-02,+0.00000000E+00,+1.15934019E-01,+9.93256917E-01,+1.00000000E+00,+1.45460102E+00,+1.18345912E-01,+9.92972429E-01,+1.00000000E+00,+1.45217240E+00
+6.70000000E-02,+0.00000000E+00,+1.15617037E-01,+9.93293864E-01,+1.00000000E+00,+1.45492015E+00,+1.18103128E-01,+9.93001335E-01,+1.00000000E+00,+1.45241690E+00
+6.80000000E-02,+0.00000000E+00,+1.15295183E-01,+9.93331274E-01,+1.00000000E+00,+1.45524417E+00,+1.17856620E-01,+9.93030622E-01,+1.00000000E+00,+1.45266515E+00
+6.90000000E-02,+0.00000000E+00,+1.14968451E-01,+9.93369143E-01,+1.00000000E+00,+1.45557309E+00,+1.17606385E-01,+9.93060289E-01,+1.00000000E+00,+1.45291713E+00
+7.00000000E-02,+0.00000000E+00,+1.14636837E-01,+9.93407467E-01,+1.00000000E+00,+1.45590691E+00,+1.17352419E-01,+9.93090333E-01,+1.00000000E+00,+1.45317287E+00
+7.10000000E-02,+0.00000000E+00,+1.14300334E-01,+9.93446241E-01,+1.00000000E+00,+1.45624564E+00,+1.17094720E-01,+9.93120751E-01,+1.00000000E+00,+1.45343236E+00
+7.20000000E-02,+0.00000000E+00,+1.13958940E-01,+9.93485460E-01,+1.00000000E+00,+1.45658928E+00,+1.16833283E-01,+9.93151541E-01,+1.00000000E+00,+1.45369560E+00
+7.30000000E-02,+0.00000000E+00,+1.13612648E-01,+9.93525121E-01,+1.00000000E+00,+1.45693783E+00,+1.16568105E-01,+9.93182701E-01,+1.00000000E+00,+1.45396260E+00
+7.40000000E-02,+0.00000000E+00,+1.13261453E-01,+9.93565218E-01,+1.00000000E+00,+1.45729131E+00,+1.16299183E-01,+9.93214227E-01,+1.00000000E+00,+1.45423337E+00
+7.50000000E-02,+0.00000000E+00,+1.12905350E-01,+9.93605748E-01,+1.00000000E+00,+1.45764971E+00,+1.16026513E-01,+9.93246117E-01,+1.00000000E+00,+1.45450790E+00
+7.60000000E-02,+0.00000000E+00,+1.12544335E-01,+9.93646704E-01,+1.00000000E+00,+1.45801304E+00,+1.15750092E-01,+9.93278368E-01,+1.00000000E+00,+1.45478619E+00
+7.70000000E-02,+0.00000000E+00,+1.12178401E-01,+9.93688083E-01,+1.00000000E+00,+1.45838131E+00,+1.15469915E-01,+9.93310978E-01,+1.00000000E+00,+1.45506826E+00
+7.80000000E-02,+0.00000000E+00,+1.11807543E-01,+9.93729879E-01,+1.00000000E+00,+1.45875451E+00,+1.15185979E-01,+9.93343944E-01,+1.00000000E+00,+1.45535410E+00
+7.90000000E-02,+0.00000000E+00,+1.11431756E-01,+9.93772088E-01,+1.00000000E+00,+1.45913266E+00,+1.14898280E-01,+9.93377262E-01,+1.00000000E+00,+1.45564373E+00
+8.00000000E-02,+0.00000000E+00,+1.11051034E-01,+9.93814705E-01,+1.00000000E+00,+1.45951576E+00,+1.14606815E-01,+9.93410931E-01,+1.00000000E+00,+1.45593713E+00
+8.10000000E-02,+0.00000000E+00,+1.10665372E-01,+9.93857724E-01,+1.00000000E+00,+1.45990382E+00,+1.14311579E-01,+9.93444947E-01,+1.00000000E+00,+1.45623432E+00
+8.20000000E-02,+0.00000000E+00,+1.10274763E-01,+9.93901140E-01,+1.00000000E+00,+1.46029683E+00,+1.14012569E-01,+9.93479307E-01,+1.00000000E+00,+1.45653530E+00
+8.30000000E-02,+0.00000000E+00,+1.09879203E-01,+9.93944949E-01,+1.00000000E+00,+1.46069481E+00,+1.13709780E-01,+9.93514009E-01,+1.00000000E+00,+1.45684007E+00
+8.40000000E-02,+0.00000000E+00,+1.09478686E-01,+9.93989144E-01,+1.00000000E+00,+1.46109776E+00,+1.13403209E-01,+9.93549049E-01,+1.00000000E+00,+1.45714863E+00
+8.50000000E-02,+0.00000000E+00,+1.09073204E-01,+9.94033720E-01,+1.00000000E+00,+1.46150568E+00,+1.13092851E-01,+9.93584424E-01,+1.00000000E+00,+1.45746100E+00
+8.60000000E-02,+0.00000000E+00,+1.08662754E-01,+9.94078672E-01,+1.00000000E+00,+1.46191859E+00,+1.12778702E-01,+9.93620131E-01,+1.00000000E+00,+1.45777717E+00
+8.70000000E-02,+0.00000000E+00,+1.08247328E-01,+9.94123994E-01,+1.00000000E+00,+1.46233648E+00,+1.12460758E-01,+9.93656167E-01,+1.00000000E+00,+1.45809715E+00
+8.80000000E-02,+0.00000000E+00,+1.07826920E-01,+9.94169681E-01,+1.00000000E+00,+1.46275936E+00,+1.12139015E-01,+9.93692529E-01,+1.00000000E+00,+1.45842094E+00
+8.90000000E-02,+0.00000000E+00,+1.07401525E-01,+9.94215727E-01,+1.00000000E+00,+1.46318724E+00,+1.11813468E-01,+9.93729213E-01,+1.00000000E+00,+1.45874855E+00
+9.00000000E-02,+0.00000000E+00,+1.06971135E-01,+9.94262127E-01,+1.00000000E+00,+1.46362013E+00,+1.11484113E-01,+9.93766216E-01,+1.00000000E+00,+1.45907998E+00
+9.10000000E-02,+0.00000000E+00,+1.06535746E-01,+9.94308873E-01,+1.00000000E+00,+1.46405802E+00,+1.11150946E-01,+9.93803535E-01,+1.00000000E+00,+1.45941523E+00
+9.20000000E-02,+0.00000000E+00,+1.06095350E-01,+9.94355961E-01,+1.00000000E+00,+1.46450092E+00,+1.10813962E-01,+9.93841167E-01,+1.00000000E+00,+1.45975431E+00
+9.30000000E-02,+0.00000000E+00,+1.05649940E-01,+9.94403384E-01,+1.00000000E+00,+1.46494885E+00,+1.10473157E-01,+9.93879108E-01,+1.00000000E+00,+1.46009722E+00
+9.40000000E-02,+0.00000000E+00,+1.05199511E-01,+9.94451136E-01,+1.00000000E+00,+1.46540180E+00,+1.10128526E-01,+9.93917355E-01,+1.00000000E+00,+1.46044397E+00
+9.50000000E-02,+0.00000000E+00,+1.04744056E-01,+9.94499212E-01,+1.00000000E+00,+1.46585979E+00,+1.09780064E-01,+9.93955903E-01,+1.00000000E+00,+1.46079455E+00
+9.60000000E-02,+0.00000000E+00,+1.04283569E-01,+9.94547604E-01,+1.00000000E+00,+1.46632281E+00,+1.09427768E-01,+9.93994750E-01,+1.00000000E+00,+1.46114898E+00
+9.70000000E-02,+0.00000000E+00,+1.03818041E-01,+9.94596307E-01,+1.00000000E+00,+1.46679088E+00,+1.09071631E-01,+9.94033892E-01,+1.00000000E+00,+1.46150727E+00
+9.80000000E-02,+0.00000000E+00,+1.03347468E-01,+9.94645314E-01,+1.00000000E+00,+1.46726400E+00,+1.08711649E-01,+9.94073326E-01,+1.00000000E+00,+1.46186940E+00
+9.90000000E-02,+0.00000000E+00,+1.02871841E-01,+9.94694619E-01,+1.00000000E+00,+1.46774217E+00,+1.08347818E-01,+9.94113047E-01,+1.00000000E+00,+1.46223539E+00
+1.00000000E-01,+0.00000000E+00,+1.02391154E-01,+9.94744214E-01,+1.00000000E+00,+1.46822541E+00,+1.07980133E-01,+9.94153052E-01,+1.00000000E+00,+1.46260525E+00
+1.01000000E-01,+0.00000000E+00,+1.01905400E-01,+9.94794094E-01,+1.00000000E+00,+1.46871372E+00,+1.07608588E-01,+9.94193337E-01,+1.00000000E+00,+1.46297897E+00
+1.02000000E-01,+0.00000000E+00,+1.01414572E-01,+9.94844251E-01,+1.00000000E+00,+1.46920711E+00,+1.07233179E-01,+9.94233899E-01,+1.00000000E+00,+1.46335657E+00
+1.03000000E-01,+0.00000000E+00,+1.00918663E-01,+9.94894680E-01,+1.00000000E+00,+1.46970557E+00,+1.06853900E-01,+9.94274733E-01,+1.00000000E+00,+1.46373804E+00
+1.04000000E-01,+0.00000000E+00,+1.00417665E-01,+9.94945372E-01,+1.00000000E+00,+1.47020913E+00,+1.06470747E-01,+9.94315835E-01,+1.00000000E+00,+1.46412339E+00
+1.05000000E-01,+0.00000000E+00,+9.99115712E-02,+9.94996321E-01,+1.00000000E+00,+1.47071778E+00,+1.06083714E-01,+9.94357202E-01,+1.00000000E+00,+1.46451262E+00
+1.06000000E-01,+0.00000000E+00,+9.94003744E-02,+9.95047519E-01,+1.00000000E+00,+1.47123153E+00,+1.05692796E-01,+9.94398830E-01,+1.00000000E+00,+1.46490575E+00
+1.07000000E-01,+0.00000000E+00,+9.88840672E-02,+9.95098961E-01,+1.00000000E+00,+1.47175040E+00,+1.05297989E-01,+9.94440714E-01,+1.00000000E+00,+1.46530278E+00
+1.08000000E-01,+0.00000000E+00,+9.83626420E-02,+9.95150637E-01,+1.00000000E+00,+1.47227438E+00,+1.04899285E-01,+9.94482850E-01,+1.00000000E+00,+1.46570370E+00
+1.09000000E-01,+0.00000000E+00,+9.78360912E-02,+9.95202542E-01,+1.00000000E+00,+1.47280348E+00,+1.04496681E-01,+9.94525235E-01,+1.00000000E+00,+1.46610853E+00
+1.10000000E-01,+0.00000000E+00,+9.73044073E-02,+9.95254667E-01,+1.00000000E+00,+1.47333771E+00,+1.04090171E-01,+9.94567864E-01,+1.00000000E+00,+1.46651727E+00
+1.11000000E-01,+0.00000000E+00,+9.67675826E-02,+9.95307005E-01,+1.00000000E+00,+1.47387708E+00,+1.03679749E-01,+9.94610733E-01,+1.00000000E+00,+1.46692992E+00
+1.12000000E-01,+0.00000000E+00,+9.62256093E-02,+9.95359549E-01,+1.00000000E+00,+1.47442160E+00,+1.03265410E-01,+9.94653837E-01,+1.00000000E+00,+1.46734650E+00
+1.13000000E-01,+0.00000000E+00,+9.56784796E-02,+9.95412291E-01,+1.00000000E+00,+1.47497126E+00,+1.02847148E-01,+9.94697172E-01,+1.00000000E+00,+1.46776700E+00
+1.14000000E-01,+0.00000000E+00,+9.51261856E-02,+9.95465222E-01,+1.00000000E+00,+1.47552609E+00,+1.02424958E-01,+9.94740734E-01,+1.00000000E+00,+1.46819143E+00
+1.15000000E-01,+0.00000000E+00,+9.45687194E-02,+9.95518336E-01,+1.00000000E+00,+1.47608608E+00,+1.01998833E-01,+9.94784518E-01,+1.00000000E+00,+1.46861980E+00
+1.16000000E-01,+0.00000000E+00,+9.40060729E-02,+9.95571624E-01,+1.00000000E+00,+1.47665124E+00,+1.01568769E-01,+9.94828520E-01,+1.00000000E+00,+1.46905211E+00
+1.17000000E-01,+0.00000000E+00,+9.34382380E-02,+9.95625078E-01,+1.00000000E+00,+1.47722159E+00,+1.01134759E-01,+9.94872736E-01,+1.00000000E+00,+1.46948836E+00
+1.18000000E-01,+0.00000000E+00,+9.28652066E-02,+9.95678690E-01,+1.00000000E+00,+1.47779712E+00,+1.00696798E-01,+9.94917160E-01,+1.00000000E+00,+1.46992857E+00
+1.19000000E-01,+0.00000000E+00,+9.22869705E-02,+9.95732452E-01,+1.00000000E+00,+1.47837785E+00,+1.00254879E-01,+9.94961788E-01,+1.00000000E+00,+1.47037274E+00
+1.20000000E-01,+0.00000000E+00,+9.17035213E-02,+9.95786355E-01,+1.00000000E+00,+1.47896379E+00,+9.98089962E-02,+9.95006615E-01,+1.00000000E+00,+1.47082087E+00
+1.21000000E-01,+0.00000000E+00,+9.11148507E-02,+9.95840391E-01,+1.00000000E+00,+1.47955493E+00,+9.93591445E-02,+9.95051637E-01,+1.00000000E+00,+1.47127297E+00
+1.22000000E-01,+0.00000000E+00,+9.05209503E-02,+9.95894551E-01,+1.00000000E+00,+1.48015130E+00,+9.89053172E-02,+9.95096849E-01,+1.00000000E+00,+1.47172904E+00
+1.23000000E-01,+0.00000000E+00,+8.99218115E-02,+9.95948828E-01,+1.00000000E+00,+1.48075289E+00,+9.84475083E-02,+9.95142245E-01,+1.00000000E+00,+1.47218910E+00
+1.24000000E-01,+0.00000000E+00,+8.93174258E-02,+9.96003212E-01,+1.00000000E+00,+1.48135972E+00,+9.79857117E-02,+9.95187822E-01,+1.00000000E+00,+1.47265314E+00
+1.25000000E-01,+0.00000000E+00,+8.87077846E-02,+9.96057694E-01,+1.00000000E+00,+1.48197179E+00,+9.75199210E-02,+9.95233573E-01,+1.00000000E+00,+1.47312117E+00
+1.26000000E-01,+0.00000000E+00,+8.80928791E-02,+9.96112265E-01,+1.00000000E+00,+1.48258911E+00,+9.70501299E-02,+9.95279495E-01,+1.00000000E+00,+1.47359320E+00
+1.27000000E-01,+0.00000000E+00,+8.74727007E-02,+9.96166917E-01,+1.00000000E+00,+1.48321169E+00,+9.65763322E-02,+9.95325581E-01,+1.00000000E+00,+1.47406923E+00
+1.28000000E-01,+0.00000000E+00,+8.68472404E-02,+9.96221640E-01,+1.00000000E+00,+1.48383954E+00,+9.60985214E-02,+9.95371827E-01,+1.00000000E+00,+1.47454928E+00
+1.29000000E-01,+0.00000000E+00,+8.62164893E-02,+9.96276426E-01,+1.00000000E+00,+1.48447267E+00,+9.56166910E-02,+9.95418228E-01,+1.00000000E+00,+1.47503334E+00
+1.30000000E-01,+0.00000000E+00,+8.55804386E-02,+9.96331264E-01,+1.00000000E+00,+1.48511108E+00,+9.51308345E-02,+9.95464778E-01,+1.00000000E+00,+1.47552142E+00
+1.31000000E-01,+0.00000000E+00,+8.49390791E-02,+9.96386146E-01,+1.00000000E+00,+1.48575478E+00,+9.46409453E-02,+9.95511472E-01,+1.00000000E+00,+1.47601353E+00
+1.32000000E-01,+0.00000000E+00,+8.42924018E-02,+9.96441062E-01,+1.00000000E+00,+1.48640379E+00,+9.41470169E-02,+9.95558305E-01,+1.00000000E+00,+1.47650967E+00
+1.33000000E-01,+0.00000000E+00,+8.36403974E-02,+9.96496003E-01,+1.00000000E+00,+1.48705810E+00,+9.36490425E-02,+9.95605272E-01,+1.00000000E+00,+1.47700986E+00
+1.34000000E-01,+0.00000000E+00,+8.29830569E-02,+9.96550958E-01,+1.00000000E+00,+1.48771773E+00,+9.31470154E-02,+9.95652366E-01,+1.00000000E+00,+1.47751409E+00
+1.35000000E-01,+0.00000000E+00,+8.23203708E-02,+9.96605918E-01,+1.00000000E+00,+1.48838270E+00,+9.26409287E-02,+9.95699582E-01,+1.00000000E+00,+1.47802237E+00
+1.36000000E-01,+0.00000000E+00,+8.16523298E-02,+9.96660874E-01,+1.00000000E+00,+1.48905299E+00,+9.21307757E-02,+9.95746916E-01,+1.00000000E+00,+1.47853472E+00
+1.37000000E-01,+0.00000000E+00,+8.09789245E-02,+9.96715814E-01,+1.00000000E+00,+1.48972864E+00,+9.16165493E-02,+9.95794360E-01,+1.00000000E+00,+1.47905113E+00
+1.38000000E-01,+0.00000000E+00,+8.03001454E-02,+9.96770729E-01,+1.00000000E+00,+1.49040963E+00,+9.10982427E-02,+9.95841910E-01,+1.00000000E+00,+1.47957161E+00
