s1,s2,Re(r_ibc3.tm),Im(r_ibc3.tm),Abs(r_ibc3.tm),Arg(r_ibc3.tm),Re(r_ibc3.te),Im(r_ibc3.te),Abs(r_ibc3.te),Arg(r_ibc3.te)
+0.00000000E+00,+0.00000000E+00,+9.90414695E-01,+1.38125782E-01,+1.00000000E+00,+1.38568807E-01,+9.90414695E-01,+1.38125782E-01,+1.00000000E+00,+1.38568807E-01
+1.00000000E-03,+0.00000000E+00,+9.90414587E-01,+1.38126558E-01,+1.00000000E+00,+1.38569590E-01,+9.90414667E-01,+1.38125985E-01,+1.00000000E+00,+1.38569012E-01
+2.00000000E-03,+0.00000000E+00,+9.90414262E-01,+1.38128886E-01,+1.00000000E+00,+1.38571941E-01,+9.90414582E-01,+1.38126594E-01,+1.00000000E+00,+1.38569627E-01
+3.00000000E-03,+0.00000000E+00,+9.90413721E-01,+1.38132765E-01,+1.00000000E+00,+1.38575858E-01,+9.90414440E-01,+1.38127610E-01,+1.00000000E+00,+1.38570653E-01
+4.00000000E-03,+0.00000000E+00,+9.90412964E-01,+1.38138197E-01,+1.00000000E+00,+1.38581342E-01,+9.90414242E-01,+1.38129032E-01,+1.00000000E+00,+1.38572088E-01
+5.00000000E-03,+0.00000000E+00,+9.90411990E-01,+1.38145180E-01,+1.00000000E+00,+1.38588393E-01,+9.90413987E-01,+1.38130860E-01,+1.00000000E+00,+1.38573934E-01
+6.00000000E-03,+0.00000000E+00,+9.90410799E-01,+1.38153716E-01,+1.00000000E+00,+1.38597012E-01,+9.90413675E-01,+1.38133094E-01,+1.00000000E+00,+1.38576190E-01
+7.00000000E-03,+0.00000000E+00,+9.90409392E-01,+1.38163805E-01,+1.00000000E+00,+1.38607198E-01,+9.90413307E-01,+1.38135734E-01,+1.00000000E+00,+1.38578856E-01
+8.00000000E-03,+0.00000000E+00,+9.90407768E-01,+1.38175445E-01,+1.00000000E+00,+1.38618951E-01,+9.90412882E-01,+1.38138781E-01,+1.00000000E+00,+1.38581932E-01
+9.00000000E-03,+0.00000000E+00,+9.90405927E-01,+1.38188639E-01,+1.00000000E+00,+1.38632273E-01,+9.90412401E-01,+1.38142234E-01,+1.00000000E+00,+1.38585418E-01
+1.00000000E-02,+0.00000000E+00,+9.90403869E-01,+1.38203386E-01,+1.00000000E+00,+1.38647162E-01,+9.90411862E-01,+1.38146093E-01,+1.00000000E+00,+1.38589315E-01
+1.10000000E-02,+0.00000000E+00,+9.90401595E-01,+1.38219686E-01,+1.00000000E+00,+1.38663620E-01,+9.90411267E-01,+1.38150358E-01,+1.00000000E+00,+1.38593621E-01
+1.20000000E-02,+0.00000000E+00,+9.90399103E-01,+1.38237540E-01,+1.00000000E+00,+1.38681647E-01,+9.90410616E-01,+1.38155030E-01,+1.00000000E+00,+1.38598338E-01
+1.30000000E-02,+0.00000000E+00,+9.90396394E-01,+1.38256948E-01,+1.00000000E+00,+1.38701243E-01,+9.90409907E-01,+1.38160108E-01,+1.00000000E+00,+1.38603465E-01
